measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed",Residual Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Residual Fuel Oil - Generation,Residual Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Residual Fuel Oil - Quantity Consumed For Electricity,Residual Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Residual Fuel Oil - Total Fuel Consumed,"Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2004-05-01,0.0,0.0,0.0,,,,1031.87,33178.0,33178.0,251.871,3634.0,3634.0,,,,0.0,0.0,0.0
2004-06-01,0.0,0.0,0.0,,,,1506.0810000000001,48426.0,48426.0,259.10200000000003,3739.0,3739.0,,,,0.0,0.0,0.0
2004-07-01,0.0,0.0,0.0,,,,2431.835,78192.0,78192.0,343.19300000000004,4952.0,4952.0,,,,0.0,0.0,0.0
2004-08-01,0.0,0.0,0.0,,,,1475.604,47446.0,47446.0,396.72700000000003,5724.0,5724.0,,,,0.0,0.0,0.0
2004-09-01,0.0,0.0,0.0,,,,707.58,22751.0,22751.0,277.879,4010.0,4010.0,,,,0.0,0.0,0.0
2004-10-01,0.0,0.0,0.0,,,,638.308,20524.0,20524.0,226.39100000000002,3267.0,3267.0,,,,0.0,0.0,0.0
2004-11-01,0.0,0.0,0.0,,,,245.255,7886.0,7886.0,230.56300000000002,3327.0,3327.0,,,,0.0,0.0,0.0
2004-12-01,0.0,0.0,0.0,,,,58.236000000000004,1873.0,1873.0,272.546,3933.0,3933.0,,,,0.0,0.0,0.0
2005-01-01,0.0,0.0,0.0,,,,282.702,5365.22,5365.22,0.0,0.0,0.0,,,,0.0,0.0,0.0
2005-02-01,0.0,0.0,0.0,,,,234.68300000000002,4453.9,4453.9,0.0,0.0,0.0,,,,0.0,0.0,0.0
2005-03-01,0.0,0.0,0.0,,,,290.636,5515.8,5515.8,0.0,0.0,0.0,,,,0.0,0.0,0.0
2005-04-01,0.0,0.0,0.0,,,,286.366,5434.76,5434.76,0.0,0.0,0.0,,,,0.0,0.0,0.0
2005-05-01,0.0,0.0,0.0,,,,337.58,6406.71,6406.71,0.0,0.0,0.0,,,,0.0,0.0,0.0
2005-06-01,0.0,0.0,0.0,,,,426.035,8085.44,8085.44,0.0,0.0,0.0,,,,0.0,0.0,0.0
2005-07-01,0.0,0.0,0.0,,,,533.9490000000001,10133.48,10133.48,0.0,0.0,0.0,,,,0.0,0.0,0.0
2005-08-01,0.0,0.0,0.0,,,,553.113,10497.18,10497.18,0.0,0.0,0.0,,,,0.0,0.0,0.0
2005-09-01,0.0,0.0,0.0,,,,420.885,7987.7,7987.7,0.0,0.0,0.0,,,,0.0,0.0,0.0
2005-10-01,0.0,0.0,0.0,,,,336.235,6381.2,6381.2,0.0,0.0,0.0,,,,0.0,0.0,0.0
2005-11-01,0.0,0.0,0.0,,,,286.865,5444.22,5444.22,0.0,0.0,0.0,,,,0.0,0.0,0.0
2005-12-01,0.0,0.0,0.0,,,,279.95,5313.0,5313.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2006-01-01,0.0,0.0,0.0,,,,2073.636,24824.0,24824.0,620.703,9115.0,9115.0,,,,0.0,0.0,0.0
2006-02-01,0.0,0.0,0.0,,,,2460.18,29452.0,29452.0,736.407,10814.0,10814.0,,,,0.0,0.0,0.0
2006-03-01,0.0,0.0,0.0,,,,2806.06,33592.0,33592.0,839.94,12335.0,12335.0,,,,0.0,0.0,0.0
2006-04-01,0.0,0.0,0.0,,,,3138.64,37574.0,37574.0,939.4910000000001,13797.0,13797.0,,,,0.0,0.0,0.0
2006-05-01,0.0,0.0,0.0,,,,3635.329,43520.0,43520.0,1088.165,15980.0,15980.0,,,,0.0,0.0,0.0
2006-06-01,0.0,0.0,0.0,,,,4632.397,55456.0,55456.0,1386.6180000000002,20363.0,20363.0,,,,0.0,0.0,0.0
2006-07-01,0.0,0.0,0.0,,,,5823.934,69721.0,69721.0,1743.2820000000002,25601.0,25601.0,,,,0.0,0.0,0.0
2006-08-01,0.0,0.0,0.0,,,,5897.381,70600.0,70600.0,1765.267,25923.0,25923.0,,,,0.0,0.0,0.0
2006-09-01,0.0,0.0,0.0,,,,4012.592,48036.0,48036.0,1201.092,17638.0,17638.0,,,,0.0,0.0,0.0
2006-10-01,0.0,0.0,0.0,,,,3633.047,43493.0,43493.0,1087.482,15970.0,15970.0,,,,0.0,0.0,0.0
2006-11-01,0.0,0.0,0.0,,,,2698.1020000000003,32300.0,32300.0,807.625,11860.0,11860.0,,,,0.0,0.0,0.0
2006-12-01,0.0,0.0,0.0,,,,2812.703,33672.0,33672.0,841.928,12364.0,12364.0,,,,0.0,0.0,0.0
2007-01-01,0.0,0.0,0.0,,,,570.748,8239.0,8239.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2007-02-01,0.0,0.0,0.0,,,,490.154,7076.0,7076.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2007-03-01,0.0,0.0,0.0,,,,482.478,6965.0,6965.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2007-04-01,0.0,0.0,0.0,,,,462.562,6677.0,6677.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2007-05-01,0.0,0.0,0.0,,,,511.80400000000003,7388.0,7388.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2007-06-01,,,,,,,600.3580000000001,8666.0,8666.0,4208.0,51086.0,51086.0,,,,,,
2007-07-01,,,,,,,729.815,10535.0,10535.0,20599.0,243177.0,243177.0,,,,,,
2007-08-01,,,,,,,704.484,10169.0,10169.0,20240.0,242658.0,242658.0,,,,,,
2007-09-01,,,,,,,605.938,8747.0,8747.0,14518.0,171985.0,171985.0,,,,,,
2007-10-01,0.0,0.0,0.0,,,,453.242,6542.0,6542.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2007-11-01,,,,,,,376.92,5441.0,5441.0,0.0,0.0,0.0,,,,,,
2007-12-01,0.0,0.0,0.0,,,,455.495,6575.0,6575.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2008-01-01,0.0,0.0,0.0,,,,215.912,3328.0,3328.0,-111.0,0.0,0.0,0.0,0.0,0.0,,,
2008-02-01,0.0,0.0,0.0,,,,196.008,3022.0,3022.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2008-03-01,0.0,0.0,0.0,,,,205.913,3175.0,3175.0,-117.0,0.0,0.0,0.0,0.0,0.0,,,
2008-04-01,0.0,0.0,0.0,,,,199.156,3070.0,3070.0,-85.0,0.0,0.0,0.0,0.0,0.0,,,
2008-05-01,0.0,0.0,0.0,,,,207.49300000000002,3199.0,3199.0,-126.0,0.0,0.0,0.0,0.0,0.0,,,
2008-06-01,,,,0.0,0.0,0.0,224.048,3455.0,3455.0,13764.0,161160.0,161160.0,,,,0.0,0.0,0.0
2008-07-01,,,,0.0,0.0,0.0,283.841,4377.0,4377.0,8851.0,108120.0,108120.0,,,,0.0,0.0,0.0
2008-08-01,,,,0.0,0.0,0.0,318.855,4916.0,4916.0,21265.0,248778.0,248778.0,,,,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0,,,,261.132,4026.0,4026.0,-163.0,0.0,0.0,0.0,0.0,0.0,,,
2008-10-01,0.0,0.0,0.0,,,,232.805,3589.0,3589.0,-100.0,0.0,0.0,0.0,0.0,0.0,,,
2008-11-01,0.0,0.0,0.0,,,,207.131,3194.0,3194.0,-103.0,0.0,0.0,0.0,0.0,0.0,,,
2008-12-01,0.0,0.0,0.0,,,,250.70600000000002,3866.0,3866.0,-65.0,0.0,0.0,0.0,0.0,0.0,,,
2009-01-01,,,,,,,99.007,1643.0,1643.0,-140.0,0.0,0.0,,,,,,
2009-02-01,,,,,,,91.99300000000001,1527.0,1527.0,-50.0,0.0,0.0,,,,,,
2009-03-01,,,,,,,96.80900000000001,1607.0,1607.0,-115.0,0.0,0.0,,,,,,
2009-04-01,,,,,,,77.975,1294.0,1294.0,-85.0,0.0,0.0,,,,,,
2009-05-01,,,,,,,111.65,1853.0,1853.0,-65.0,0.0,0.0,,,,,,
2009-06-01,,,,,,,106.851,1773.0,1773.0,-54.0,0.0,0.0,,,,,,
2009-07-01,,,,,,,134.96200000000002,2240.0,2240.0,-155.0,0.0,0.0,,,,,,
2009-08-01,,,,,,,130.447,2165.0,2165.0,-167.0,0.0,0.0,,,,,,
2009-09-01,,,,,,,116.521,1934.0,1934.0,-126.0,0.0,0.0,,,,,,
2009-10-01,,,,,,,83.078,1379.0,1379.0,-155.0,0.0,0.0,,,,,,
2009-11-01,,,,,,,89.724,1490.0,1490.0,-64.0,0.0,0.0,,,,,,
2009-12-01,,,,,,,92.983,1543.0,1543.0,-106.0,0.0,0.0,,,,,,
2010-01-01,,,,,,,0.741,21.0,21.0,-82.0,0.0,0.0,,,,,,
2010-02-01,,,,,,,0.6900000000000001,19.0,19.0,-68.0,0.0,0.0,,,,,,
2010-03-01,,,,,,,0.731,20.0,20.0,-77.0,0.0,0.0,,,,,,
2010-04-01,,,,,,,0.7020000000000001,19.0,19.0,-79.0,0.0,0.0,,,,,,
2010-05-01,,,,,,,0.731,20.0,20.0,-73.0,0.0,0.0,,,,,,
2010-06-01,,,,,,,0.767,21.0,21.0,-77.0,0.0,0.0,,,,,,
2010-07-01,,,,,,,1.079,29.0,29.0,-87.0,0.0,0.0,,,,,,
2010-08-01,,,,,,,0.905,25.0,25.0,-109.0,0.0,0.0,,,,,,
2010-09-01,,,,,,,0.779,22.0,22.0,-41.0,0.0,0.0,,,,,,
2010-10-01,,,,,,,0.643,18.0,18.0,-124.0,0.0,0.0,,,,,,
2010-11-01,,,,,,,0.637,18.0,18.0,-89.0,0.0,0.0,,,,,,
2010-12-01,,,,,,,0.595,16.0,16.0,-67.0,0.0,0.0,,,,,,
2011-01-01,,,,,,,-0.071,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-02-01,,,,,,,-0.063,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-03-01,,,,,,,-0.072,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-04-01,,,,,,,-0.068,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-05-01,,,,,,,-0.075,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-06-01,,,,,,,-0.084,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-07-01,,,,,,,-0.114,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-08-01,,,,,,,-0.12,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-09-01,,,,,,,-0.099,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-10-01,,,,,,,-0.086,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-11-01,,,,,,,-0.063,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-12-01,,,,,,,-0.085,0.0,0.0,0.0,0.0,0.0,,,,,,
