measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2016-09-01,663.385,6124.0,6124.0
2016-10-01,510.458,4713.0,4713.0
2016-11-01,363.803,3359.0,3359.0
2016-12-01,588.354,5432.0,5432.0
2017-01-01,595.167,5483.0,5483.0
2017-02-01,726.568,6694.0,6694.0
2017-03-01,894.48,8241.0,8241.0
2017-04-01,974.294,8976.0,8976.0
2017-05-01,1065.106,9813.0,9813.0
2017-06-01,910.983,8393.0,8393.0
2017-07-01,1016.619,9366.0,9366.0
2017-08-01,917.799,8456.0,8456.0
2017-09-01,881.375,8120.0,8120.0
2017-10-01,767.482,7071.0,7071.0
2017-11-01,677.896,6245.0,6245.0
2017-12-01,554.231,5106.0,5106.0
2018-01-01,622.982,5672.0,5672.0
2018-02-01,546.052,4971.0,4971.0
2018-03-01,788.813,7181.0,7181.0
2018-04-01,968.586,8818.0,8818.0
2018-05-01,962.133,8759.0,8759.0
2018-06-01,1035.058,9423.0,9423.0
2018-07-01,977.302,8897.0,8897.0
2018-08-01,997.915,9085.0,9085.0
2018-09-01,660.684,6015.0,6015.0
2018-10-01,711.34,6476.0,6476.0
2018-11-01,515.861,4696.0,4696.0
2018-12-01,426.274,3881.0,3881.0
2019-01-01,549.836,4896.0,4896.0
2019-02-01,529.919,4719.0,4719.0
2019-03-01,878.025,7819.0,7819.0
2019-04-01,902.291,8035.0,8035.0
2019-05-01,1025.066,9128.0,9128.0
2019-06-01,993.399,8846.0,8846.0
2019-07-01,1104.374,9834.0,9834.0
2019-08-01,983.459,8758.0,8758.0
2019-09-01,896.841,7986.0,7986.0
2019-10-01,711.131,6333.0,6333.0
2019-11-01,612.423,5454.0,5454.0
2019-12-01,543.236,4838.0,4838.0
2020-01-01,541.414,4747.0,4747.0
2020-02-01,556.412,4878.0,4878.0
2020-03-01,711.706,6240.0,6240.0
2020-04-01,966.683,8475.0,8475.0
2020-05-01,967.451,8482.0,8482.0
2020-06-01,941.21,8252.0,8252.0
2020-07-01,1052.815,9230.0,9230.0
2020-08-01,845.366,7411.0,7411.0
2020-09-01,715.956,6277.0,6277.0
2020-10-01,725.854,6364.0,6364.0
2020-11-01,607.078,5322.0,5322.0
2020-12-01,513.055,4498.0,4498.0
2021-01-01,486.675,4304.0,4304.0
2021-02-01,475.415,4205.0,4205.0
2021-03-01,779.912,6898.0,6898.0
2021-04-01,1047.988,9268.0,9268.0
2021-05-01,1056.113,9340.0,9340.0
2021-06-01,972.896,8604.0,8604.0
2021-07-01,1051.22,9297.0,9297.0
2021-08-01,958.106,8473.0,8473.0
2021-09-01,896.244,7926.0,7926.0
2021-10-01,735.87,6508.0,6508.0
2021-11-01,692.016,6120.0,6120.0
2021-12-01,505.545,4471.0,4471.0
2022-01-01,548.964,1873.0,1873.0
2022-02-01,612.554,2090.0,2090.0
2022-03-01,798.722,2725.0,2725.0
2022-04-01,1036.783,3538.0,3538.0
2022-05-01,982.746,3353.0,3353.0
2022-06-01,1038.583,3544.0,3544.0
2022-07-01,924.653,3155.0,3155.0
2022-08-01,899.469,3069.0,3069.0
2022-09-01,842.112,2873.0,2873.0
2022-10-01,706.07,2409.0,2409.0
2022-11-01,551.393,1881.0,1881.0
2022-12-01,431.951,1474.0,1474.0
2023-01-01,565.0,1928.0,1928.0
2023-02-01,598.0,2040.0,2040.0
2023-03-01,843.0,2876.0,2876.0
2023-04-01,880.0,3003.0,3003.0
2023-05-01,927.0,3163.0,3163.0
2023-06-01,913.0,3115.0,3115.0
2023-07-01,951.0,3245.0,3245.0
2023-08-01,911.0,3108.0,3108.0
2023-09-01,778.0,2655.0,2655.0
2023-10-01,866.0,2955.0,2955.0
2023-11-01,549.0,1873.0,1873.0
2023-12-01,582.0,1986.0,1986.0
2024-01-01,596.0,2034.0,2034.0
2024-02-01,749.0,2556.0,2556.0
2024-03-01,862.0,2941.0,2941.0
2024-04-01,926.0,3160.0,3160.0
2024-05-01,924.0,3153.0,3153.0
2024-06-01,1023.0,3490.0,3490.0
2024-07-01,903.0,3081.0,3081.0
2024-08-01,927.0,3163.0,3163.0
2024-09-01,692.0,2361.0,2361.0
2024-10-01,856.0,2921.0,2921.0
2024-11-01,558.0,1904.0,1904.0
2024-12-01,558.0,1904.0,1904.0
