measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2016-05-01,151.394,1398.0,1398.0
2016-06-01,152.406,1407.0,1407.0
2016-07-01,171.542,1584.0,1584.0
2016-08-01,167.421,1546.0,1546.0
2016-09-01,163.395,1508.0,1508.0
2016-10-01,135.571,1252.0,1252.0
2016-11-01,130.4,1204.0,1204.0
2016-12-01,104.871,968.0,968.0
2017-01-01,86.294,795.0,795.0
2017-02-01,88.734,818.0,818.0
2017-03-01,154.898,1427.0,1427.0
2017-04-01,170.331,1569.0,1569.0
2017-05-01,190.672,1757.0,1757.0
2017-06-01,195.686,1803.0,1803.0
2017-07-01,164.63,1517.0,1517.0
2017-08-01,168.953,1557.0,1557.0
2017-09-01,151.629,1397.0,1397.0
2017-10-01,149.078,1373.0,1373.0
2017-11-01,102.47,944.0,944.0
2017-12-01,98.625,909.0,909.0
2018-01-01,67.185,612.0,612.0
2018-02-01,86.159,784.0,784.0
2018-03-01,110.35,1005.0,1005.0
2018-04-01,137.766,1254.0,1254.0
2018-05-01,145.693,1326.0,1326.0
2018-06-01,170.627,1553.0,1553.0
2018-07-01,145.338,1323.0,1323.0
2018-08-01,146.965,1338.0,1338.0
2018-09-01,141.373,1287.0,1287.0
2018-10-01,110.833,1009.0,1009.0
2018-11-01,86.641,789.0,789.0
2018-12-01,67.07,611.0,611.0
2019-01-01,83.568,744.0,744.0
2019-02-01,91.438,814.0,814.0
2019-03-01,126.483,1126.0,1126.0
2019-04-01,149.656,1333.0,1333.0
2019-05-01,158.612,1412.0,1412.0
2019-06-01,174.697,1556.0,1556.0
2019-07-01,176.41,1571.0,1571.0
2019-08-01,171.771,1530.0,1530.0
2019-09-01,146.847,1308.0,1308.0
2019-10-01,142.549,1269.0,1269.0
2019-11-01,97.276,866.0,866.0
2019-12-01,65.693,585.0,585.0
2020-01-01,100.44,881.0,881.0
2020-02-01,126.808,1112.0,1112.0
2020-03-01,135.45,1187.0,1187.0
2020-04-01,159.709,1400.0,1400.0
2020-05-01,178.895,1568.0,1568.0
2020-06-01,191.905,1682.0,1682.0
2020-07-01,199.375,1748.0,1748.0
2020-08-01,178.975,1569.0,1569.0
2020-09-01,156.071,1368.0,1368.0
2020-10-01,141.449,1240.0,1240.0
2020-11-01,105.12,922.0,922.0
2020-12-01,86.803,761.0,761.0
2021-01-01,80.738,714.0,714.0
2021-02-01,103.167,912.0,912.0
2021-03-01,130.464,1154.0,1154.0
2021-04-01,157.594,1394.0,1394.0
2021-05-01,174.068,1539.0,1539.0
2021-06-01,159.473,1410.0,1410.0
2021-07-01,153.319,1356.0,1356.0
2021-08-01,160.609,1420.0,1420.0
2021-09-01,141.961,1256.0,1256.0
2021-10-01,111.827,989.0,989.0
2021-11-01,91.207,807.0,807.0
2021-12-01,69.573,615.0,615.0
2022-01-01,82.594,282.0,282.0
2022-02-01,99.942,341.0,341.0
2022-03-01,121.53,415.0,415.0
2022-04-01,142.254,485.0,485.0
2022-05-01,162.43,554.0,554.0
2022-06-01,154.342,527.0,527.0
2022-07-01,141.003,481.0,481.0
2022-08-01,129.471,442.0,442.0
2022-09-01,125.841,429.0,429.0
2022-10-01,113.214,386.0,386.0
2022-11-01,82.966,283.0,283.0
2022-12-01,61.413,210.0,210.0
2023-01-01,73.0,249.0,249.0
2023-02-01,89.0,304.0,304.0
2023-03-01,114.0,389.0,389.0
2023-04-01,151.0,515.0,515.0
2023-05-01,158.0,539.0,539.0
2023-06-01,149.0,508.0,508.0
2023-07-01,157.0,536.0,536.0
2023-08-01,133.0,454.0,454.0
2023-09-01,115.0,392.0,392.0
2023-10-01,113.0,386.0,386.0
2023-11-01,83.0,283.0,283.0
2023-12-01,68.0,232.0,232.0
2024-01-01,68.0,232.0,232.0
2024-02-01,80.0,273.0,273.0
2024-03-01,109.0,372.0,372.0
2024-04-01,147.0,502.0,502.0
2024-05-01,165.0,563.0,563.0
2024-06-01,156.0,532.0,532.0
2024-07-01,152.0,519.0,519.0
2024-08-01,171.0,583.0,583.0
2024-09-01,82.0,280.0,280.0
2024-10-01,71.0,242.0,242.0
2024-11-01,107.0,365.0,365.0
2024-12-01,85.0,290.0,290.0
