measured_on,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2007-10-01,,,,1643.076,13570.0,90499.0
2007-11-01,,,,1702.4170000000001,14062.0,93773.0
2007-12-01,,,,2171.817,17934.0,119627.0
2008-01-01,,,,2226.59,18459.0,115896.0
2008-02-01,,,,2239.146,18563.0,116565.0
2008-03-01,,,,1843.517,15283.0,95973.0
2008-04-01,,,,1628.501,13501.0,84779.0
2008-05-01,,,,1667.141,13821.0,86786.0
2008-06-01,,,,1851.458,15349.0,96378.0
2008-07-01,,,,2073.65,17191.0,107941.0
2008-08-01,,,,1994.1170000000002,16532.0,103805.0
2008-09-01,,,,1774.276,14709.0,92365.0
2008-10-01,,,,1572.838,13039.0,81875.0
2008-11-01,,,,1658.751,13751.0,86346.0
2008-12-01,,,,1963.015,16274.0,102186.0
2009-01-01,,,,1850.1290000000001,15809.0,111101.0
2009-02-01,,,,1681.486,14368.0,100963.0
2009-03-01,,,,1656.439,14154.0,99458.0
2009-04-01,,,,1428.1970000000001,12204.0,85756.0
2009-05-01,,,,1323.759,11311.0,79476.0
2009-06-01,,,,1386.316,11846.0,83230.0
2009-07-01,,,,1620.2820000000002,13845.0,97278.0
2009-08-01,,,,1556.219,13298.0,93437.0
2009-09-01,,,,1476.8590000000002,12620.0,88680.0
2009-10-01,,,,1458.6090000000002,12464.0,87573.0
2009-11-01,,,,1451.701,12405.0,87157.0
2009-12-01,,,,1774.0040000000001,15159.0,106516.0
2010-01-01,,,,2049.772,16845.0,104233.0
2010-02-01,,,,1884.978,15490.0,95859.0
2010-03-01,,,,1651.6970000000001,13573.0,83992.0
2010-04-01,,,,1595.56,13112.0,81137.0
2010-05-01,,,,1879.6170000000002,15446.0,95583.0
2010-06-01,,,,1930.188,15862.0,98160.0
2010-07-01,,,,2081.529,17106.0,105859.0
2010-08-01,,,,1975.664,16236.0,100478.0
2010-09-01,,,,1331.017,10938.0,67695.0
2010-10-01,,,,1035.425,8509.0,52661.0
2010-11-01,,,,1457.381,11976.0,74113.0
2010-12-01,,,,2126.172,17472.0,108125.0
2011-01-01,,,,2254.068,18200.0,121827.0
2011-02-01,,,,1780.55,14377.0,96223.0
2011-03-01,,,,2130.223,17200.0,115114.0
2011-04-01,,,,1512.412,12212.0,81725.0
2011-05-01,,,,1875.425,15143.0,101343.0
2011-06-01,,,,1826.566,14748.0,98714.0
2011-07-01,,,,2176.965,17577.0,117640.0
2011-08-01,,,,2150.797,17366.0,116239.0
2011-09-01,,,,1576.288,12727.0,85185.0
2011-10-01,,,,1518.115,12258.0,82037.0
2011-11-01,,,,1566.421,12648.0,84649.0
2011-12-01,,,,1644.17,13275.0,88853.0
2012-01-01,,,,792.767,6179.0,55793.0
2012-02-01,,,,711.795,5548.0,50118.0
2012-03-01,,,,570.758,4449.0,40188.0
2012-04-01,,,,523.86,4083.0,36884.0
2012-05-01,,,,450.063,3508.0,31676.0
2012-06-01,,,,611.586,4767.0,43060.0
2012-07-01,,,,837.659,6529.0,58976.0
2012-08-01,,,,824.303,6425.0,58024.0
2012-09-01,,,,709.254,5528.0,49928.0
2012-10-01,,,,723.547,5640.0,50931.0
2012-11-01,,,,736.866,5744.0,51883.0
2012-12-01,,,,934.542,7285.0,65792.0
2013-01-01,,,,2100.229,17283.0,114870.0
2013-02-01,,,,1775.787,14613.0,97143.0
2013-03-01,,,,1739.031,14311.0,95130.0
2013-04-01,,,,1389.598,11435.0,76020.0
2013-05-01,,,,1368.208,11259.0,74848.0
2013-06-01,,,,1532.339,12610.0,83825.0
2013-07-01,,,,1990.576,16381.0,108885.0
2013-08-01,,,,2044.435,16824.0,111825.0
2013-09-01,,,,1604.655,13205.0,87780.0
2013-10-01,,,,1820.155,14978.0,99558.0
2013-11-01,,,,1746.564,14373.0,95533.0
2013-12-01,,,,2260.423,18601.0,123655.0
2014-01-01,,,,2150.254,18321.0,112455.0
2014-02-01,,,,2039.996,17381.0,106680.0
2014-03-01,,,,1828.102,15576.0,95603.0
2014-04-01,,,,1267.56,10800.0,66290.0
2014-05-01,,,,1703.928,14518.0,89110.0
2014-06-01,,,,1763.988,15030.0,92243.0
2014-07-01,,,,1892.498,16125.0,98963.0
2014-08-01,,,,2164.27,18440.0,113190.0
2014-09-01,,,,1630.331,13891.0,85260.0
2014-10-01,,,,1719.763,14653.0,89933.0
2014-11-01,,,,1966.136,16752.0,102830.0
2014-12-01,,,,2288.174,19496.0,119665.0
2015-01-01,,,,2405.238,19536.0,119210.0
2015-02-01,,,,2213.073,17975.0,109690.0
2015-03-01,,,,1817.554,14763.0,90090.0
2015-04-01,,,,1367.359,11106.0,67778.0
2015-05-01,,,,1955.312,15882.0,96915.0
2015-06-01,,,,2067.389,16792.0,102463.0
2015-07-01,,,,2361.547,19181.0,117040.0
2015-08-01,,,,1752.047,14231.0,86835.0
2015-09-01,,,,1650.173,13403.0,81795.0
2015-10-01,,,,1683.136,13671.0,83423.0
2015-11-01,,,,1876.52,15242.0,93013.0
2015-12-01,,,,1937.652,15738.0,96040.0
2016-01-01,,,,2329.153,15136.0,116638.0
2016-02-01,,,,1821.069,11834.0,91193.0
2016-03-01,,,,1577.712,10253.0,79013.0
2016-04-01,,,,1197.773,7784.0,59973.0
2016-05-01,,,,1563.773,10162.0,78313.0
2016-06-01,,,,1807.555,11746.0,90510.0
2016-07-01,,,,2111.443,13721.0,105735.0
2016-08-01,,,,2189.105,14226.0,109620.0
2016-09-01,,,,2009.809,13061.0,100643.0
2016-10-01,,,,1827.542,11876.0,91525.0
2016-11-01,,,,2023.809,13151.0,101343.0
2016-12-01,,,,2371.257,15409.0,118738.0
2017-01-01,,,,2444.794,15448.0,121240.0
2017-02-01,,,,1896.143,11981.0,94045.0
2017-03-01,,,,1653.415,10448.0,82005.0
2017-04-01,,,,1113.051,7033.0,55195.0
2017-05-01,,,,1609.342,10169.0,79818.0
2017-06-01,,,,1786.069,11286.0,88585.0
2017-07-01,,,,2277.917,14394.0,112980.0
2017-08-01,,,,2219.685,14026.0,110093.0
2017-09-01,,,,1877.317,11862.0,93100.0
2017-10-01,,,,1828.564,11554.0,90685.0
2017-11-01,,,,2331.729,14734.0,115640.0
2017-12-01,,,,2275.974,14382.0,112875.0
2018-01-01,,,,2223.869,12221.0,102970.0
2018-02-01,,,,1738.665,9555.0,80500.0
2018-03-01,,,,1599.397,8789.0,74060.0
2018-04-01,,,,1454.196,7992.0,67340.0
2018-05-01,,,,1700.925,9347.0,78750.0
2018-06-01,,,,1727.643,9494.0,79993.0
2018-07-01,,,,1904.5,10466.0,88183.0
2018-08-01,,,,1971.142,10832.0,91263.0
2018-09-01,,,,1696.973,9326.0,78575.0
2018-10-01,,,,1748.603,9609.0,80973.0
2018-11-01,,,,2189.892,12035.0,101395.0
2018-12-01,,,,2154.195,11838.0,99750.0
2019-01-01,,,,404.684,4870.0,40303.0
2019-02-01,,,,365.14,4394.0,36365.0
2019-03-01,,,,306.013,3682.0,30485.0
2019-04-01,,,,226.875,2730.0,22593.0
2019-05-01,,,,267.201,3215.0,26618.0
2019-06-01,,,,312.371,3759.0,31115.0
2019-07-01,,,,395.209,4755.0,39358.0
2019-08-01,,,,371.252,4467.0,36978.0
2019-09-01,,,,314.09,3779.0,31290.0
2019-10-01,,,,237.761,2861.0,23678.0
2019-11-01,,,,333.075,4008.0,33180.0
2019-12-01,,,,316.329,3806.0,31500.0
2020-01-01,,,,2373.216,15092.0,106505.0
2020-02-01,,,,2094.734,13321.0,93993.0
2020-03-01,,,,1770.527,11259.0,79450.0
2020-04-01,,,,1428.036,9081.0,64085.0
2020-05-01,,,,1610.312,10241.0,72258.0
2020-06-01,,,,1900.136,12084.0,85260.0
2020-07-01,,,,2688.034,17094.0,120628.0
2020-08-01,,,,2625.571,16697.0,117828.0
2020-09-01,,,,2060.796,13105.0,92470.0
2020-10-01,,,,2000.254,12720.0,89758.0
2020-11-01,,,,1965.609,12500.0,88200.0
2020-12-01,,,,2430.775,15458.0,109078.0
2021-01-01,,,,1927.995,12887.0,89740.0
2021-02-01,,,,1967.332,13150.0,91560.0
2021-03-01,,,,1394.579,9322.0,64908.0
2021-04-01,,,,1212.129,8102.0,56420.0
2021-05-01,,,,1388.459,9281.0,64628.0
2021-06-01,,,,2027.964,13555.0,94395.0
2021-07-01,,,,2461.303,16452.0,114555.0
2021-08-01,,,,2297.958,15360.0,106960.0
2021-09-01,,,,1904.681,12731.0,88655.0
2021-10-01,,,,1572.931,10514.0,73203.0
2021-11-01,,,,1476.858,9872.0,68740.0
2021-12-01,,,,1523.811,10185.0,70928.0
2022-01-01,,,,1127.449,8854.0,71803.0
2022-02-01,,,,920.512,7229.0,58625.0
2022-03-01,,,,844.974,6636.0,53813.0
2022-04-01,,,,680.685,5345.0,43348.0
2022-05-01,,,,778.821,6116.0,49595.0
2022-06-01,,,,1065.257,8366.0,67830.0
2022-07-01,,,,1281.452,10063.0,81603.0
2022-08-01,,,,1254.596,9852.0,79888.0
2022-09-01,,,,962.061,7555.0,61268.0
2022-10-01,,,,854.847,6713.0,54443.0
2022-11-01,,,,788.858,6195.0,50243.0
2022-12-01,,,,1008.488,7920.0,64225.0
2023-01-01,,,,933.452,6584.0,54023.0
2023-02-01,,,,621.778,4386.0,35998.0
2023-03-01,,,,656.168,4628.0,37975.0
2023-04-01,,,,453.989,3202.0,26285.0
2023-05-01,,,,628.153,4431.0,36365.0
2023-06-01,,,,836.927,5903.0,48440.0
2023-07-01,,,,983.312,6936.0,56910.0
2023-08-01,,,,966.38,6816.0,55930.0
2023-09-01,,,,788.49,5562.0,45640.0
2023-10-01,,,,670.444,4729.0,38815.0
2023-11-01,,,,723.844,5106.0,41895.0
2023-12-01,,,,749.063,5283.0,43365.0
2024-01-01,1947.788,12026.0,123894.0,0.0,0.0,0.0
2024-02-01,1755.062,10836.0,111635.0,0.0,0.0,0.0
2024-03-01,1792.485,11067.0,114015.0,0.0,0.0,0.0
2024-04-01,1153.258,7120.0,73356.0,0.0,0.0,0.0
2024-05-01,1358.561,8388.0,86415.0,0.0,0.0,0.0
2024-06-01,1621.291,10010.0,103126.0,0.0,0.0,0.0
2024-07-01,2717.096,16775.0,172827.0,0.0,0.0,0.0
2024-08-01,2540.057,15682.0,161566.0,0.0,0.0,0.0
2024-09-01,1637.83,10112.0,104178.0,0.0,0.0,0.0
2024-10-01,1163.94,7186.0,74035.0,0.0,0.0,0.0
2024-11-01,1882.042,11620.0,119712.0,0.0,0.0,0.0
2024-12-01,2066.59,12759.0,131450.0,0.0,0.0,0.0
