measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed",Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,18.423000000000002,489.0,489.0,18.873,286.0,286.0,15.727,286.0,286.0,0.0,0.0,0.0
2003-02-01,16.634,442.0,442.0,17.04,258.0,258.0,14.2,258.0,258.0,0.0,0.0,0.0
2003-03-01,15.933000000000002,423.0,423.0,16.322,247.0,247.0,13.601,247.0,247.0,0.0,0.0,0.0
2003-04-01,13.399000000000001,356.0,356.0,13.725,208.0,208.0,11.438,208.0,208.0,0.0,0.0,0.0
2003-05-01,15.519,412.0,412.0,15.898000000000001,241.0,241.0,13.248000000000001,241.0,241.0,0.0,0.0,0.0
2003-06-01,17.493000000000002,465.0,465.0,17.92,272.0,272.0,14.933,271.0,271.0,0.0,0.0,0.0
2003-07-01,20.504,545.0,545.0,21.004,318.0,318.0,17.503,318.0,318.0,0.0,0.0,0.0
2003-08-01,20.904,555.0,555.0,21.414,325.0,325.0,17.845,324.0,324.0,0.0,0.0,0.0
2003-09-01,15.828000000000001,420.0,420.0,16.214000000000002,246.0,246.0,13.512,245.0,245.0,0.0,0.0,0.0
2003-10-01,15.565,414.0,414.0,15.944,242.0,242.0,13.287,241.0,241.0,0.0,0.0,0.0
2003-11-01,16.276,432.0,432.0,16.673000000000002,253.0,253.0,13.894,252.0,252.0,0.0,0.0,0.0
2003-12-01,18.522000000000002,492.0,492.0,18.974,288.0,288.0,15.812000000000001,287.0,287.0,0.0,0.0,0.0
2004-01-01,78.473,1016.0,1016.0,0.0,0.0,0.0,16.405,462.0,462.0,0.0,0.0,0.0
2004-02-01,0.8220000000000001,11.0,11.0,0.0,0.0,0.0,7.39,208.0,208.0,0.0,0.0,0.0
2004-03-01,5.542000000000001,72.0,72.0,7.0,478.0,478.0,11.512,324.0,324.0,0.0,0.0,0.0
2004-04-01,3.1670000000000003,41.0,41.0,0.538,37.0,37.0,9.933,280.0,280.0,0.0,0.0,0.0
2004-05-01,4.689,61.0,61.0,2.692,184.0,184.0,50.804,1431.0,1431.0,0.0,0.0,0.0
2004-06-01,1.34,17.0,17.0,2.154,147.0,147.0,36.345,1024.0,1024.0,0.0,0.0,0.0
2004-07-01,0.325,4.0,4.0,16.154,1103.0,1103.0,69.672,1962.0,1962.0,0.0,0.0,0.0
2004-08-01,0.24400000000000002,3.0,3.0,85.077,5808.0,5808.0,49.996,1408.0,1408.0,0.0,0.0,0.0
2004-09-01,4.933,64.0,64.0,2.692,184.0,184.0,25.73,725.0,725.0,0.0,0.0,0.0
2004-10-01,0.355,5.0,5.0,10.769,735.0,735.0,14.3,403.0,403.0,0.0,0.0,0.0
2004-11-01,4.791,62.0,62.0,12.385,845.0,845.0,11.726,330.0,330.0,0.0,0.0,0.0
2004-12-01,5.319,69.0,69.0,0.538,37.0,37.0,16.185,456.0,456.0,0.0,0.0,0.0
2005-01-01,31.702,590.7,590.7,33.693000000000005,718.61,718.61,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-01,10.892000000000001,202.95,202.95,11.576,246.89,246.89,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-01,12.072000000000001,224.94,224.94,12.83,273.65,273.65,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-01,14.623000000000001,272.47,272.47,15.541,331.47,331.47,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-01,13.581000000000001,253.05,253.05,14.434000000000001,307.85,307.85,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-01,17.627000000000002,328.44,328.44,18.734,399.56,399.56,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-01,17.942,334.31,334.31,19.069000000000003,406.7,406.7,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-01,21.077,392.74,392.74,22.401,477.78,477.78,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-01,13.798,257.09,257.09,14.664000000000001,312.76,312.76,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-01,15.322000000000001,285.5,285.5,16.285,347.32,347.32,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-01,12.318000000000001,229.52,229.52,13.091000000000001,279.22,279.22,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-01,26.046000000000003,485.3,485.3,27.681,590.39,590.39,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-01,36.903,437.0,437.0,8.462,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-01,19.31,229.0,229.0,4.428,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-01,16.221,192.0,192.0,3.7190000000000003,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-01,31.071,368.0,368.0,7.125,81.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-01,29.044,344.0,344.0,6.66,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-01,26.399,313.0,313.0,6.053,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-01,38.239000000000004,453.0,453.0,8.768,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-08-01,37.092,439.0,439.0,8.505,97.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-09-01,17.041,202.0,202.0,3.907,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
