measured_on,Natural Gas-Fuel Cell Generation,Natural Gas-Fuel Cell Quantity Consumed For Electricity,Natural Gas-Fuel Cell Total Fuel Consumed
2011-01-01,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0
2011-05-01,0.0,0.0,0.0
2011-06-01,0.0,0.0,0.0
2011-07-01,0.0,0.0,0.0
2011-08-01,0.0,0.0,0.0
2011-09-01,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0
2011-12-01,546.0,3307.0,3307.0
2012-01-01,593.88,3998.0,3998.0
2012-02-01,593.834,3998.0,3998.0
2012-03-01,564.807,3802.0,3802.0
2012-04-01,523.308,3523.0,3523.0
2012-05-01,519.656,3499.0,3499.0
2012-06-01,550.143,3704.0,3704.0
2012-07-01,650.645,4381.0,4381.0
2012-08-01,856.755,5768.0,5768.0
2012-09-01,778.312,5240.0,5240.0
2012-10-01,720.203,4849.0,4849.0
2012-11-01,621.837,4187.0,4187.0
2012-12-01,586.62,3949.0,3949.0
2013-01-01,500.789,3796.0,3796.0
2013-02-01,461.305,3496.0,3496.0
2013-03-01,444.9,3371.0,3371.0
2013-04-01,382.839,2902.0,2902.0
2013-05-01,404.308,3064.0,3064.0
2013-06-01,478.325,3625.0,3625.0
2013-07-01,606.94,4600.0,4600.0
2013-08-01,618.995,4691.0,4691.0
2013-09-01,617.448,4680.0,4680.0
2013-10-01,535.747,4060.0,4060.0
2013-11-01,528.445,4004.0,4004.0
2013-12-01,615.379,4663.0,4663.0
2014-01-01,477.388,3512.0,3512.0
2014-02-01,445.795,3281.0,3281.0
2014-03-01,386.852,2847.0,2847.0
2014-04-01,367.844,2707.0,2707.0
2014-05-01,370.911,2729.0,2729.0
2014-06-01,365.654,2690.0,2690.0
2014-07-01,517.356,3807.0,3807.0
2014-08-01,534.041,3930.0,3930.0
2014-09-01,558.617,4111.0,4111.0
2014-10-01,551.07,4055.0,4055.0
2014-11-01,398.258,2930.0,2930.0
2014-12-01,433.214,3188.0,3188.0
2015-01-01,539.121,3938.0,3938.0
2015-02-01,399.203,2917.0,2917.0
2015-03-01,467.678,3417.0,3417.0
2015-04-01,448.792,3279.0,3279.0
2015-05-01,438.139,3201.0,3201.0
2015-06-01,616.099,4501.0,4501.0
2015-07-01,694.882,5077.0,5077.0
2015-08-01,732.972,5355.0,5355.0
2015-09-01,727.908,5318.0,5318.0
2015-10-01,701.193,5123.0,5123.0
2015-11-01,517.006,3777.0,3777.0
2015-12-01,553.007,4041.0,4041.0
2016-01-01,676.75,5015.0,5015.0
2016-02-01,537.086,3980.0,3980.0
2016-03-01,417.709,3096.0,3096.0
2016-04-01,399.466,2960.0,2960.0
2016-05-01,431.202,3196.0,3196.0
2016-06-01,656.001,4861.0,4861.0
2016-07-01,773.763,5734.0,5734.0
2016-08-01,855.81,6342.0,6342.0
2016-09-01,708.478,5250.0,5250.0
2016-10-01,698.861,5179.0,5179.0
2016-11-01,537.365,3982.0,3982.0
2016-12-01,608.509,4510.0,4510.0
2017-01-01,683.053,5121.0,5121.0
2017-02-01,521.36,3910.0,3910.0
2017-03-01,431.757,3237.0,3237.0
2017-04-01,385.69,2892.0,2892.0
2017-05-01,478.484,3587.0,3587.0
2017-06-01,629.518,4720.0,4720.0
2017-07-01,858.456,6438.0,6438.0
2017-08-01,969.077,7267.0,7267.0
2017-09-01,797.37,5979.0,5979.0
2017-10-01,755.163,5663.0,5663.0
2017-11-01,656.295,4921.0,4921.0
2017-12-01,695.777,5217.0,5217.0
2018-01-01,550.197,4864.0,4864.0
2018-02-01,483.085,4270.0,4270.0
2018-03-01,502.426,4442.0,4442.0
2018-04-01,378.118,3342.0,3342.0
2018-05-01,345.168,3051.0,3051.0
2018-06-01,472.175,4174.0,4174.0
2018-07-01,823.944,7283.0,7283.0
2018-08-01,762.221,6738.0,6738.0
2018-09-01,613.437,5422.0,5422.0
2018-10-01,685.683,6060.0,6060.0
2018-11-01,612.974,5419.0,5419.0
2018-12-01,617.572,5459.0,5459.0
2019-01-01,537.876,4832.0,4832.0
2019-02-01,498.726,4482.0,4482.0
2019-03-01,434.913,3908.0,3908.0
2019-04-01,305.177,2742.0,2742.0
2019-05-01,262.976,2364.0,2364.0
2019-06-01,351.645,3160.0,3160.0
2019-07-01,554.336,4982.0,4982.0
2019-08-01,651.133,5852.0,5852.0
2019-09-01,572.949,5148.0,5148.0
2019-10-01,586.824,5273.0,5273.0
2019-11-01,575.521,5172.0,5172.0
2019-12-01,596.924,5364.0,5364.0
2020-01-01,301.547,2438.0,2438.0
2020-02-01,266.295,2154.0,2154.0
2020-03-01,295.605,2391.0,2391.0
2020-04-01,209.052,1691.0,1691.0
2020-05-01,196.565,1590.0,1590.0
2020-06-01,276.51,2237.0,2237.0
2020-07-01,386.809,3128.0,3128.0
2020-08-01,481.024,3891.0,3891.0
2020-09-01,418.897,3388.0,3388.0
2020-10-01,435.035,3519.0,3519.0
2020-11-01,347.49,2811.0,2811.0
2020-12-01,385.171,3116.0,3116.0
2021-01-01,347.803,2918.0,2918.0
2021-02-01,294.948,2475.0,2475.0
2021-03-01,317.126,2660.0,2660.0
2021-04-01,281.396,2360.0,2360.0
2021-05-01,294.095,2467.0,2467.0
2021-06-01,402.159,3373.0,3373.0
2021-07-01,554.971,4655.0,4655.0
2021-08-01,506.708,4250.0,4250.0
2021-09-01,431.148,3617.0,3617.0
2021-10-01,411.017,3448.0,3448.0
2021-11-01,377.745,3169.0,3169.0
2021-12-01,389.884,3270.0,3270.0
2022-01-01,179.0,1569.0,1569.0
