measured_on,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
2003-01-01,1974.0,20215.73,20215.73
2003-02-01,1871.0,19160.91,19160.91
2003-03-01,2388.0,24455.51,24455.51
2003-04-01,3324.0,34041.08,34041.08
2003-05-01,6384.0,65378.54,65378.54
2003-06-01,5951.0,60944.19,60944.19
2003-07-01,9416.0,96429.26,96429.26
2003-08-01,9424.0,96511.18,96511.18
2003-09-01,7418.0,75967.74,75967.74
2003-10-01,5967.0,61108.05,61108.05
2003-11-01,3188.0,32648.31,32648.31
2003-12-01,2987.0,30589.87,30589.87
2004-01-01,3817.7270000000003,38261.26,38261.26
2004-02-01,3212.233,32193.0,32193.0
2004-03-01,3425.713,34332.5,34332.5
2004-04-01,4040.498,40493.87,40493.87
2004-05-01,4804.677000000001,48152.47,48152.47
2004-06-01,3946.1110000000003,39547.92,39547.92
2004-07-01,7933.292,79507.45,79507.45
2004-08-01,6979.916,69952.72,69952.72
2004-09-01,6320.155000000001,63340.59,63340.59
2004-10-01,4020.1220000000003,40289.66,40289.66
2004-11-01,1583.681,15871.65,15871.65
2004-12-01,3954.8740000000003,39635.75,39635.75
2005-01-01,4803.1140000000005,48026.34,48026.34
2005-02-01,4400.92,44004.8,44004.8
2005-03-01,4585.87,45854.11,45854.11
2005-04-01,4582.56,45821.02,45821.02
2005-05-01,6463.305,64626.59,64626.59
2005-06-01,6026.2480000000005,60256.46,60256.46
2005-07-01,5601.826,56012.66,56012.66
2005-08-01,4648.735000000001,46482.71,46482.71
2005-09-01,3684.444,36840.75,36840.75
2005-10-01,3976.242,39758.45,39758.45
2005-11-01,4284.878000000001,42844.5,42844.5
2005-12-01,4796.856000000001,47963.77,47963.77
2006-01-01,7004.781,69480.0,69480.0
2006-02-01,6145.572,60958.0,60958.0
2006-03-01,6605.19,65517.0,65517.0
2006-04-01,7974.138000000001,79095.0,79095.0
2006-05-01,8605.158000000001,85355.0,85355.0
2006-06-01,8887.905,88159.0,88159.0
2006-07-01,7262.535000000001,72037.0,72037.0
2006-08-01,5954.952,59067.0,59067.0
2006-09-01,4365.568,43302.0,43302.0
2006-10-01,4128.711,40953.0,40953.0
2006-11-01,4790.658,47519.0,47519.0
2006-12-01,5196.831,51547.0,51547.0
2007-01-01,5773.014,57060.0,57060.0
2007-02-01,3824.7160000000003,37803.0,37803.0
2007-03-01,4009.6470000000004,39631.0,39631.0
2007-04-01,3806.5640000000003,37624.0,37624.0
2007-05-01,3703.7490000000003,36608.0,36608.0
2007-06-01,3269.925,32320.0,32320.0
2007-07-01,5241.925,51811.0,51811.0
2007-08-01,6650.035000000001,65729.0,65729.0
2007-09-01,6569.875,64937.0,64937.0
2007-10-01,5957.126,58880.0,58880.0
2007-11-01,3575.731,35343.0,35343.0
2007-12-01,3104.693,30687.0,30687.0
2008-01-01,5447.106000000001,53676.0,53676.0
2008-02-01,3509.1530000000002,34579.0,34579.0
2008-03-01,6333.47,62410.0,62410.0
2008-04-01,5786.617,57021.0,57021.0
2008-05-01,7023.39,69208.0,69208.0
2008-06-01,5561.122,54799.0,54799.0
2008-07-01,6863.256,67631.0,67631.0
2008-08-01,3896.9610000000002,38401.0,38401.0
2008-09-01,6590.919,64947.0,64947.0
2008-10-01,5627.209,55451.0,55451.0
2008-11-01,104.214,1027.0,1027.0
2008-12-01,4985.5830000000005,49128.0,49128.0
2009-01-01,5114.112,49914.0,49914.0
2009-02-01,4709.037,45960.0,45960.0
2009-03-01,6299.6990000000005,61485.0,61485.0
2009-04-01,4648.628000000001,45371.0,45371.0
2009-05-01,7274.702,71001.0,71001.0
2009-06-01,6799.903,66367.0,66367.0
2009-07-01,6303.651000000001,61524.0,61524.0
2009-08-01,2083.3720000000003,20334.0,20334.0
2009-09-01,6878.66,67136.0,67136.0
2009-10-01,5442.9710000000005,53123.0,53123.0
2009-11-01,322.367,3146.0,3146.0
2009-12-01,4132.898,40337.0,40337.0
2010-01-01,7334.892000000001,71559.0,71559.0
2010-02-01,7785.816000000001,75958.0,75958.0
2010-03-01,8026.977000000001,78311.0,78311.0
2010-04-01,7412.786,72319.0,72319.0
2010-05-01,2860.393,27906.0,27906.0
2010-06-01,8795.618,85810.0,85810.0
2010-07-01,8543.769,83353.0,83353.0
2010-08-01,5365.258,52343.0,52343.0
2010-09-01,9388.032000000001,91590.0,91590.0
2010-10-01,1102.659,10758.0,10758.0
2010-11-01,1152.6280000000002,11245.0,11245.0
2010-12-01,2362.172,23045.0,23045.0
2011-01-01,6366.121,61853.0,61853.0
2011-02-01,6004.469,58339.0,58339.0
2011-03-01,6864.679,66697.0,66697.0
2011-04-01,6972.428,67744.0,67744.0
2011-05-01,7855.347,76323.0,76323.0
2011-06-01,7157.553,69543.0,69543.0
2011-07-01,7489.676,72770.0,72770.0
2011-08-01,1823.591,17718.0,17718.0
2011-09-01,5932.792,57643.0,57643.0
2011-10-01,6979.997,67818.0,67818.0
2011-11-01,810.776,7877.0,7877.0
2011-12-01,572.571,5563.0,5563.0
2012-01-01,6842.437,65113.0,65113.0
2012-02-01,4343.381,41332.0,41332.0
2012-03-01,8083.221,76920.0,76920.0
2012-04-01,6124.532,58281.0,58281.0
2012-05-01,9539.193,90775.0,90775.0
2012-06-01,8411.22,80041.0,80041.0
2012-07-01,9949.404,94679.0,94679.0
2012-08-01,10237.496,97420.0,97420.0
2012-09-01,9439.779,89829.0,89829.0
2012-10-01,10999.396,104670.0,104670.0
2012-11-01,773.181,7358.0,7358.0
2012-12-01,5374.76,51146.0,51146.0
2013-01-01,7998.427,76313.0,76313.0
2013-02-01,6928.614,66106.0,66106.0
2013-03-01,6979.455,66591.0,66591.0
2013-04-01,5616.676,53589.0,53589.0
2013-05-01,7579.259,72314.0,72314.0
2013-06-01,7557.367,72105.0,72105.0
2013-07-01,5937.154,56646.0,56646.0
2013-08-01,1358.113,12958.0,12958.0
2013-09-01,2457.117,23443.0,23443.0
