measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2020-12-01,2677.0,17252.0,17252.0
2021-01-01,2774.474,17413.0,17413.0
2021-02-01,2331.751,14634.0,14634.0
2021-03-01,2298.962,14428.0,14428.0
2021-04-01,1955.314,12272.0,12272.0
2021-05-01,2472.863,15520.0,15520.0
2021-06-01,3514.07,22055.0,22055.0
2021-07-01,3909.821,24538.0,24538.0
2021-08-01,4254.073,26699.0,26699.0
2021-09-01,2893.185,18158.0,18158.0
2021-10-01,2862.503,17965.0,17965.0
2021-11-01,2884.166,18101.0,18101.0
2021-12-01,2857.818,17936.0,17936.0
2022-01-01,2121.343,14217.0,14217.0
2022-02-01,1949.739,13067.0,13067.0
2022-03-01,2135.401,14311.0,14311.0
2022-04-01,2338.054,15669.0,15669.0
2022-05-01,2741.62,18374.0,18374.0
2022-06-01,2872.572,19251.0,19251.0
2022-07-01,3877.34,25985.0,25985.0
2022-08-01,3862.234,25884.0,25884.0
2022-09-01,2620.235,17560.0,17560.0
2022-10-01,2463.441,16510.0,16510.0
2022-11-01,2277.708,15265.0,15265.0
2022-12-01,2431.313,16294.0,16294.0
2023-01-01,2183.801,15487.0,15487.0
2023-02-01,1968.614,13961.0,13961.0
2023-03-01,1910.47,13549.0,13549.0
2023-04-01,1687.927,11970.0,11970.0
2023-05-01,1907.884,13530.0,13530.0
2023-06-01,2538.012,17999.0,17999.0
2023-07-01,3692.576,26187.0,26187.0
2023-08-01,2905.051,20602.0,20602.0
2023-09-01,2620.705,18585.0,18585.0
2023-10-01,2055.212,14575.0,14575.0
2023-11-01,2467.738,17501.0,17501.0
2023-12-01,2362.01,16751.0,16751.0
2024-01-01,2716.0,18980.0,18980.0
2024-02-01,2460.0,17379.0,17379.0
2024-03-01,2657.0,18553.0,18553.0
2024-04-01,2687.0,18548.0,18548.0
2024-05-01,2716.0,18740.0,18740.0
2024-06-01,2587.0,17817.0,17817.0
2024-07-01,2666.0,18431.0,18431.0
2024-08-01,2708.0,18775.0,18775.0
2024-09-01,2578.0,17939.0,17939.0
2024-10-01,2679.0,18637.0,18637.0
2024-11-01,2551.0,17745.0,17745.0
2024-12-01,2659.0,18479.0,18479.0
