measured_on,Hydroelectric Generation,Hydroelectric Quantity Consumed For Electricity,Hydroelectric Total Fuel Consumed
2001-01-01,3488.0,36041.5,36041.5
2001-02-01,3106.0,32094.3,32094.3
2001-03-01,2855.0,29500.72,29500.72
2001-04-01,3111.0,32145.96,32145.96
2001-05-01,5605.0,57916.47,57916.47
2001-06-01,5877.0,60727.04,60727.04
2001-07-01,5305.0,54816.57,54816.57
2001-08-01,4181.0,43202.27,43202.27
2001-09-01,-9.0,-93.0,-93.0
2001-10-01,1206.0,12461.6,12461.6
2001-11-01,1196.0,12358.27,12358.27
2001-12-01,3482.0,35979.51,35979.51
2002-01-01,1132.0,11515.84,11515.84
2002-02-01,1190.0,12105.87,12105.87
2002-03-01,1168.0,11882.06,11882.06
2002-04-01,1632.0,16602.34,16602.34
2002-05-01,3973.0,40417.33,40417.33
2002-06-01,4015.0,40844.6,40844.6
2002-07-01,3877.0,39440.72,39440.72
2002-08-01,2983.0,30346.06,30346.06
2002-09-01,1658.0,16866.83,16866.83
2002-10-01,239.0,2431.35,2431.35
2002-11-01,411.0,4181.1,4181.1
2002-12-01,5930.0,60325.89,60325.89
2003-01-01,612.0,6267.49,6267.49
2003-02-01,573.0,5868.09,5868.09
2003-03-01,743.0,7609.06,7609.06
2003-04-01,1769.0,18116.33,18116.33
2003-05-01,3189.0,32658.55,32658.55
2003-06-01,4990.0,51102.59,51102.59
2003-07-01,5118.0,52413.44,52413.44
2003-08-01,3803.0,38946.52,38946.52
2003-09-01,2314.0,23697.67,23697.67
2003-10-01,744.0,7619.3,7619.3
2003-11-01,784.0,8028.94,8028.94
2003-12-01,795.0,8141.6,8141.6
2004-01-01,2590.5,25961.99,25961.99
2004-02-01,2590.5,25961.99,25961.99
2004-03-01,2590.5,25961.99,25961.99
2004-04-01,2590.5,25961.99,25961.99
2004-05-01,2590.5,25961.99,25961.99
2004-06-01,2590.5,25961.99,25961.99
2004-07-01,2590.5,25961.99,25961.99
2004-08-01,2590.5,25961.99,25961.99
2004-09-01,2590.5,25961.99,25961.99
2004-10-01,2590.5,25961.99,25961.99
2004-11-01,2590.5,25961.99,25961.99
2004-12-01,2590.5,25961.99,25961.99
2005-01-01,1503.0,15028.5,15028.5
2005-02-01,1113.0,11128.89,11128.89
2005-03-01,1175.0,11748.83,11748.83
2005-04-01,4236.0,42355.76,42355.76
2005-05-01,8319.0,83181.68,83181.68
2005-06-01,11076.0,110748.92,110748.92
2005-07-01,9730.0,97290.27,97290.27
2005-08-01,7248.0,72472.75,72472.75
2005-09-01,5585.0,55844.42,55844.42
2005-10-01,4190.0,41895.81,41895.81
2005-11-01,4935.0,49345.07,49345.07
2005-12-01,5010.0,50094.99,50094.99
2006-01-01,4495.0,44586.0,44586.0
2006-02-01,3847.0,38158.0,38158.0
2006-03-01,4343.0,43078.0,43078.0
2006-04-01,4229.0,41947.0,41947.0
2006-05-01,8843.0,87714.0,87714.0
2006-06-01,5690.0,56439.0,56439.0
2006-07-01,5821.0,57738.0,57738.0
2006-08-01,5040.0,49992.0,49992.0
2006-09-01,3471.0,34429.0,34429.0
2006-10-01,745.0,7390.0,7390.0
2006-11-01,1994.0,19778.0,19778.0
2006-12-01,2102.0,20850.0,20850.0
2007-01-01,2192.0,21666.0,21666.0
2007-02-01,1934.0,19116.0,19116.0
2007-03-01,2061.0,20371.0,20371.0
2007-04-01,2203.0,21774.0,21774.0
2007-05-01,4938.0,48807.0,48807.0
2007-06-01,5159.0,50992.0,50992.0
2007-07-01,5541.0,54767.0,54767.0
2007-08-01,4938.0,48807.0,48807.0
2007-09-01,3198.0,31609.0,31609.0
2007-10-01,1221.0,12068.0,12068.0
2007-11-01,1466.0,14490.0,14490.0
2007-12-01,1184.0,11703.0,11703.0
2008-01-01,2948.286,29052.0,29052.0
2008-02-01,2744.589,27045.0,27045.0
2008-03-01,3469.117,34185.0,34185.0
2008-04-01,4094.3050000000003,40345.0,40345.0
2008-05-01,4849.831,47790.0,47790.0
2008-06-01,6099.743,60107.0,60107.0
2008-07-01,5524.802000000001,54441.0,54441.0
2008-08-01,4503.446,44377.0,44377.0
2008-09-01,3323.5370000000003,32750.0,32750.0
2008-10-01,2715.0660000000003,26754.0,26754.0
2008-11-01,2699.6710000000003,26603.0,26603.0
2008-12-01,3272.607,32248.0,32248.0
2009-01-01,5407.597000000001,52778.0,52778.0
2009-02-01,4396.102,42906.0,42906.0
2009-03-01,5096.3730000000005,49741.0,49741.0
2009-04-01,6846.648,66823.0,66823.0
2009-05-01,7741.919000000001,75561.0,75561.0
2009-06-01,8347.313,81470.0,81470.0
2009-07-01,7385.869000000001,72086.0,72086.0
2009-08-01,5964.308,58212.0,58212.0
2009-09-01,4532.437,44237.0,44237.0
2009-10-01,4265.0070000000005,41626.0,41626.0
2009-11-01,4271.642,41691.0,41691.0
2009-12-01,5443.785,53131.0,53131.0
2010-01-01,4910.0,47902.0,47902.0
2010-02-01,4212.0,41092.0,41092.0
2010-03-01,4017.0,39190.0,39190.0
2010-04-01,4010.0,39122.0,39122.0
2010-05-01,10425.0,101706.0,101706.0
2010-06-01,10975.0,107072.0,107072.0
2010-07-01,9892.0,96506.0,96506.0
2010-08-01,6806.0,66399.0,66399.0
2010-09-01,4575.0,44634.0,44634.0
2010-10-01,3820.0,37268.0,37268.0
2010-11-01,4045.0,39463.0,39463.0
2010-12-01,4178.0,40761.0,40761.0
2011-01-01,4118.0,40010.0,40010.0
2011-02-01,-6.0,0.0,0.0
2011-03-01,3810.0,37018.0,37018.0
2011-04-01,6475.0,62911.0,62911.0
2011-05-01,10101.0,98141.0,98141.0
2011-06-01,8889.0,86366.0,86366.0
2011-07-01,2297.0,22318.0,22318.0
2011-08-01,7325.0,71170.0,71170.0
2011-09-01,4786.0,46501.0,46501.0
2011-10-01,-71.0,0.0,0.0
2011-11-01,-6.0,0.0,0.0
2011-12-01,-130.0,0.0,0.0
2012-01-01,-135.0,0.0,0.0
2012-02-01,-150.0,0.0,0.0
2012-03-01,540.0,5139.0,5139.0
2012-04-01,4833.0,45991.0,45991.0
2012-05-01,5794.0,55136.0,55136.0
2012-06-01,6093.0,57981.0,57981.0
2012-07-01,5915.0,56287.0,56287.0
2012-08-01,5027.0,47837.0,47837.0
2012-09-01,3558.0,33858.0,33858.0
2012-10-01,2360.0,22458.0,22458.0
2012-11-01,2035.0,19365.0,19365.0
2012-12-01,2275.0,21649.0,21649.0
2013-01-01,2014.0,19216.0,19216.0
2013-02-01,2073.0,19778.0,19778.0
2013-03-01,2100.0,20036.0,20036.0
2013-04-01,2414.0,23032.0,23032.0
2013-05-01,4626.0,44137.0,44137.0
2013-06-01,5818.0,55510.0,55510.0
2013-07-01,5836.0,55681.0,55681.0
2013-08-01,4739.0,45215.0,45215.0
2013-09-01,1065.0,10161.0,10161.0
2013-10-01,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0
2013-12-01,-99.0,0.0,0.0
2014-01-01,-156.0,0.0,0.0
2014-02-01,-156.0,0.0,0.0
2014-03-01,2325.0,22111.0,22111.0
2014-04-01,8690.0,82642.0,82642.0
2014-05-01,10560.0,100426.0,100426.0
2014-06-01,11088.0,105447.0,105447.0
2014-07-01,9865.0,93816.0,93816.0
2014-08-01,8555.0,81358.0,81358.0
2014-09-01,7204.0,68510.0,68510.0
2014-10-01,4464.0,42453.0,42453.0
2014-11-01,2683.0,25515.0,25515.0
2014-12-01,4382.0,41673.0,41673.0
2015-01-01,5065.0,47201.0,47201.0
2015-02-01,4512.0,42047.0,42047.0
2015-03-01,4788.0,44619.0,44619.0
2015-04-01,4221.0,39335.0,39335.0
2015-05-01,6685.0,62298.0,62298.0
2015-06-01,7623.0,71039.0,71039.0
2015-07-01,9231.0,86024.0,86024.0
2015-08-01,5919.0,55159.0,55159.0
2015-09-01,4832.0,45029.0,45029.0
2015-10-01,3988.0,37164.0,37164.0
2015-11-01,4281.0,39895.0,39895.0
2015-12-01,4364.0,40668.0,40668.0
2016-01-01,4327.0,39947.0,39947.0
2016-02-01,3910.0,36097.0,36097.0
2016-03-01,2888.0,26662.0,26662.0
2016-04-01,2895.0,26727.0,26727.0
2016-05-01,10086.0,93114.0,93114.0
2016-06-01,10799.0,99696.0,99696.0
2016-07-01,8558.0,79007.0,79007.0
2016-08-01,6316.0,58309.0,58309.0
2016-09-01,4392.0,40547.0,40547.0
2016-10-01,3320.0,30650.0,30650.0
2016-11-01,4787.0,44194.0,44194.0
2016-12-01,5196.0,47969.0,47969.0
2017-01-01,6901.412,63583.0,63583.0
2017-02-01,5961.988,54928.0,54928.0
2017-03-01,8074.324,74389.0,74389.0
2017-04-01,7830.791,72145.0,72145.0
2017-05-01,7903.751,72817.0,72817.0
2017-06-01,8286.13,76340.0,76340.0
2017-07-01,8999.279,82910.0,82910.0
2017-08-01,8294.05,76413.0,76413.0
2017-09-01,6565.441,60487.0,60487.0
2017-10-01,6327.955,58299.0,58299.0
2017-11-01,6908.221,63645.0,63645.0
2017-12-01,6893.658,63511.0,63511.0
2018-01-01,5568.364,50694.0,50694.0
2018-02-01,6012.92,54742.0,54742.0
2018-03-01,6894.325,62766.0,62766.0
2018-04-01,7138.779,64991.0,64991.0
2018-05-01,7257.128,66069.0,66069.0
2018-06-01,7135.494,64962.0,64962.0
2018-07-01,6839.384,62266.0,62266.0
2018-08-01,6718.543,61166.0,61166.0
2018-09-01,5504.154,50110.0,50110.0
2018-10-01,5079.08,46240.0,46240.0
2018-11-01,4874.446,44377.0,44377.0
2018-12-01,4773.383,43457.0,43457.0
2019-01-01,5024.484,44743.0,44743.0
2019-02-01,5274.344,46968.0,46968.0
2019-03-01,5875.216,52319.0,52319.0
2019-04-01,6363.258,56665.0,56665.0
2019-05-01,6727.385,59907.0,59907.0
2019-06-01,6695.511,59624.0,59624.0
2019-07-01,7386.906,65780.0,65780.0
2019-08-01,7043.857,62726.0,62726.0
2019-09-01,5638.848,50214.0,50214.0
2019-10-01,4998.903,44515.0,44515.0
2019-11-01,4664.126,41534.0,41534.0
2019-12-01,4009.162,35702.0,35702.0
2020-01-01,4673.044,40969.0,40969.0
2020-02-01,4921.877,43150.0,43150.0
2020-03-01,5120.575,44892.0,44892.0
2020-04-01,5760.702,50504.0,50504.0
2020-05-01,6552.857,57449.0,57449.0
2020-06-01,6383.001,55960.0,55960.0
2020-07-01,6467.5,56701.0,56701.0
2020-08-01,6511.384,57085.0,57085.0
2020-09-01,4729.755,41466.0,41466.0
2020-10-01,5174.407,45364.0,45364.0
2020-11-01,5043.862,44220.0,44220.0
2020-12-01,4684.036,41065.0,41065.0
2021-01-01,4008.907,35455.0,35455.0
2021-02-01,3642.072,32210.0,32210.0
2021-03-01,4726.783,41804.0,41804.0
2021-04-01,4766.827,42158.0,42158.0
2021-05-01,4872.222,43090.0,43090.0
2021-06-01,4503.835,39832.0,39832.0
2021-07-01,4514.615,39927.0,39927.0
2021-08-01,4278.232,37837.0,37837.0
2021-09-01,3390.818,29988.0,29988.0
2021-10-01,2878.526,25458.0,25458.0
2021-11-01,2972.476,26289.0,26289.0
2021-12-01,2969.687,26264.0,26264.0
2022-01-01,5313.338,18129.0,18129.0
2022-02-01,4599.58,15694.0,15694.0
2022-03-01,6127.08,20906.0,20906.0
2022-04-01,5783.763,19734.0,19734.0
2022-05-01,6530.444,22282.0,22282.0
2022-06-01,5818.44,19853.0,19853.0
2022-07-01,6166.664,21041.0,21041.0
2022-08-01,5112.448,17444.0,17444.0
2022-09-01,4139.853,14125.0,14125.0
2022-10-01,3382.594,11541.0,11541.0
2022-11-01,4488.695,15315.0,15315.0
2022-12-01,3729.101,12724.0,12724.0
2023-01-01,4578.0,15620.0,15620.0
2023-02-01,4131.0,14095.0,14095.0
2023-03-01,4994.0,17040.0,17040.0
2023-04-01,10153.0,34642.0,34642.0
2023-05-01,9977.0,34042.0,34042.0
2023-06-01,6323.0,21574.0,21574.0
2023-07-01,6992.0,23857.0,23857.0
2023-08-01,10282.0,35082.0,35082.0
2023-09-01,6689.0,22823.0,22823.0
2023-10-01,6638.0,22649.0,22649.0
2023-11-01,5348.0,18247.0,18247.0
2023-12-01,5243.0,17889.0,17889.0
2024-01-01,5345.0,18237.0,18237.0
2024-02-01,5060.0,17265.0,17265.0
2024-03-01,1454.0,4961.0,4961.0
2024-04-01,9598.0,32748.0,32748.0
2024-05-01,10377.0,35406.0,35406.0
2024-06-01,8544.0,29152.0,29152.0
2024-07-01,6891.0,23512.0,23512.0
2024-08-01,6682.0,22799.0,22799.0
2024-09-01,5950.0,20301.0,20301.0
2024-10-01,3268.0,11150.0,11150.0
2024-11-01,3512.0,11983.0,11983.0
2024-12-01,3617.0,12341.0,12341.0
