measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2024-01-01,139.0,474.0,474.0
2024-02-01,338.0,1153.0,1153.0
2024-03-01,375.0,1280.0,1280.0
2024-04-01,407.0,1389.0,1389.0
2024-05-01,536.0,1829.0,1829.0
2024-06-01,453.0,1546.0,1546.0
2024-07-01,499.0,1703.0,1703.0
2024-08-01,500.0,1706.0,1706.0
2024-09-01,470.0,1604.0,1604.0
2024-10-01,401.0,1368.0,1368.0
2024-11-01,154.0,525.0,525.0
2024-12-01,132.0,450.0,450.0
