measured_on,Bituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Generation,Bituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Quantity Consumed For Electricity,Bituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Total Fuel Consumed,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed",Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2006-10-01,0.0,0.0,0.0,5540.10065,29157.47,68942.02,0.0,0.0,0.0,0.0,0.0,0.0,17636.08,174925.73,354901.13,4809.69635,25313.36,59852.73
2006-11-01,0.0,0.0,0.0,8870.96047,46687.74,181048.0,0.0,0.0,0.0,0.0,0.0,0.0,10145.94,100633.81,209532.83,1322.34553,6959.49,26987.83
2006-12-01,0.0,0.0,0.0,8801.81699,46323.84,207811.69,0.0,0.0,0.0,0.0,0.0,0.0,14649.04,145298.39,269904.24,1213.57401,6387.02,28652.59
2007-01-01,0.0,0.0,0.0,7804.527,41070.0,192955.0,0.0,0.0,0.0,0.0,0.0,0.0,10317.44,102335.0,234658.0,1172.2530000000002,6170.0,28982.0
2007-02-01,0.0,0.0,0.0,8616.423,45348.0,147077.0,0.0,0.0,0.0,0.0,0.0,0.0,15559.46,154329.0,333382.0,2539.114,13363.0,43341.0
2007-03-01,0.0,0.0,0.0,7442.973,39174.0,88900.0,0.0,0.0,0.0,0.0,0.0,0.0,15559.46,154329.0,316709.0,3712.5620000000004,19539.0,44344.0
2007-04-01,0.0,0.0,0.0,11847.27,62349.0,227432.0,0.0,0.0,0.0,0.0,0.0,0.0,15716.26,155883.0,237197.0,548.0790000000001,2885.0,10521.0
2007-05-01,0.0,0.0,0.0,10729.191,56473.0,220275.0,0.0,0.0,0.0,0.0,0.0,0.0,13204.52,130971.0,201443.0,546.5070000000001,2876.0,11220.0
2007-06-01,0.0,0.0,0.0,8238.229000000001,43361.0,122799.0,0.0,0.0,0.0,0.0,0.0,0.0,15823.08,156943.0,271773.0,1147.473,6039.0,17104.0
2007-07-01,0.0,0.0,0.0,9205.886,48445.0,206895.0,0.0,0.0,0.0,0.0,0.0,0.0,14804.86,146844.0,219231.0,547.756,2883.0,12310.0
2007-08-01,0.0,0.0,0.0,9169.773000000001,48259.0,217090.0,0.0,0.0,0.0,0.0,0.0,0.0,16072.0,159412.0,227243.0,1221.009,6426.0,28907.0
2007-09-01,0.0,0.0,0.0,8936.368,47032.0,142869.0,0.0,0.0,0.0,0.0,0.0,0.0,15966.16,158362.0,268816.0,1487.016,7826.0,23773.0
2007-10-01,0.0,0.0,0.0,3807.505,13271.0,13271.0,0.0,0.0,0.0,0.0,0.0,0.0,16697.24,165614.0,289974.0,5739.3460000000005,20005.0,20005.0
2007-11-01,0.0,0.0,0.0,9089.881000000001,47840.0,201499.0,0.0,0.0,0.0,0.0,0.0,0.0,8846.46,87745.0,195354.0,900.36,4739.0,19959.0
2007-12-01,0.0,0.0,0.0,7668.696000000001,40355.0,145468.0,0.0,0.0,0.0,0.0,0.0,0.0,14112.98,139981.0,308320.0,1390.986,7320.0,26386.0
2008-01-01,,,,2232.8830000000003,11752.0,87726.0,0.0,0.0,0.0,0.0,0.0,0.0,18361.28,182119.0,209391.0,5946.54,31297.0,233628.0
2008-02-01,,,,4937.5960000000005,25987.0,146254.0,0.0,0.0,0.0,0.0,0.0,0.0,16908.920000000002,167713.0,191268.0,7173.650000000001,37755.0,212486.0
2008-03-01,,,,4353.332,22912.0,118640.0,0.0,0.0,0.0,0.0,0.0,0.0,21746.2,205526.0,205526.0,7071.406,37217.0,192715.0
2008-04-01,,,,3480.38,18317.0,90687.0,0.0,0.0,0.0,0.0,0.0,0.0,16379.720000000001,138866.0,138866.0,6701.749000000001,35271.0,174625.0
2008-05-01,,,,5664.783,29814.0,140703.0,0.0,0.0,0.0,0.0,0.0,0.0,12890.92,102285.0,102285.0,3565.362,18764.0,88557.0
2008-06-01,,,,5530.58,29107.0,131853.0,0.0,0.0,0.0,0.0,0.0,0.0,17298.96,73100.0,73100.0,3478.802,18309.0,82937.0
2008-07-01,,,,6956.313,36611.0,168200.0,,,,0.0,0.0,0.0,18322.08,165847.0,165847.0,1482.9940000000001,7805.0,35858.0
2008-08-01,,,,7893.293000000001,41542.0,208839.0,,,,0.0,0.0,0.0,21336.56,189196.0,189196.0,896.2560000000001,4717.0,23713.0
2008-09-01,,,,7403.629,38965.0,167925.0,,,,0.0,0.0,0.0,19697.02,188800.0,188800.0,814.916,4289.0,18483.0
2008-10-01,,,,4526.642,23824.0,107340.0,,,,0.0,0.0,0.0,18205.46,172997.0,172997.0,4869.307,25627.0,115466.0
2008-11-01,,,,8033.349,42279.0,211418.0,,,,0.0,0.0,0.0,15014.58,130976.0,130976.0,4082.5550000000003,21486.0,107443.0
2008-12-01,,,,6431.076,33847.0,182759.0,,,,0.0,0.0,0.0,17803.66,176588.0,202406.0,6425.363,33817.0,182596.0
2009-01-01,,,,6866.342000000001,36137.0,232149.0,,,,0.0,0.0,0.0,14155.12,140399.0,158787.0,4649.6810000000005,24471.0,157204.0
2009-02-01,,,,8305.489,43712.0,178994.0,,,,0.0,0.0,0.0,17594.92,174517.0,196929.0,4102.903,21594.0,88423.0
2009-03-01,,,,6513.903,34283.0,183229.0,,,,114.42800000000001,602.0,3219.0,16114.14,159830.0,181531.0,1898.538,9992.0,53404.0
2009-04-01,,,,3342.9680000000003,17594.0,84112.0,,,,0.0,0.0,0.0,16639.42,165040.0,187345.0,3500.6960000000004,18424.0,88080.0
2009-05-01,,,,5521.954000000001,29062.0,105108.0,,,,0.0,0.0,0.0,17523.38,173808.0,200435.0,447.04,2353.0,8509.0
2009-06-01,,,,787.119,4143.0,118745.0,,,,0.0,0.0,0.0,7323.54,72639.0,85510.0,314.835,1657.0,47496.0
2009-07-01,,,,3310.944,17425.0,70504.0,,,,0.0,0.0,0.0,16761.92,166255.0,198849.0,2607.75,13725.0,55530.0
2009-08-01,,,,1059.834,5578.0,25459.0,,,,0.0,0.0,0.0,16751.14,166148.0,198188.0,3681.456,19375.0,88435.0
2009-09-01,,,,1856.181,9769.0,52137.0,,,,0.0,0.0,0.0,13092.8,129863.0,153561.0,3086.31,16243.0,86689.0
2009-10-01,,,,1847.6470000000002,9724.0,48488.0,,,,0.0,0.0,0.0,18448.5,182984.0,206956.0,3935.049,20710.0,103269.0
2009-11-01,,,,4559.126,23995.0,127666.0,,,,0.0,0.0,0.0,15023.4,149012.0,169142.0,2384.208,12548.0,66763.0
2009-12-01,,,,6455.783,33977.0,178359.0,,,,0.0,0.0,0.0,20127.24,199635.0,220833.0,3932.204,20695.0,108638.0
2010-01-01,,,,7227.251,38037.0,209032.0,,,,0.0,0.0,0.0,15677.06,155495.0,171585.0,4913.803,25861.0,142121.0
2010-02-01,,,,6584.234,34653.0,180992.0,,,,0.0,0.0,0.0,18329.920000000002,181808.0,200883.0,4164.242,21916.0,114470.0
2010-03-01,,,,4446.627,23403.0,111330.0,,,,0.0,0.0,0.0,17616.48,174731.0,196247.0,3512.0330000000004,18484.0,87931.0
2010-04-01,,,,351.57300000000004,1850.0,9051.0,,,,0.0,0.0,0.0,13094.76,129882.0,148524.0,4284.4580000000005,22549.0,110305.0
2010-05-01,,,,2195.502,11555.0,58666.0,,,,0.0,0.0,0.0,18017.3,178707.0,203350.0,3194.1040000000003,16811.0,85349.0
2010-06-01,,,,3861.525,20323.0,106467.0,0.9780000000000001,10.0,11.0,36.347,191.0,1002.0,9604.002,95259.0,110545.0,2092.547,11013.0,57694.0
2010-07-01,,,,2856.03,15031.0,75544.0,,,,0.0,0.0,0.0,15577.1,154503.0,180637.0,1998.901,10520.0,52872.0
2010-08-01,,,,3159.2090000000003,16627.0,109935.0,,,,0.0,0.0,0.0,8595.58,85256.0,99481.0,1805.6380000000001,9503.0,62833.0
2010-09-01,,,,3727.0550000000003,19615.0,112908.0,,,,0.0,0.0,0.0,7263.76,72047.0,81908.0,1718.441,9044.0,52059.0
2010-10-01,,,,939.361,4944.0,16384.0,,,,0.0,0.0,0.0,18939.48,187854.0,210323.0,4507.9980000000005,23726.0,78627.0
2010-11-01,,,,5468.638,28781.0,131692.0,,,,11.098,58.0,267.0,17644.9,175013.0,194399.0,1960.082,10316.0,47201.0
2010-12-01,,,,6576.150000000001,34610.0,184509.0,,,,0.0,0.0,0.0,21064.12,208927.0,230420.0,4573.7970000000005,24072.0,128328.0
2011-01-01,,,,6753.224,35542.0,185407.0,,,,0.0,0.0,0.0,20790.7,206215.0,225801.0,4814.962,25341.0,132193.0
2011-02-01,,,,6405.174,31401.0,162982.0,,,,0.0,0.0,0.0,16792.0,163223.0,179444.0,3092.826,15162.0,78698.0
2011-03-01,,,,6490.514,31819.0,156020.0,,,,0.0,0.0,0.0,17085.0,166071.0,183234.0,2230.486,10935.0,53617.0
2011-04-01,,,,2189.955,10736.0,48704.0,,,,0.0,0.0,0.0,18687.0,181642.0,203024.0,2913.045,14281.0,64785.0
2011-05-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,18707.0,181837.0,207826.0,4149.0,20340.0,82824.0
2011-06-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,16721.0,162532.0,187598.0,3912.0,19178.0,84699.0
2011-07-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,15807.0,153648.0,180880.0,3169.0,15536.0,116265.0
2011-08-01,,,,168.542,887.0,4144.0,,,,0.0,0.0,0.0,14133.56,140186.0,165561.0,3596.545,18929.0,88423.0
2011-09-01,,,,1776.6,9350.0,77483.0,,,,0.0,0.0,0.0,4633.44,45957.0,53600.0,996.449,5244.0,43458.0
2011-10-01,,,,913.732,4809.0,35003.0,,,,0.0,0.0,0.0,11577.72,114835.0,129503.0,2301.775,12114.0,88176.0
2011-11-01,,,,4298.243,22622.0,123146.0,,,,0.0,0.0,0.0,12194.14,120949.0,135730.0,2330.247,12264.0,66762.0
2011-12-01,,,,5386.021,28347.0,170190.0,,,,0.0,0.0,0.0,18885.58,187319.0,207343.0,1984.868,10446.0,62719.0
2012-01-01,,,,5552.037,29220.0,150638.0,,,,0.0,0.0,0.0,20692.7,205243.0,225195.0,2846.285,14980.0,77225.0
2012-02-01,,,,4856.013,25557.0,119682.0,,,,18.152,96.0,447.0,18479.86,183295.0,202356.0,3759.825,19788.0,92665.0
2012-03-01,,,,1460.619,7687.0,57865.0,,,,0.0,0.0,0.0,14544.18,144258.0,161555.0,1979.377,10417.0,78417.0
2012-04-01,,,,2050.633,10792.0,36601.0,,,,0.0,0.0,0.0,18678.8,185268.0,207044.0,3096.786,16298.0,55274.0
2012-05-01,,,,3237.539,17039.0,79331.0,,,,0.0,0.0,0.0,6804.14,67488.0,77964.0,1356.575,7140.0,33241.0
2012-06-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,17326.4,171854.0,196963.0,3890.838,20477.0,44462.0
2012-07-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,16735.46,165993.0,195423.0,3521.967,18536.0,70415.0
2012-08-01,,,,122.034,642.0,2367.0,,,,0.0,0.0,0.0,13940.5,138271.0,160557.0,3249.964,17105.0,63038.0
2012-09-01,,,,3742.65,19698.0,80002.0,,,,0.0,0.0,0.0,10207.68,101246.0,115770.0,1942.239,10222.0,41517.0
2012-10-01,,,,225.202,1185.0,6166.0,,,,0.0,0.0,0.0,19440.26,192821.0,214975.0,3714.074,19547.0,101695.0
2012-11-01,,,,5629.097,29626.0,117579.0,,,,0.0,0.0,0.0,19540.22,193812.0,214867.0,1771.599,9324.0,37005.0
2012-12-01,,,,4197.617,22092.0,123728.0,,,,0.0,0.0,0.0,16642.36,165069.0,182111.0,2836.071,14926.0,83595.0
2013-01-01,,,,5795.044,30499.0,175902.0,,,,0.0,0.0,0.0,20886.74,207168.0,226515.0,2208.327,11622.0,67031.0
2013-02-01,,,,5416.679,28508.0,159857.0,,,,0.0,0.0,0.0,18432.82,182828.0,200134.0,1951.415,10270.0,57590.0
2013-03-01,,,,4854.227,25548.0,164274.0,,,,0.0,0.0,0.0,20523.16,203562.0,223563.0,1365.338,7186.0,46205.0
2013-04-01,,,,4962.649,26118.0,135624.0,,,,0.0,0.0,0.0,18682.72,185307.0,207938.0,965.36,5081.0,26382.0
2013-05-01,,,,4548.106,23937.0,126287.0,,,,0.0,0.0,0.0,8284.92,82175.0,94625.0,1039.908,5473.0,28875.0
2013-06-01,,,,1691.903,8904.0,48045.0,,,,0.0,0.0,0.0,10965.22,108760.0,126572.0,3008.401,15833.0,85429.0
2013-07-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,17593.94,174508.0,202287.0,5301.115,27900.0,88582.0
2013-08-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,17446.94,173050.0,201936.0,5236.843,27561.0,74667.0
2013-09-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,15680.0,155524.0,180163.0,5014.216,26390.0,97181.0
2013-10-01,,,,2483.723,13072.0,63616.0,,,,0.0,0.0,0.0,12345.06,122446.0,140186.0,3391.191,17848.0,86859.0
2013-11-01,,,,1555.244,8185.0,60065.0,,,,0.0,0.0,0.0,16771.72,166352.0,185263.0,3025.829,15925.0,116860.0
2013-12-01,,,,3556.159,18716.0,111820.0,,,,0.0,0.0,0.0,18868.92,187154.0,205341.0,2955.894,15557.0,92945.0
2014-01-01,,,,3712.697,19540.0,121877.0,,,,0.0,0.0,0.0,19139.4,189837.0,212009.0,4896.143,25768.0,160725.0
2014-02-01,,,,5109.789,26893.0,146287.0,,,,0.0,0.0,0.0,18827.76,186746.0,203652.0,3334.177,17548.0,95453.0
2014-03-01,,,,5506.069,28978.0,161792.0,,,,0.0,0.0,0.0,13447.56,133381.0,148157.0,2991.923,15746.0,87916.0
2014-04-01,,,,1848.831,9730.0,39310.0,,,,0.0,0.0,0.0,17073.56,169346.0,192070.0,5196.034,27347.0,110478.0
2014-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14969.5,148477.0,168040.0,5151.145,27110.0,101160.0
2014-06-01,,,,2344.758,12340.0,42240.0,0.0,0.0,0.0,0.0,0.0,0.0,9308.04,92323.0,106449.0,2379.765,12525.0,42871.0
2014-07-01,,,,6325.551,33291.0,83398.0,0.0,0.0,0.0,0.0,0.0,0.0,17309.74,171689.0,198091.0,494.825,2604.0,6524.0
2014-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17334.24,171932.0,200590.0,5200.514,27370.0,74600.0
2014-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17487.12,173448.0,201812.0,5219.145,27468.0,85908.0
2014-10-01,,,,2683.568,14124.0,59906.0,0.0,0.0,0.0,0.0,0.0,0.0,15227.24,151033.0,170767.0,2346.483,12350.0,52381.0
2014-11-01,,,,6631.368,34901.0,157822.0,0.0,0.0,0.0,0.0,0.0,0.0,19725.44,195649.0,216195.0,1906.679,10035.0,45378.0
2014-12-01,,,,5900.407,31054.0,166033.0,0.0,0.0,0.0,0.0,0.0,0.0,19756.8,195960.0,233262.0,1383.853,7283.0,38941.0
2015-01-01,,,,2990.456,15739.0,83610.0,0.0,0.0,0.0,0.0,0.0,0.0,20804.42,206351.0,227974.0,4715.769,24819.0,131847.0
2015-02-01,,,,2621.067,13795.0,78429.0,0.0,0.0,0.0,0.0,0.0,0.0,17672.34,175285.0,194058.0,4560.729,24003.0,136468.0
2015-03-01,,,,4352.578,22908.0,87600.0,0.0,0.0,0.0,0.0,0.0,0.0,19252.1,190954.0,214717.0,3344.333,17601.0,67308.0
2015-04-01,,,,4606.225,24242.0,54937.0,0.0,0.0,0.0,0.0,0.0,0.0,15796.62,156681.0,177812.0,1053.515,5545.0,12565.0
2015-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18516.12,183655.0,210736.0,5944.776,31287.0,65684.0
2015-06-01,,,,467.026,2458.0,8015.0,0.0,0.0,0.0,0.0,0.0,0.0,15405.6,152802.0,180253.0,4933.759,25966.0,84667.0
2015-07-01,,,,2821.539,14850.0,51075.0,0.0,0.0,0.0,0.0,0.0,0.0,17192.14,170522.0,203330.0,6585.588,34660.0,119211.0
2015-08-01,,,,1784.265,9391.0,39034.0,0.0,0.0,0.0,0.0,0.0,0.0,16710.96,165750.0,192927.0,4871.238,25637.0,106566.0
2015-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17191.16,170513.0,198634.0,5622.48,29591.0,127518.0
2015-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18856.18,187027.0,213476.0,4840.959,25478.0,115786.0
2015-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17347.96,172068.0,192834.0,4242.941,22331.0,156454.0
2015-12-01,,,,2287.48,12039.0,62715.0,0.0,0.0,0.0,0.0,0.0,0.0,20195.84,200315.0,225656.0,4445.339,23396.0,121877.0
2016-01-01,,,,3200.136,19216.0,120348.0,0.0,0.0,0.0,560.498,3366.0,21079.0,11204.34,63950.0,123897.0,3554.364,21343.0,133669.0
2016-02-01,,,,2540.668,15256.0,116808.0,0.0,0.0,0.0,0.0,0.0,0.0,14493.22,82721.0,161158.0,2093.499,12571.0,96249.0
2016-03-01,,,,1920.694,11533.0,97214.0,0.0,0.0,0.0,50.393,303.0,2551.0,12576.34,71781.0,141621.0,2141.446,12859.0,108387.0
2016-04-01,,,,3491.109,20964.0,132480.0,0.0,0.0,0.0,393.021,2360.0,14914.0,4209.1,24024.0,45873.0,1705.747,10243.0,64729.0
2016-05-01,,,,1448.811,8700.0,28924.0,0.0,0.0,0.0,0.0,0.0,0.0,11307.24,64537.0,129015.0,4016.247,24117.0,80180.0
