measured_on,"Wind-Wind Turbine, Onshore Generation","Wind-Wind Turbine, Onshore Quantity Consumed For Electricity","Wind-Wind Turbine, Onshore Total Fuel Consumed"
2005-01-01,445.11100000000005,4450.67,4450.67
2005-02-01,426.396,4263.53,4263.53
2005-03-01,606.738,6066.78,6066.78
2005-04-01,570.712,5706.55,5706.55
2005-05-01,579.465,5794.08,5794.08
2005-06-01,498.449,4984.0,4984.0
2005-07-01,374.463,3744.26,3744.26
2005-08-01,325.773,3257.4,3257.4
2005-09-01,467.754,4677.08,4677.08
2005-10-01,494.46700000000004,4944.17,4944.17
2005-11-01,701.665,7015.95,7015.95
2005-12-01,561.006,5609.5,5609.5
2006-01-01,624.4390000000001,6194.0,6194.0
2006-02-01,507.619,5035.0,5035.0
2006-03-01,518.408,5142.0,5142.0
2006-04-01,521.0020000000001,5168.0,5168.0
2006-05-01,490.345,4864.0,4864.0
2006-06-01,328.993,3263.0,3263.0
2006-07-01,335.538,3328.0,3328.0
2006-08-01,290.396,2880.0,2880.0
2006-09-01,354.575,3517.0,3517.0
2006-10-01,503.285,4992.0,4992.0
2006-11-01,568.3530000000001,5637.0,5637.0
2006-12-01,611.045,6061.0,6061.0
2007-01-01,728.753,7203.0,7203.0
2007-02-01,512.273,5063.0,5063.0
2007-03-01,708.5880000000001,7004.0,7004.0
2007-04-01,633.5930000000001,6262.0,6262.0
2007-05-01,687.5980000000001,6796.0,6796.0
2007-06-01,429.747,4248.0,4248.0
2007-07-01,330.067,3262.0,3262.0
2007-08-01,258.16900000000004,2552.0,2552.0
2007-09-01,589.231,5824.0,5824.0
2007-10-01,607.033,6000.0,6000.0
2007-11-01,566.631,5601.0,5601.0
2007-12-01,471.317,4658.0,4658.0
2008-01-01,513.52,5060.0,5060.0
2008-02-01,416.77200000000005,4107.0,4107.0
2008-03-01,433.086,4268.0,4268.0
2008-04-01,567.801,5595.0,5595.0
2008-05-01,520.913,5133.0,5133.0
2008-06-01,329.295,3245.0,3245.0
2008-07-01,293.35,2891.0,2891.0
2008-08-01,323.022,3183.0,3183.0
2008-09-01,458.481,4518.0,4518.0
2008-10-01,520.284,5127.0,5127.0
2008-11-01,594.129,5855.0,5855.0
2008-12-01,770.3470000000001,7591.0,7591.0
2009-01-01,262.13800000000003,2558.0,2558.0
2009-02-01,264.607,2583.0,2583.0
2009-03-01,288.535,2816.0,2816.0
2009-04-01,290.247,2833.0,2833.0
2009-05-01,255.614,2495.0,2495.0
2009-06-01,155.187,1515.0,1515.0
2009-07-01,139.467,1361.0,1361.0
2009-08-01,165.686,1617.0,1617.0
2009-09-01,135.387,1321.0,1321.0
2009-10-01,216.97400000000002,2118.0,2118.0
2009-11-01,213.042,2079.0,2079.0
2009-12-01,238.116,2324.0,2324.0
2010-01-01,226.18900000000002,2207.0,2207.0
2010-02-01,140.969,1375.0,1375.0
2010-03-01,230.621,2250.0,2250.0
2010-04-01,247.77300000000002,2417.0,2417.0
2010-05-01,226.098,2206.0,2206.0
2010-06-01,151.041,1474.0,1474.0
2010-07-01,137.77200000000002,1344.0,1344.0
2010-08-01,168.913,1648.0,1648.0
2010-09-01,176.685,1724.0,1724.0
2010-10-01,221.98700000000002,2166.0,2166.0
2010-11-01,259.559,2532.0,2532.0
2010-12-01,235.393,2296.0,2296.0
2011-01-01,248.329,2413.0,2413.0
2011-02-01,366.267,3559.0,3559.0
2011-03-01,284.231,2762.0,2762.0
2011-04-01,335.585,3261.0,3261.0
2011-05-01,369.021,3585.0,3585.0
2011-06-01,251.286,2441.0,2441.0
2011-07-01,154.292,1499.0,1499.0
