measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2017-01-01,115.867,1067.0,1067.0
2017-02-01,188.776,1739.0,1739.0
2017-03-01,259.176,2388.0,2388.0
2017-04-01,273.287,2518.0,2518.0
2017-05-01,271.249,2499.0,2499.0
2017-06-01,325.812,3002.0,3002.0
2017-07-01,318.6,2935.0,2935.0
2017-08-01,315.934,2911.0,2911.0
2017-09-01,255.099,2350.0,2350.0
2017-10-01,225.309,2076.0,2076.0
2017-11-01,138.447,1276.0,1276.0
2017-12-01,101.444,935.0,935.0
2018-01-01,134.808,1227.0,1227.0
2018-02-01,147.585,1344.0,1344.0
2018-03-01,237.805,2165.0,2165.0
2018-04-01,265.445,2417.0,2417.0
2018-05-01,334.544,3046.0,3046.0
2018-06-01,326.2,2970.0,2970.0
2018-07-01,383.304,3490.0,3490.0
2018-08-01,309.772,2820.0,2820.0
2018-09-01,191.652,1745.0,1745.0
2018-10-01,183.83,1674.0,1674.0
2018-11-01,109.776,999.0,999.0
2018-12-01,152.279,1386.0,1386.0
2019-01-01,157.108,1399.0,1399.0
2019-02-01,181.441,1616.0,1616.0
2019-03-01,255.052,2271.0,2271.0
2019-04-01,279.538,2489.0,2489.0
2019-05-01,282.276,2514.0,2514.0
2019-06-01,311.325,2772.0,2772.0
2019-07-01,372.768,3319.0,3319.0
2019-08-01,308.587,2748.0,2748.0
2019-09-01,290.945,2591.0,2591.0
2019-10-01,196.802,1753.0,1753.0
2019-11-01,158.932,1415.0,1415.0
2019-12-01,100.226,893.0,893.0
2020-01-01,134.798,1182.0,1182.0
2020-02-01,176.562,1548.0,1548.0
2020-03-01,268.654,2355.0,2355.0
2020-04-01,257.586,2258.0,2258.0
2020-05-01,363.148,3184.0,3184.0
2020-06-01,343.1,3008.0,3008.0
2020-07-01,337.88,2962.0,2962.0
2020-08-01,319.399,2800.0,2800.0
2020-09-01,277.32,2431.0,2431.0
2020-10-01,201.621,1768.0,1768.0
2020-11-01,144.194,1264.0,1264.0
2020-12-01,109.738,962.0,962.0
2021-01-01,134.043,1185.0,1185.0
2021-02-01,105.872,936.0,936.0
2021-03-01,335.105,2964.0,2964.0
2021-04-01,271.225,2399.0,2399.0
2021-05-01,337.094,2981.0,2981.0
2021-06-01,349.451,3091.0,3091.0
2021-07-01,274.995,2432.0,2432.0
2021-08-01,277.194,2452.0,2452.0
2021-09-01,257.612,2278.0,2278.0
2021-10-01,190.381,1684.0,1684.0
2021-11-01,188.287,1665.0,1665.0
2021-12-01,100.741,891.0,891.0
2022-01-01,250.71,855.0,855.0
2022-02-01,164.992,563.0,563.0
2022-03-01,246.239,840.0,840.0
2022-04-01,300.855,1027.0,1027.0
2022-05-01,338.618,1155.0,1155.0
2022-06-01,340.594,1162.0,1162.0
2022-07-01,375.964,1283.0,1283.0
2022-08-01,331.648,1132.0,1132.0
2022-09-01,274.951,938.0,938.0
2022-10-01,217.943,744.0,744.0
2022-11-01,179.764,613.0,613.0
2022-12-01,116.722,398.0,398.0
2023-01-01,84.0,287.0,287.0
2023-02-01,156.0,532.0,532.0
2023-03-01,261.0,891.0,891.0
2023-04-01,290.0,989.0,989.0
2023-05-01,403.0,1375.0,1375.0
2023-06-01,288.0,983.0,983.0
2023-07-01,307.0,1047.0,1047.0
2023-08-01,297.0,1013.0,1013.0
2023-09-01,237.0,809.0,809.0
2023-10-01,212.0,723.0,723.0
2023-11-01,176.0,601.0,601.0
2023-12-01,101.0,345.0,345.0
2024-01-01,106.0,362.0,362.0
2024-02-01,126.0,430.0,430.0
2024-03-01,244.0,833.0,833.0
2024-04-01,282.0,962.0,962.0
2024-05-01,337.0,1150.0,1150.0
2024-06-01,327.0,1116.0,1116.0
2024-07-01,354.0,1208.0,1208.0
2024-08-01,330.0,1126.0,1126.0
2024-09-01,276.0,942.0,942.0
2024-10-01,223.0,761.0,761.0
2024-11-01,155.0,529.0,529.0
2024-12-01,113.0,386.0,386.0
