measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2015-12-01,2072.0,19309.0,19309.0
2016-01-01,537.311,4960.0,4960.0
2016-02-01,552.991,5105.0,5105.0
2016-03-01,1090.463,10067.0,10067.0
2016-04-01,916.739,8463.0,8463.0
2016-05-01,804.657,7429.0,7429.0
2016-06-01,951.338,8783.0,8783.0
2016-07-01,986.045,9103.0,9103.0
2016-08-01,1297.275,11976.0,11976.0
2016-09-01,930.854,8594.0,8594.0
2016-10-01,716.27,6613.0,6613.0
2016-11-01,510.484,4713.0,4713.0
2016-12-01,825.573,7622.0,7622.0
2017-01-01,550.984,5076.0,5076.0
2017-02-01,672.633,6197.0,6197.0
2017-03-01,828.08,7629.0,7629.0
2017-04-01,901.969,8310.0,8310.0
2017-05-01,986.039,9084.0,9084.0
2017-06-01,843.357,7770.0,7770.0
2017-07-01,941.151,8671.0,8671.0
2017-08-01,849.668,7828.0,7828.0
2017-09-01,815.948,7517.0,7517.0
2017-10-01,710.509,6546.0,6546.0
2017-11-01,627.573,5782.0,5782.0
2017-12-01,513.089,4727.0,4727.0
2018-01-01,621.969,5662.0,5662.0
2018-02-01,545.163,4963.0,4963.0
2018-03-01,787.529,7170.0,7170.0
2018-04-01,967.009,8804.0,8804.0
2018-05-01,960.566,8745.0,8745.0
2018-06-01,1033.372,9408.0,9408.0
2018-07-01,975.711,8883.0,8883.0
2018-08-01,996.29,9070.0,9070.0
2018-09-01,659.608,6005.0,6005.0
2018-10-01,710.182,6465.0,6465.0
2018-11-01,515.021,4689.0,4689.0
2018-12-01,425.58,3874.0,3874.0
2019-01-01,523.501,4662.0,4662.0
2019-02-01,504.54,4493.0,4493.0
2019-03-01,835.974,7444.0,7444.0
2019-04-01,859.078,7650.0,7650.0
2019-05-01,975.973,8691.0,8691.0
2019-06-01,945.822,8423.0,8423.0
2019-07-01,1051.482,9363.0,9363.0
2019-08-01,936.358,8338.0,8338.0
2019-09-01,853.889,7604.0,7604.0
2019-10-01,677.072,6029.0,6029.0
2019-11-01,583.092,5192.0,5192.0
2019-12-01,517.219,4606.0,4606.0
2020-01-01,491.745,4311.0,4311.0
2020-02-01,505.364,4431.0,4431.0
2020-03-01,646.411,5667.0,5667.0
2020-04-01,877.995,7697.0,7697.0
2020-05-01,878.693,7704.0,7704.0
2020-06-01,854.859,7495.0,7495.0
2020-07-01,956.225,8383.0,8383.0
2020-08-01,767.809,6731.0,6731.0
2020-09-01,650.271,5701.0,5701.0
2020-10-01,659.261,5780.0,5780.0
2020-11-01,551.382,4834.0,4834.0
2020-12-01,465.985,4085.0,4085.0
2021-01-01,426.759,3774.0,3774.0
2021-02-01,416.887,3687.0,3687.0
2021-03-01,683.897,6048.0,6048.0
2021-04-01,918.97,8127.0,8127.0
2021-05-01,926.095,8190.0,8190.0
2021-06-01,853.122,7545.0,7545.0
2021-07-01,921.804,8152.0,8152.0
2021-08-01,840.153,7430.0,7430.0
2021-09-01,785.907,6951.0,6951.0
2021-10-01,645.277,5707.0,5707.0
2021-11-01,606.822,5367.0,5367.0
2021-12-01,443.307,3921.0,3921.0
2022-01-01,496.668,1695.0,1695.0
2022-02-01,554.2,1891.0,1891.0
2022-03-01,722.633,2466.0,2466.0
2022-04-01,938.015,3201.0,3201.0
2022-05-01,889.126,3034.0,3034.0
2022-06-01,939.644,3206.0,3206.0
2022-07-01,836.567,2854.0,2854.0
2022-08-01,813.783,2777.0,2777.0
2022-09-01,761.889,2600.0,2600.0
2022-10-01,638.808,2180.0,2180.0
2022-11-01,498.865,1702.0,1702.0
2022-12-01,390.802,1333.0,1333.0
2023-01-01,420.0,1433.0,1433.0
2023-02-01,527.0,1798.0,1798.0
2023-03-01,837.0,2856.0,2856.0
2023-04-01,882.0,3009.0,3009.0
2023-05-01,915.0,3122.0,3122.0
2023-06-01,856.0,2921.0,2921.0
2023-07-01,914.0,3119.0,3119.0
2023-08-01,829.0,2829.0,2829.0
2023-09-01,779.0,2658.0,2658.0
2023-10-01,766.0,2614.0,2614.0
2023-11-01,596.0,2034.0,2034.0
2023-12-01,417.0,1423.0,1423.0
2024-01-01,417.0,1423.0,1423.0
2024-02-01,625.0,2133.0,2133.0
2024-03-01,744.0,2539.0,2539.0
2024-04-01,783.0,2672.0,2672.0
2024-05-01,792.0,2702.0,2702.0
2024-06-01,854.0,2914.0,2914.0
2024-07-01,783.0,2672.0,2672.0
2024-08-01,881.0,3006.0,3006.0
2024-09-01,607.0,2071.0,2071.0
2024-10-01,543.0,1853.0,1853.0
2024-11-01,353.0,1204.0,1204.0
2024-12-01,167.0,570.0,570.0
