measured_on,"Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2008-08-01,2328.311,15453.0,106758.0
2008-09-01,2069.5,13735.0,94893.0
2008-10-01,1906.5990000000002,12654.0,87421.0
2008-11-01,2046.804,13584.0,93849.0
2008-12-01,1823.699,12104.0,83625.0
2009-01-01,1894.0510000000002,12571.0,112114.0
2009-02-01,1812.45,12029.0,107287.0
2009-03-01,1692.361,11232.0,100168.0
2009-04-01,1798.7930000000001,11938.0,106473.0
2009-05-01,1834.13,12173.0,108561.0
2009-06-01,1912.227,12691.0,113185.0
2009-07-01,1948.8870000000002,12934.0,115355.0
2009-08-01,1978.064,13128.0,117091.0
2009-09-01,1839.3010000000002,12207.0,108873.0
2009-10-01,1715.9180000000001,11388.0,101564.0
2009-11-01,1673.642,11108.0,99069.0
2009-12-01,1442.9060000000002,9576.0,85414.0
2010-01-01,1242.563,8247.0,71421.0
2010-02-01,1303.815,8653.0,74960.0
2010-03-01,1513.569,10045.0,87015.0
2010-04-01,1294.5240000000001,8592.0,74431.0
2010-05-01,1269.1770000000001,8423.0,72966.0
2010-06-01,1548.44,10277.0,89021.0
2010-07-01,1694.13,11244.0,97401.0
2010-08-01,1702.227,11297.0,97863.0
2010-09-01,1610.4180000000001,10688.0,92588.0
2010-10-01,1519.534,10085.0,87367.0
2010-11-01,1557.087,10334.0,89523.0
2010-12-01,1540.136,10222.0,88547.0
2011-01-01,1098.343,9896.0,62746.0
2011-02-01,985.055,8875.0,56275.0
2011-03-01,1145.043,10317.0,65416.0
2011-04-01,1071.949,9658.0,61235.0
2011-05-01,1105.349,9959.0,63144.0
2011-06-01,1153.992,10397.0,65929.0
2011-07-01,1147.507,10339.0,65557.0
2011-08-01,1146.645,10331.0,65504.0
2011-09-01,1227.757,11062.0,70137.0
2011-10-01,1200.969,10821.0,68607.0
2011-11-01,1271.05,11452.0,72612.0
2011-12-01,984.341,8869.0,56231.0
2012-01-01,981.077,8625.0,58043.0
2012-02-01,944.951,8308.0,55904.0
2012-03-01,954.708,8394.0,56479.0
2012-04-01,885.135,7782.0,52368.0
2012-05-01,981.492,8629.0,58061.0
2012-06-01,1344.574,11821.0,79542.0
2012-07-01,1447.557,12727.0,85642.0
2012-08-01,1663.355,14624.0,98407.0
2012-09-01,972.194,8547.0,57513.0
2012-10-01,1080.664,9501.0,63931.0
2012-11-01,890.112,7826.0,52660.0
2012-12-01,877.181,7712.0,51891.0
2013-01-01,1021.784,8718.0,44686.0
2013-02-01,894.51,7632.0,39135.0
2013-03-01,1118.046,9540.0,48912.0
2013-04-01,1096.582,9356.0,47975.0
2013-05-01,1191.467,10166.0,52121.0
2013-06-01,1272.591,10858.0,55674.0
2013-07-01,1187.569,10133.0,51953.0
2013-08-01,2118.798,18078.0,92687.0
2013-09-01,1111.035,9480.0,48602.0
2013-10-01,940.405,8024.0,41141.0
2013-11-01,1040.213,8875.0,45508.0
2013-12-01,1314.0,11212.0,57487.0
2014-01-01,753.656,7009.0,14754.0
2014-02-01,779.137,7246.0,15249.0
2014-03-01,808.403,7518.0,15824.0
2014-04-01,687.714,6396.0,13463.0
2014-05-01,740.677,6888.0,14498.0
2014-06-01,1335.193,12418.0,26131.0
2014-07-01,1335.509,12421.0,26140.0
2014-08-01,966.638,8990.0,18918.0
2014-09-01,837.116,7785.0,16381.0
2014-10-01,674.772,6276.0,13207.0
2014-11-01,1068.378,9936.0,20907.0
2014-12-01,843.807,7848.0,16513.0
2015-01-01,1017.794,8919.0,21225.0
2015-02-01,1271.959,11146.0,26538.0
2015-03-01,855.491,7497.0,17848.0
2015-04-01,763.316,6689.0,15921.0
2015-05-01,765.577,6709.0,15974.0
2015-06-01,786.406,6891.0,16407.0
2015-07-01,979.678,8585.0,20438.0
2015-08-01,1288.364,11290.0,26874.0
2015-09-01,1053.045,9228.0,21967.0
2015-10-01,879.331,7706.0,18343.0
2015-11-01,799.003,7002.0,16672.0
2015-12-01,1046.036,9166.0,21826.0
2016-01-01,754.985,10205.0,16584.0
2016-02-01,973.112,13153.0,21384.0
2016-03-01,849.048,11476.0,18661.0
2016-04-01,793.105,10720.0,17432.0
2016-05-01,1082.821,14636.0,23797.0
2016-06-01,1021.921,13813.0,22462.0
2016-07-01,1195.649,16161.0,26281.0
2016-08-01,1629.763,22029.0,35820.0
2016-09-01,989.649,13377.0,21755.0
2016-10-01,831.192,11235.0,18272.0
2016-11-01,1075.358,14535.0,23638.0
2016-12-01,877.397,11860.0,19289.0
2017-01-01,1454.682,17420.0,63931.0
2017-02-01,1296.189,15522.0,56947.0
2017-03-01,1441.041,17257.0,63312.0
2017-04-01,1453.602,17408.0,63869.0
2017-05-01,1478.728,17708.0,64974.0
2017-06-01,1482.695,17756.0,65142.0
2017-07-01,1574.051,18850.0,69155.0
2017-08-01,1584.063,18970.0,69597.0
2017-09-01,1438.821,17231.0,63215.0
2017-10-01,1533.215,18361.0,67361.0
2017-11-01,1514.589,18138.0,66548.0
2017-12-01,1529.324,18314.0,67193.0
2018-01-01,1273.503,15497.0,57540.0
2018-02-01,1162.842,14150.0,52545.0
2018-03-01,1394.271,16966.0,62994.0
2018-04-01,1321.473,16080.0,59705.0
2018-05-01,1356.639,16508.0,61297.0
2018-06-01,1299.637,15815.0,58724.0
2018-07-01,1396.296,16991.0,63091.0
2018-08-01,1301.834,15841.0,58821.0
2018-09-01,1175.279,14301.0,53102.0
2018-10-01,1260.263,15336.0,56947.0
2018-11-01,1237.386,15057.0,55913.0
2018-12-01,1404.577,17092.0,63462.0
2019-01-01,1055.707,14436.0,53474.0
2019-02-01,911.581,12465.0,46181.0
2019-03-01,1038.276,14197.0,52598.0
2019-04-01,950.059,12991.0,48136.0
2019-05-01,896.962,12265.0,45441.0
2019-06-01,991.362,13556.0,50227.0
2019-07-01,1018.618,13928.0,51604.0
2019-08-01,1003.266,13718.0,50830.0
2019-09-01,936.004,12799.0,47422.0
2019-10-01,999.568,13668.0,50643.0
2019-11-01,978.748,13383.0,49589.0
2019-12-01,1023.849,14000.0,51867.0
2020-01-01,952.674,12969.0,49487.0
2020-02-01,929.845,12658.0,48297.0
2020-03-01,936.663,12751.0,48654.0
2020-04-01,889.884,12114.0,46223.0
2020-05-01,938.599,12777.0,48756.0
2020-06-01,868.669,11825.0,45118.0
2020-07-01,848.614,11552.0,44081.0
2020-08-01,877.366,11944.0,45577.0
2020-09-01,893.507,12163.0,46410.0
2020-10-01,926.602,12614.0,48136.0
2020-11-01,831.997,11326.0,43214.0
2020-12-01,938.58,12777.0,48756.0
2021-01-01,1053.015,14251.0,54052.0
2021-02-01,657.918,8904.0,33771.0
2021-03-01,926.208,12535.0,47541.0
2021-04-01,901.082,12195.0,46257.0
2021-05-01,863.941,11692.0,44345.0
2021-06-01,881.625,11932.0,45254.0
2021-07-01,970.426,13134.0,49810.0
2021-08-01,996.149,13482.0,51136.0
2021-09-01,989.566,13393.0,50796.0
2021-10-01,935.693,12664.0,48034.0
2021-11-01,985.448,13337.0,50584.0
2021-12-01,1013.929,13722.0,52046.0
2022-01-01,1132.989,15027.0,77727.0
2022-02-01,1043.028,13834.0,71571.0
2022-03-01,1108.239,14699.0,76041.0
2022-04-01,1052.83,13964.0,72238.0
2022-05-01,1184.455,15710.0,81269.0
2022-06-01,1157.602,15354.0,79426.0
2022-07-01,1149.887,15252.0,78904.0
2022-08-01,1128.055,14962.0,77401.0
2022-09-01,1084.207,14380.0,74394.0
2022-10-01,1043.107,13835.0,71571.0
2022-11-01,1062.577,14094.0,72904.0
2022-12-01,959.024,12720.0,65807.0
2023-01-01,966.865,12034.0,53486.0
2023-02-01,854.7,10638.0,47295.0
2023-03-01,961.801,11971.0,53218.0
2023-04-01,835.262,10396.0,46224.0
2023-05-01,953.588,11869.0,52768.0
2023-06-01,930.171,11577.0,51472.0
2023-07-01,951.032,11837.0,52629.0
2023-08-01,993.014,12360.0,54953.0
2023-09-01,977.31,12164.0,54075.0
2023-10-01,929.154,11565.0,51419.0
2023-11-01,1030.784,12830.0,57041.0
2023-12-01,1069.319,13309.0,59173.0
2024-01-01,1060.796,12596.0,60120.0
2024-02-01,1060.611,12593.0,60099.0
2024-03-01,968.032,11494.0,54850.0
2024-04-01,971.078,11530.0,55019.0
2024-05-01,1041.92,12371.0,59035.0
2024-06-01,1037.136,12315.0,58761.0
2024-07-01,1056.915,12549.0,59888.0
2024-08-01,1058.093,12563.0,59952.0
2024-09-01,953.754,11325.0,54039.0
2024-10-01,983.759,11681.0,55736.0
2024-11-01,1116.721,13260.0,63272.0
2024-12-01,1151.185,13669.0,65222.0
