measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2023-01-01,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0
2024-01-01,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0
2024-03-01,646.0,2204.0,2204.0
2024-04-01,711.0,2426.0,2426.0
2024-05-01,1015.0,3463.0,3463.0
2024-06-01,945.0,3224.0,3224.0
2024-07-01,1099.0,3750.0,3750.0
2024-08-01,868.0,2962.0,2962.0
2024-09-01,750.0,2559.0,2559.0
2024-10-01,653.0,2228.0,2228.0
2024-11-01,325.0,1109.0,1109.0
2024-12-01,146.0,498.0,498.0
