measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2014-05-01,246.653,2346.0,2346.0
2014-06-01,269.288,2561.0,2561.0
2014-07-01,248.68,2365.0,2365.0
2014-08-01,258.756,2461.0,2461.0
2014-09-01,255.538,2430.0,2430.0
2014-10-01,235.867,2243.0,2243.0
2014-11-01,191.618,1822.0,1822.0
2014-12-01,131.6,1252.0,1252.0
2015-01-01,150.315,1401.0,1401.0
2015-02-01,193.187,1800.0,1800.0
2015-03-01,275.771,2570.0,2570.0
2015-04-01,313.912,2925.0,2925.0
2015-05-01,315.111,2937.0,2937.0
2015-06-01,326.45,3042.0,3042.0
2015-07-01,330.599,3081.0,3081.0
2015-08-01,336.975,3140.0,3140.0
2015-09-01,278.859,2599.0,2599.0
2015-10-01,238.066,2219.0,2219.0
2015-11-01,218.134,2033.0,2033.0
2015-12-01,188.621,1758.0,1758.0
2016-01-01,131.374,1213.0,1213.0
2016-02-01,262.825,2426.0,2426.0
2016-03-01,228.564,2110.0,2110.0
2016-04-01,256.715,2370.0,2370.0
2016-05-01,316.925,2926.0,2926.0
2016-06-01,314.7,2905.0,2905.0
2016-07-01,362.428,3346.0,3346.0
2016-08-01,352.996,3259.0,3259.0
2016-09-01,328.914,3037.0,3037.0
2016-10-01,288.497,2663.0,2663.0
2016-11-01,252.568,2332.0,2332.0
2016-12-01,202.494,1869.0,1869.0
2017-01-01,123.928,1142.0,1142.0
2017-02-01,201.908,1860.0,1860.0
2017-03-01,277.204,2554.0,2554.0
2017-04-01,292.296,2693.0,2693.0
2017-05-01,290.116,2673.0,2673.0
2017-06-01,348.475,3211.0,3211.0
2017-07-01,340.761,3139.0,3139.0
2017-08-01,337.91,3113.0,3113.0
2017-09-01,272.844,2514.0,2514.0
2017-10-01,240.981,2220.0,2220.0
2017-11-01,148.077,1364.0,1364.0
2017-12-01,108.5,1000.0,1000.0
2018-01-01,139.808,1273.0,1273.0
2018-02-01,153.059,1393.0,1393.0
2018-03-01,246.625,2245.0,2245.0
2018-04-01,275.29,2506.0,2506.0
2018-05-01,346.952,3159.0,3159.0
2018-06-01,338.299,3080.0,3080.0
2018-07-01,397.521,3619.0,3619.0
2018-08-01,321.262,2925.0,2925.0
2018-09-01,198.761,1810.0,1810.0
2018-10-01,190.648,1736.0,1736.0
2018-11-01,113.848,1036.0,1036.0
2018-12-01,157.927,1438.0,1438.0
2019-01-01,160.851,1432.0,1432.0
2019-02-01,185.766,1654.0,1654.0
2019-03-01,261.131,2325.0,2325.0
2019-04-01,286.201,2549.0,2549.0
2019-05-01,289.004,2574.0,2574.0
2019-06-01,318.745,2838.0,2838.0
2019-07-01,381.653,3399.0,3399.0
2019-08-01,315.942,2813.0,2813.0
2019-09-01,297.879,2653.0,2653.0
2019-10-01,201.493,1794.0,1794.0
2019-11-01,162.72,1449.0,1449.0
2019-12-01,102.615,914.0,914.0
2020-01-01,135.532,1188.0,1188.0
2020-02-01,177.525,1556.0,1556.0
2020-03-01,270.119,2368.0,2368.0
2020-04-01,258.991,2271.0,2271.0
2020-05-01,365.128,3201.0,3201.0
2020-06-01,344.972,3024.0,3024.0
2020-07-01,339.722,2978.0,2978.0
2020-08-01,321.141,2815.0,2815.0
2020-09-01,278.833,2445.0,2445.0
2020-10-01,202.721,1777.0,1777.0
2020-11-01,144.98,1271.0,1271.0
2020-12-01,110.336,967.0,967.0
2021-01-01,135.087,1195.0,1195.0
2021-02-01,106.697,944.0,944.0
2021-03-01,337.717,2987.0,2987.0
2021-04-01,273.34,2417.0,2417.0
2021-05-01,339.722,3005.0,3005.0
2021-06-01,352.176,3115.0,3115.0
2021-07-01,277.139,2451.0,2451.0
2021-08-01,279.355,2471.0,2471.0
2021-09-01,259.62,2296.0,2296.0
2021-10-01,191.866,1697.0,1697.0
2021-11-01,189.755,1678.0,1678.0
2021-12-01,101.526,898.0,898.0
2022-01-01,238.972,815.0,815.0
2022-02-01,157.265,537.0,537.0
2022-03-01,234.707,801.0,801.0
2022-04-01,286.766,978.0,978.0
2022-05-01,322.76,1101.0,1101.0
2022-06-01,324.644,1108.0,1108.0
2022-07-01,358.358,1223.0,1223.0
2022-08-01,316.116,1079.0,1079.0
2022-09-01,262.075,894.0,894.0
2022-10-01,207.736,709.0,709.0
2022-11-01,171.345,585.0,585.0
2022-12-01,111.256,380.0,380.0
2023-01-01,94.0,321.0,321.0
2023-02-01,170.0,580.0,580.0
2023-03-01,268.0,914.0,914.0
2023-04-01,288.0,983.0,983.0
2023-05-01,397.0,1355.0,1355.0
2023-06-01,287.0,979.0,979.0
2023-07-01,303.0,1034.0,1034.0
2023-08-01,283.0,966.0,966.0
2023-09-01,202.0,689.0,689.0
2023-10-01,210.0,717.0,717.0
2023-11-01,194.0,662.0,662.0
2023-12-01,123.0,420.0,420.0
2024-01-01,65.0,222.0,222.0
2024-02-01,215.0,734.0,734.0
2024-03-01,237.0,809.0,809.0
2024-04-01,265.0,904.0,904.0
2024-05-01,305.0,1041.0,1041.0
2024-06-01,324.0,1105.0,1105.0
2024-07-01,303.0,1034.0,1034.0
2024-08-01,279.0,952.0,952.0
2024-09-01,269.0,918.0,918.0
2024-10-01,255.0,870.0,870.0
2024-11-01,188.0,641.0,641.0
2024-12-01,125.0,427.0,427.0
