measured_on,Wind Generation,Wind Quantity Consumed For Electricity,Wind Total Fuel Consumed
2013-01-01,27769.0,264944.0,264944.0
2013-02-01,27521.0,262578.0,262578.0
2013-03-01,29140.0,278025.0,278025.0
2013-04-01,31560.0,301114.0,301114.0
2013-05-01,32589.0,310932.0,310932.0
2013-06-01,31562.0,301133.0,301133.0
2013-07-01,27788.0,265125.0,265125.0
2013-08-01,24503.0,233783.0,233783.0
2013-09-01,25876.0,246883.0,246883.0
2013-10-01,32027.0,305570.0,305570.0
2013-11-01,25720.0,245395.0,245395.0
2013-12-01,26807.0,255766.0,255766.0
2014-01-01,32388.0,308010.0,308010.0
2014-02-01,23110.0,219776.0,219776.0
2014-03-01,31422.0,298823.0,298823.0
2014-04-01,35638.0,338917.0,338917.0
2014-05-01,25832.0,245662.0,245662.0
2014-06-01,31750.0,301943.0,301943.0
2014-07-01,25367.0,241240.0,241240.0
2014-08-01,22791.0,216742.0,216742.0
2014-09-01,25432.0,241858.0,241858.0
2014-10-01,24050.0,228716.0,228716.0
2014-11-01,30892.0,293783.0,293783.0
2014-12-01,23923.0,227508.0,227508.0
2015-01-01,24595.0,229201.0,229201.0
2015-02-01,21876.0,203862.0,203862.0
2015-03-01,20821.0,194031.0,194031.0
2015-04-01,28303.0,263756.0,263756.0
2015-05-01,25420.0,236889.0,236889.0
2015-06-01,23032.0,214635.0,214635.0
2015-07-01,23301.0,217142.0,217142.0
2015-08-01,21177.0,197348.0,197348.0
2015-09-01,26400.0,246022.0,246022.0
2015-10-01,22414.0,208876.0,208876.0
2015-11-01,29671.0,276504.0,276504.0
2015-12-01,26470.0,246674.0,246674.0
2016-01-01,17563.0,162142.0,162142.0
2016-02-01,19613.0,181067.0,181067.0
2016-03-01,18939.0,174845.0,174845.0
2016-04-01,23514.0,217081.0,217081.0
2016-05-01,28635.0,264358.0,264358.0
2016-06-01,22393.0,206732.0,206732.0
2016-07-01,28524.0,263334.0,263334.0
2016-08-01,19832.0,183089.0,183089.0
2016-09-01,25467.0,235111.0,235111.0
2016-10-01,31557.0,291334.0,291334.0
2016-11-01,23399.0,216020.0,216020.0
2016-12-01,27367.0,252652.0,252652.0
2017-01-01,26852.766,247395.0,247395.0
2017-02-01,26580.846,244889.0,244889.0
2017-03-01,32208.963,296741.0,296741.0
2017-04-01,31475.003,289979.0,289979.0
2017-05-01,28114.341,259017.0,259017.0
2017-06-01,21489.062,197979.0,197979.0
2017-07-01,19907.895,183411.0,183411.0
2017-08-01,16335.913,150503.0,150503.0
2017-09-01,20740.617,191083.0,191083.0
2017-10-01,25790.244,237606.0,237606.0
2017-11-01,24917.212,229562.0,229562.0
2017-12-01,22179.138,204336.0,204336.0
2018-01-01,30737.281,279832.0,279832.0
2018-02-01,28109.954,255913.0,255913.0
2018-03-01,33543.6,305381.0,305381.0
2018-04-01,34746.744,316334.0,316334.0
2018-05-01,35431.323,322567.0,322567.0
2018-06-01,35508.383,323268.0,323268.0
2018-07-01,21452.27,195301.0,195301.0
2018-08-01,27387.717,249338.0,249338.0
2018-09-01,19177.042,174588.0,174588.0
2018-10-01,25550.862,232615.0,232615.0
2018-11-01,27596.716,251241.0,251241.0
2018-12-01,29080.108,264745.0,264745.0
2019-01-01,29169.336,259753.0,259753.0
2019-02-01,27968.716,249061.0,249061.0
2019-03-01,27663.089,246340.0,246340.0
2019-04-01,32205.346,286789.0,286789.0
2019-05-01,31447.221,280038.0,280038.0
2019-06-01,24923.37,221943.0,221943.0
2019-07-01,25801.489,229762.0,229762.0
2019-08-01,24797.901,220825.0,220825.0
2019-09-01,24193.824,215446.0,215446.0
2019-10-01,27672.6,246425.0,246425.0
2019-11-01,25671.836,228608.0,228608.0
2019-12-01,26425.272,235317.0,235317.0
2020-01-01,30321.623,265830.0,265830.0
2020-02-01,29354.141,257348.0,257348.0
2020-03-01,29222.132,256190.0,256190.0
2020-04-01,29421.532,257939.0,257939.0
2020-05-01,30669.982,268884.0,268884.0
2020-06-01,32276.091,282964.0,282964.0
2020-07-01,26566.95,232912.0,232912.0
2020-08-01,24390.548,213832.0,213832.0
2020-09-01,19841.422,173950.0,173950.0
2020-10-01,27969.404,245208.0,245208.0
2020-11-01,28374.909,248763.0,248763.0
2020-12-01,30221.266,264950.0,264950.0
2021-01-01,26979.073,238603.0,238603.0
2021-02-01,21460.721,189799.0,189799.0
2021-03-01,36817.702,325616.0,325616.0
2021-04-01,31936.925,282450.0,282450.0
2021-05-01,32066.873,283599.0,283599.0
2021-06-01,24076.064,212929.0,212929.0
2021-07-01,18445.479,163132.0,163132.0
2021-08-01,24129.241,213399.0,213399.0
2021-09-01,22877.836,202332.0,202332.0
2021-10-01,28492.6,251989.0,251989.0
2021-11-01,27811.442,245964.0,245964.0
2021-12-01,31587.044,279356.0,279356.0
2022-01-01,22708.971,77483.0,77483.0
2022-02-01,22553.956,76954.0,76954.0
2022-03-01,28954.213,98792.0,98792.0
2022-04-01,31082.463,106053.0,106053.0
2022-05-01,32242.195,110010.0,110010.0
2022-06-01,25159.293,85844.0,85844.0
2022-07-01,22682.819,77394.0,77394.0
2022-08-01,16246.26,55432.0,55432.0
2022-09-01,14990.896,51149.0,51149.0
2022-10-01,19547.24,66695.0,66695.0
2022-11-01,23700.285,80865.0,80865.0
2022-12-01,22263.409,75963.0,75963.0
2023-01-01,13899.0,47423.0,47423.0
2023-02-01,16287.0,55571.0,55571.0
2023-03-01,14175.0,48365.0,48365.0
2023-04-01,13495.0,46045.0,46045.0
2023-05-01,15210.0,51897.0,51897.0
2023-06-01,15231.0,51968.0,51968.0
2023-07-01,19202.0,65517.0,65517.0
2023-08-01,17916.0,61129.0,61129.0
2023-09-01,16101.0,54937.0,54937.0
2023-10-01,12185.0,41575.0,41575.0
2023-11-01,12403.0,42319.0,42319.0
2023-12-01,14645.0,49969.0,49969.0
2024-01-01,13175.0,44953.0,44953.0
2024-02-01,13877.0,47348.0,47348.0
2024-03-01,9706.0,33117.0,33117.0
2024-04-01,8039.0,27429.0,27429.0
2024-05-01,13066.0,44581.0,44581.0
2024-06-01,16268.0,55506.0,55506.0
2024-07-01,15023.0,51258.0,51258.0
2024-08-01,17196.0,58673.0,58673.0
2024-09-01,13619.0,46468.0,46468.0
2024-10-01,11270.0,38453.0,38453.0
2024-11-01,11742.0,40064.0,40064.0
2024-12-01,14425.0,49218.0,49218.0
