measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2003-02-01,94484.0,975507.0,975507.0,35.0,360.0,360.0
2003-03-01,96902.0,1027104.0,1027104.0,62.0,633.0,633.0
2003-04-01,100286.0,1047337.0,1047337.0,6.0,64.0,64.0
2003-05-01,83422.0,881988.0,881988.0,89.0,926.0,926.0
2003-06-01,91315.0,974198.0,974198.0,52.0,556.0,556.0
2003-07-01,100661.0,1055666.0,1055666.0,29.0,301.0,301.0
2003-08-01,96494.0,1022696.0,1022696.0,86.0,897.0,897.0
2003-09-01,87425.0,916943.0,916943.0,66.0,683.0,683.0
2003-10-01,72986.0,757923.0,757923.0,102.0,1054.0,1054.0
2003-11-01,89278.0,928633.0,928633.0,73.0,753.0,753.0
2003-12-01,103991.0,1092858.0,1092858.0,15.0,156.0,156.0
2004-01-01,106877.227,1113010.0,1113010.0,34.518,352.0,352.0
2004-02-01,88976.87,926597.0,926597.0,58.304,594.0,594.0
2004-03-01,79821.883,831258.0,831258.0,50.165,511.0,511.0
2004-04-01,68267.122,710928.0,710928.0,30.722,313.0,313.0
2004-05-01,89363.133,930620.0,930620.0,140.545,1432.0,1432.0
2004-06-01,98263.913,1023312.0,1023312.0,47.769000000000005,487.0,487.0
2004-07-01,110443.188,1150146.0,1150146.0,47.82,487.0,487.0
2004-08-01,108710.563,1132102.0,1132102.0,48.37,493.0,493.0
2004-09-01,86048.687,896103.0,896103.0,69.975,713.0,713.0
2004-10-01,70849.796,737823.0,737823.0,81.82300000000001,834.0,834.0
2004-11-01,84374.478,878668.0,878668.0,57.194,583.0,583.0
2004-12-01,105842.139,1102231.0,1102231.0,31.795,324.0,324.0
2005-01-01,100335.524,1046683.42,1046683.42,,,
2005-02-01,87358.735,911311.74,911311.74,,,
2005-03-01,90634.447,945483.42,945483.42,,,
2005-04-01,80773.121,842611.7,842611.7,,,
2005-05-01,88672.647,925018.26,925018.26,,,
2005-06-01,98762.94,1030278.5,1030278.5,,,
2005-07-01,104402.878,1089113.4,1089113.4,,,
2005-08-01,105564.459,1101230.83,1101230.83,,,
2005-09-01,96741.027,1009186.25,1009186.25,,,
2005-10-01,91353.782,952987.4,952987.4,,,
2005-11-01,89065.70300000001,929118.56,929118.56,,,
2005-12-01,99467.739,1037630.85,1037630.85,,,
2006-01-01,90056.022,941160.0,941160.0,,,
2006-02-01,82145.838,858492.0,858492.0,,,
2006-03-01,83695.843,874691.0,874691.0,,,
2006-04-01,76222.853,796592.0,796592.0,,,
2006-05-01,89227.558,932502.0,932502.0,,,
2006-06-01,96404.899,1007511.0,1007511.0,,,
2006-07-01,102958.742,1076004.0,1076004.0,,,
2006-08-01,104176.52,1088731.0,1088731.0,,,
2006-09-01,91976.064,961226.0,961226.0,,,
2006-10-01,87707.904,916620.0,916620.0,,,
2006-11-01,86375.949,902700.0,902700.0,,,
2006-12-01,94584.808,988490.0,988490.0,,,
2007-01-01,47243.695,511406.0,511406.0,123.305,1335.0,1335.0
2007-02-01,78461.433,839870.0,839870.0,106.56700000000001,1141.0,1141.0
2007-03-01,78449.756,838769.0,838769.0,74.244,794.0,794.0
2007-04-01,84977.238,918424.0,918424.0,21.762,235.0,235.0
2007-05-01,49225.948000000004,535734.0,535734.0,61.052,664.0,664.0
2007-06-01,81314.097,890417.0,890417.0,34.903,382.0,382.0
2007-07-01,87853.038,927838.0,927838.0,33.962,359.0,359.0
2007-08-01,97163.62700000001,1030884.0,1030884.0,29.373,312.0,312.0
2007-09-01,54576.691,575066.0,575066.0,94.309,994.0,994.0
2007-10-01,80812.131,859514.0,859514.0,71.869,764.0,764.0
2007-11-01,64307.988,687826.0,687826.0,83.012,888.0,888.0
2007-12-01,49185.998,526360.0,526360.0,100.00200000000001,1070.0,1070.0
2008-01-01,76637.471,799020.0,799020.0,70.529,735.0,735.0
2008-02-01,67742.528,715752.0,715752.0,62.472,660.0,660.0
2008-03-01,83672.498,883632.0,883632.0,62.502,660.0,660.0
2008-04-01,78921.845,835602.0,835602.0,60.155,637.0,637.0
2008-05-01,86631.931,838379.0,838379.0,46.069,446.0,446.0
2008-06-01,80611.827,894612.0,894612.0,40.173,446.0,446.0
2008-07-01,80915.598,875605.0,875605.0,21.402,232.0,232.0
2008-08-01,64735.423,668660.0,668660.0,139.577,1442.0,1442.0
2008-09-01,8013.41,92261.0,92261.0,15.59,179.0,179.0
2008-10-01,5625.227,64629.0,64629.0,34.773,400.0,400.0
2008-11-01,32782.639,347998.0,347998.0,82.361,874.0,874.0
2008-12-01,13286.935,134089.0,134089.0,16.065,162.0,162.0
2009-01-01,40758.745,435048.0,435048.0,118.255,1262.0,1262.0
2009-02-01,32123.29,332304.0,332304.0,95.71,990.0,990.0
2009-03-01,13342.391,163008.0,163008.0,61.609,753.0,753.0
2009-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-01,27218.615,298975.0,298975.0,114.385,1256.0,1256.0
2009-07-01,24482.021,282525.0,282525.0,138.979,1604.0,1604.0
2009-08-01,31785.614,354000.0,354000.0,62.386,695.0,695.0
2009-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-01,958.86,17472.0,17472.0,31.14,567.0,567.0
2010-01-01,42496.051,450768.0,450768.0,142.949,1516.0,1516.0
2010-02-01,41774.482,438096.0,438096.0,112.518,1180.0,1180.0
2010-03-01,7075.118,72168.0,72168.0,13.882000000000001,142.0,142.0
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-01,10375.369,133900.0,133900.0,46.631,602.0,602.0
2010-06-01,73922.359,803175.0,803175.0,39.641000000000005,431.0,431.0
2010-07-01,70189.744,750125.0,750125.0,135.256,1446.0,1446.0
2010-08-01,67268.674,761568.0,761568.0,57.326,649.0,649.0
2010-09-01,25194.993000000002,280072.0,280072.0,26.007,289.0,289.0
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-01,65669.526,711325.0,711325.0,115.474,1251.0,1251.0
2011-01-01,41169.321,428880.0,428880.0,106.679,1111.0,1111.0
2011-02-01,7451.864,86641.0,86641.0,56.136,653.0,653.0
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-01,10477.847,101706.0,101706.0,58.153,564.0,564.0
2011-05-01,14572.702,204648.0,204648.0,78.298,1100.0,1100.0
2011-06-01,38766.265,454032.0,454032.0,57.735,676.0,676.0
2011-07-01,66390.937,741624.0,741624.0,81.063,906.0,906.0
2011-08-01,24951.338,278496.0,278496.0,32.662,365.0,365.0
2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0
