measured_on,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2003-01-01,1330.1580000000001,9072.0,29486.0
2003-02-01,1173.842,8006.0,26021.0
2003-03-01,1207.844,8238.0,26775.0
2003-04-01,1084.747,7398.0,24046.0
2003-05-01,1106.973,7550.0,24539.0
2003-06-01,1173.985,8007.0,26024.0
2003-07-01,1357.729,9260.0,30098.0
2003-08-01,1439.517,9818.0,31911.0
2003-09-01,1206.281,8227.0,26740.0
2003-10-01,1131.527,7717.0,25083.0
2003-11-01,1127.747,7691.0,24999.0
2003-12-01,1251.65,8537.0,27746.0
2004-01-01,893.094,4373.77,18824.34
2004-02-01,555.2280000000001,2719.13,11702.92
2004-03-01,529.953,2595.36,11170.18
2004-04-01,457.333,2239.71,9639.52
2004-05-01,1836.285,8992.88,38704.62
2004-06-01,2215.011,10847.63,46687.28
2004-07-01,2974.926,14569.18,62704.51
2004-08-01,2104.692,10307.36,44362.01
2004-09-01,1430.039,7003.36,30141.89
2004-10-01,522.221,2557.48,11007.19
2004-11-01,491.87800000000004,2408.89,10367.64
2004-12-01,885.34,4335.8,18660.9
2005-01-01,882.451,4321.65,21168.12
2005-02-01,782.316,3831.26,18766.09
2005-03-01,933.557,4571.93,22394.03
2005-04-01,957.125,4687.35,22959.38
2005-05-01,776.4580000000001,3802.57,18625.55
2005-06-01,1320.9840000000002,6469.28,31687.56
2005-07-01,1702.2730000000001,8336.59,40833.89
2005-08-01,1819.985,8913.06,43657.53
2005-09-01,1203.9370000000001,5896.07,28879.86
2005-10-01,832.585,4077.44,19971.93
2005-11-01,747.339,3659.96,17927.06
2005-12-01,807.451,3954.35,19369.01
2006-01-01,1238.432,6065.0,21537.2
2006-02-01,1234.8220000000001,6047.32,21474.42
2006-03-01,1347.124,6597.3,23427.44
2006-04-01,1132.613,5546.78,19696.94
2006-05-01,1098.713,5380.76,19107.4
2006-06-01,1405.4660000000001,6883.02,24442.05
2006-07-01,2104.774,10307.77,36603.51
2006-08-01,1981.5890000000002,9704.48,34461.22
2006-09-01,1405.5410000000002,6883.39,24443.35
2006-10-01,1567.5240000000001,7676.67,27260.35
2006-11-01,1348.28,6602.97,23447.54
2006-12-01,1317.461,6452.04,22911.58
2007-01-01,819.5120000000001,4013.0,12622.0
2007-02-01,1583.038,7753.0,24383.0
2007-03-01,1003.961,4917.0,15463.0
2007-04-01,1074.887,5264.0,16556.0
2007-05-01,1588.527,7780.0,24467.0
2007-06-01,1909.862,9353.0,29416.0
2007-07-01,2298.125,11255.0,35397.0
2007-08-01,5314.28,26026.0,81853.0
2007-09-01,1856.9730000000002,9094.0,28602.0
2007-10-01,1716.142,8405.0,26433.0
2007-11-01,750.046,3673.0,11553.0
2007-12-01,860.647,4215.0,13256.0
2008-01-01,1096.2540000000001,5369.0,25328.0
2008-02-01,870.9010000000001,4265.0,20123.0
2008-03-01,632.433,3097.0,14613.0
2008-04-01,483.71700000000004,2369.0,11176.0
2008-05-01,403.49800000000005,1976.0,9323.0
2008-06-01,1489.497,7295.0,34415.0
2008-07-01,2564.8520000000003,12561.0,59261.0
2008-08-01,1602.701,7849.0,37030.0
2008-09-01,933.2760000000001,4571.0,21563.0
2008-10-01,483.649,2369.0,11175.0
2008-11-01,482.95700000000005,2365.0,11159.0
2008-12-01,1052.405,5154.0,24316.0
2009-01-01,1942.3490000000002,10480.0,34483.0
2009-02-01,1117.074,6027.0,19831.0
2009-03-01,1368.394,7383.0,24292.0
2009-04-01,1343.4160000000002,7248.0,23850.0
2009-05-01,1182.989,6383.0,21001.0
2009-06-01,2398.32,12940.0,42577.0
2009-07-01,1468.246,7922.0,26065.0
2009-08-01,2591.244,13981.0,46002.0
2009-09-01,1626.951,8778.0,28882.0
2009-10-01,540.803,2918.0,9600.0
2009-11-01,405.97700000000003,2190.0,7207.0
2009-12-01,473.237,2553.0,8401.0
2010-01-01,899.182,4316.0,16433.0
2010-02-01,599.613,2878.0,10960.0
2010-03-01,463.714,2226.0,8476.0
2010-04-01,448.922,2155.0,8206.0
2010-05-01,1146.144,5501.0,20950.0
2010-06-01,2031.1100000000001,9748.0,37125.0
2010-07-01,3885.3320000000003,18647.0,71016.0
2010-08-01,4185.718,20089.0,76507.0
2010-09-01,889.244,4268.0,16254.0
2010-10-01,319.01300000000003,1531.0,5831.0
2010-11-01,318.978,1531.0,5830.0
2010-12-01,1147.03,5505.0,20965.0
2011-01-01,1270.922,6224.0,20510.0
2011-02-01,873.663,4279.0,14099.0
2011-03-01,1088.226,5329.0,17561.0
2011-04-01,1106.417,5418.0,17855.0
2011-05-01,2010.137,9844.0,32439.0
2011-06-01,1893.343,9272.0,30555.0
2011-07-01,5617.547,27511.0,90656.0
2011-08-01,3116.015,15260.0,50286.0
2011-09-01,1070.873,5244.0,17282.0
2011-10-01,730.983,3580.0,11796.0
2011-11-01,592.981,2904.0,9570.0
2011-12-01,893.333,4375.0,14417.0
2012-01-01,588.058,2880.0,16250.0
2012-02-01,796.346,3900.0,22005.0
2012-03-01,894.289,4380.0,24712.0
2012-04-01,1022.085,5005.0,28243.0
2012-05-01,806.091,3948.0,22275.0
2012-06-01,1381.517,6766.0,38176.0
2012-07-01,2267.334,11104.0,62652.0
