measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed",Residual Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Residual Fuel Oil - Generation,Residual Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Residual Fuel Oil - Quantity Consumed For Electricity,Residual Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Residual Fuel Oil - Total Fuel Consumed,"Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2010-08-01,,,,-28.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2010-09-01,,,,-9.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2010-10-01,,,,-6.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2010-11-01,,,,-7.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2010-12-01,,,,-8.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2011-01-01,,,,-10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2011-02-01,,,,-7.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2011-03-01,,,,-9.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2011-04-01,,,,-6.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2011-05-01,,,,-7.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2011-06-01,,,,-9.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2011-07-01,,,,-6.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2011-08-01,,,,-8.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2011-09-01,,,,-5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2011-10-01,,,,-7.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2011-11-01,,,,-5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2011-12-01,,,,-5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-01-01,,,,-7.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-02-01,,,,-5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-03-01,,,,-7.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-04-01,,,,-10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-05-01,,,,-10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-06-01,,,,-20.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-07-01,,,,-47.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-08-01,,,,-17.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-09-01,,,,-8.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-10-01,,,,-11.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-11-01,,,,-8.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-12-01,,,,-8.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2013-01-01,,,,-9.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2013-02-01,,,,-8.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2013-03-01,,,,-12.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2013-04-01,,,,-13.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2013-05-01,,,,-9.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2013-06-01,,,,-4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2013-07-01,,,,-7.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2013-08-01,,,,-6.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2013-09-01,,,,-6.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2013-10-01,,,,-7.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2013-11-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
