measured_on,Natural Gas-Fuel Cell Generation,Natural Gas-Fuel Cell Quantity Consumed For Electricity,Natural Gas-Fuel Cell Total Fuel Consumed
2021-01-01,502.123,3746.0,3746.0
2021-02-01,425.815,3179.0,3179.0
2021-03-01,457.833,3418.0,3418.0
2021-04-01,406.251,3032.0,3032.0
2021-05-01,424.585,3169.0,3169.0
2021-06-01,580.595,4333.0,4333.0
2021-07-01,801.211,5980.0,5980.0
2021-08-01,731.532,5460.0,5460.0
2021-09-01,622.448,4646.0,4646.0
2021-10-01,593.384,4429.0,4429.0
2021-11-01,545.349,4071.0,4071.0
2021-12-01,562.874,4201.0,4201.0
2022-01-01,454.946,3548.0,3548.0
2022-02-01,377.727,2947.0,2947.0
2022-03-01,349.497,2726.0,2726.0
2022-04-01,358.002,2793.0,2793.0
2022-05-01,328.528,2563.0,2563.0
2022-06-01,446.82,3486.0,3486.0
2022-07-01,596.906,4657.0,4657.0
2022-08-01,720.247,5619.0,5619.0
2022-09-01,660.104,5150.0,5150.0
2022-10-01,606.204,4730.0,4730.0
2022-11-01,556.694,4344.0,4344.0
2022-12-01,615.325,4801.0,4801.0
2023-01-01,632.796,4580.0,4580.0
2023-02-01,539.02,3900.0,3900.0
2023-03-01,518.067,3749.0,3749.0
2023-04-01,404.719,2929.0,2929.0
2023-05-01,262.134,1897.0,1897.0
2023-06-01,344.847,2495.0,2495.0
2023-07-01,798.253,5776.0,5776.0
2023-08-01,805.454,5828.0,5828.0
2023-09-01,570.122,4125.0,4125.0
2023-10-01,696.225,5038.0,5038.0
2023-11-01,654.026,4733.0,4733.0
2023-12-01,736.337,5328.0,5328.0
2024-01-01,622.0,4574.0,4574.0
2024-02-01,575.0,4199.0,4199.0
2024-03-01,599.0,4402.0,4402.0
2024-04-01,560.0,4131.0,4131.0
2024-05-01,507.0,3764.0,3764.0
2024-06-01,464.0,3438.0,3438.0
2024-07-01,471.0,3510.0,3510.0
2024-08-01,439.0,3330.0,3330.0
2024-09-01,355.0,2689.0,2689.0
2024-10-01,379.0,2915.0,2915.0
2024-11-01,318.0,2478.0,2478.0
2024-12-01,341.0,2632.0,2632.0
