measured_on,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
2003-01-01,12208.612000000001,125028.4,125028.4
2003-02-01,10815.468,110761.21,110761.21
2003-03-01,11170.8,114400.16,114400.16
2003-04-01,9809.192000000001,100455.94,100455.94
2003-05-01,9626.763,98587.68,98587.68
2003-06-01,9160.362000000001,93811.27,93811.27
2003-07-01,9803.866,100401.39,100401.39
2003-08-01,9386.249,96124.58,96124.58
2003-09-01,10039.955,102819.18,102819.18
2003-10-01,10822.88,110837.11,110837.11
2003-11-01,11356.385,116300.74,116300.74
2003-12-01,12683.468,129891.4,129891.4
2004-01-01,11100.677,111250.98,111250.98
2004-02-01,10311.509,103341.94,103341.94
2004-03-01,11518.382,115437.22,115437.22
2004-04-01,9893.956,99157.23,99157.23
2004-05-01,8645.099,86641.18,86641.18
2004-06-01,9147.684000000001,91678.09,91678.09
2004-07-01,12315.308,123424.02,123424.02
2004-08-01,14321.844000000001,143533.52,143533.52
2004-09-01,13047.889,130765.94,130765.94
2004-10-01,11164.26,111888.21,111888.21
2004-11-01,11757.505000000001,117833.72,117833.72
2004-12-01,11007.887,110321.04,110321.04
2005-01-01,10083.842,100828.33,100828.33
2005-02-01,9239.461000000001,92385.37,92385.37
2005-03-01,9627.75,96267.87,96267.87
2005-04-01,9620.802,96198.4,96198.4
2005-05-01,13569.311,135679.54,135679.54
2005-06-01,12651.736,126504.71,126504.71
2005-07-01,11760.688,117595.12,117595.12
2005-08-01,9759.733,97587.57,97587.57
2005-09-01,7735.262000000001,77344.88,77344.88
2005-10-01,8347.875,83470.4,83470.4
2005-11-01,8995.837,89949.37,89949.37
2005-12-01,10070.704,100696.97,100696.97
2006-01-01,878.58,8715.0,8715.0
2006-02-01,770.813,7646.0,7646.0
2006-03-01,828.461,8218.0,8218.0
2006-04-01,1000.162,9921.0,9921.0
2006-05-01,1079.309,10706.0,10706.0
2006-06-01,1114.7720000000002,11057.0,11057.0
2006-07-01,910.909,9035.0,9035.0
2006-08-01,746.904,7409.0,7409.0
2006-09-01,547.555,5431.0,5431.0
2006-10-01,517.847,5137.0,5137.0
2006-11-01,600.8720000000001,5960.0,5960.0
2006-12-01,651.816,6465.0,6465.0
2007-01-01,8655.765000000001,85554.0,85554.0
2007-02-01,9022.544,89179.0,89179.0
2007-03-01,9350.325,92419.0,92419.0
2007-04-01,8861.244,87585.0,87585.0
2007-05-01,8369.053,82720.0,82720.0
2007-06-01,8225.892,81305.0,81305.0
2007-07-01,8311.141,82147.0,82147.0
2007-08-01,7321.837,72369.0,72369.0
2007-09-01,5476.673000000001,54131.0,54131.0
2007-10-01,5637.0650000000005,55717.0,55717.0
2007-11-01,6005.269,59356.0,59356.0
2007-12-01,6678.193,66007.0,66007.0
2008-01-01,10745.594000000001,105887.0,105887.0
2008-02-01,11671.942,115015.0,115015.0
2008-03-01,11271.263,111067.0,111067.0
2008-04-01,10800.983,106433.0,106433.0
2008-05-01,7986.825000000001,78702.0,78702.0
2008-06-01,10209.475,100604.0,100604.0
2008-07-01,7389.046,72812.0,72812.0
2008-08-01,8922.996000000001,87927.0,87927.0
2008-09-01,9714.322,95725.0,95725.0
2008-10-01,10315.026,101644.0,101644.0
2008-11-01,8575.616,84504.0,84504.0
2008-12-01,13275.912,130821.0,130821.0
2009-01-01,6858.296,66937.0,66937.0
2009-02-01,7424.636,72464.0,72464.0
2009-03-01,7847.36,76590.0,76590.0
2009-04-01,8038.111000000001,78452.0,78452.0
2009-05-01,6064.4130000000005,59189.0,59189.0
2009-06-01,7967.189,77760.0,77760.0
2009-07-01,7901.881,77122.0,77122.0
2009-08-01,8660.893,84530.0,84530.0
2009-09-01,6496.003000000001,63401.0,63401.0
2009-10-01,10362.871,101142.0,101142.0
2009-11-01,9672.417000000001,94403.0,94403.0
