measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed"
2004-06-01,1035.707,64152.0,64152.0,0.0,0.0,0.0,69.335,4223.0,4223.0,,,
2004-07-01,2012.1570000000002,124634.0,124634.0,0.0,0.0,0.0,50.783,3093.0,3093.0,,,
2004-08-01,2032.864,125916.0,125916.0,0.0,0.0,0.0,67.185,4092.0,4092.0,,,
2004-09-01,1571.6570000000002,97349.0,97349.0,0.0,0.0,0.0,69.946,4260.0,4260.0,,,
2004-10-01,1613.88,99964.0,99964.0,0.0,0.0,0.0,25.276,1539.0,1539.0,,,
2004-11-01,1558.305,96522.0,96522.0,0.0,0.0,0.0,40.531,2469.0,2469.0,,,
2004-12-01,1733.267,107359.0,107359.0,0.0,0.0,0.0,62.058,3780.0,3780.0,,,
2005-01-01,2070.14,123053.11,123053.11,,,,,,,,,
2005-02-01,1802.401,107138.16,107138.16,,,,,,,,,
2005-03-01,1869.986,111155.55,111155.55,,,,,,,,,
2005-04-01,1666.525,99061.48,99061.48,,,,,,,,,
2005-05-01,1829.51,108749.57,108749.57,,,,,,,,,
2005-06-01,2037.6940000000002,121124.48,121124.48,,,,,,,,,
2005-07-01,2154.059,128041.4,128041.4,,,,,,,,,
2005-08-01,2178.025,129465.97,129465.97,,,,,,,,,
2005-09-01,1995.978,118644.78,118644.78,,,,,,,,,
2005-10-01,1884.827,112037.76,112037.76,,,,,,,,,
2005-11-01,1837.6190000000001,109231.63,109231.63,,,,,,,,,
2005-12-01,2052.236,121988.86,121988.86,,,,,,,,,
2007-01-01,1619.0,120526.0,120526.0,,,,,,,,,
2007-02-01,2304.677,143962.0,143962.0,,,,267.32300000000004,16698.0,16698.0,,,
2007-03-01,2505.7470000000003,101693.0,101693.0,,,,32.253,1309.0,1309.0,,,
2007-04-01,1910.901,102607.0,102607.0,,,,462.09900000000005,24813.0,24813.0,,,
2007-05-01,2526.013,152027.0,152027.0,,,,2.987,180.0,180.0,,,
2007-06-01,2651.0,143035.0,143035.0,,,,,,,,,
2007-07-01,2723.4790000000003,147389.0,147389.0,,,,62.521,3384.0,3384.0,,,
2007-08-01,2667.911,159257.0,159257.0,,,,7.089,423.0,423.0,,,
2007-09-01,2061.616,106987.0,106987.0,,,,392.384,20363.0,20363.0,,,
2007-10-01,1927.584,124228.0,124228.0,,,,365.416,23550.0,23550.0,,,
2007-11-01,2347.293,127442.0,127442.0,,,,221.70700000000002,12037.0,12037.0,,,
2007-12-01,2342.746,135644.0,135644.0,0.0,0.0,0.0,559.254,32381.0,32381.0,,,
2008-01-01,2763.581,156611.0,156611.0,0.0,0.0,0.0,364.41900000000004,20651.0,20651.0,,,
2008-02-01,2621.511,153460.0,153460.0,0.0,0.0,0.0,377.48900000000003,22098.0,22098.0,,,
2008-03-01,2485.0860000000002,137467.0,137467.0,0.0,0.0,0.0,269.914,14931.0,14931.0,,,
2008-04-01,1999.1090000000002,106580.0,106580.0,0.0,0.0,0.0,476.891,25425.0,25425.0,,,
2008-05-01,2330.806,133214.0,133214.0,0.0,0.0,0.0,29.194000000000003,1669.0,1669.0,,,
2008-06-01,1710.1000000000001,125756.0,125756.0,0.0,0.0,0.0,50.9,3743.0,3743.0,,,
2008-07-01,2661.045,154543.0,154543.0,0.0,0.0,0.0,96.955,5631.0,5631.0,,,
2008-08-01,2698.545,149141.0,149141.0,0.0,0.0,0.0,46.455000000000005,2567.0,2567.0,,,
2008-09-01,2007.6950000000002,105656.0,105656.0,0.0,0.0,0.0,365.305,19224.0,19224.0,,,
2008-10-01,2343.52,122063.0,122063.0,0.0,0.0,0.0,90.48,4713.0,4713.0,,,
2008-11-01,2742.674,136675.0,136675.0,0.0,0.0,0.0,100.32600000000001,5000.0,5000.0,,,
2008-12-01,3121.281,169148.0,169148.0,0.0,0.0,0.0,602.719,32662.0,32662.0,,,
2009-01-01,3272.168,166024.0,166024.0,0.0,0.0,0.0,794.832,40328.0,40328.0,,,
2009-02-01,2741.3230000000003,136663.0,136663.0,0.0,0.0,0.0,383.677,19127.0,19127.0,,,
2009-03-01,2488.866,138129.0,138129.0,0.0,0.0,0.0,380.134,21097.0,21097.0,,,
2009-04-01,1957.085,91655.0,91655.0,0.0,0.0,0.0,812.915,38071.0,38071.0,,,
2009-05-01,1975.215,115294.0,115294.0,0.0,0.0,0.0,156.785,9152.0,9152.0,,,
2009-06-01,2016.48,132808.0,132808.0,0.0,0.0,0.0,101.52,6686.0,6686.0,,,
2009-07-01,2156.0,138784.0,138784.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-08-01,1363.481,112162.0,112162.0,0.0,0.0,0.0,230.519,18963.0,18963.0,,,
2009-09-01,940.3380000000001,70011.0,70011.0,0.0,0.0,0.0,537.662,40030.0,40030.0,,,
2009-10-01,1310.299,73307.0,73307.0,0.0,0.0,0.0,718.701,40209.0,40209.0,,,
2009-11-01,1775.182,88135.0,88135.0,0.0,0.0,0.0,739.818,36731.0,36731.0,,,
2009-12-01,2059.6890000000003,122086.0,122086.0,0.0,0.0,0.0,710.311,42103.0,42103.0,,,
2010-01-01,2342.437,134768.0,134768.0,0.0,0.0,0.0,358.56300000000005,20629.0,20629.0,,,
2010-02-01,1794.769,107459.0,107459.0,0.0,0.0,0.0,393.231,23544.0,23544.0,,,
2010-03-01,1267.0520000000001,104732.0,104732.0,0.0,0.0,0.0,197.948,16362.0,16362.0,,,
2010-04-01,1118.267,96477.0,96477.0,0.0,0.0,0.0,39.733000000000004,3428.0,3428.0,,,
2010-05-01,1664.9470000000001,96034.0,96034.0,0.0,0.0,0.0,267.053,15404.0,15404.0,,,
2010-06-01,2021.779,132969.0,132969.0,0.0,0.0,0.0,48.221000000000004,3171.0,3171.0,,,
2010-07-01,2052.641,134929.0,134929.0,0.0,0.0,0.0,224.359,14748.0,14748.0,,,
2010-08-01,1923.324,149573.0,149573.0,0.0,0.0,0.0,34.676,2697.0,2697.0,,,
2010-09-01,1658.563,98693.0,98693.0,0.0,0.0,0.0,211.437,12582.0,12582.0,,,
2010-10-01,1763.084,97010.0,97010.0,0.0,0.0,0.0,224.916,12376.0,12376.0,,,
2010-11-01,2000.3220000000001,94814.0,94814.0,0.0,0.0,0.0,681.678,32311.0,32311.0,,,
2010-12-01,2854.926,137659.0,137659.0,0.0,0.0,0.0,573.0740000000001,27633.0,27633.0,,,
2011-01-01,2682.413,146258.0,146258.0,0.0,0.0,0.0,307.587,16771.0,16771.0,,,
2011-02-01,2036.853,122306.0,122306.0,0.0,0.0,0.0,204.147,12258.0,12258.0,,,
2011-03-01,2301.882,117628.0,117628.0,0.0,0.0,0.0,558.118,28520.0,28520.0,,,
2011-04-01,1269.758,61659.0,61659.0,0.0,0.0,0.0,1044.242,50708.0,50708.0,,,
2011-05-01,2131.897,109698.0,109698.0,0.0,0.0,0.0,209.103,10760.0,10760.0,,,
2011-06-01,1799.499,130517.0,130517.0,0.0,0.0,0.0,0.501,36.0,36.0,,,
2011-07-01,2053.635,144770.0,144770.0,0.0,0.0,0.0,17.365,1224.0,1224.0,,,
2011-08-01,1931.093,140375.0,140375.0,0.0,0.0,0.0,10.907,793.0,793.0,,,
2011-09-01,1823.175,95011.0,95011.0,0.0,0.0,0.0,421.825,21983.0,21983.0,,,
2011-10-01,1618.73,93089.0,93089.0,0.0,0.0,0.0,459.27,26412.0,26412.0,,,
2011-11-01,1653.264,94275.0,94275.0,0.0,0.0,0.0,502.736,28668.0,28668.0,,,
2011-12-01,2591.895,130897.0,130897.0,0.0,0.0,0.0,299.105,15106.0,15106.0,,,
2012-01-01,2427.364,132516.0,132516.0,0.0,0.0,0.0,492.636,26894.0,26894.0,,,
2012-02-01,2044.415,102372.0,102372.0,0.0,0.0,0.0,735.585,36834.0,36834.0,,,
2012-03-01,1886.106,102336.0,102336.0,0.0,0.0,0.0,462.894,25116.0,25116.0,,,
2012-04-01,1468.66,71471.0,71471.0,0.0,0.0,0.0,674.34,32816.0,32816.0,,,
2012-05-01,1574.4,112810.0,112810.0,0.0,0.0,0.0,185.6,13299.0,13299.0,,,
2012-06-01,1525.119,118874.0,118874.0,0.0,0.0,0.0,29.881,2329.0,2329.0,,,
2012-07-01,1379.858,126487.0,126487.0,0.0,0.0,0.0,62.142,5696.0,5696.0,,,
2012-08-01,1609.997,127753.0,127753.0,0.0,0.0,0.0,67.003,5317.0,5317.0,,,
2012-09-01,1506.436,88700.0,88700.0,0.0,0.0,0.0,397.564,23409.0,23409.0,,,
2012-10-01,1494.639,85972.0,85972.0,0.0,0.0,0.0,455.361,26192.0,26192.0,,,
2012-11-01,1573.193,84939.0,84939.0,0.0,0.0,0.0,685.807,37028.0,37028.0,,,
2012-12-01,2573.545,127064.0,127064.0,0.0,0.0,0.0,555.455,27425.0,27425.0,,,
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,846.634,34460.0,34460.0,2819.366,114755.0,114755.0
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,567.487,32236.0,32236.0,2391.513,135850.0,135850.0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,415.87,23599.0,23599.0,2494.13,141530.0,141530.0
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,437.959,23806.0,23806.0,1844.041,100235.0,100235.0
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1922.0,116274.0,116274.0
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1582.0,115565.0,115565.0
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,3.336,266.0,266.0,1599.664,127385.0,127385.0
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,37.614,2800.0,2800.0,1669.386,124258.0,124258.0
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,255.993,17363.0,17363.0,1383.007,93804.0,93804.0
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,173.953,10589.0,10589.0,1644.047,100076.0,100076.0
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,635.986,37099.0,37099.0,1533.014,89426.0,89426.0
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,665.111,37493.0,37493.0,2158.889,121700.0,121700.0
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,713.42,42723.0,42723.0,2510.58,150346.0,150346.0
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,563.654,32181.0,32181.0,2039.346,116432.0,116432.0
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,799.717,40106.0,40106.0,1782.283,89382.0,89382.0
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,612.502,29933.0,29933.0,1450.498,70887.0,70887.0
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,35.911,2096.0,2096.0,1872.089,109254.0,109254.0
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,64.674,5801.0,5801.0,1254.326,112516.0,112516.0
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,27.52,1790.0,1790.0,1390.48,90429.0,90429.0
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,281.147,19581.0,19581.0,1174.853,81824.0,81824.0
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,350.387,20585.0,20585.0,1374.613,80757.0,80757.0
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,584.351,29874.0,29874.0,1232.649,63017.0,63017.0
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,694.867,34779.0,34779.0,1736.133,86897.0,86897.0
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,687.246,32624.0,32624.0,2127.754,101006.0,101006.0
2015-01-01,2673.895,137008.0,137008.0,0.0,0.0,0.0,534.105,27367.0,27367.0,0.0,0.0,0.0
2015-02-01,2501.999,127423.0,127423.0,0.0,0.0,0.0,886.001,45123.0,45123.0,0.0,0.0,0.0
2015-03-01,2476.271,117581.0,117581.0,0.0,0.0,0.0,448.729,21307.0,21307.0,0.0,0.0,0.0
2015-04-01,1755.874,79917.0,79917.0,0.0,0.0,0.0,680.126,30955.0,30955.0,0.0,0.0,0.0
2015-05-01,2069.724,103603.0,103603.0,0.0,0.0,0.0,211.276,10576.0,10576.0,0.0,0.0,0.0
2015-06-01,1311.969,98232.0,98232.0,0.0,0.0,0.0,194.031,14528.0,14528.0,0.0,0.0,0.0
2015-07-01,1243.361,81549.0,81549.0,0.0,0.0,0.0,396.639,26015.0,26015.0,0.0,0.0,0.0
2015-08-01,1317.906,87998.0,87998.0,0.0,0.0,0.0,279.094,18636.0,18636.0,0.0,0.0,0.0
2015-09-01,1314.93,79074.0,79074.0,0.0,0.0,0.0,435.07,26163.0,26163.0,0.0,0.0,0.0
2015-10-01,1589.929,71902.0,71902.0,0.0,0.0,0.0,647.071,29263.0,29263.0,0.0,0.0,0.0
2015-11-01,1573.472,68774.0,68774.0,0.0,0.0,0.0,843.528,36869.0,36869.0,0.0,0.0,0.0
2015-12-01,1215.292,25217.0,25217.0,0.0,0.0,0.0,1366.708,28359.0,28359.0,0.0,0.0,0.0
2016-01-01,2513.333,34503.0,126975.0,0.0,0.0,0.0,722.667,9921.0,36509.0,0.0,0.0,0.0
2016-02-01,1777.421,24321.0,83904.0,0.0,0.0,0.0,935.579,12802.0,44164.0,0.0,0.0,0.0
2016-03-01,1759.398,24605.0,70014.0,0.0,0.0,0.0,840.602,11756.0,33451.0,0.0,0.0,0.0
2016-04-01,366.58,5745.0,18336.0,0.0,0.0,0.0,427.42,6698.0,21380.0,0.0,0.0,0.0
2016-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2016-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2016-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2016-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2016-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2016-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2016-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2016-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
