measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2021-01-01,29.239,412.0,412.0
2021-02-01,28.434,400.0,400.0
2021-03-01,22.16,312.0,312.0
2021-04-01,25.243,355.0,355.0
2021-05-01,28.894,406.0,406.0
2021-06-01,39.33,553.0,553.0
2021-07-01,43.328,608.0,608.0
2021-08-01,44.185,622.0,622.0
2021-09-01,37.337,524.0,524.0
2021-10-01,31.594,444.0,444.0
2021-11-01,25.987,365.0,365.0
2021-12-01,27.269,383.0,383.0
2022-01-01,28.989,412.0,412.0
2022-02-01,25.811,367.0,367.0
2022-03-01,20.554,293.0,293.0
2022-04-01,21.426,305.0,305.0
2022-05-01,31.652,450.0,450.0
2022-06-01,38.529,548.0,548.0
2022-07-01,45.402,646.0,646.0
2022-08-01,45.639,649.0,649.0
2022-09-01,38.471,547.0,547.0
2022-10-01,29.733,422.0,422.0
2022-11-01,27.868,396.0,396.0
2022-12-01,30.926,439.0,439.0
2023-01-01,27.341,389.0,389.0
2023-02-01,25.787,366.0,366.0
2023-03-01,25.449,361.0,361.0
2023-04-01,24.578,349.0,349.0
2023-05-01,35.09,498.0,498.0
2023-06-01,40.536,576.0,576.0
2023-07-01,44.455,631.0,631.0
2023-08-01,48.93,695.0,695.0
2023-09-01,41.221,586.0,586.0
2023-10-01,30.427,432.0,432.0
2023-11-01,28.21,401.0,401.0
2023-12-01,29.976,426.0,426.0
2024-01-01,25.055,367.0,367.0
2024-02-01,17.3,252.0,252.0
2024-03-01,19.632,286.0,286.0
2024-04-01,18.445,269.0,269.0
2024-05-01,24.644,359.0,359.0
2024-06-01,27.803,406.0,406.0
2024-07-01,30.053,438.0,438.0
2024-08-01,33.958,494.0,494.0
2024-09-01,28.176,410.0,410.0
2024-10-01,24.406,355.0,355.0
2024-11-01,19.553,284.0,284.0
2024-12-01,20.975,306.0,306.0
