measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2016-09-01,70.514,0.0,0.0
2016-10-01,69.261,0.0,0.0
2016-11-01,66.207,0.0,0.0
2016-12-01,51.018,0.0,0.0
2017-01-01,53.352,0.0,0.0
2017-02-01,51.792,0.0,0.0
2017-03-01,68.088,0.0,0.0
2017-04-01,67.144,0.0,0.0
2017-05-01,66.361,0.0,0.0
2017-06-01,60.445,0.0,0.0
2017-07-01,66.359,0.0,0.0
2017-08-01,66.438,0.0,0.0
2017-09-01,62.48,0.0,0.0
2017-10-01,52.521,0.0,0.0
2017-11-01,62.887,0.0,0.0
2017-12-01,68.133,0.0,0.0
2018-01-01,-21.319,0.0,0.0
2018-02-01,-16.819,0.0,0.0
2018-03-01,-23.944,0.0,0.0
2018-04-01,-26.911,0.0,0.0
2018-05-01,-25.588,0.0,0.0
2018-06-01,-25.692,0.0,0.0
2018-07-01,-25.786,0.0,0.0
2018-08-01,-25.98,0.0,0.0
2018-09-01,-24.22,0.0,0.0
2018-10-01,-24.934,0.0,0.0
2018-11-01,-23.906,0.0,0.0
2018-12-01,-23.901,0.0,0.0
2019-01-01,-23.601,0.0,0.0
2019-02-01,-18.867,0.0,0.0
2019-03-01,-21.76,0.0,0.0
2019-04-01,-20.258,0.0,0.0
2019-05-01,-18.062,0.0,0.0
2019-06-01,-21.658,0.0,0.0
2019-07-01,-22.234,0.0,0.0
2019-08-01,-24.07,0.0,0.0
2019-09-01,-21.845,0.0,0.0
2019-10-01,-23.92,0.0,0.0
2019-11-01,-19.938,0.0,0.0
2019-12-01,-21.787,0.0,0.0
2020-01-01,-0.792,0.0,0.0
2020-02-01,-0.645,0.0,0.0
2020-03-01,-0.92,0.0,0.0
2020-04-01,-0.824,0.0,0.0
2020-05-01,-0.79,0.0,0.0
2020-06-01,-0.719,0.0,0.0
2020-07-01,-0.844,0.0,0.0
2020-08-01,-0.832,0.0,0.0
2020-09-01,-0.89,0.0,0.0
2020-10-01,-0.945,0.0,0.0
2020-11-01,-0.912,0.0,0.0
2020-12-01,-0.887,0.0,0.0
2021-01-01,-8.057,0.0,0.0
2021-02-01,-8.514,0.0,0.0
2021-03-01,-9.53,0.0,0.0
2021-04-01,-9.256,0.0,0.0
2021-05-01,-7.803,0.0,0.0
2021-06-01,-8.792,0.0,0.0
2021-07-01,-8.967,0.0,0.0
2021-08-01,-8.741,0.0,0.0
2021-09-01,-9.813,0.0,0.0
2021-10-01,-8.502,0.0,0.0
2021-11-01,-8.856,0.0,0.0
2021-12-01,-9.169,0.0,0.0
2022-01-01,-11.083,0.0,0.0
2022-02-01,-11.686,0.0,0.0
2022-03-01,-10.833,0.0,0.0
2022-04-01,-11.337,0.0,0.0
2022-05-01,-11.976,0.0,0.0
2022-06-01,-12.134,0.0,0.0
2022-07-01,-12.437,0.0,0.0
2022-08-01,-12.937,0.0,0.0
2022-09-01,-11.626,0.0,0.0
2022-10-01,-12.916,0.0,0.0
2022-11-01,-11.962,0.0,0.0
2022-12-01,-12.073,0.0,0.0
2023-01-01,-5.0,0.0,0.0
2023-02-01,-5.0,0.0,0.0
2023-03-01,-3.0,0.0,0.0
2023-04-01,-4.0,0.0,0.0
2023-05-01,-5.0,0.0,0.0
2023-06-01,-6.0,0.0,0.0
2023-07-01,-6.0,0.0,0.0
2023-08-01,-6.0,0.0,0.0
2023-09-01,-4.0,0.0,0.0
2023-10-01,-2.0,0.0,0.0
2023-11-01,-2.0,0.0,0.0
2023-12-01,-6.0,0.0,0.0
2024-01-01,-3.0,0.0,0.0
2024-02-01,-2.0,0.0,0.0
2024-03-01,-2.0,0.0,0.0
2024-04-01,-2.0,0.0,0.0
2024-05-01,-2.0,0.0,0.0
2024-06-01,-2.0,0.0,0.0
2024-07-01,-2.0,0.0,0.0
2024-08-01,-2.0,0.0,0.0
2024-09-01,-2.0,0.0,0.0
2024-10-01,-2.0,0.0,0.0
2024-11-01,-2.0,0.0,0.0
2024-12-01,-1.0,0.0,0.0
