measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed"
2014-09-01,45.937,419.0,419.0,2094.841,19031.0,19031.0
2014-10-01,101.25,920.0,920.0,2152.052,19550.0,19550.0
2014-11-01,222.202,2020.0,2020.0,1985.842,18040.0,18040.0
2014-12-01,203.417,1851.0,1851.0,1847.141,16780.0,16780.0
2015-01-01,168.335,1663.0,1663.0,1991.581,19651.0,19651.0
2015-02-01,79.418,785.0,785.0,2011.761,19849.0,19849.0
2015-03-01,47.65,468.0,468.0,2207.238,21778.0,21778.0
2015-04-01,74.186,733.0,733.0,2153.96,21252.0,21252.0
2015-05-01,172.347,1698.0,1698.0,2251.565,22215.0,22215.0
2015-06-01,257.973,2547.0,2547.0,1361.038,13429.0,13429.0
2015-07-01,122.489,1207.0,1207.0,2197.495,21682.0,21682.0
2015-08-01,79.958,791.0,791.0,2153.708,21250.0,21250.0
2015-09-01,123.87,1224.0,1224.0,2094.631,20667.0,20667.0
2015-10-01,97.797,964.0,964.0,2270.293,22400.0,22400.0
2015-11-01,300.553,2963.0,2963.0,1789.855,17660.0,17660.0
2015-12-01,391.157,3858.0,3858.0,1645.142,16232.0,16232.0
2016-01-01,170.152,1421.0,1421.0,1811.123,15265.0,15265.0
2016-02-01,214.325,1808.0,1808.0,2037.724,17174.0,17174.0
2016-03-01,144.281,1219.0,1219.0,2267.462,19110.0,19110.0
2016-04-01,117.63,993.0,993.0,2264.316,19083.0,19083.0
2016-05-01,105.65,889.0,889.0,2208.79,18615.0,18615.0
2016-06-01,612.455,5163.0,5163.0,1597.779,13466.0,13466.0
2016-07-01,251.197,2119.0,2119.0,2062.723,17384.0,17384.0
2016-08-01,181.34,1530.0,1530.0,1872.971,15785.0,15785.0
2016-09-01,108.479,912.0,912.0,1892.619,15951.0,15951.0
2016-10-01,195.737,1652.0,1652.0,2174.196,18324.0,18324.0
2016-11-01,132.001,1115.0,1115.0,2083.353,17558.0,17558.0
2016-12-01,343.924,2899.0,2899.0,2170.333,18291.0,18291.0
2017-01-01,178.481,1502.0,1502.0,2236.153,18768.0,18768.0
2017-02-01,360.895,3026.0,3026.0,2001.348,16796.0,16796.0
2017-03-01,174.996,1467.0,1467.0,2282.958,19159.0,19159.0
2017-04-01,141.72,1190.0,1190.0,2123.669,17822.0,17822.0
2017-05-01,138.482,1161.0,1161.0,2263.912,18999.0,18999.0
2017-06-01,138.856,1167.0,1167.0,2152.123,18061.0,18061.0
2017-07-01,175.408,1473.0,1473.0,2294.274,19254.0,19254.0
2017-08-01,155.07,1299.0,1299.0,2275.055,19093.0,19093.0
2017-09-01,205.924,1727.0,1727.0,2155.419,18089.0,18089.0
2017-10-01,157.398,1322.0,1322.0,1907.904,16012.0,16012.0
2017-11-01,149.414,1253.0,1253.0,2162.608,18149.0,18149.0
2017-12-01,179.985,1513.0,1513.0,2382.468,19994.0,19994.0
2018-01-01,125.663,1103.0,1103.0,2551.289,22275.0,22275.0
2018-02-01,118.825,1040.0,1040.0,2362.24,20624.0,20624.0
2018-03-01,101.518,884.0,884.0,2384.307,20817.0,20817.0
2018-04-01,77.234,676.0,676.0,2240.136,19558.0,19558.0
2018-05-01,53.837,468.0,468.0,2266.016,19784.0,19784.0
2018-06-01,135.244,1178.0,1178.0,2122.893,18534.0,18534.0
2018-07-01,79.738,699.0,699.0,2223.604,19414.0,19414.0
2018-08-01,64.133,560.0,560.0,2294.812,20035.0,20035.0
2018-09-01,49.208,427.0,427.0,2251.214,19655.0,19655.0
2018-10-01,791.738,6913.0,6913.0,2269.249,19812.0,19812.0
2018-11-01,183.305,1600.0,1600.0,2197.147,19183.0,19183.0
2018-12-01,218.485,1906.0,1906.0,2338.125,20414.0,20414.0
2019-01-01,0.0,1987.0,1987.0,0.0,15140.0,15140.0
2019-02-01,0.0,1779.0,1779.0,0.0,13614.0,13614.0
2019-03-01,0.0,1663.0,1663.0,0.0,15255.0,15255.0
2019-04-01,0.0,1097.0,1097.0,0.0,14190.0,14190.0
2019-05-01,0.0,1172.0,1172.0,0.0,12921.0,12921.0
2019-06-01,0.0,1294.0,1294.0,0.0,13420.0,13420.0
2019-07-01,0.0,1548.0,1548.0,0.0,14709.0,14709.0
2019-08-01,0.0,474.0,474.0,0.0,15226.0,15226.0
2019-09-01,0.0,832.0,832.0,0.0,14113.0,14113.0
2019-10-01,0.0,1698.0,1698.0,0.0,12813.0,12813.0
2019-11-01,0.0,1467.0,1467.0,0.0,13567.0,13567.0
2019-12-01,0.0,2091.0,2091.0,0.0,14829.0,14829.0
2020-01-01,0.0,1022.0,1022.0,0.0,13531.0,13531.0
2020-02-01,0.0,554.0,554.0,0.0,12354.0,12354.0
2020-03-01,0.0,589.0,589.0,0.0,13045.0,13045.0
2020-04-01,0.0,647.0,647.0,0.0,12151.0,12151.0
2020-05-01,0.0,2056.0,2056.0,0.0,12810.0,12810.0
2020-06-01,0.0,791.0,791.0,0.0,11898.0,11898.0
2020-07-01,0.0,1894.0,1894.0,0.0,13286.0,13286.0
2020-08-01,0.0,1149.0,1149.0,0.0,12692.0,12692.0
2020-09-01,0.0,774.0,774.0,0.0,12583.0,12583.0
2020-10-01,0.0,1380.0,1380.0,0.0,12206.0,12206.0
2020-11-01,0.0,1178.0,1178.0,0.0,12131.0,12131.0
2020-12-01,0.0,1657.0,1657.0,0.0,11327.0,11327.0
2021-01-01,69.374,531.0,531.0,1145.544,8892.0,8892.0
2021-02-01,428.984,3332.0,3332.0,1047.407,8130.0,8130.0
2021-03-01,125.71,976.0,976.0,1187.599,9218.0,9218.0
2021-04-01,120.243,936.0,936.0,990.461,7688.0,7688.0
2021-05-01,194.417,1507.0,1507.0,1058.377,8216.0,8216.0
2021-06-01,92.321,716.0,716.0,1083.866,8414.0,8414.0
2021-07-01,154.644,1201.0,1201.0,1052.929,8173.0,8173.0
2021-08-01,148.886,1155.0,1155.0,1044.053,8104.0,8104.0
2021-09-01,185.236,1438.0,1438.0,1072.699,8326.0,8326.0
2021-10-01,177.456,1380.0,1380.0,1033.07,8019.0,8019.0
2021-11-01,203.641,1582.0,1582.0,1008.259,7826.0,7826.0
2021-12-01,230.589,1790.0,1790.0,1038.275,8060.0,8060.0
2022-01-01,0.0,543.0,543.0,0.0,13165.0,13165.0
2022-02-01,0.0,485.0,485.0,0.0,11670.0,11670.0
2022-03-01,0.0,514.0,514.0,0.0,12800.0,12800.0
2022-04-01,0.0,549.0,549.0,0.0,10209.0,10209.0
2022-05-01,0.0,491.0,491.0,0.0,10414.0,10414.0
2022-06-01,0.0,508.0,508.0,0.0,11363.0,11363.0
2022-07-01,0.0,537.0,537.0,0.0,12251.0,12251.0
2022-08-01,0.0,520.0,520.0,0.0,12868.0,12868.0
2022-09-01,0.0,1195.0,1195.0,0.0,12408.0,12408.0
2022-10-01,0.0,491.0,491.0,0.0,12458.0,12458.0
2022-11-01,0.0,543.0,543.0,0.0,10669.0,10669.0
2022-12-01,0.0,11071.0,11071.0,0.0,12039.0,12039.0
2023-01-01,10.276,1825.0,1825.0,31.634,5622.0,5622.0
2023-02-01,5.48,976.0,976.0,30.944,5499.0,5499.0
2023-03-01,2.135,381.0,381.0,33.158,5892.0,5892.0
2023-04-01,2.527,450.0,450.0,29.505,5243.0,5243.0
2023-05-01,3.412,606.0,606.0,36.463,6480.0,6480.0
2023-06-01,5.464,970.0,970.0,33.327,5922.0,5922.0
2023-07-01,7.62,1351.0,1351.0,34.321,6099.0,6099.0
2023-08-01,3.045,543.0,543.0,36.108,6417.0,6417.0
2023-09-01,1.861,329.0,329.0,33.757,5999.0,5999.0
2023-10-01,3.27,583.0,583.0,33.961,6035.0,6035.0
2023-11-01,1.73,306.0,306.0,33.903,6025.0,6025.0
2023-12-01,1.765,312.0,312.0,38.334,6812.0,6812.0
2024-01-01,8.88,110.0,110.0,0.0,0.0,0.0
2024-02-01,16.644,214.0,214.0,0.0,0.0,0.0
2024-03-01,6.389,81.0,81.0,0.0,0.0,0.0
2024-04-01,4.415,58.0,58.0,0.0,0.0,0.0
2024-05-01,4.655,58.0,58.0,0.0,0.0,0.0
2024-06-01,5.04,64.0,64.0,0.0,0.0,0.0
2024-07-01,5.373,69.0,69.0,0.0,0.0,0.0
2024-08-01,6.484,81.0,81.0,0.0,0.0,0.0
2024-09-01,5.283,69.0,69.0,0.0,0.0,0.0
2024-10-01,4.717,58.0,58.0,0.0,0.0,0.0
2024-11-01,5.31,69.0,69.0,0.0,0.0,0.0
2024-12-01,4.81,64.0,64.0,0.0,0.0,0.0
