measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed"
2020-01-01,-34.85,0.0,0.0
2020-02-01,-26.928,0.0,0.0
2020-03-01,-41.32,0.0,0.0
2020-04-01,-36.64,0.0,0.0
2020-05-01,-35.498,0.0,0.0
2020-06-01,-31.527,0.0,0.0
2020-07-01,-37.273,0.0,0.0
2020-08-01,-37.147,0.0,0.0
2020-09-01,-40.159,0.0,0.0
2020-10-01,-42.889,0.0,0.0
2020-11-01,-42.276,0.0,0.0
2020-12-01,-39.493,0.0,0.0
2024-01-01,-13.0,0.0,0.0
2024-02-01,-18.0,0.0,0.0
2024-03-01,-22.0,0.0,0.0
2024-04-01,-45.0,0.0,0.0
2024-05-01,-45.0,0.0,0.0
2024-06-01,-45.0,0.0,0.0
2024-07-01,-45.0,0.0,0.0
2024-08-01,-45.0,0.0,0.0
2024-09-01,-45.0,0.0,0.0
2024-10-01,-66.0,0.0,0.0
2024-11-01,-31.0,0.0,0.0
2024-12-01,-26.0,0.0,0.0
