measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed
2003-01-01,11.0,145.0,145.0
2003-02-01,195.0,2703.0,2703.0
2003-03-01,25.0,586.0,586.0
2003-04-01,0.0,0.0,0.0
2003-05-01,21.0,273.0,273.0
2003-06-01,22.0,389.0,389.0
2003-07-01,0.0,0.0,0.0
2003-08-01,19.0,244.0,244.0
2003-09-01,0.0,0.0,0.0
2003-10-01,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0
2003-12-01,24.0,319.0,319.0
2004-01-01,61.635,999.0,999.0
2004-02-01,25.548000000000002,414.0,414.0
2004-03-01,7.875,128.0,128.0
2004-04-01,14.955,242.0,242.0
2004-05-01,28.838,467.0,467.0
2004-06-01,10.706000000000001,174.0,174.0
2004-07-01,5.66,92.0,92.0
2004-08-01,5.509,89.0,89.0
2004-09-01,2.355,38.0,38.0
2004-10-01,2.2110000000000003,36.0,36.0
2004-11-01,3.692,60.0,60.0
2004-12-01,37.015,600.0,600.0
2005-01-01,70.114,1037.4,1037.4
2005-02-01,16.139,238.79,238.79
2005-03-01,13.849,204.91,204.91
2005-04-01,13.857000000000001,205.03,205.03
2005-05-01,13.971,206.72,206.72
2005-06-01,16.924,250.41,250.41
2005-07-01,32.052,474.25,474.25
2005-08-01,28.389000000000003,420.04,420.04
2005-09-01,15.796000000000001,233.72,233.72
2005-10-01,22.147000000000002,327.68,327.68
2005-11-01,14.913,220.65,220.65
2005-12-01,40.849000000000004,604.4,604.4
2006-01-01,24.092000000000002,358.0,358.0
2006-02-01,12.607000000000001,188.0,188.0
2006-03-01,10.59,158.0,158.0
2006-04-01,20.285,302.0,302.0
2006-05-01,18.962,282.0,282.0
2006-06-01,17.235,256.0,256.0
2006-07-01,24.965,371.0,371.0
2006-08-01,24.216,360.0,360.0
2006-09-01,11.125,166.0,166.0
2006-10-01,11.752,175.0,175.0
2006-11-01,13.838000000000001,206.0,206.0
2006-12-01,15.333,228.0,228.0
2007-01-01,9.958,140.0,140.0
2007-02-01,39.253,548.0,548.0
2007-03-01,20.846,292.0,292.0
2007-04-01,3.976,58.0,58.0
2007-05-01,5.285,76.0,76.0
2007-06-01,16.718,233.0,233.0
2007-07-01,9.127,128.0,128.0
2007-08-01,10.923,152.0,152.0
2007-09-01,7.21,99.0,99.0
2007-10-01,4.666,64.0,64.0
2007-11-01,3.234,47.0,47.0
2007-12-01,7.804,111.0,111.0
2008-01-01,15.077,251.0,251.0
2008-02-01,12.068000000000001,193.0,193.0
2008-03-01,3.935,64.0,64.0
2008-04-01,2.7070000000000003,41.0,41.0
2008-05-01,2.778,47.0,47.0
2008-06-01,11.188,181.0,181.0
2008-07-01,5.2170000000000005,82.0,82.0
2008-08-01,3.237,53.0,53.0
2008-09-01,4.0360000000000005,64.0,64.0
2008-10-01,1.897,29.0,29.0
2008-11-01,4.065,64.0,64.0
2008-12-01,7.795000000000001,129.0,129.0
2009-01-01,22.026,321.0,321.0
2009-02-01,4.248,64.0,64.0
2009-03-01,5.219,76.0,76.0
2009-04-01,1.9540000000000002,29.0,29.0
2009-05-01,1.851,29.0,29.0
2009-06-01,1.6380000000000001,23.0,23.0
2009-07-01,2.571,35.0,35.0
2009-08-01,2.202,29.0,29.0
