measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,1972.1870000000001,24253.0,24253.0
2003-02-01,1568.076,19284.0,19284.0
2003-03-01,1390.5410000000002,17100.0,17100.0
2003-04-01,1399.132,17206.0,17206.0
2003-05-01,1166.6390000000001,14347.0,14347.0
2003-06-01,1485.45,18268.0,18268.0
2003-07-01,1779.414,21883.0,21883.0
2003-08-01,1834.3380000000002,22558.0,22558.0
2003-09-01,1536.0420000000001,18890.0,18890.0
2003-10-01,1385.6280000000002,17040.0,17040.0
2003-11-01,1515.335,18635.0,18635.0
2003-12-01,1751.086,21534.0,21534.0
2004-01-01,2384.667,29325.86,125397.25
2004-02-01,2384.667,29325.86,125397.25
2004-03-01,2384.667,29325.86,125397.25
2004-04-01,2384.667,29325.86,125397.25
2004-05-01,2384.667,29325.86,125397.25
2004-06-01,2384.667,29325.86,125397.25
2004-07-01,2384.667,29325.86,125397.25
2004-08-01,2384.667,29325.86,125397.25
2004-09-01,2384.667,29325.86,125397.25
2004-10-01,2384.667,29325.86,125397.25
2004-11-01,2384.667,29325.86,125397.25
2004-12-01,2384.667,29325.86,125397.25
2005-01-01,2279.525,28032.87,29884.0
2005-02-01,2020.8580000000002,24851.87,26492.94
2005-03-01,2411.54,29656.35,31614.68
2005-04-01,2472.42,30405.04,32412.8
2005-05-01,2005.7240000000002,24665.76,26294.54
2005-06-01,3412.33,41963.74,44734.78
2005-07-01,4397.267,54076.18,57647.06
2005-08-01,4701.336,57815.53,61633.33
2005-09-01,3109.9770000000003,38245.5,40771.02
2005-10-01,2150.7110000000002,26448.76,28195.28
2005-11-01,1930.506,23740.74,25308.45
2005-12-01,2085.785,25650.32,27344.12
2006-01-01,3292.902,40495.05,308755.28
2006-02-01,3283.304,40377.02,307855.35
2006-03-01,3581.907,44049.15,335853.56
2006-04-01,3011.538,37034.93,282373.53
2006-05-01,2921.4010000000003,35926.45,273921.93
2006-06-01,3737.0350000000003,45956.86,350398.98
2006-07-01,5596.446,68823.3,524744.53
2006-08-01,5268.903,64795.29,494032.88
2006-09-01,3737.233,45959.3,350417.56
2006-10-01,4167.935,51255.93,390801.83
2006-11-01,3584.981,44086.95,336141.81
2006-12-01,3503.0350000000003,43079.21,328458.21
2007-01-01,950.278,9416.0,9416.0
2007-02-01,1619.3580000000002,16046.0,16046.0
2007-03-01,858.055,8502.0,8502.0
2007-04-01,865.081,8572.0,8572.0
2007-05-01,1229.395,12182.0,12182.0
2007-06-01,2194.6820000000002,21746.0,21746.0
2007-07-01,3824.43,37895.0,37895.0
2007-08-01,7400.674,73331.0,73331.0
2007-09-01,3742.2360000000003,37080.0,37080.0
2007-10-01,2453.275,24309.0,24309.0
2007-11-01,807.7270000000001,8003.0,8003.0
2007-12-01,1040.088,10306.0,10306.0
2008-01-01,1405.884,12312.0,12312.0
2008-02-01,1167.06,10221.0,10221.0
2008-03-01,1312.374,11494.0,11494.0
2008-04-01,924.4010000000001,8096.0,8096.0
2008-05-01,1140.3410000000001,9987.0,9987.0
2008-06-01,4574.225,40060.0,40060.0
2008-07-01,6383.852,55909.0,55909.0
2008-08-01,2028.612,17766.0,17766.0
2008-09-01,3577.8050000000003,31334.0,31334.0
2008-10-01,1598.902,14003.0,14003.0
2008-11-01,3162.397,27696.0,27696.0
2008-12-01,940.307,8235.0,8235.0
2009-01-01,2829.012,27022.0,27022.0
2009-02-01,1990.7030000000002,19013.0,19013.0
2009-03-01,2954.5170000000003,28218.0,28218.0
2009-04-01,1571.712,15011.0,15011.0
2009-05-01,1097.945,10486.0,10486.0
2009-06-01,2857.7250000000004,27294.0,27294.0
2009-07-01,4454.961,42549.0,42549.0
2009-08-01,8915.082,85147.0,85147.0
2009-09-01,3762.074,35931.0,35931.0
2009-10-01,1818.039,17364.0,17364.0
2009-11-01,1178.169,11253.0,11253.0
2009-12-01,2203.061,21041.0,21041.0
2010-01-01,845.907,7386.0,7386.0
2010-02-01,637.2,5565.0,5565.0
2010-03-01,707.621,6180.0,6180.0
2010-04-01,1245.459,10877.0,10877.0
2010-05-01,1988.693,17367.0,17367.0
2010-06-01,4802.8,41943.0,41943.0
2010-07-01,8422.276,73552.0,73552.0
2010-08-01,5392.782,47095.0,47095.0
2010-09-01,3864.552,33749.0,33749.0
2010-10-01,591.475,5165.0,5165.0
2010-11-01,504.273,4404.0,4404.0
2010-12-01,1461.242,12761.0,12761.0
2011-01-01,656.109,6041.0,6041.0
2011-02-01,468.253,4310.0,4310.0
2011-03-01,612.894,5642.0,5642.0
2011-04-01,1478.797,13613.0,13613.0
2011-05-01,3218.505,29627.0,29627.0
2011-06-01,4282.127,39418.0,39418.0
2011-07-01,9875.033,90903.0,90903.0
2011-08-01,3903.946,35937.0,35937.0
2011-09-01,2828.155,26034.0,26034.0
2011-10-01,790.387,7276.0,7276.0
2011-11-01,494.197,4549.0,4549.0
2011-12-01,1180.597,10868.0,10868.0
2012-01-01,42.484,385.0,385.0
2012-02-01,23.864,216.0,216.0
2012-03-01,262.329,2375.0,2375.0
2012-04-01,657.63,5953.0,5953.0
2012-05-01,660.022,5975.0,5975.0
2012-06-01,350.649,3174.0,3174.0
2012-07-01,597.909,5412.0,5412.0
2012-08-01,414.209,3749.0,3749.0
2012-09-01,262.011,2372.0,2372.0
2012-10-01,185.91,1683.0,1683.0
2012-11-01,241.179,2183.0,2183.0
2012-12-01,99.804,903.0,903.0
