measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2010-01-01,1.826,6.0,6.0
2010-02-01,0.933,12.0,12.0
2010-03-01,0.42300000000000004,6.0,6.0
2010-04-01,0.375,6.0,6.0
2010-05-01,0.596,6.0,6.0
2010-06-01,0.536,6.0,6.0
2010-07-01,0.382,6.0,6.0
2010-08-01,0.433,6.0,6.0
2010-09-01,0.337,6.0,6.0
2010-10-01,0.35800000000000004,6.0,6.0
2010-11-01,0.47000000000000003,6.0,6.0
2010-12-01,1.331,12.0,12.0
2011-01-01,1.781,12.0,12.0
2011-02-01,0.462,6.0,6.0
2011-03-01,0.607,6.0,6.0
2011-04-01,0.506,6.0,6.0
2011-05-01,0.895,12.0,12.0
2011-06-01,0.84,6.0,6.0
2011-07-01,0.456,6.0,6.0
2011-08-01,0.518,6.0,6.0
2011-09-01,0.519,6.0,6.0
2011-10-01,0.339,6.0,6.0
2011-11-01,0.533,6.0,6.0
2011-12-01,0.544,6.0,6.0
2012-01-01,0.996,6.0,6.0
2012-02-01,0.605,6.0,6.0
2012-03-01,0.371,6.0,6.0
2012-04-01,0.503,6.0,6.0
2012-05-01,0.778,6.0,6.0
2012-06-01,0.405,6.0,6.0
2012-07-01,0.392,6.0,6.0
2012-08-01,0.242,0.0,0.0
2012-09-01,0.354,6.0,6.0
2012-10-01,0.502,6.0,6.0
2012-11-01,0.512,6.0,6.0
2012-12-01,0.34,6.0,6.0
2013-01-01,0.722,12.0,12.0
2013-02-01,0.507,12.0,12.0
2013-03-01,0.656,12.0,12.0
2013-04-01,0.374,6.0,6.0
2013-05-01,0.494,12.0,12.0
2013-06-01,0.3,6.0,6.0
2013-07-01,0.588,12.0,12.0
2013-08-01,0.346,6.0,6.0
2013-09-01,0.33,6.0,6.0
2013-10-01,0.459,12.0,12.0
2013-11-01,0.722,12.0,12.0
2013-12-01,0.502,12.0,12.0
2014-01-01,3.599,74.0,74.0
2014-02-01,0.295,6.0,6.0
2014-03-01,0.361,6.0,6.0
2014-04-01,0.129,0.0,0.0
2014-05-01,0.296,6.0,6.0
2014-06-01,0.263,6.0,6.0
2014-07-01,0.157,6.0,6.0
2014-08-01,0.206,6.0,6.0
2014-09-01,0.11,0.0,0.0
2014-10-01,0.114,0.0,0.0
2014-11-01,0.213,6.0,6.0
2014-12-01,0.257,6.0,6.0
2015-01-01,3.905,475.0,475.0
2015-02-01,8.986,1080.0,1080.0
2015-03-01,0.945,111.0,111.0
2015-04-01,0.376,43.0,43.0
2015-05-01,1.259,154.0,154.0
2015-06-01,0.969,117.0,117.0
2015-07-01,0.685,80.0,80.0
2015-08-01,0.629,74.0,74.0
2015-09-01,0.612,74.0,74.0
2015-10-01,0.48,56.0,56.0
2015-11-01,1.329,161.0,161.0
2015-12-01,0.825,99.0,99.0
2016-01-01,44.405,438.0,438.0
2016-02-01,30.465,303.0,303.0
2016-03-01,9.701,99.0,99.0
2016-04-01,9.81,99.0,99.0
2016-05-01,16.356,161.0,161.0
2016-06-01,15.035,148.0,148.0
2016-07-01,12.258,123.0,123.0
2016-08-01,11.794,117.0,117.0
2016-09-01,10.339,105.0,105.0
2016-10-01,11.164,111.0,111.0
2016-11-01,10.862,111.0,111.0
2016-12-01,22.811,228.0,228.0
2017-01-01,41.747,445.0,445.0
2017-02-01,21.166,228.0,228.0
2017-03-01,27.769,303.0,303.0
2017-04-01,27.945,303.0,303.0
2017-05-01,31.168,340.0,340.0
2017-06-01,20.27,222.0,222.0
2017-07-01,17.625,191.0,191.0
2017-08-01,13.758,148.0,148.0
2017-09-01,24.351,265.0,265.0
