measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2006-07-01,-21.068,156.0,156.0,-2.923,23.0,23.0
2006-08-01,-20.436,151.0,151.0,-2.835,23.0,23.0
2006-09-01,-9.389000000000001,70.0,70.0,-1.302,10.0,10.0
2006-10-01,-9.917,73.0,73.0,-1.3760000000000001,11.0,11.0
2006-11-01,-11.678,87.0,87.0,-1.62,13.0,13.0
2006-12-01,-12.939,96.0,96.0,-1.795,14.0,14.0
2007-01-01,-14.873000000000001,157.0,157.0,-0.6880000000000001,23.0,23.0
2007-02-01,-45.95,476.0,476.0,-2.125,75.0,75.0
2007-03-01,-8.653,93.0,93.0,-0.4,17.0,17.0
2007-04-01,-8.459,87.0,87.0,-0.391,12.0,12.0
2007-05-01,-9.293000000000001,99.0,99.0,-0.43,17.0,17.0
2007-06-01,-13.444,139.0,139.0,-0.622,23.0,23.0
2007-07-01,-12.156,128.0,128.0,-0.562,23.0,23.0
2007-08-01,-24.218,249.0,249.0,-1.12,41.0,41.0
2007-09-01,-11.676,122.0,122.0,-0.54,17.0,17.0
2007-10-01,-7.631,81.0,81.0,-0.35300000000000004,12.0,12.0
2007-11-01,-8.136000000000001,87.0,87.0,-0.376,12.0,12.0
2007-12-01,-8.511000000000001,87.0,87.0,-0.394,12.0,12.0
2008-01-01,-32.062000000000005,87.0,87.0,-5.416,6.0,6.0
2008-02-01,-31.205000000000002,93.0,93.0,-5.2700000000000005,6.0,6.0
2008-03-01,-18.847,58.0,58.0,-3.1830000000000003,6.0,6.0
2008-04-01,-20.055,58.0,58.0,-3.387,6.0,6.0
2008-05-01,-11.052000000000001,35.0,35.0,-1.866,0.0,0.0
2008-06-01,-34.395,104.0,104.0,-5.809,6.0,6.0
2008-07-01,-18.397000000000002,52.0,52.0,-3.107,0.0,0.0
2008-08-01,-9.124,29.0,29.0,-1.5410000000000001,0.0,0.0
2008-09-01,-12.907,41.0,41.0,-2.18,0.0,0.0
2008-10-01,-5.767,17.0,17.0,-0.9740000000000001,0.0,0.0
2008-11-01,-8.053,23.0,23.0,-1.36,0.0,0.0
2008-12-01,-23.136000000000003,70.0,70.0,-3.907,6.0,6.0
2009-01-01,-21.252000000000002,6.0,6.0,0.0,0.0,0.0
2009-02-01,-21.661,12.0,12.0,0.0,0.0,0.0
2009-03-01,-23.877000000000002,12.0,12.0,0.0,0.0,0.0
2009-04-01,-18.106,12.0,12.0,0.0,0.0,0.0
2009-05-01,-34.98,17.0,17.0,0.0,0.0,0.0
2009-06-01,-24.757,12.0,12.0,0.0,0.0,0.0
2009-07-01,-18.38,12.0,12.0,0.0,0.0,0.0
2009-08-01,-25.154,12.0,12.0,0.0,0.0,0.0
2009-09-01,-10.922,6.0,6.0,0.0,0.0,0.0
2009-10-01,-14.854000000000001,6.0,6.0,0.0,0.0,0.0
2009-11-01,-17.698,12.0,12.0,0.0,0.0,0.0
2009-12-01,-24.359,12.0,12.0,-36.0,29.0,29.0
2010-01-01,-29.804000000000002,70.0,70.0,0.0,0.0,0.0
2010-02-01,-19.121000000000002,41.0,41.0,0.0,0.0,0.0
2010-03-01,-11.569,23.0,23.0,0.0,0.0,0.0
2010-04-01,-10.338000000000001,23.0,23.0,0.0,0.0,0.0
2010-05-01,-12.69,29.0,29.0,0.0,0.0,0.0
2010-06-01,-9.106,17.0,17.0,0.0,0.0,0.0
2010-07-01,-13.776,29.0,29.0,0.0,0.0,0.0
2010-08-01,-38.521,87.0,87.0,0.0,0.0,0.0
2010-09-01,-33.905,75.0,75.0,0.0,0.0,0.0
2010-10-01,-17.129,41.0,41.0,0.0,0.0,0.0
2010-11-01,-10.618,23.0,23.0,0.0,0.0,0.0
2010-12-01,-25.423000000000002,58.0,58.0,-41.0,35.0,35.0
2011-01-01,-9.325,6.0,6.0,0.0,0.0,0.0
2011-02-01,-14.323,12.0,12.0,0.0,0.0,0.0
2011-03-01,-16.869,12.0,12.0,0.0,0.0,0.0
2011-04-01,-27.88,17.0,17.0,0.0,0.0,0.0
2011-05-01,-20.577,12.0,12.0,0.0,0.0,0.0
2011-06-01,-28.527,17.0,17.0,0.0,0.0,0.0
2011-07-01,-37.648,23.0,23.0,0.0,0.0,0.0
2011-08-01,-29.749,17.0,17.0,0.0,0.0,0.0
2011-09-01,-12.697,6.0,6.0,0.0,0.0,0.0
2011-10-01,-8.123,6.0,6.0,0.0,0.0,0.0
2011-11-01,-20.69,12.0,12.0,0.0,0.0,0.0
2011-12-01,-29.592,17.0,17.0,-30.0,58.0,58.0
2012-01-01,-13.476,0.0,0.0,0.0,0.0,0.0
2012-02-01,-12.617,0.0,0.0,0.0,0.0,0.0
2012-03-01,-8.343,0.0,0.0,0.0,0.0,0.0
2012-04-01,-5.196,0.0,0.0,0.0,0.0,0.0
2012-05-01,-15.916,0.0,0.0,0.0,0.0,0.0
2012-06-01,-19.022,0.0,0.0,0.0,0.0,0.0
2012-07-01,-59.089,0.0,0.0,0.0,0.0,0.0
2012-08-01,-9.767,0.0,0.0,0.0,0.0,0.0
2012-09-01,-21.352,0.0,0.0,0.0,0.0,0.0
2012-10-01,-19.044,0.0,0.0,0.0,0.0,0.0
2012-11-01,-33.088,0.0,0.0,0.0,0.0,0.0
2012-12-01,-9.09,0.0,0.0,-37.0,17.0,17.0
2013-01-01,-34.579,29.0,29.0,-6.394,0.0,0.0
2013-02-01,-11.469,12.0,12.0,-2.121,0.0,0.0
2013-03-01,-17.469,17.0,17.0,-3.23,0.0,0.0
2013-04-01,-26.678,23.0,23.0,-4.933,0.0,0.0
2013-05-01,-26.797,23.0,23.0,-4.955,0.0,0.0
2013-06-01,-16.554,17.0,17.0,-3.061,0.0,0.0
2013-07-01,-16.516,17.0,17.0,-3.054,0.0,0.0
2013-08-01,-24.197,23.0,23.0,-4.474,0.0,0.0
2013-09-01,-31.694,29.0,29.0,-5.86,0.0,0.0
2013-10-01,-15.435,12.0,12.0,-2.854,0.0,0.0
2013-11-01,-23.358,23.0,23.0,-4.319,0.0,0.0
2013-12-01,-20.254,17.0,17.0,-3.745,0.0,0.0
2014-01-01,-53.218,46.0,46.0,0.0,0.0,0.0
2014-02-01,-22.187,17.0,17.0,0.0,0.0,0.0
2014-03-01,-39.42,29.0,29.0,0.0,0.0,0.0
2014-04-01,-9.933,6.0,6.0,0.0,0.0,0.0
2014-05-01,-18.235,17.0,17.0,0.0,0.0,0.0
2014-06-01,-6.166,6.0,6.0,0.0,0.0,0.0
2014-07-01,-24.887,17.0,17.0,0.0,0.0,0.0
2014-08-01,-20.766,17.0,17.0,0.0,0.0,0.0
2014-09-01,-7.321,6.0,6.0,0.0,0.0,0.0
2014-10-01,-15.133,12.0,12.0,0.0,0.0,0.0
2014-11-01,-32.974,29.0,29.0,0.0,0.0,0.0
2014-12-01,-15.76,12.0,12.0,-55.0,17.0,17.0
2015-01-01,-38.85,41.0,41.0,0.0,0.0,0.0
2015-02-01,-19.096,17.0,17.0,0.0,0.0,0.0
2015-03-01,-24.406,23.0,23.0,0.0,0.0,0.0
2015-04-01,-12.367,12.0,12.0,0.0,0.0,0.0
2015-05-01,-22.276,23.0,23.0,0.0,0.0,0.0
2015-06-01,-6.38,6.0,6.0,0.0,0.0,0.0
2015-07-01,-8.159,6.0,6.0,0.0,0.0,0.0
2015-08-01,-28.521,29.0,29.0,0.0,0.0,0.0
2015-09-01,-15.985,17.0,17.0,0.0,0.0,0.0
2015-10-01,-15.892,17.0,17.0,0.0,0.0,0.0
2015-11-01,-17.274,17.0,17.0,0.0,0.0,0.0
2015-12-01,-14.794,17.0,17.0,-43.0,17.0,17.0
2016-01-01,-16.2,23.0,23.0,-2.827,0.0,0.0
2016-02-01,-30.601,52.0,52.0,-5.341,0.0,0.0
2016-03-01,-18.219,29.0,29.0,-3.18,0.0,0.0
2016-04-01,-19.151,29.0,29.0,-3.342,0.0,0.0
2016-05-01,-12.979,23.0,23.0,-2.265,0.0,0.0
2016-06-01,-10.774,17.0,17.0,-1.88,0.0,0.0
2016-07-01,-20.604,35.0,35.0,-3.596,0.0,0.0
2016-08-01,-30.997,52.0,52.0,-5.41,0.0,0.0
2016-09-01,-23.032,35.0,35.0,-4.02,0.0,0.0
2016-10-01,-10.181,17.0,17.0,-1.777,0.0,0.0
2016-11-01,-7.379,12.0,12.0,-1.288,0.0,0.0
2016-12-01,-11.883,17.0,17.0,-2.074,0.0,0.0
2017-01-01,-22.802,0.0,0.0,0.0,0.0,0.0
2017-02-01,-16.691,0.0,0.0,0.0,0.0,0.0
2017-03-01,-18.657,0.0,0.0,0.0,0.0,0.0
2017-04-01,-21.215,0.0,0.0,0.0,0.0,0.0
2017-05-01,-26.025,0.0,0.0,0.0,0.0,0.0
2017-06-01,-23.369,0.0,0.0,0.0,0.0,0.0
2017-07-01,-19.639,0.0,0.0,0.0,0.0,0.0
2017-08-01,-19.827,0.0,0.0,0.0,0.0,0.0
2017-09-01,-18.879,0.0,0.0,0.0,0.0,0.0
2017-10-01,-21.969,0.0,0.0,0.0,0.0,0.0
2017-11-01,-31.091,0.0,0.0,0.0,0.0,0.0
2017-12-01,-26.836,0.0,0.0,-52.0,17.0,17.0
2018-01-01,-26.412,0.0,0.0,-5.993,0.0,0.0
2018-02-01,-16.976,0.0,0.0,-3.853,0.0,0.0
2018-03-01,-23.034,0.0,0.0,-5.228,0.0,0.0
2018-04-01,-23.612,0.0,0.0,-5.359,0.0,0.0
2018-05-01,-32.434,0.0,0.0,-7.361,0.0,0.0
2018-06-01,-22.488,0.0,0.0,-5.104,0.0,0.0
2018-07-01,-17.742,0.0,0.0,-4.026,0.0,0.0
2018-08-01,-21.774,0.0,0.0,-4.942,0.0,0.0
2018-09-01,-24.265,0.0,0.0,-5.507,0.0,0.0
2018-10-01,-24.356,0.0,0.0,-5.528,0.0,0.0
2018-11-01,-25.121,0.0,0.0,-5.701,0.0,0.0
2018-12-01,-23.786,0.0,0.0,-5.398,0.0,0.0
2019-01-01,-21.831,0.0,0.0,-4.416,0.0,0.0
2019-02-01,-20.894,0.0,0.0,-4.227,0.0,0.0
2019-03-01,-26.955,0.0,0.0,-5.453,0.0,0.0
2019-04-01,-21.106,0.0,0.0,-4.269,0.0,0.0
2019-05-01,-18.927,0.0,0.0,-3.829,0.0,0.0
2019-06-01,-29.422,0.0,0.0,-5.952,0.0,0.0
2019-07-01,-22.797,0.0,0.0,-4.612,0.0,0.0
2019-08-01,-17.555,0.0,0.0,-3.551,0.0,0.0
2019-09-01,-19.425,0.0,0.0,-3.929,0.0,0.0
2019-10-01,-19.607,0.0,0.0,-3.966,0.0,0.0
2019-11-01,-24.875,0.0,0.0,-5.032,0.0,0.0
2019-12-01,-18.606,0.0,0.0,-3.764,0.0,0.0
2020-01-01,-21.626,0.0,0.0,-5.7,0.0,0.0
2020-02-01,-15.736,0.0,0.0,-4.148,0.0,0.0
2020-03-01,-18.035,0.0,0.0,-4.754,0.0,0.0
2020-04-01,-12.758,0.0,0.0,-3.363,0.0,0.0
2020-05-01,-20.537,0.0,0.0,-5.413,0.0,0.0
2020-06-01,-24.08,0.0,0.0,-6.347,0.0,0.0
2020-07-01,-26.595,0.0,0.0,-7.01,0.0,0.0
2020-08-01,-25.878,0.0,0.0,-6.822,0.0,0.0
2020-09-01,-14.362,0.0,0.0,-3.786,0.0,0.0
2020-10-01,-18.178,0.0,0.0,-4.792,0.0,0.0
2020-11-01,-19.922,0.0,0.0,-5.252,0.0,0.0
2020-12-01,-21.293,0.0,0.0,-5.613,0.0,0.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0
