measured_on,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Generation,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Quantity Consumed For Electricity,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Total Fuel Consumed
2003-01-01,413.22400000000005,4231.83,4231.83
2003-02-01,345.523,3538.5,3538.5
2003-03-01,355.34700000000004,3639.11,3639.11
2003-04-01,363.745,3725.11,3725.11
2003-05-01,396.401,4059.54,4059.54
2003-06-01,410.18100000000004,4200.66,4200.66
2003-07-01,456.339,4673.37,4673.37
2003-08-01,476.11100000000005,4875.85,4875.85
2003-09-01,405.178,4149.43,4149.43
2003-10-01,346.399,3547.47,3547.47
2003-11-01,335.01800000000003,3430.92,3430.92
2003-12-01,413.885,4238.6,4238.6
2004-01-01,11.031,110.55,110.55
2004-02-01,11.972000000000001,119.98,119.98
2004-03-01,8.438,84.57,84.57
2004-04-01,6.423,64.37,64.37
2004-05-01,6.795,68.1,68.1
2004-06-01,8.408000000000001,84.26,84.26
2004-07-01,9.997,100.19,100.19
2004-08-01,11.277000000000001,113.02,113.02
2004-09-01,20.293,203.38,203.38
2004-10-01,11.759,117.85,117.85
2004-11-01,11.278,113.03,113.03
2004-12-01,18.949,189.91,189.91
2005-01-01,442.34900000000005,4423.05,4423.05
2005-02-01,359.463,3594.27,3594.27
2005-03-01,392.75,3927.1,3927.1
2005-04-01,492.353,4923.03,4923.03
2005-05-01,364.79200000000003,3647.55,3647.55
2005-06-01,326.832,3267.99,3267.99
2005-07-01,277.499,2774.71,2774.71
2005-08-01,218.804,2187.83,2187.83
2005-09-01,189.011,1889.93,1889.93
2005-10-01,384.454,3844.16,3844.16
2005-11-01,422.183,4221.41,4221.41
2005-12-01,446.51,4464.66,4464.66
2006-01-01,371.846,3688.0,3688.0
2006-02-01,294.565,2922.0,2922.0
2006-03-01,225.115,2233.0,2233.0
2006-04-01,196.98700000000002,1954.0,1954.0
2006-05-01,193.693,1921.0,1921.0
2006-06-01,189.894,1884.0,1884.0
2006-07-01,225.577,2238.0,2238.0
2006-08-01,185.38,1839.0,1839.0
2006-09-01,206.424,2048.0,2048.0
2006-10-01,284.218,2819.0,2819.0
2006-11-01,371.29900000000004,3683.0,3683.0
2006-12-01,278.003,2758.0,2758.0
2007-01-01,291.44800000000004,2881.0,2881.0
2007-02-01,198.48100000000002,1962.0,1962.0
2007-03-01,226.085,2235.0,2235.0
2007-04-01,154.425,1526.0,1526.0
2007-05-01,194.478,1922.0,1922.0
2007-06-01,208.233,2058.0,2058.0
2007-07-01,226.15200000000002,2235.0,2235.0
2007-08-01,246.18,2433.0,2433.0
2007-09-01,207.726,2053.0,2053.0
2007-10-01,224.495,2219.0,2219.0
2007-11-01,184.27700000000002,1821.0,1821.0
2007-12-01,134.019,1325.0,1325.0
2008-01-01,126.923,1251.0,1251.0
2008-02-01,148.848,1467.0,1467.0
2008-03-01,135.58,1336.0,1336.0
2008-04-01,114.537,1129.0,1129.0
2008-05-01,118.86,1171.0,1171.0
2008-06-01,108.77900000000001,1072.0,1072.0
2008-07-01,112.54,1109.0,1109.0
2008-08-01,152.901,1507.0,1507.0
2008-09-01,149.952,1478.0,1478.0
2008-10-01,154.731,1525.0,1525.0
2008-11-01,140.969,1389.0,1389.0
2008-12-01,137.38,1354.0,1354.0
2009-01-01,92.821,906.0,906.0
2009-02-01,74.51700000000001,727.0,727.0
2009-03-01,108.31200000000001,1057.0,1057.0
2009-04-01,110.048,1074.0,1074.0
2009-05-01,95.586,933.0,933.0
2009-06-01,98.69200000000001,963.0,963.0
2009-07-01,103.955,1015.0,1015.0
2009-08-01,103.12,1006.0,1006.0
2009-09-01,123.60900000000001,1206.0,1206.0
2009-10-01,136.864,1336.0,1336.0
2009-11-01,150.083,1465.0,1465.0
2009-12-01,242.393,2366.0,2366.0
2010-01-01,47.481,463.0,463.0
2010-02-01,57.794000000000004,564.0,564.0
2010-03-01,43.595,425.0,425.0
2010-04-01,28.900000000000002,282.0,282.0
2010-05-01,36.783,359.0,359.0
2010-06-01,31.709000000000003,309.0,309.0
2010-07-01,30.156000000000002,294.0,294.0
2010-08-01,28.251,276.0,276.0
2010-09-01,24.083000000000002,235.0,235.0
2010-10-01,22.864,223.0,223.0
2010-11-01,20.891000000000002,204.0,204.0
2010-12-01,27.493000000000002,268.0,268.0
