measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2020-01-01,-7.97,0.0,0.0
2020-02-01,-6.158,0.0,0.0
2020-03-01,-9.45,0.0,0.0
2020-04-01,-8.38,0.0,0.0
2020-05-01,-8.118,0.0,0.0
2020-06-01,-7.21,0.0,0.0
2020-07-01,-8.524,0.0,0.0
2020-08-01,-8.496,0.0,0.0
2020-09-01,-9.184,0.0,0.0
2020-10-01,-9.809,0.0,0.0
2020-11-01,-9.669,0.0,0.0
2020-12-01,-9.032,0.0,0.0
2024-01-01,-2.0,0.0,0.0
2024-02-01,-2.0,0.0,0.0
2024-03-01,-3.0,0.0,0.0
2024-04-01,-6.0,0.0,0.0
2024-05-01,-6.0,0.0,0.0
2024-06-01,-6.0,0.0,0.0
2024-07-01,-6.0,0.0,0.0
2024-08-01,-6.0,0.0,0.0
2024-09-01,-6.0,0.0,0.0
2024-10-01,-9.0,0.0,0.0
2024-11-01,-4.0,0.0,0.0
2024-12-01,-4.0,0.0,0.0
