measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2021-04-01,223.125,1973.0,1973.0
2021-05-01,243.202,2151.0,2151.0
2021-06-01,236.245,2089.0,2089.0
2021-07-01,226.278,2001.0,2001.0
2021-08-01,222.567,1968.0,1968.0
2021-09-01,191.91,1697.0,1697.0
2021-10-01,159.732,1413.0,1413.0
2021-11-01,127.097,1124.0,1124.0
2021-12-01,86.844,768.0,768.0
2022-01-01,259.802,886.0,886.0
2022-02-01,309.89,1057.0,1057.0
2022-03-01,410.849,1402.0,1402.0
2022-04-01,463.451,1581.0,1581.0
2022-05-01,543.179,1853.0,1853.0
2022-06-01,565.585,1930.0,1930.0
2022-07-01,545.499,1861.0,1861.0
2022-08-01,506.491,1728.0,1728.0
2022-09-01,427.437,1458.0,1458.0
2022-10-01,393.793,1344.0,1344.0
2022-11-01,291.931,996.0,996.0
2022-12-01,204.093,696.0,696.0
2023-01-01,273.0,931.0,931.0
2023-02-01,270.0,921.0,921.0
2023-03-01,412.0,1406.0,1406.0
2023-04-01,530.0,1808.0,1808.0
2023-05-01,425.0,1450.0,1450.0
2023-06-01,505.0,1723.0,1723.0
2023-07-01,581.0,1982.0,1982.0
2023-08-01,513.0,1750.0,1750.0
2023-09-01,397.0,1355.0,1355.0
2023-10-01,400.0,1365.0,1365.0
2023-11-01,260.0,887.0,887.0
2023-12-01,269.0,918.0,918.0
2024-01-01,285.0,972.0,972.0
2024-02-01,299.0,1020.0,1020.0
2024-03-01,429.0,1464.0,1464.0
2024-04-01,399.0,1361.0,1361.0
2024-05-01,590.0,2013.0,2013.0
2024-06-01,580.0,1979.0,1979.0
2024-07-01,570.0,1945.0,1945.0
2024-08-01,452.0,1542.0,1542.0
2024-09-01,193.0,659.0,659.0
2024-10-01,347.0,1184.0,1184.0
2024-11-01,317.0,1082.0,1082.0
2024-12-01,278.0,949.0,949.0
