measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2003-01-01,7.657,84.0,84.0
2003-02-01,6.757000000000001,74.0,74.0
2003-03-01,6.953,76.0,76.0
2003-04-01,6.244000000000001,68.0,68.0
2003-05-01,6.372,70.0,70.0
2003-06-01,6.758,74.0,74.0
2003-07-01,7.816000000000001,85.0,85.0
2003-08-01,8.287,90.0,90.0
2003-09-01,6.944,76.0,76.0
2003-10-01,6.514,71.0,71.0
2003-11-01,6.492,71.0,71.0
2003-12-01,7.205,79.0,79.0
2004-01-01,0.06,0.66,0.69
2004-02-01,0.041,0.45,0.47
2004-03-01,0.019,0.21,0.22
2004-04-01,0.041,0.45,0.47
2004-05-01,0.082,0.89,0.94
2004-06-01,0.14300000000000002,1.56,1.64
2004-07-01,0.162,1.77,1.85
2004-08-01,0.10600000000000001,1.16,1.21
2004-09-01,0.067,0.73,0.76
2004-10-01,0.08900000000000001,0.96,1.02
2004-11-01,0.077,0.85,0.88
2004-12-01,0.094,1.02,1.07
2005-01-01,0.068,0.74,0.77
2005-02-01,0.06,0.65,0.68
2005-03-01,0.07200000000000001,0.78,0.82
2005-04-01,0.07300000000000001,0.8,0.85
2005-05-01,0.06,0.65,0.68
2005-06-01,0.101,1.1,1.16
2005-07-01,0.131,1.42,1.5
2005-08-01,0.14,1.53,1.6
2005-09-01,0.092,1.01,1.06
2005-10-01,0.064,0.7,0.73
2005-11-01,0.057,0.63,0.65
2005-12-01,0.062,0.67,0.71
2006-01-01,0.07100000000000001,0.77,0.81
2006-02-01,0.07,0.77,0.81
2006-03-01,0.077,0.84,0.88
2006-04-01,0.065,0.71,0.74
2006-05-01,0.063,0.69,0.71
2006-06-01,0.08,0.88,0.92
2006-07-01,0.12,1.31,1.38
2006-08-01,0.113,1.23,1.29
2006-09-01,0.08,0.88,0.92
2006-10-01,0.08900000000000001,0.97,1.02
2006-11-01,0.077,0.84,0.88
2006-12-01,0.075,0.82,0.86
2007-01-01,0.079,1.0,1.0
2007-02-01,0.152,2.0,2.0
2007-03-01,0.097,1.0,1.0
2007-04-01,0.10300000000000001,1.0,1.0
2007-05-01,0.153,2.0,2.0
2007-06-01,0.184,2.0,2.0
2007-07-01,0.221,2.0,2.0
2007-08-01,0.512,5.0,5.0
2007-09-01,0.17900000000000002,2.0,2.0
2007-10-01,0.165,2.0,2.0
2007-11-01,0.07200000000000001,1.0,1.0
2007-12-01,0.083,1.0,1.0
2008-01-01,0.092,1.0,1.0
2008-02-01,0.07200000000000001,1.0,1.0
2008-03-01,0.052000000000000005,1.0,1.0
2008-04-01,0.04,0.0,1.0
2008-05-01,0.033,0.0,0.0
2008-06-01,0.12300000000000001,1.0,2.0
2008-07-01,0.21200000000000002,1.0,1.0
2008-08-01,0.132,1.0,2.0
2008-09-01,0.077,1.0,1.0
2008-10-01,0.04,0.0,1.0
2008-11-01,0.04,0.0,1.0
2008-12-01,0.08700000000000001,1.0,1.0
2009-01-01,0.8270000000000001,9.0,101.0
2009-02-01,0.475,5.0,58.0
2009-03-01,0.5820000000000001,6.0,70.0
2009-04-01,0.5710000000000001,6.0,69.0
2009-05-01,0.503,5.0,61.0
2009-06-01,1.02,11.0,123.0
2009-07-01,0.624,7.0,75.0
2009-08-01,1.102,12.0,133.0
2009-09-01,0.6920000000000001,7.0,84.0
2009-10-01,0.23,2.0,28.0
2009-11-01,0.17300000000000001,2.0,21.0
