measured_on,Geothermal Generation,Geothermal Quantity Consumed For Electricity,Geothermal Total Fuel Consumed
2017-02-01,4977.574,45858.0,45858.0
2017-03-01,5567.246,51291.0,51291.0
2017-04-01,5393.688,49692.0,49692.0
2017-05-01,5213.876,48035.0,48035.0
2017-06-01,5116.161,47135.0,47135.0
2017-07-01,5503.135,50700.0,50700.0
2017-08-01,5466.683,50365.0,50365.0
2017-09-01,5346.149,49254.0,49254.0
2017-10-01,4869.141,44859.0,44859.0
2017-11-01,5231.335,48196.0,48196.0
2017-12-01,5439.34,50113.0,50113.0
2018-01-01,5485.425,49939.0,49939.0
2018-02-01,5214.431,47472.0,47472.0
2018-03-01,5588.674,50879.0,50879.0
2018-04-01,4861.45,44259.0,44259.0
2018-05-01,5624.056,51201.0,51201.0
2018-06-01,5247.475,47773.0,47773.0
2018-07-01,5561.45,50631.0,50631.0
2018-08-01,5550.93,50536.0,50536.0
2018-09-01,5400.206,49163.0,49163.0
2018-10-01,5198.517,47327.0,47327.0
2018-11-01,5431.952,49452.0,49452.0
2018-12-01,5761.434,52452.0,52452.0
2019-01-01,5851.561,52108.0,52108.0
2019-02-01,5450.606,48538.0,48538.0
2019-03-01,6004.75,53472.0,53472.0
2019-04-01,5309.615,47282.0,47282.0
2019-05-01,5718.794,50926.0,50926.0
2019-06-01,5552.128,49442.0,49442.0
2019-07-01,5742.596,51138.0,51138.0
2019-08-01,5798.288,51634.0,51634.0
2019-09-01,5685.547,50630.0,50630.0
2019-10-01,4851.032,43198.0,43198.0
2019-11-01,4429.751,39447.0,39447.0
2019-12-01,5217.332,46460.0,46460.0
2020-01-01,5102.917,44737.0,44737.0
2020-02-01,5432.353,47625.0,47625.0
2020-03-01,5673.592,49740.0,49740.0
2020-04-01,5362.06,47009.0,47009.0
2020-05-01,5120.897,44895.0,44895.0
2020-06-01,4713.861,41326.0,41326.0
2020-07-01,4451.955,39030.0,39030.0
2020-08-01,4331.241,37972.0,37972.0
2020-09-01,4675.024,40986.0,40986.0
2020-10-01,5189.714,45498.0,45498.0
2020-11-01,5536.79,48541.0,48541.0
2020-12-01,5802.596,50871.0,50871.0
2021-01-01,5273.469,46639.0,46639.0
2021-02-01,4620.536,40864.0,40864.0
2021-03-01,4102.608,36283.0,36283.0
2021-04-01,4705.086,41612.0,41612.0
2021-05-01,5203.737,46022.0,46022.0
2021-06-01,4513.932,39921.0,39921.0
2021-07-01,4462.277,39464.0,39464.0
2021-08-01,4531.768,40079.0,40079.0
2021-09-01,4700.078,41567.0,41567.0
2021-10-01,5139.837,45457.0,45457.0
2021-11-01,5285.508,46745.0,46745.0
2021-12-01,5919.164,52349.0,52349.0
2022-01-01,5431.87,18534.0,18534.0
2022-02-01,4761.234,16245.0,16245.0
2022-03-01,4286.513,14626.0,14626.0
2022-04-01,3972.916,13556.0,13556.0
2022-05-01,4290.698,14640.0,14640.0
2022-06-01,4204.623,14346.0,14346.0
2022-07-01,4043.281,13796.0,13796.0
2022-08-01,4271.365,14574.0,14574.0
2022-09-01,4380.333,14946.0,14946.0
2022-10-01,3809.668,12999.0,12999.0
2022-11-01,5419.566,18492.0,18492.0
2022-12-01,5697.933,19441.0,19441.0
2023-01-01,5187.0,17698.0,17698.0
2023-02-01,4811.0,16415.0,16415.0
2023-03-01,4989.0,17022.0,17022.0
2023-04-01,4685.0,15985.0,15985.0
2023-05-01,4334.0,14788.0,14788.0
2023-06-01,3848.0,13129.0,13129.0
2023-07-01,3686.0,12577.0,12577.0
2023-08-01,3614.0,12331.0,12331.0
2023-09-01,3771.0,12867.0,12867.0
2023-10-01,4747.0,16197.0,16197.0
2023-11-01,5410.0,18459.0,18459.0
2023-12-01,5709.0,19479.0,19479.0
2024-01-01,5726.0,19537.0,19537.0
2024-02-01,5179.0,17671.0,17671.0
2024-03-01,5401.0,18428.0,18428.0
2024-04-01,4964.0,16937.0,16937.0
2024-05-01,4733.0,16149.0,16149.0
2024-06-01,4169.0,14225.0,14225.0
2024-07-01,4170.0,14228.0,14228.0
2024-08-01,4037.0,13774.0,13774.0
2024-09-01,4285.0,14620.0,14620.0
2024-10-01,4756.0,16227.0,16227.0
2024-11-01,4988.0,17019.0,17019.0
2024-12-01,5322.0,18159.0,18159.0
