measured_on,Geothermal Generation,Geothermal Quantity Consumed For Electricity,Geothermal Total Fuel Consumed
2010-01-01,232.309,2266.0,2266.0
2010-02-01,212.532,2073.0,2073.0
2010-03-01,226.446,2209.0,2209.0
2010-04-01,224.037,2186.0,2186.0
2010-05-01,179.08700000000002,1747.0,1747.0
2010-06-01,238.16600000000003,2324.0,2324.0
2010-07-01,214.58100000000002,2093.0,2093.0
2010-08-01,219.14200000000002,2138.0,2138.0
2010-09-01,211.97400000000002,2068.0,2068.0
2010-10-01,232.88500000000002,2272.0,2272.0
2010-11-01,187.77200000000002,1832.0,1832.0
2010-12-01,212.18900000000002,2070.0,2070.0
2011-01-01,4744.886,46101.0,46101.0
2011-02-01,3420.485,33233.0,33233.0
2011-03-01,4668.922,45363.0,45363.0
2011-04-01,4489.838,43623.0,43623.0
2011-05-01,4609.113,44782.0,44782.0
2011-06-01,4278.958,41574.0,41574.0
2011-07-01,3938.147,38263.0,38263.0
2011-08-01,3650.27,35466.0,35466.0
2011-09-01,4314.706,41922.0,41922.0
2011-10-01,4670.813,45382.0,45382.0
2011-11-01,4635.065,45034.0,45034.0
2011-12-01,4686.797,45537.0,45537.0
2012-01-01,6161.555,58633.0,58633.0
2012-02-01,5755.283,54767.0,54767.0
2012-03-01,5971.916,56829.0,56829.0
2012-04-01,3861.376,36745.0,36745.0
2012-05-01,5779.129,54994.0,54994.0
2012-06-01,5284.9,50291.0,50291.0
2012-07-01,5288.499,50325.0,50325.0
2012-08-01,5192.667,49413.0,49413.0
2012-09-01,5167.472,49174.0,49174.0
2012-10-01,5670.925,53965.0,53965.0
2012-11-01,5929.849,56428.0,56428.0
2012-12-01,6032.429,57405.0,57405.0
2013-01-01,4885.65,46614.0,46614.0
2013-02-01,4151.387,39608.0,39608.0
2013-03-01,4185.254,39932.0,39932.0
2013-04-01,3494.947,33345.0,33345.0
2013-05-01,1117.605,10663.0,10663.0
2013-06-01,4326.125,41276.0,41276.0
2013-07-01,4467.357,42623.0,42623.0
2013-08-01,4493.298,42871.0,42871.0
2013-09-01,4305.769,41081.0,41081.0
2013-10-01,4539.414,43311.0,43311.0
2013-11-01,4747.659,45297.0,45297.0
2013-12-01,7849.535,74892.0,74892.0
2014-01-01,7690.666,73138.0,73138.0
2014-02-01,6553.485,62324.0,62324.0
2014-03-01,6952.198,66115.0,66115.0
2014-04-01,6221.253,59164.0,59164.0
2014-05-01,6771.299,64395.0,64395.0
2014-06-01,6035.281,57396.0,57396.0
2014-07-01,6005.364,57111.0,57111.0
2014-08-01,6460.936,61444.0,61444.0
2014-09-01,6554.01,62329.0,62329.0
2014-10-01,7371.031,70099.0,70099.0
2014-11-01,7404.096,70413.0,70413.0
2014-12-01,7459.381,70939.0,70939.0
2015-01-01,6129.547,57121.0,57121.0
2015-02-01,5203.902,48495.0,48495.0
2015-03-01,5599.974,52186.0,52186.0
2015-04-01,4644.633,43283.0,43283.0
2015-05-01,5434.92,50648.0,50648.0
2015-06-01,4887.359,45545.0,45545.0
2015-07-01,5248.878,48914.0,48914.0
2015-08-01,5111.095,47630.0,47630.0
2015-09-01,5145.077,47947.0,47947.0
2015-10-01,5770.025,53771.0,53771.0
2015-11-01,5083.967,47377.0,47377.0
2015-12-01,5721.623,53320.0,53320.0
2016-01-01,5999.298,55386.0,55386.0
2016-02-01,5411.446,49958.0,49958.0
2016-03-01,5472.186,50519.0,50519.0
2016-04-01,4227.923,39032.0,39032.0
2016-05-01,5585.567,51566.0,51566.0
2016-06-01,4607.444,42536.0,42536.0
2016-07-01,4631.879,42762.0,42762.0
2016-08-01,5064.6,46756.0,46756.0
2016-09-01,5142.235,47473.0,47473.0
2016-10-01,5552.754,51263.0,51263.0
2016-11-01,5698.25,52606.0,52606.0
2016-12-01,5938.418,54823.0,54823.0
2017-01-01,5650.672,52060.0,52060.0
