measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed",Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2013-07-01,,,,0.0,0.0,0.0,10615.0,143565.0,143565.0,,,
2013-08-01,,,,0.0,0.0,0.0,1006.0,14943.0,14943.0,,,
2013-09-01,,,,0.0,0.0,0.0,3615.0,50287.0,50287.0,,,
2013-10-01,,,,0.0,0.0,0.0,-35.0,810.0,810.0,,,
2013-11-01,,,,0.0,644.0,644.0,-50.0,866.0,866.0,,,
2013-12-01,,,,0.0,0.0,0.0,144.0,3260.0,3260.0,,,
2014-01-01,,,,12.0,211.0,211.0,3144.0,40475.0,40475.0,,,
2014-02-01,,,,0.0,0.0,0.0,449.0,7496.0,7496.0,,,
2014-03-01,,,,0.0,40.0,40.0,1244.0,17589.0,17589.0,,,
2014-04-01,,,,0.0,0.0,0.0,-103.0,0.0,0.0,,,
2014-05-01,0.0,0.0,0.0,14.0,148.0,148.0,3052.0,35583.0,35583.0,,,
2014-06-01,0.0,0.0,0.0,12.0,125.0,125.0,2014.0,27504.0,27504.0,,,
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,14303.0,14303.0,,,
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,702.0,9557.0,9557.0,,,
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,14357.0,14357.0,,,
2014-10-01,101.733,2554.0,2554.0,0.0,0.0,0.0,4.267,107.0,107.0,,,
2014-11-01,4.738,91.0,91.0,0.0,0.0,0.0,364.262,7011.0,7011.0,,,
2014-12-01,42.79,713.0,713.0,3.0,57.0,57.0,473.21,7880.0,7880.0,,,
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2778.0,35757.0,35757.0,,,
2015-02-01,0.0,0.0,0.0,23.0,7393.0,7393.0,6870.0,75523.0,75523.0,,,
2015-03-01,2.76,40.0,40.0,0.0,0.0,0.0,642.24,9286.0,9286.0,,,
2015-04-01,40.738,604.0,604.0,0.0,0.0,0.0,535.262,7939.0,7939.0,,,
2015-05-01,4.427,57.0,57.0,0.0,0.0,0.0,9125.573,117486.0,117486.0,,,
2015-06-01,0.0,0.0,0.0,26.0,274.0,274.0,4834.0,61539.0,61539.0,,,
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,4922.0,64989.0,64989.0,,,
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,3005.0,41731.0,41731.0,,,
2015-09-01,1.333,17.0,17.0,0.0,0.0,0.0,5550.667,71227.0,71227.0,,,
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1242.0,17198.0,17198.0,,,
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,2559.0,32405.0,32405.0,,,
2015-12-01,141.966,1769.0,1769.0,0.0,0.0,0.0,3880.034,48348.0,48348.0,,,
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,3367.0,41707.0,41707.0,,,
2016-02-01,5.17,64.0,64.0,0.0,0.0,0.0,4590.83,56654.0,56654.0,,,
2016-03-01,2611.612,31941.0,31941.0,0.0,0.0,0.0,15613.388,190955.0,190955.0,,,
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,14875.0,181887.0,181887.0,,,
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,11540.0,143228.0,143228.0,,,
2016-06-01,0.0,0.0,0.0,50.0,534.0,534.0,11432.0,141773.0,141773.0,,,
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,30444.0,378993.0,378993.0,,,
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,29378.0,368929.0,368929.0,,,
2016-09-01,0.0,0.0,0.0,11.0,114.0,114.0,11387.0,144137.0,144137.0,,,
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,27498.0,351040.0,351040.0,,,
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,6218.0,78830.0,78830.0,,,
2016-12-01,0.0,0.0,0.0,1.0,12.0,12.0,4789.0,61947.0,61947.0,,,
2017-01-01,324.28,3492.0,3492.0,2.364,35.0,35.0,5556.295,59722.0,59722.0,0.0,0.0,0.0
2017-02-01,255.578,2749.0,2749.0,1.863,23.0,23.0,5344.798,57447.0,57447.0,0.0,0.0,0.0
2017-03-01,336.277,3613.0,3613.0,2.452,29.0,29.0,5562.575,59788.0,59788.0,0.0,0.0,0.0
2017-04-01,256.027,2749.0,2749.0,1.867,23.0,23.0,4236.344,45534.0,45534.0,0.0,0.0,0.0
2017-05-01,374.137,4019.0,4019.0,2.728,35.0,35.0,5128.104,55119.0,55119.0,0.0,0.0,0.0
2017-06-01,375.579,4037.0,4037.0,2.738,35.0,35.0,5713.213,61407.0,61407.0,0.0,0.0,0.0
2017-07-01,349.706,3758.0,3758.0,2.55,35.0,35.0,6946.802,74666.0,74666.0,0.0,0.0,0.0
2017-08-01,291.434,3132.0,3132.0,2.125,29.0,29.0,6843.166,73552.0,73552.0,0.0,0.0,0.0
2017-09-01,279.132,2999.0,2999.0,2.035,23.0,23.0,5934.334,63784.0,63784.0,0.0,0.0,0.0
2017-10-01,259.867,2796.0,2796.0,1.895,23.0,23.0,5135.258,55195.0,55195.0,0.0,0.0,0.0
2017-11-01,557.116,5986.0,5986.0,4.062,52.0,52.0,7165.765,77020.0,77020.0,0.0,0.0,0.0
2017-12-01,318.402,3422.0,3422.0,2.321,29.0,29.0,7941.811,85361.0,85361.0,0.0,0.0,0.0
2018-01-01,0.0,0.0,0.0,3.083,40.0,40.0,14205.832,182040.0,182040.0,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0,1.848,17.0,17.0,12622.003,161745.0,161745.0,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0,1.842,17.0,17.0,13361.805,171226.0,171226.0,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0,2.586,29.0,29.0,12616.778,161678.0,161678.0,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0,3.985,40.0,40.0,12111.84,155208.0,155208.0,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0,2.491,29.0,29.0,13289.266,170295.0,170295.0,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0,1.881,17.0,17.0,15170.533,194403.0,194403.0,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0,2.138,23.0,23.0,15631.71,200313.0,200313.0,0.0,0.0,0.0
2018-09-01,0.0,0.0,0.0,2.789,29.0,29.0,13810.866,176980.0,176980.0,0.0,0.0,0.0
2018-10-01,0.0,0.0,0.0,2.394,23.0,23.0,12822.745,164317.0,164317.0,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0,3.03,29.0,29.0,13557.031,173727.0,173727.0,0.0,0.0,0.0
2018-12-01,0.0,0.0,0.0,2.933,29.0,29.0,14571.591,186728.0,186728.0,0.0,0.0,0.0
2019-01-01,39.598,512.0,512.0,8.568,94.0,94.0,70292.216,914083.0,914083.0,0.0,0.0,0.0
2019-02-01,47.389,616.0,616.0,10.255,105.0,105.0,75704.473,984464.0,984464.0,0.0,0.0,0.0
2019-03-01,48.622,633.0,633.0,10.522,105.0,105.0,75868.548,986597.0,986597.0,0.0,0.0,0.0
2019-04-01,50.374,655.0,655.0,10.901,110.0,110.0,66483.405,864552.0,864552.0,0.0,0.0,0.0
2019-05-01,29.185,380.0,380.0,6.316,66.0,66.0,62223.391,809155.0,809155.0,0.0,0.0,0.0
2019-06-01,53.177,693.0,693.0,11.508,116.0,116.0,73480.004,955536.0,955536.0,0.0,0.0,0.0
2019-07-01,45.9,600.0,600.0,9.933,99.0,99.0,80184.519,1042723.0,1042723.0,0.0,0.0,0.0
2019-08-01,26.228,341.0,341.0,5.676,61.0,61.0,80862.984,1051545.0,1051545.0,0.0,0.0,0.0
2019-09-01,24.737,319.0,319.0,5.353,55.0,55.0,71372.846,928135.0,928135.0,0.0,0.0,0.0
2019-10-01,22.515,292.0,292.0,4.872,50.0,50.0,62768.735,816247.0,816247.0,0.0,0.0,0.0
2019-11-01,70.422,919.0,919.0,15.239,154.0,154.0,59700.203,776344.0,776344.0,0.0,0.0,0.0
2019-12-01,40.929,534.0,534.0,8.857,88.0,88.0,76802.6,998743.0,998743.0,0.0,0.0,0.0
2020-01-01,0.0,0.0,0.0,3.64,39.0,39.0,90540.998,1216156.0,1216156.0,0.0,0.0,0.0
2020-02-01,0.0,0.0,0.0,4.615,44.0,44.0,83747.317,1124902.0,1124902.0,0.0,0.0,0.0
2020-03-01,0.0,0.0,0.0,2.822,28.0,28.0,86272.691,1158822.0,1158822.0,0.0,0.0,0.0
2020-04-01,0.0,0.0,0.0,3.13,33.0,33.0,74231.726,997088.0,997088.0,0.0,0.0,0.0
2020-05-01,0.0,0.0,0.0,4.139,44.0,44.0,70208.601,943048.0,943048.0,0.0,0.0,0.0
2020-06-01,0.0,0.0,0.0,4.534,44.0,44.0,74075.838,994993.0,994993.0,0.0,0.0,0.0
2020-07-01,0.0,0.0,0.0,6.565,66.0,66.0,90264.397,1212440.0,1212440.0,0.0,0.0,0.0
2020-08-01,0.0,0.0,0.0,3.917,39.0,39.0,87610.06,1176787.0,1176787.0,0.0,0.0,0.0
2020-09-01,0.0,0.0,0.0,2.417,22.0,22.0,77242.033,1037522.0,1037522.0,0.0,0.0,0.0
2020-10-01,0.0,0.0,0.0,5.305,55.0,55.0,56708.937,761720.0,761720.0,0.0,0.0,0.0
2020-11-01,0.0,0.0,0.0,3.84,39.0,39.0,73150.305,982561.0,982561.0,0.0,0.0,0.0
2020-12-01,0.0,0.0,0.0,3.076,33.0,33.0,88096.097,1183314.0,1183314.0,0.0,0.0,0.0
2021-01-01,245.703,2982.0,2982.0,10.362,110.0,110.0,100747.8,1218475.0,1218475.0,0.0,0.0,0.0
2021-02-01,305.576,3693.0,3693.0,12.886,133.0,133.0,84103.243,1017172.0,1017172.0,0.0,0.0,0.0
2021-03-01,232.394,2809.0,2809.0,9.8,104.0,104.0,90125.139,1090003.0,1090003.0,0.0,0.0,0.0
2021-04-01,264.356,3196.0,3196.0,11.148,116.0,116.0,72011.212,870927.0,870927.0,0.0,0.0,0.0
2021-05-01,657.235,7948.0,7948.0,27.715,289.0,289.0,85353.923,1032298.0,1032298.0,0.0,0.0,0.0
2021-06-01,582.133,7040.0,7040.0,24.548,260.0,260.0,77473.125,936985.0,936985.0,0.0,0.0,0.0
2021-07-01,195.578,2364.0,2364.0,8.247,87.0,87.0,79423.933,960578.0,960578.0,0.0,0.0,0.0
2021-08-01,290.481,3514.0,3514.0,12.249,127.0,127.0,86401.857,1044972.0,1044972.0,0.0,0.0,0.0
2021-09-01,272.965,3300.0,3300.0,11.511,121.0,121.0,69990.895,846493.0,846493.0,0.0,0.0,0.0
2021-10-01,365.208,4416.0,4416.0,15.4,162.0,162.0,83401.114,1008680.0,1008680.0,0.0,0.0,0.0
2021-11-01,646.287,7815.0,7815.0,27.253,289.0,289.0,84283.774,1019355.0,1019355.0,0.0,0.0,0.0
2021-12-01,376.613,4555.0,4555.0,15.881,168.0,168.0,86759.455,1049297.0,1049297.0,0.0,0.0,0.0
2022-01-01,479.705,6080.0,6080.0,33.946,417.0,417.0,112289.1,1422710.0,1422710.0,0.0,0.0,0.0
2022-02-01,458.298,5809.0,5809.0,32.431,400.0,400.0,95533.521,1210414.0,1210414.0,0.0,0.0,0.0
2022-03-01,364.095,4616.0,4616.0,25.765,318.0,318.0,95465.89,1209557.0,1209557.0,0.0,0.0,0.0
2022-04-01,301.877,3822.0,3822.0,21.362,265.0,265.0,69931.293,886033.0,886033.0,0.0,0.0,0.0
2022-05-01,432.261,5474.0,5474.0,30.589,376.0,376.0,87575.852,1109591.0,1109591.0,0.0,0.0,0.0
2022-06-01,592.324,7503.0,7503.0,41.915,517.0,517.0,97331.694,1233198.0,1233198.0,0.0,0.0,0.0
2022-07-01,623.24,7897.0,7897.0,44.103,547.0,547.0,106393.19,1348007.0,1348007.0,0.0,0.0,0.0
2022-08-01,273.625,3469.0,3469.0,19.363,241.0,241.0,103565.75,1312183.0,1312183.0,0.0,0.0,0.0
2022-09-01,331.336,4198.0,4198.0,23.447,288.0,288.0,97709.852,1237989.0,1237989.0,0.0,0.0,0.0
2022-10-01,562.573,7127.0,7127.0,39.81,494.0,494.0,81313.417,1030245.0,1030245.0,0.0,0.0,0.0
2022-11-01,392.147,4969.0,4969.0,27.75,341.0,341.0,99575.55,1261628.0,1261628.0,0.0,0.0,0.0
2022-12-01,841.092,10655.0,10655.0,59.519,735.0,735.0,101568.31,1286876.0,1286876.0,0.0,0.0,0.0
2023-01-01,95.208,1189.0,1189.0,1.657,23.0,23.0,112650.16,1411577.0,1411577.0,0.0,0.0,0.0
2023-02-01,37.079,467.0,467.0,0.645,12.0,12.0,105436.16,1321182.0,1321182.0,0.0,0.0,0.0
2023-03-01,78.185,981.0,981.0,1.361,17.0,17.0,113725.19,1425049.0,1425049.0,0.0,0.0,0.0
2023-04-01,95.0,1189.0,1189.0,1.654,23.0,23.0,75389.635,944680.0,944680.0,0.0,0.0,0.0
2023-05-01,172.27,2158.0,2158.0,2.999,40.0,40.0,101647.82,1273712.0,1273712.0,0.0,0.0,0.0
2023-06-01,106.845,1339.0,1339.0,1.86,23.0,23.0,113526.74,1422562.0,1422562.0,0.0,0.0,0.0
2023-07-01,104.597,1310.0,1310.0,1.821,23.0,23.0,123008.0,1541369.0,1541369.0,0.0,0.0,0.0
2023-08-01,67.062,842.0,842.0,1.167,17.0,17.0,121434.2,1521648.0,1521648.0,0.0,0.0,0.0
2023-09-01,82.271,1033.0,1033.0,1.432,17.0,17.0,115170.33,1443157.0,1443157.0,0.0,0.0,0.0
2023-10-01,136.657,1714.0,1714.0,2.379,35.0,35.0,85376.446,1069821.0,1069821.0,0.0,0.0,0.0
2023-11-01,88.311,1108.0,1108.0,1.537,23.0,23.0,111369.56,1395532.0,1395532.0,0.0,0.0,0.0
2023-12-01,142.95,1789.0,1789.0,2.488,35.0,35.0,118042.32,1479146.0,1479146.0,0.0,0.0,0.0
2024-01-01,8.963,123.0,123.0,0.0,0.0,0.0,122760.23,1551424.0,1551424.0,0.0,0.0,0.0
2024-02-01,5.44,71.0,71.0,0.0,0.0,0.0,117279.23,1482155.0,1482155.0,0.0,0.0,0.0
2024-03-01,8.588,106.0,106.0,0.0,0.0,0.0,117363.16,1483216.0,1483216.0,0.0,0.0,0.0
2024-04-01,14.426,182.0,182.0,0.0,0.0,0.0,90425.185,1142778.0,1142778.0,0.0,0.0,0.0
2024-05-01,9.53,118.0,118.0,0.0,0.0,0.0,96686.489,1221908.0,1221908.0,0.0,0.0,0.0
2024-06-01,9.982,123.0,123.0,0.0,0.0,0.0,113434.67,1433569.0,1433569.0,0.0,0.0,0.0
2024-07-01,7.752,100.0,100.0,0.0,0.0,0.0,122906.75,1553275.0,1553275.0,0.0,0.0,0.0
