measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed",Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2022-01-01,-5.262,0.0,0.0,211.935,723.0,723.0
2022-02-01,-5.075,0.0,0.0,236.488,807.0,807.0
2022-03-01,-5.287,0.0,0.0,308.361,1052.0,1052.0
2022-04-01,-5.19,0.0,0.0,400.269,1366.0,1366.0
2022-05-01,-4.915,0.0,0.0,379.407,1295.0,1295.0
2022-06-01,-4.757,0.0,0.0,400.964,1368.0,1368.0
2022-07-01,-5.465,0.0,0.0,356.979,1218.0,1218.0
2022-08-01,-5.001,0.0,0.0,347.256,1185.0,1185.0
2022-09-01,-4.387,0.0,0.0,325.112,1109.0,1109.0
2022-10-01,-4.34,0.0,0.0,272.591,930.0,930.0
2022-11-01,-4.668,0.0,0.0,212.875,726.0,726.0
2022-12-01,-4.653,0.0,0.0,166.763,569.0,569.0
2023-01-01,-6.0,0.0,0.0,224.0,764.0,764.0
2023-02-01,-2.0,0.0,0.0,244.0,833.0,833.0
2023-03-01,-6.0,0.0,0.0,332.0,1133.0,1133.0
2023-04-01,-5.0,0.0,0.0,343.0,1170.0,1170.0
2023-05-01,-4.0,0.0,0.0,350.0,1194.0,1194.0
2023-06-01,-6.0,0.0,0.0,358.0,1221.0,1221.0
2023-07-01,-4.0,0.0,0.0,323.0,1102.0,1102.0
2023-08-01,-18.0,0.0,0.0,360.0,1228.0,1228.0
2023-09-01,-10.0,0.0,0.0,312.0,1065.0,1065.0
2023-10-01,-12.0,0.0,0.0,327.0,1116.0,1116.0
2023-11-01,-13.0,0.0,0.0,245.0,836.0,836.0
2023-12-01,-13.0,0.0,0.0,204.0,696.0,696.0
2024-01-01,-12.0,0.0,0.0,228.0,778.0,778.0
2024-02-01,-8.0,0.0,0.0,279.0,952.0,952.0
2024-03-01,-11.0,0.0,0.0,322.0,1099.0,1099.0
2024-04-01,-9.0,0.0,0.0,341.0,1163.0,1163.0
2024-05-01,-13.0,0.0,0.0,353.0,1204.0,1204.0
2024-06-01,-11.0,0.0,0.0,364.0,1242.0,1242.0
2024-07-01,-17.0,0.0,0.0,319.0,1088.0,1088.0
2024-08-01,-11.0,0.0,0.0,295.0,1007.0,1007.0
2024-09-01,-12.0,0.0,0.0,253.0,863.0,863.0
2024-10-01,-13.0,0.0,0.0,324.0,1105.0,1105.0
2024-11-01,-12.0,0.0,0.0,224.0,764.0,764.0
2024-12-01,-13.0,0.0,0.0,221.0,754.0,754.0
