measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2003-05-01,7471.0,82034.0,82034.0
2003-06-01,3935.0,47296.0,47296.0
2003-07-01,9587.0,111730.0,111730.0
2003-08-01,11270.0,129173.0,129173.0
2003-09-01,1608.0,18878.0,18878.0
2003-10-01,491.0,7975.0,7975.0
2003-11-01,1589.0,17830.0,17830.0
2003-12-01,37.0,357.0,357.0
2004-01-01,303.0,7830.0,7830.0
2004-02-01,97.0,4862.0,4862.0
2004-03-01,322.0,6766.0,6766.0
2004-04-01,205.0,5600.0,5600.0
2004-05-01,5576.0,64371.0,64371.0
2004-06-01,12751.0,142705.0,142705.0
2004-07-01,11723.0,121426.0,121426.0
2004-08-01,5057.0,59714.0,59714.0
2004-09-01,1407.0,17014.0,17014.0
2004-10-01,528.0,9528.0,9528.0
2004-11-01,-48.0,2975.0,2975.0
2004-12-01,-322.0,0.0,0.0
2005-01-01,1027.0,15210.24,15210.24
2005-02-01,798.0,12501.09,12501.09
2005-03-01,233.0,6068.18,6068.18
2005-04-01,170.0,4657.11,4657.11
2005-05-01,3849.0,44888.44,44888.44
2005-06-01,18595.0,212018.11,212018.11
2005-07-01,19483.0,223937.39,223937.39
2005-08-01,13910.0,160984.37,160984.37
2005-09-01,11536.0,134388.41,134388.41
2005-10-01,2202.0,27448.65,27448.65
2005-11-01,-254.0,0.0,0.0
2005-12-01,1255.0,17837.01,17837.01
2006-01-01,-297.0,0.0,0.0
2006-02-01,-69.0,3595.0,3595.0
2006-03-01,-314.0,0.0,0.0
2006-04-01,643.0,10246.0,10246.0
2006-05-01,6231.0,72835.0,72835.0
2006-06-01,10826.0,125900.0,125900.0
2006-07-01,50739.0,568547.0,568547.0
2006-08-01,26382.0,298608.0,298608.0
2006-09-01,1306.0,16931.0,16931.0
2006-10-01,7904.0,90073.0,90073.0
2006-11-01,501.0,13225.0,13225.0
2006-12-01,2765.0,30701.0,30701.0
2007-01-01,3129.0,37250.0,37250.0
2007-02-01,-345.0,0.0,0.0
2007-03-01,-285.0,0.0,0.0
2007-04-01,2952.0,36833.0,36833.0
2007-05-01,15579.0,176157.0,176157.0
2007-06-01,10968.0,125900.0,125900.0
2007-07-01,29799.0,336277.0,336277.0
2007-08-01,43730.0,495645.0,495645.0
2007-09-01,4417.0,53396.0,53396.0
2007-10-01,2994.0,36746.0,36746.0
2007-11-01,-271.0,0.0,0.0
2007-12-01,-210.0,2736.0,2736.0
2008-01-01,3236.0,43044.0,43044.0
2008-02-01,1319.0,18743.0,18743.0
2008-03-01,3778.0,45483.0,45483.0
2008-04-01,788.0,12033.0,12033.0
2008-05-01,4149.0,48915.0,48915.0
2008-06-01,15675.0,176568.0,176568.0
2008-07-01,30322.0,348479.0,348479.0
2008-08-01,17432.0,199135.0,199135.0
2008-09-01,-216.0,0.0,0.0
2008-10-01,-260.0,0.0,0.0
2008-11-01,-315.0,0.0,0.0
2008-12-01,1925.0,25991.0,25991.0
2009-01-01,-404.0,0.0,0.0
2009-02-01,-309.0,0.0,0.0
2009-03-01,-85.0,3289.0,3289.0
2009-04-01,-261.0,0.0,0.0
2009-05-01,120.0,4748.0,4748.0
2009-06-01,7168.0,84146.0,84146.0
2009-07-01,1811.0,23708.0,23708.0
2009-08-01,3028.0,37169.0,37169.0
2009-09-01,695.0,10604.0,10604.0
2009-10-01,-93.0,0.0,0.0
2009-11-01,-263.0,0.0,0.0
2009-12-01,2033.0,28429.0,28429.0
2010-01-01,441.0,9438.0,9438.0
2010-02-01,1678.0,23100.0,23100.0
2010-03-01,-307.0,0.0,0.0
2010-04-01,179.0,5136.0,5136.0
2010-05-01,-234.0,0.0,0.0
2010-06-01,10791.0,123558.0,123558.0
2010-07-01,10098.0,117122.0,117122.0
2010-08-01,17282.0,198704.0,198704.0
2010-09-01,866.0,12090.0,12090.0
2010-10-01,-240.0,0.0,0.0
2010-11-01,1888.0,23296.0,23296.0
2010-12-01,-381.0,0.0,0.0
2011-01-01,-410.0,0.0,0.0
2011-02-01,-345.0,0.0,0.0
2011-03-01,3502.0,42824.0,42824.0
2011-04-01,-107.0,2216.0,2216.0
2011-05-01,-238.0,0.0,0.0
2011-06-01,4549.0,53650.0,53650.0
2011-07-01,32485.0,367337.0,367337.0
2011-08-01,16757.0,188867.0,188867.0
2011-09-01,4129.0,49075.0,49075.0
2011-10-01,1019.0,14163.0,14163.0
2011-11-01,-311.0,0.0,0.0
2011-12-01,-354.0,99.0,99.0
2012-01-01,147.0,6512.0,6512.0
2012-02-01,-346.0,0.0,0.0
2012-03-01,-270.0,0.0,0.0
2012-04-01,1799.0,22990.0,22990.0
2012-05-01,11758.0,135418.0,135418.0
2012-06-01,18149.0,206076.0,206076.0
2012-07-01,52958.0,596067.0,596067.0
2012-08-01,21268.0,242346.0,242346.0
2012-09-01,6806.0,78936.0,78936.0
2012-10-01,254.0,6646.0,6646.0
2012-11-01,-323.0,0.0,0.0
2012-12-01,-379.0,0.0,0.0
2013-01-01,-393.0,0.0,0.0
2013-02-01,1224.0,17655.0,17655.0
2013-03-01,-325.0,0.0,0.0
2013-04-01,-274.0,0.0,0.0
2013-05-01,6002.0,70372.0,70372.0
2013-06-01,15236.0,174854.0,174854.0
2013-07-01,19485.0,222709.0,222709.0
2013-08-01,30194.0,345798.0,345798.0
2013-09-01,7949.0,93494.0,93494.0
2013-10-01,-234.0,0.0,0.0
2013-11-01,-138.0,0.0,0.0
2013-12-01,3895.0,46449.0,46449.0
2014-01-01,-452.0,0.0,0.0
2014-02-01,-393.0,0.0,0.0
2014-03-01,-348.0,0.0,0.0
2014-04-01,9231.0,105802.0,105802.0
2014-05-01,13549.0,155663.0,155663.0
2014-06-01,-215.0,0.0,0.0
2014-07-01,-221.0,0.0,0.0
2014-08-01,306.0,6305.0,6305.0
2014-09-01,-228.0,0.0,0.0
2014-10-01,513.0,8933.0,8933.0
2014-11-01,-350.0,0.0,0.0
2014-12-01,-374.0,0.0,0.0
2015-01-01,-400.0,0.0,0.0
2015-02-01,-389.0,0.0,0.0
2015-03-01,-309.0,0.0,0.0
2015-04-01,-259.0,0.0,0.0
2015-05-01,715.0,11235.0,11235.0
2015-06-01,3369.0,41655.0,41655.0
2015-07-01,14892.0,174118.0,174118.0
2015-08-01,-227.0,0.0,0.0
2015-09-01,-221.0,0.0,0.0
2015-10-01,-250.0,0.0,0.0
2015-11-01,-285.0,0.0,0.0
2015-12-01,-350.0,0.0,0.0
2016-01-01,-402.0,0.0,0.0
2016-02-01,-327.0,0.0,0.0
2016-03-01,-288.0,0.0,0.0
2016-04-01,-254.0,0.0,0.0
2016-05-01,121.0,4593.0,4593.0
2016-06-01,13154.0,150116.0,150116.0
2016-07-01,1965.0,25502.0,25502.0
2016-08-01,6127.0,71559.0,71559.0
2016-09-01,1643.0,21423.0,21423.0
2016-10-01,-219.0,0.0,0.0
2016-11-01,6477.0,82387.0,82387.0
2016-12-01,255.0,1077.0,1077.0
2017-01-01,731.574,9926.0,9926.0
2017-02-01,476.875,6470.0,6470.0
2017-03-01,934.714,12682.0,12682.0
2017-04-01,1026.351,13925.0,13925.0
2017-05-01,815.071,11059.0,11059.0
2017-06-01,1634.461,22176.0,22176.0
2017-07-01,4439.333,60231.0,60231.0
2017-08-01,2796.546,37943.0,37943.0
2017-09-01,1478.192,20056.0,20056.0
2017-10-01,1104.119,14980.0,14980.0
2017-11-01,786.36,10669.0,10669.0
2017-12-01,874.404,11864.0,11864.0
2018-01-01,3403.946,39657.0,39657.0
2018-02-01,2963.714,34529.0,34529.0
2018-03-01,5509.708,64192.0,64192.0
2018-04-01,4371.031,50925.0,50925.0
2018-05-01,17349.707,202134.0,202134.0
2018-06-01,14486.31,168775.0,168775.0
2018-07-01,20762.462,241896.0,241896.0
2018-08-01,13976.898,162839.0,162839.0
2018-09-01,5246.717,61128.0,61128.0
2018-10-01,14896.583,173555.0,173555.0
2018-11-01,9664.234,112595.0,112595.0
2018-12-01,4271.69,49768.0,49768.0
2019-01-01,3846.528,43748.0,43748.0
2019-02-01,10432.002,118649.0,118649.0
2019-03-01,10591.557,120464.0,120464.0
2019-04-01,13706.622,155894.0,155894.0
2019-05-01,29785.292,338766.0,338766.0
2019-06-01,22116.196,251540.0,251540.0
2019-07-01,29393.159,334305.0,334305.0
2019-08-01,34637.684,393955.0,393955.0
2019-09-01,17059.799,194032.0,194032.0
2019-10-01,5532.577,62925.0,62925.0
2019-11-01,5513.585,62709.0,62709.0
2019-12-01,12469.999,141829.0,141829.0
2020-01-01,17651.18,203074.0,203074.0
2020-02-01,11076.315,127431.0,127431.0
2020-03-01,7803.589,89779.0,89779.0
2020-04-01,6616.007,76117.0,76117.0
2020-05-01,7204.562,82887.0,82887.0
2020-06-01,19544.67,224859.0,224859.0
2020-07-01,26531.132,305237.0,305237.0
2020-08-01,15930.955,183284.0,183284.0
2020-09-01,10111.875,116336.0,116336.0
2020-10-01,15119.445,173947.0,173947.0
2020-11-01,6796.413,78192.0,78192.0
2020-12-01,7451.857,85733.0,85733.0
2021-01-01,5810.196,65259.0,65259.0
2021-02-01,43565.794,489329.0,489329.0
