measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2007-12-01,,,,26.0,395.0,395.0
2008-01-01,256.543,2903.0,2903.0,0.0,0.0,0.0
2008-02-01,163.98600000000002,1850.0,1850.0,0.0,0.0,0.0
2008-03-01,51.013000000000005,573.0,573.0,0.0,0.0,0.0
2008-04-01,21.650000000000002,242.0,242.0,0.0,0.0,0.0
2008-05-01,30.627000000000002,343.0,343.0,0.0,0.0,0.0
2008-06-01,217.322,2453.0,2453.0,0.0,0.0,0.0
2008-07-01,264.277,2986.0,2986.0,0.0,0.0,0.0
2008-08-01,99.92500000000001,1129.0,1129.0,0.0,0.0,0.0
2008-09-01,68.62100000000001,774.0,774.0,0.0,0.0,0.0
2008-10-01,25.331,284.0,284.0,0.0,0.0,0.0
2008-11-01,180.116,2034.0,2034.0,0.0,0.0,0.0
2008-12-01,506.589,5723.0,5723.0,0.0,0.0,0.0
2009-01-01,1466.5320000000002,16149.0,16149.0,0.0,0.0,0.0
2009-02-01,235.73100000000002,2594.0,2594.0,0.0,0.0,0.0
2009-03-01,150.405,1653.0,1653.0,0.0,0.0,0.0
2009-04-01,43.73,482.0,482.0,0.0,0.0,0.0
2009-05-01,36.02,394.0,394.0,0.0,0.0,0.0
2009-06-01,110.8,1217.0,1217.0,0.0,0.0,0.0
2009-07-01,156.288,1717.0,1717.0,0.0,0.0,0.0
2009-08-01,258.66200000000003,2846.0,2846.0,0.0,0.0,0.0
2009-09-01,51.116,565.0,565.0,0.0,0.0,0.0
2009-10-01,24.046000000000003,265.0,265.0,0.0,0.0,0.0
2009-11-01,21.083000000000002,229.0,229.0,0.0,0.0,0.0
2009-12-01,168.58700000000002,1853.0,1853.0,0.0,0.0,0.0
2010-01-01,,,,256.55,2789.0,2789.0
2010-02-01,,,,71.34,778.0,778.0
2010-03-01,,,,46.172000000000004,503.0,503.0
2010-04-01,,,,43.413000000000004,474.0,474.0
2010-05-01,,,,59.541000000000004,649.0,649.0
2010-06-01,,,,220.61,2404.0,2404.0
2010-07-01,,,,436.752,4754.0,4754.0
2010-08-01,,,,238.02100000000002,2591.0,2591.0
2010-09-01,,,,108.744,1181.0,1181.0
2010-10-01,,,,25.5,275.0,275.0
2010-11-01,,,,25.641000000000002,281.0,281.0
2010-12-01,,,,153.716,1673.0,1673.0
2011-01-01,,,,216.404,2459.0,2459.0
2011-02-01,,,,53.965,618.0,618.0
2011-03-01,,,,39.108,447.0,447.0
2011-04-01,,,,22.637,259.0,259.0
2011-05-01,,,,36.318,418.0,418.0
2011-06-01,,,,115.657,1324.0,1324.0
2011-07-01,,,,208.718,2388.0,2388.0
2011-08-01,,,,75.055,859.0,859.0
2011-09-01,,,,39.007,447.0,447.0
2011-10-01,,,,28.18,324.0,324.0
2011-11-01,,,,19.904,229.0,229.0
2011-12-01,,,,28.047,324.0,324.0
2012-01-01,,,,70.988,812.0,812.0
2012-02-01,,,,51.01,590.0,590.0
2012-03-01,,,,45.485,526.0,526.0
2012-04-01,,,,23.195,269.0,269.0
2012-05-01,,,,57.924,672.0,672.0
2012-06-01,,,,186.086,2150.0,2150.0
2012-07-01,,,,422.396,4884.0,4884.0
2012-08-01,,,,191.829,2220.0,2220.0
2012-09-01,,,,59.89,695.0,695.0
2012-10-01,,,,54.861,637.0,637.0
2012-11-01,,,,88.949,1028.0,1028.0
2012-12-01,,,,43.387,502.0,502.0
2013-01-01,,,,94.784,976.0,976.0
2013-02-01,,,,30.256,312.0,312.0
2013-03-01,,,,9.027,92.0,92.0
2013-04-01,,,,6.971,69.0,69.0
2013-05-01,,,,15.962,162.0,162.0
