measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,,,,-6.0,0.0,0.0
2003-02-01,,,,19.0,244.0,244.0
2003-03-01,,,,0.0,0.0,0.0
2003-04-01,,,,-6.0,0.0,0.0
2003-05-01,,,,-6.0,0.0,0.0
2003-06-01,,,,317.0,3579.0,3579.0
2003-07-01,,,,1021.0,10707.0,10707.0
2003-08-01,,,,1525.0,15666.0,15666.0
2003-09-01,,,,225.0,2958.0,2958.0
2003-10-01,,,,48.0,597.0,597.0
2003-11-01,,,,36.0,725.0,725.0
2003-12-01,,,,-4.0,0.0,0.0
2004-01-01,,,,207.0,2558.0,2558.0
2004-02-01,,,,0.0,0.0,0.0
2004-03-01,,,,-6.0,0.0,0.0
2004-04-01,,,,-6.0,0.0,0.0
2004-05-01,,,,83.0,829.0,829.0
2004-06-01,,,,111.0,1106.0,1106.0
2004-07-01,,,,244.0,2703.0,2703.0
2004-08-01,,,,535.0,6003.0,6003.0
2004-09-01,,,,42.0,574.0,574.0
2004-10-01,,,,-3.0,77.0,77.0
2004-12-01,,,,9.0,204.0,204.0
2005-01-01,,,,-6.0,0.0,0.0
2005-02-01,,,,-6.0,0.0,0.0
2005-03-01,,,,-5.0,5.89,5.89
2005-04-01,,,,6.0,105.79,105.79
2005-05-01,,,,-2.0,11.6,11.6
2005-06-01,,,,36.0,367.54,367.54
2005-07-01,,,,364.0,4057.24,4057.24
2005-08-01,,,,342.0,3649.27,3649.27
2005-09-01,,,,40.0,292.4,292.4
2005-10-01,,,,-6.0,0.0,0.0
2005-11-01,,,,-6.0,0.0,0.0
2005-12-01,,,,11.0,192.85,192.85
2006-01-01,,,,-5.0,0.0,0.0
2006-02-01,,,,-6.0,0.0,0.0
2006-03-01,,,,-5.0,0.0,0.0
2006-04-01,,,,-6.0,0.0,0.0
2006-05-01,,,,23.0,415.0,415.0
2006-06-01,,,,25.0,383.0,383.0
2006-07-01,,,,402.0,4583.0,4583.0
2006-08-01,,,,597.0,7248.0,7248.0
2006-09-01,,,,3.0,24.0,24.0
2006-10-01,,,,38.0,644.0,644.0
2006-11-01,,,,-6.0,0.0,0.0
2006-12-01,,,,-6.0,0.0,0.0
2007-01-01,,,,11.0,73.0,73.0
2007-02-01,,,,9.0,246.0,246.0
2007-03-01,,,,-6.0,0.0,0.0
2007-04-01,,,,8.0,277.0,277.0
2007-05-01,,,,41.0,590.0,590.0
2007-06-01,,,,337.0,3359.0,3359.0
2007-07-01,,,,928.0,10774.0,10774.0
2007-08-01,,,,1222.0,13051.0,13051.0
2007-09-01,,,,529.0,6059.0,6059.0
2007-10-01,,,,36.0,437.0,437.0
2007-11-01,,,,-6.0,0.0,0.0
