measured_on,"Wind-Wind Turbine, Onshore Generation","Wind-Wind Turbine, Onshore Quantity Consumed For Electricity","Wind-Wind Turbine, Onshore Total Fuel Consumed"
2013-01-01,632.036,6030.0,6030.0
2013-02-01,524.945,5009.0,5009.0
2013-03-01,537.489,5128.0,5128.0
2013-04-01,556.056,5305.0,5305.0
2013-05-01,546.766,5217.0,5217.0
2013-06-01,414.39,3954.0,3954.0
2013-07-01,331.411,3162.0,3162.0
2013-08-01,255.61,2439.0,2439.0
2013-09-01,440.497,4203.0,4203.0
2013-10-01,504.216,4811.0,4811.0
2013-11-01,662.948,6325.0,6325.0
2013-12-01,485.636,4633.0,4633.0
2014-01-01,629.665,5988.0,5988.0
2014-02-01,452.468,4303.0,4303.0
2014-03-01,590.677,5617.0,5617.0
2014-04-01,598.111,5688.0,5688.0
2014-05-01,431.772,4106.0,4106.0
2014-06-01,352.32,3351.0,3351.0
2014-07-01,314.074,2987.0,2987.0
2014-08-01,186.736,1776.0,1776.0
2014-09-01,334.043,3177.0,3177.0
2014-10-01,506.493,4817.0,4817.0
2014-11-01,679.151,6459.0,6459.0
2014-12-01,492.49,4684.0,4684.0
2015-01-01,577.887,5385.0,5385.0
2015-02-01,501.343,4672.0,4672.0
2015-03-01,523.293,4877.0,4877.0
2015-04-01,507.764,4732.0,4732.0
2015-05-01,509.587,4749.0,4749.0
2015-06-01,287.476,2679.0,2679.0
2015-07-01,250.473,2334.0,2334.0
2015-08-01,318.996,2973.0,2973.0
2015-09-01,422.451,3937.0,3937.0
2015-10-01,537.558,5010.0,5010.0
2015-11-01,647.582,6035.0,6035.0
2015-12-01,581.59,5420.0,5420.0
2016-01-01,503.258,4646.0,4646.0
2016-02-01,548.671,5065.0,5065.0
2016-03-01,537.567,4963.0,4963.0
2016-04-01,677.453,6254.0,6254.0
2016-05-01,386.765,3571.0,3571.0
2016-06-01,378.726,3496.0,3496.0
2016-07-01,286.08,2641.0,2641.0
2016-08-01,230.219,2125.0,2125.0
2016-09-01,450.361,4158.0,4158.0
2016-10-01,519.799,4799.0,4799.0
2016-11-01,593.75,5482.0,5482.0
2016-12-01,700.351,6466.0,6466.0
2017-01-01,461.1,4248.0,4248.0
2017-02-01,579.026,5335.0,5335.0
2017-03-01,646.115,5953.0,5953.0
2017-04-01,555.938,5122.0,5122.0
2017-05-01,498.424,4592.0,4592.0
2017-06-01,413.393,3809.0,3809.0
2017-07-01,231.453,2132.0,2132.0
2017-08-01,216.789,1997.0,1997.0
2017-09-01,381.624,3516.0,3516.0
2017-10-01,593.378,5467.0,5467.0
2017-11-01,553.55,5100.0,5100.0
2017-12-01,546.21,5032.0,5032.0
2018-01-01,595.65,5423.0,5423.0
