measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2003-01-01,162.42100000000002,1755.0,1755.0,,,
2003-02-01,131.23,1418.0,1418.0,,,
2003-03-01,137.479,1486.0,1486.0,,,
2003-04-01,132.037,1427.0,1427.0,,,
2003-05-01,160.835,1738.0,1738.0,,,
2003-06-01,160.949,1740.0,1740.0,,,
2003-07-01,175.381,1896.0,1896.0,,,
2003-08-01,181.917,1966.0,1966.0,,,
2003-09-01,151.758,1640.0,1640.0,,,
2003-10-01,143.293,1549.0,1549.0,,,
2003-11-01,128.83100000000002,1392.0,1392.0,,,
2003-12-01,148.868,1609.0,1609.0,,,
2004-01-01,143.917,1567.0,1567.0,,,
2004-02-01,143.917,1567.0,1567.0,,,
2004-03-01,143.917,1567.0,1567.0,,,
2004-04-01,143.917,1567.0,1567.0,,,
2004-05-01,143.917,1567.0,1567.0,,,
2004-06-01,143.917,1567.0,1567.0,,,
2004-07-01,143.917,1567.0,1567.0,,,
2004-08-01,143.917,1567.0,1567.0,,,
2004-09-01,143.917,1567.0,1567.0,,,
2004-10-01,143.917,1567.0,1567.0,,,
2004-11-01,143.917,1567.0,1567.0,,,
2004-12-01,143.917,1567.0,1567.0,,,
2005-01-01,218.90300000000002,2418.11,2418.11,,,
2005-02-01,111.099,1227.25,1227.25,,,
2005-03-01,134.461,1485.33,1485.33,,,
2005-04-01,140.11100000000002,1547.74,1547.74,,,
2005-05-01,165.097,1823.74,1823.74,,,
2005-06-01,149.477,1651.2,1651.2,,,
2005-07-01,239.352,2644.01,2644.01,,,
2005-08-01,264.879,2925.98,2925.98,,,
2005-09-01,263.04,2905.68,2905.68,,,
2005-10-01,156.95600000000002,1733.81,1733.81,,,
2005-11-01,125.105,1381.97,1381.97,,,
2005-12-01,272.52,3010.4,3010.4,,,
2006-01-01,7.438000000000001,75.0,75.0,,,
2006-02-01,7.361000000000001,74.0,74.0,,,
2006-03-01,6.454000000000001,65.0,65.0,,,
2006-04-01,8.513,85.0,85.0,,,
2006-05-01,7.694,77.0,77.0,,,
2006-06-01,9.202,92.0,92.0,,,
2006-07-01,8.926,90.0,90.0,,,
2006-08-01,9.607000000000001,96.0,96.0,,,
2006-09-01,6.825,68.0,68.0,,,
2006-10-01,8.784,88.0,88.0,,,
2006-11-01,7.667000000000001,77.0,77.0,,,
2006-12-01,8.53,86.0,86.0,,,
2007-01-01,15.528,181.0,181.0,0.0,0.0,0.0
2007-02-01,44.914,527.0,527.0,0.0,0.0,0.0
2007-03-01,3.612,40.0,40.0,0.0,0.0,0.0
2007-04-01,3.2840000000000003,40.0,40.0,0.0,0.0,0.0
2007-05-01,3.8160000000000003,45.0,45.0,0.0,0.0,0.0
2007-06-01,5.7,68.0,68.0,0.0,0.0,0.0
2007-07-01,7.611000000000001,91.0,91.0,0.0,0.0,0.0
2007-08-01,45.708000000000006,533.0,533.0,0.0,0.0,0.0
2007-09-01,3.155,40.0,40.0,0.0,0.0,0.0
2007-10-01,16.26,193.0,193.0,0.0,0.0,0.0
2007-11-01,2.8640000000000003,34.0,34.0,0.0,0.0,0.0
2007-12-01,2.549,28.0,28.0,0.0,0.0,0.0
2008-01-01,4.117,34.0,34.0,0.0,0.0,0.0
2008-02-01,3.194,28.0,28.0,0.0,0.0,0.0
2008-03-01,1.2950000000000002,11.0,11.0,0.0,0.0,0.0
2008-04-01,2.334,23.0,23.0,0.0,0.0,0.0
2008-05-01,7.034000000000001,68.0,68.0,0.0,0.0,0.0
2008-06-01,3.447,34.0,34.0,0.0,0.0,0.0
2008-07-01,3.2990000000000004,34.0,34.0,0.0,0.0,0.0
2008-08-01,1.939,17.0,17.0,0.0,0.0,0.0
2008-09-01,37.46,363.0,363.0,0.0,0.0,0.0
2008-10-01,4.514,45.0,45.0,0.0,0.0,0.0
2008-11-01,2.1020000000000003,23.0,23.0,0.0,0.0,0.0
2008-12-01,6.265000000000001,62.0,62.0,0.0,0.0,0.0
2009-01-01,68.012,715.0,715.0,0.0,0.0,0.0
2009-02-01,40.715,424.0,424.0,0.0,0.0,0.0
2009-03-01,40.888000000000005,424.0,424.0,0.0,0.0,0.0
2009-04-01,30.767000000000003,319.0,319.0,0.0,0.0,0.0
2009-05-01,38.529,402.0,402.0,0.0,0.0,0.0
2009-06-01,32.445,336.0,336.0,0.0,0.0,0.0
2009-07-01,45.83,479.0,479.0,0.0,0.0,0.0
2009-08-01,8.652000000000001,88.0,88.0,0.0,0.0,0.0
2009-09-01,38.646,402.0,402.0,0.0,0.0,0.0
2009-10-01,18.83,198.0,198.0,0.0,0.0,0.0
2009-11-01,37.413000000000004,391.0,391.0,0.0,0.0,0.0
2009-12-01,27.273,286.0,286.0,0.0,0.0,0.0
2010-01-01,60.703,692.0,692.0,0.0,0.0,0.0
2010-02-01,2.2070000000000003,23.0,23.0,0.0,0.0,0.0
2010-03-01,3.302,35.0,35.0,0.0,0.0,0.0
2010-04-01,0.879,12.0,12.0,0.0,0.0,0.0
2010-05-01,6.255,70.0,70.0,0.0,0.0,0.0
2010-06-01,2.065,23.0,23.0,0.0,0.0,0.0
2010-07-01,3.055,35.0,35.0,0.0,0.0,0.0
2010-08-01,17.587,204.0,204.0,0.0,0.0,0.0
2010-09-01,3.943,47.0,47.0,0.0,0.0,0.0
2010-10-01,2.9210000000000003,35.0,35.0,0.0,0.0,0.0
2010-11-01,1.3820000000000001,17.0,17.0,0.0,0.0,0.0
2010-12-01,2.701,29.0,29.0,0.0,0.0,0.0
2011-01-01,9.162,102.0,102.0,0.0,0.0,0.0
2011-02-01,49.124,533.0,533.0,0.0,0.0,0.0
2011-03-01,8.487,91.0,91.0,0.0,0.0,0.0
2011-04-01,14.196,153.0,153.0,0.0,0.0,0.0
2011-05-01,44.914,488.0,488.0,0.0,0.0,0.0
2011-06-01,12.075,130.0,130.0,0.0,0.0,0.0
2011-07-01,11.987,130.0,130.0,0.0,0.0,0.0
2011-08-01,6.513,68.0,68.0,0.0,0.0,0.0
2011-09-01,14.592,159.0,159.0,0.0,0.0,0.0
2011-10-01,18.562,198.0,198.0,0.0,0.0,0.0
2011-11-01,17.492,187.0,187.0,0.0,0.0,0.0
2011-12-01,19.896,215.0,215.0,0.0,0.0,0.0
2012-01-01,2.163,23.0,23.0,0.0,0.0,0.0
2012-02-01,2.602,28.0,28.0,0.0,0.0,0.0
2012-03-01,2.671,28.0,28.0,0.0,0.0,0.0
2012-04-01,1.829,17.0,17.0,0.0,0.0,0.0
2012-05-01,5.832,62.0,62.0,0.0,0.0,0.0
2012-06-01,3.17,34.0,34.0,0.0,0.0,0.0
2012-07-01,2.376,23.0,23.0,0.0,0.0,0.0
2012-08-01,2.479,23.0,23.0,0.0,0.0,0.0
2012-09-01,3.825,40.0,40.0,0.0,0.0,0.0
2012-10-01,0.962,11.0,11.0,0.0,0.0,0.0
2012-11-01,1.637,17.0,17.0,0.0,0.0,0.0
2012-12-01,7.454,74.0,74.0,0.0,0.0,0.0
2013-01-01,1.021,17.0,17.0,0.0,0.0,0.0
2013-02-01,0.165,0.0,0.0,0.0,0.0,0.0
2013-03-01,0.37,6.0,6.0,0.0,0.0,0.0
2013-04-01,0.212,0.0,0.0,0.0,0.0,0.0
2013-05-01,0.268,6.0,6.0,0.0,0.0,0.0
2013-06-01,0.213,0.0,0.0,0.0,0.0,0.0
2013-07-01,0.312,6.0,6.0,0.0,0.0,0.0
2013-08-01,0.22,0.0,0.0,0.0,0.0,0.0
2013-09-01,0.137,0.0,0.0,0.0,0.0,0.0
2013-10-01,0.248,0.0,0.0,0.0,0.0,0.0
2013-11-01,0.527,6.0,6.0,0.0,0.0,0.0
2013-12-01,0.307,6.0,6.0,0.0,0.0,0.0
2014-01-01,0.331,6.0,6.0,0.0,0.0,0.0
2014-02-01,0.227,6.0,6.0,0.0,0.0,0.0
2014-03-01,0.592,6.0,6.0,0.0,0.0,0.0
2014-04-01,0.48,11.0,11.0,0.0,0.0,0.0
2014-05-01,0.239,6.0,6.0,0.0,0.0,0.0
