measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2012-03-01,488709.83,4840606.0,4840606.0,-7.913,369.5,369.5
2012-04-01,309935.82,3226143.0,3226143.0,524.0895,5831.5,5831.5
2012-05-01,555619.03,5523820.0,5523820.0,232.485,2545.0,2545.0
2012-06-01,674753.41,6704211.0,6704211.0,151.796,1722.0,1722.0
2012-07-01,826231.98,8113570.0,8113570.0,0.5100000000000016,221.0,221.0
2012-08-01,833137.31,8179629.0,8179629.0,763.8475,7710.5,7710.5
2012-09-01,593792.62,5649635.0,5649635.0,21.6905,512.0,512.0
2012-10-01,-2256.717,12976.0,12976.0,-613.6415,3307.0,3307.0
2012-11-01,0.0,0.0,0.0,-3508.0,549.5,549.5
2012-12-01,0.0,0.0,0.0,-4099.0,747.5,747.5
2013-01-01,0.0,0.0,0.0,-3641.0,771.0,771.0
2013-02-01,0.0,0.0,0.0,-3237.0,680.5,680.5
2013-03-01,0.0,0.0,0.0,-3435.0,494.5,494.5
2013-04-01,95780.212,1087055.0,1087055.0,719.894,8539.0,8539.0
2013-05-01,-6033.443,0.0,0.0,-29.7785,46.5,46.5
2013-06-01,545333.07,5027525.0,5027525.0,1041.465,9941.0,9941.0
2013-07-01,719821.44,7026202.0,7026202.0,469.7825,4898.0,4898.0
2013-08-01,395488.31,3965099.0,3965099.0,-20.6555,218.5,218.5
2013-09-01,186528.47,1810024.0,1810024.0,113.767,1562.0,1562.0
2013-10-01,0.0,0.0,0.0,-3124.5,291.0,291.0
2013-11-01,89491.139,930091.0,930091.0,292.4305,3522.0,3522.0
2013-12-01,0.0,0.0,0.0,-3632.5,288.0,288.0
2014-01-01,274688.8,3027076.0,3027076.0,703.1,8673.0,8673.0
2014-02-01,312810.32,3186752.0,3186752.0,-19.66,299.5,299.5
2014-03-01,348023.04,3408763.0,3408763.0,259.4785,3019.0,3019.0
2014-04-01,539999.28,5501461.0,5501461.0,777.3615,8213.5,8213.5
2014-05-01,608235.32,6030706.0,6030706.0,256.841,3025.0,3025.0
2014-06-01,903948.09,8821090.0,8821090.0,36.4555,663.0,663.0
2014-07-01,880994.35,8571751.0,8571751.0,134.3255,1565.0,1565.0
2014-08-01,464175.42,4698495.0,4698495.0,8.790500000000002,392.5,392.5
2014-09-01,243247.18,2318192.0,2318192.0,135.412,1576.5,1576.5
2014-10-01,0.0,0.0,0.0,-3178.5,186.0,186.0
2014-11-01,166596.75,1667547.0,1667547.0,1051.1255,11006.0,11006.0
2014-12-01,107506.73,1119272.0,1119272.0,707.6345,7789.0,7789.0
2015-01-01,146110.26,1556423.0,1556423.0,1036.868,11838.0,11838.0
2015-02-01,190991.25,2092604.0,2092604.0,1168.376,13483.5,13483.5
2015-03-01,81338.18,822711.0,822711.0,290.91,3362.0,3362.0
2015-04-01,384176.63,3807870.0,3807870.0,1669.6855,16954.0,16954.0
2015-05-01,690995.67,6847173.0,6847173.0,213.1635,2484.0,2484.0
2015-06-01,544253.21,5468390.0,5468390.0,838.3975,8720.0,8720.0
2015-07-01,730978.89,7024868.0,7024868.0,7.0539999999999985,334.5,334.5
2015-08-01,799224.48,7637329.0,7637329.0,-4.2379999999999995,230.0,230.0
2015-09-01,516818.87,5176891.0,5176891.0,113.566,1338.0,1338.0
2015-10-01,388982.55,3770498.0,3770498.0,110.72399999999999,1413.5,1413.5
2015-11-01,0.0,0.0,0.0,-3836.5,416.0,416.0
2015-12-01,0.0,0.0,0.0,-3914.5,1346.5,1346.5
2016-01-01,409554.36,4387695.0,4387695.0,1103.8205,12372.5,12372.5
2016-02-01,506188.84,4998849.0,4998849.0,-5.917999999999999,456.5,456.5
2016-03-01,31844.389,300833.0,300833.0,103.8055,1460.5,1460.5
2016-04-01,56438.95,712170.0,712170.0,580.025,7806.0,7806.0
2016-05-01,350902.12,3540850.0,3540850.0,165.4415,1992.5,1992.5
2016-06-01,703395.74,6878123.0,6878123.0,136.13,1556.0,1556.0
2016-07-01,835457.79,8239188.0,8239188.0,-11.3965,55.5,55.5
2016-08-01,782960.67,7706142.0,7706142.0,12.6645,282.0,282.0
2016-09-01,349106.79,3384231.0,3384231.0,32.1055,485.5,485.5
2016-10-01,222026.1,2162022.0,2162022.0,381.452,3865.5,3865.5
2016-11-01,299723.0,3143222.0,3143222.0,0.0,0.0,0.0
2016-12-01,107984.97,1116122.0,1116122.0,567.0165,5860.5,5860.5
2017-01-01,224420.37,2359357.0,2359357.0,934.8155,9828.0,9828.0
2017-02-01,0.0,0.0,0.0,-3468.0,1143.0,1143.0
2017-03-01,269706.84,2736648.0,2736648.0,881.58,9194.0,9194.0
2017-04-01,188147.15,2089467.0,2089467.0,924.926,10494.0,10494.0
2017-05-01,328407.36,3362549.0,3362549.0,980.819,10348.5,10348.5
2017-06-01,456751.65,4522418.0,4522418.0,667.176,6847.0,6847.0
2017-07-01,568335.36,5608258.0,5608258.0,192.821,2036.0,2036.0
2017-08-01,227677.86,2274041.0,2274041.0,254.56900000000002,2687.5,2687.5
2017-09-01,506702.0,5174940.0,5174940.0,489.499,5252.5,5252.5
2017-10-01,379822.4,3859570.0,3859570.0,552.802,5764.5,5764.5
2017-11-01,87252.57,918451.0,918451.0,648.715,7350.0,7350.0
2017-12-01,482548.43,5074879.0,5074879.0,974.284,10924.5,10924.5
2018-01-01,658674.31,6564018.0,6564018.0,620.3455,6838.0,6838.0
2018-02-01,53055.658,543251.0,543251.0,62.17100000000001,1009.0,1009.0
2018-03-01,0.0,0.0,0.0,-3339.5,503.0,503.0
2018-04-01,0.0,0.0,0.0,-2576.5,134.0,134.0
2018-05-01,314233.86,3385856.0,3385856.0,686.57,7635.0,7635.0
2018-06-01,634894.96,6472448.0,6472448.0,15.018500000000003,372.5,372.5
2018-07-01,99694.607,928370.0,928370.0,79.6965,1044.5,1044.5
2018-08-01,87776.723,1092170.0,1092170.0,785.1385,10011.5,10011.5
2018-09-01,500934.63,5240019.0,5240019.0,234.6835,2702.0,2702.0
2018-10-01,330245.72,3299092.0,3299092.0,63.641,887.5,887.5
2018-11-01,74582.088,839981.0,839981.0,614.456,7416.5,7416.5
2018-12-01,41509.625,552548.0,552548.0,606.1875,8661.5,8661.5
2019-01-01,158305.61,1857921.0,1857921.0,902.694,11165.5,11165.5
2019-02-01,10378.36,171476.0,171476.0,80.82,1780.0,1780.0
2019-03-01,66985.843,721663.0,721663.0,660.0785,7559.0,7559.0
2019-04-01,15095.08,233782.0,233782.0,326.46,5439.0,5439.0
2019-05-01,403287.3,4300528.0,4300528.0,965.3485,10628.0,10628.0
2019-06-01,203546.28,2109364.0,2109364.0,430.3625,4778.5,4778.5
2019-07-01,201788.95,2038426.0,2038426.0,72.5265,788.0,788.0
2019-08-01,202247.45,2231973.0,2231973.0,574.2755,6337.5,6337.5
2019-09-01,446899.49,4718750.0,4718750.0,302.256,3228.5,3228.5
2019-11-01,67894.208,759874.0,759874.0,267.396,3283.5,3283.5
2019-12-01,28791.803,620981.0,620981.0,707.5985,16005.0,16005.0
2020-01-01,0.0,0.0,0.0,-3495.5,404.0,404.0
2020-02-01,0.0,0.0,0.0,-3320.0,305.5,305.5
2020-03-01,0.0,0.0,0.0,-2865.0,35.0,35.0
2020-04-01,0.0,0.0,0.0,-2515.0,477.0,477.0
2020-05-01,0.0,0.0,0.0,-2473.0,78.5,78.5
2020-06-01,0.0,0.0,0.0,-2296.0,166.0,166.0
2020-07-01,98471.949,1115028.0,1115028.0,469.0255,5311.0,5311.0
2020-08-01,-4576.413,0.0,0.0,-10.7935,227.0,227.0
2020-09-01,-4764.239,0.0,0.0,-34.8805,0.0,0.0
2020-10-01,0.0,0.0,0.0,-2727.5,357.5,357.5
2020-11-01,-3166.094,117482.0,117482.0,-81.953,3121.0,3121.0
2020-12-01,94032.39,993026.0,993026.0,1535.305,16663.0,16663.0
2021-01-01,-6307.494,0.0,0.0,-103.253,0.0,0.0
2021-02-01,313341.71,3186284.0,3186284.0,1414.643,14746.0,14746.0
2021-03-01,0.0,0.0,0.0,-2953.0,110.5,110.5
2021-04-01,0.0,0.0,0.0,-2464.0,267.5,267.5
2021-05-01,89064.275,1058190.0,1058190.0,768.8625,9396.5,9396.5
2021-06-01,229034.8,2131086.0,2131086.0,117.0995,1247.5,1247.5
2021-07-01,261488.77,3071738.0,3071738.0,1214.113,14362.0,14362.0
2021-08-01,252953.3,2575334.0,2575334.0,1157.8495,11869.5,11869.5
2021-09-01,0.0,0.0,0.0,-2850.0,1602.5,1602.5
2021-10-01,0.0,0.0,0.0,-2575.0,401.5,401.5
2021-11-01,0.0,0.0,0.0,-2991.5,113.5,113.5
2021-12-01,0.0,0.0,0.0,-3078.0,87.5,87.5
2022-01-01,159971.4,1606080.0,1606080.0,1994.301,20353.5,20353.5
2022-02-01,24902.855,247248.0,247248.0,2196.0725,22067.0,22067.0
2022-03-01,36960.368,413336.0,413336.0,1718.316,19501.5,19501.5
2022-04-01,-5423.71,0.0,0.0,-22.645,331.5,331.5
2022-05-01,0.0,0.0,0.0,-2889.5,113.5,113.5
2022-06-01,269954.66,3201984.0,3201984.0,983.6695,11893.0,11893.0
2022-07-01,244699.51,2727160.0,2727160.0,1178.7455,13321.0,13321.0
2022-08-01,152846.05,1603230.0,1603230.0,1847.4775,19504.5,19504.5
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0
