measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2003-01-01,3.15,45.0,45.0,0.0,0.0,0.0
2003-02-01,2.603,37.0,37.0,0.0,0.0,0.0
2003-03-01,2.7640000000000002,40.0,40.0,0.0,0.0,0.0
2003-04-01,2.633,38.0,38.0,0.0,0.0,0.0
2003-05-01,2.712,39.0,39.0,0.0,0.0,0.0
2003-06-01,2.861,41.0,41.0,0.0,0.0,0.0
2003-07-01,3.444,49.0,49.0,0.0,0.0,0.0
2003-08-01,3.329,48.0,48.0,0.0,0.0,0.0
2003-09-01,2.68,38.0,38.0,0.0,0.0,0.0
2003-10-01,2.561,37.0,37.0,0.0,0.0,0.0
2003-11-01,2.146,31.0,31.0,0.0,0.0,0.0
2003-12-01,3.1180000000000003,45.0,45.0,0.0,0.0,0.0
2004-01-01,0.917,11.0,11.0,0.0,0.0,0.0
2004-02-01,0.917,11.0,11.0,0.0,0.0,0.0
2004-03-01,0.917,11.0,11.0,0.0,0.0,0.0
2004-04-01,0.917,11.0,11.0,0.0,0.0,0.0
2004-05-01,0.917,11.0,11.0,0.0,0.0,0.0
2004-06-01,0.917,11.0,11.0,0.0,0.0,0.0
2004-07-01,0.917,11.0,11.0,0.0,0.0,0.0
2004-08-01,0.917,11.0,11.0,0.0,0.0,0.0
2004-09-01,0.917,11.0,11.0,0.0,0.0,0.0
2004-10-01,0.917,11.0,11.0,0.0,0.0,0.0
2004-11-01,0.917,11.0,11.0,0.0,0.0,0.0
2004-12-01,0.917,11.0,11.0,0.0,0.0,0.0
2005-01-01,1.1720000000000002,22.78,22.78,0.0,0.0,0.0
2005-02-01,0.595,11.56,11.56,0.0,0.0,0.0
2005-03-01,0.72,13.99,13.99,0.0,0.0,0.0
2005-04-01,0.75,14.58,14.58,0.0,0.0,0.0
2005-05-01,0.884,17.18,17.18,0.0,0.0,0.0
2005-06-01,0.8,15.55,15.55,0.0,0.0,0.0
2005-07-01,1.282,24.91,24.91,0.0,0.0,0.0
2005-08-01,1.4180000000000001,27.56,27.56,0.0,0.0,0.0
2005-09-01,1.409,27.37,27.37,0.0,0.0,0.0
2005-10-01,0.84,16.34,16.34,0.0,0.0,0.0
2005-11-01,0.67,13.02,13.02,0.0,0.0,0.0
