measured_on,Hydroelectric Generation,Hydroelectric Quantity Consumed For Electricity,Hydroelectric Total Fuel Consumed
2001-01-01,42368.0,437788.54,437788.54
2001-02-01,87820.0,907444.06,907444.06
2001-03-01,135354.0,1398612.88,1398612.88
2001-04-01,194297.0,2007670.9,2007670.9
2001-05-01,46795.0,483532.74,483532.74
2001-06-01,56528.0,584103.82,584103.82
2001-07-01,25252.0,260928.92,260928.92
2001-08-01,10798.0,111575.73,111575.73
2001-09-01,17950.0,185477.35,185477.35
2001-10-01,18298.0,189073.23,189073.23
2001-11-01,15191.0,156968.6,156968.6
2001-12-01,65115.0,672833.3,672833.3
2002-01-01,37605.0,382555.67,382555.67
2002-02-01,92723.0,943271.08,943271.08
2002-03-01,97207.0,988886.81,988886.81
2002-04-01,116665.0,1186833.05,1186833.05
2002-05-01,174037.0,1770478.4,1770478.4
2002-06-01,113263.0,1152224.5,1152224.5
2002-07-01,25600.0,260428.8,260428.8
2002-08-01,8042.0,81811.27,81811.27
2002-09-01,10718.0,109034.21,109034.21
2002-10-01,68025.0,692018.33,692018.33
2002-11-01,101078.0,1028266.49,1028266.49
2002-12-01,123501.0,1256375.67,1256375.67
2003-01-01,113595.0,1163326.4,1163326.4
2003-02-01,66395.0,679951.2,679951.2
2003-03-01,185556.0,1900279.0,1900279.0
2003-04-01,159634.0,1634811.79,1634811.79
2003-05-01,110359.0,1130186.52,1130186.52
2003-06-01,140273.0,1436535.79,1436535.79
2003-07-01,66067.0,676592.15,676592.15
2003-08-01,110184.0,1128394.34,1128394.34
2003-09-01,126040.0,1290775.64,1290775.64
2003-10-01,106361.0,1089243.0,1089243.0
2003-11-01,129137.0,1322492.02,1322492.02
2003-12-01,178589.0,1828929.95,1828929.95
2004-01-01,120559.0,1208242.3,1208242.3
2004-02-01,65424.0,655679.33,655679.33
2004-03-01,180917.0,1813150.17,1813150.17
2004-04-01,174149.0,1745321.28,1745321.28
2004-05-01,154450.0,1547897.9,1547897.9
2004-06-01,73466.0,736276.25,736276.25
2004-07-01,74799.0,749635.58,749635.58
2004-08-01,116674.0,1169306.83,1169306.83
2004-09-01,148248.0,1485741.46,1485741.46
2004-10-01,90247.0,904455.43,904455.43
2004-11-01,83250.0,834331.5,834331.5
2004-12-01,130123.0,1304092.71,1304092.71
2005-01-01,123240.0,1232276.76,1232276.76
2005-02-01,114581.0,1145695.42,1145695.42
2005-03-01,124170.0,1241575.83,1241575.83
2005-04-01,155023.0,1550074.98,1550074.98
2005-05-01,54777.0,547715.22,547715.22
2005-06-01,29037.0,290340.96,290340.96
2005-07-01,31022.0,310188.98,310188.98
2005-08-01,11010.0,110088.99,110088.99
2005-09-01,13442.0,134406.56,134406.56
2005-10-01,73498.0,734906.5,734906.5
2005-11-01,92124.0,921147.88,921147.88
2005-12-01,123929.0,1239166.07,1239166.07
2006-01-01,203963.0,2023109.0,2023109.0
2006-02-01,127341.0,1263095.0,1263095.0
2006-03-01,74241.0,736396.0,736396.0
2006-04-01,81552.0,808914.0,808914.0
2006-05-01,69417.0,688547.0,688547.0
2006-06-01,92352.0,916039.0,916039.0
2006-07-01,112566.0,1116542.0,1116542.0
2006-08-01,37092.0,367916.0,367916.0
2006-09-01,88185.0,874707.0,874707.0
2006-10-01,87579.0,868696.0,868696.0
