measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2020-06-01,234.608,2057.0,2057.0
2020-07-01,223.132,1956.0,1956.0
2020-08-01,189.455,1661.0,1661.0
2020-09-01,186.316,1633.0,1633.0
2020-10-01,132.276,1160.0,1160.0
2020-11-01,121.814,1068.0,1068.0
2020-12-01,82.399,722.0,722.0
2021-01-01,161.727,1430.0,1430.0
2021-02-01,114.392,1012.0,1012.0
2021-03-01,281.612,2491.0,2491.0
2021-04-01,286.977,2538.0,2538.0
2021-05-01,317.963,2812.0,2812.0
2021-06-01,314.719,2783.0,2783.0
2021-07-01,282.123,2495.0,2495.0
2021-08-01,269.657,2385.0,2385.0
2021-09-01,269.223,2381.0,2381.0
2021-10-01,208.425,1843.0,1843.0
2021-11-01,192.612,1703.0,1703.0
2021-12-01,128.57,1137.0,1137.0
2022-01-01,136.668,466.0,466.0
2022-02-01,171.37,585.0,585.0
2022-03-01,239.619,818.0,818.0
2022-04-01,280.1,956.0,956.0
2022-05-01,279.338,953.0,953.0
2022-06-01,296.283,1011.0,1011.0
2022-07-01,306.293,1045.0,1045.0
2022-08-01,304.866,1040.0,1040.0
2022-09-01,257.966,880.0,880.0
2022-10-01,251.252,857.0,857.0
2022-11-01,180.544,616.0,616.0
2022-12-01,137.701,470.0,470.0
2023-01-01,96.0,328.0,328.0
2023-02-01,188.0,641.0,641.0
2023-03-01,276.0,942.0,942.0
2023-04-01,298.0,1017.0,1017.0
2023-05-01,426.0,1454.0,1454.0
2023-06-01,295.0,1007.0,1007.0
2023-07-01,352.0,1201.0,1201.0
2023-08-01,323.0,1102.0,1102.0
2023-09-01,218.0,744.0,744.0
2023-10-01,219.0,747.0,747.0
2023-11-01,170.0,580.0,580.0
2023-12-01,80.0,273.0,273.0
2024-01-01,52.0,177.0,177.0
2024-02-01,166.0,566.0,566.0
2024-03-01,279.0,952.0,952.0
2024-04-01,272.0,928.0,928.0
2024-05-01,336.0,1146.0,1146.0
2024-06-01,304.0,1037.0,1037.0
2024-07-01,337.0,1150.0,1150.0
2024-08-01,260.0,887.0,887.0
2024-09-01,264.0,901.0,901.0
2024-10-01,311.0,1061.0,1061.0
2024-11-01,188.0,641.0,641.0
2024-12-01,82.0,280.0,280.0
