measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2003-01-01,,,,,,,48651.0,508647.0,508647.0,0.0,0.0,0.0
2003-02-01,6630.0,103362.0,103362.0,,,,26661.0,415657.0,415657.0,0.0,0.0,0.0
2003-03-01,4584.0,58209.0,58209.0,,,,72295.0,918037.0,918037.0,0.0,0.0,0.0
2003-04-01,0.0,0.0,0.0,,,,50040.0,660179.0,660179.0,0.0,0.0,0.0
2003-05-01,0.0,0.0,0.0,,,,76804.0,996264.0,996264.0,0.0,0.0,0.0
2003-06-01,0.0,0.0,0.0,,,,60803.0,822852.0,822852.0,0.0,0.0,0.0
2003-07-01,0.0,0.0,0.0,,,,77017.0,1066029.0,1066029.0,0.0,0.0,0.0
2003-08-01,0.0,0.0,0.0,,,,85163.0,1103152.0,1103152.0,0.0,0.0,0.0
2003-09-01,0.0,0.0,0.0,,,,54216.0,721079.0,721079.0,0.0,0.0,0.0
2003-10-01,0.0,0.0,0.0,,,,49217.0,635340.0,635340.0,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0,,,,30645.0,396045.0,396045.0,0.0,0.0,0.0
