measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2004-01-01,377.137,4376.83,4855.41
2004-02-01,377.137,4376.83,4855.41
2004-03-01,377.137,4376.83,4855.41
2004-04-01,377.137,4376.83,4855.41
2004-05-01,377.137,4376.83,4855.41
2004-06-01,377.137,4376.83,4855.41
2004-07-01,377.137,4376.83,4855.41
2004-08-01,377.137,4376.83,4855.41
2004-09-01,377.137,4376.83,4855.41
2004-10-01,377.137,4376.83,4855.41
2004-11-01,377.137,4376.83,4855.41
2004-12-01,377.137,4376.83,4855.41
2005-01-01,279.855,3247.84,3783.42
2005-02-01,248.098,2879.3,3354.1
2005-03-01,296.062,3435.93,4002.53
2005-04-01,303.536,3522.67,4103.58
2005-05-01,246.241,2857.73,3328.98
2005-06-01,418.928,4861.84,5663.59
2005-07-01,539.8480000000001,6265.17,7298.33
2005-08-01,577.178,6698.4,7803.0
2005-09-01,381.808,4431.05,5161.76
2005-10-01,264.04,3064.31,3569.62
2005-11-01,237.006,2750.56,3204.14
2005-12-01,0.0,0.0,0.0
