measured_on,Gaseous Propane Generation,Gaseous Propane Quantity Consumed For Electricity,Gaseous Propane Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2006-12-01,,,,0.0,0.0,0.0,18699.0,280724.0,280724.0
2007-01-01,,,,0.0,0.0,0.0,17079.0,254611.0,254611.0
2007-02-01,,,,0.0,0.0,0.0,18498.0,274423.0,274423.0
2007-03-01,,,,0.0,0.0,0.0,878.0,13208.0,13208.0
2007-04-01,,,,0.0,0.0,0.0,9.0,214.0,214.0
2007-05-01,,,,0.0,0.0,0.0,12823.0,189267.0,189267.0
2007-06-01,,,,0.0,0.0,0.0,11697.0,173283.0,173283.0
2007-07-01,,,,0.0,0.0,0.0,12393.0,184924.0,184924.0
2007-08-01,,,,0.0,0.0,0.0,12802.0,189374.0,189374.0
2007-09-01,,,,0.0,0.0,0.0,11795.0,174974.0,174974.0
2007-10-01,,,,0.0,0.0,0.0,11914.0,178089.0,178089.0
2007-11-01,,,,0.0,0.0,0.0,12272.0,180901.0,180901.0
2007-12-01,,,,0.0,0.0,0.0,14694.0,218881.0,218881.0
2008-01-01,,,,0.0,0.0,0.0,13762.0,205038.0,205038.0
2008-02-01,,,,0.0,0.0,0.0,11573.0,173888.0,173888.0
2008-03-01,,,,0.0,0.0,0.0,12275.0,183803.0,183803.0
2008-04-01,,,,0.0,0.0,0.0,6873.0,106764.0,106764.0
2008-05-01,,,,0.0,0.0,0.0,12849.0,184141.0,184141.0
2008-06-01,,,,0.0,0.0,0.0,14650.0,206925.0,206925.0
2008-07-01,,,,0.0,0.0,0.0,17929.0,250873.0,250873.0
2008-08-01,,,,0.0,0.0,0.0,17748.0,250546.0,250546.0
2008-09-01,,,,0.0,0.0,0.0,14910.0,208990.0,208990.0
2008-10-01,,,,0.0,0.0,0.0,12435.0,176440.0,176440.0
2008-11-01,,,,0.0,0.0,0.0,19596.0,285014.0,285014.0
2008-12-01,,,,0.0,0.0,0.0,19072.0,280973.0,280973.0
2009-01-01,,,,0.0,0.0,0.0,16427.0,240140.0,240140.0
2009-02-01,,,,0.0,0.0,0.0,19658.0,292128.0,292128.0
2009-03-01,,,,0.0,0.0,0.0,18910.0,280546.0,280546.0
2009-04-01,,,,0.0,0.0,0.0,10159.0,152101.0,152101.0
2009-05-01,,,,0.0,0.0,0.0,13432.0,198096.0,198096.0
2009-06-01,,,,0.0,0.0,0.0,12309.0,184889.0,184889.0
2009-07-01,,,,0.0,0.0,0.0,13536.0,201977.0,201977.0
2009-08-01,,,,0.0,0.0,0.0,13704.0,205003.0,205003.0
2009-09-01,,,,0.0,0.0,0.0,7839.0,121894.0,121894.0
2009-10-01,,,,0.0,0.0,0.0,10262.0,158349.0,158349.0
2009-11-01,,,,0.0,0.0,0.0,18016.0,271041.0,271041.0
2009-12-01,,,,0.0,0.0,0.0,15421.0,231910.0,231910.0
2010-01-01,,,,0.0,0.0,0.0,16626.0,274419.0,274419.0
2010-02-01,,,,0.0,0.0,0.0,19775.0,280801.0,280801.0
2010-03-01,,,,0.0,0.0,0.0,19303.0,285437.0,285437.0
2010-04-01,,,,0.0,0.0,0.0,13365.0,186083.0,186083.0
2010-05-01,,,,0.0,0.0,0.0,22014.0,315978.0,315978.0
2010-06-01,,,,0.0,0.0,0.0,21325.0,312212.0,312212.0
2010-07-01,,,,0.0,0.0,0.0,10595.0,162603.0,162603.0
2010-08-01,,,,0.0,0.0,0.0,10448.0,159823.0,159823.0
2010-09-01,,,,0.0,0.0,0.0,9618.0,147563.0,147563.0
2010-10-01,,,,0.0,0.0,0.0,7349.0,113464.0,113464.0
2010-11-01,,,,0.0,0.0,0.0,6349.0,98117.0,98117.0
2010-12-01,,,,0.0,0.0,0.0,9798.0,146765.0,146765.0
2011-01-01,,,,0.0,0.0,0.0,13990.0,207367.0,207367.0
2011-02-01,,,,0.0,0.0,0.0,16598.0,252635.0,252635.0
2011-03-01,,,,0.0,0.0,0.0,10201.0,157316.0,157316.0
2011-04-01,,,,0.0,0.0,0.0,9483.0,147384.0,147384.0
2011-05-01,,,,0.0,0.0,0.0,11630.0,174565.0,174565.0
2011-06-01,,,,0.0,0.0,0.0,11495.0,174155.0,174155.0
2011-07-01,,,,0.0,0.0,0.0,11446.0,177769.0,177769.0
2011-08-01,,,,0.0,0.0,0.0,14333.0,218050.0,218050.0
2011-09-01,,,,0.0,0.0,0.0,13160.0,198239.0,198239.0
2011-10-01,,,,889.257,13315.0,13315.0,10597.743,158687.0,158687.0
2011-11-01,,,,0.0,0.0,0.0,20905.0,297853.0,297853.0
2011-12-01,,,,0.0,0.0,0.0,15557.0,228165.0,228165.0
2012-01-01,,,,282.305,4195.0,4195.0,17529.695,260499.0,260499.0
2012-02-01,,,,826.305,12508.0,12508.0,11452.695,173363.0,173363.0
2012-03-01,,,,0.066,1.0,1.0,19651.934,297349.0,297349.0
2012-04-01,,,,29.12,433.0,433.0,13811.88,205163.0,205163.0
2012-05-01,,,,21.103,308.0,308.0,18808.897,274512.0,274512.0
2012-06-01,,,,0.068,1.0,1.0,17340.932,256480.0,256480.0
2012-07-01,,,,12.901,191.0,191.0,16225.099,240692.0,240692.0
2012-08-01,,,,42.465,623.0,623.0,14201.535,208349.0,208349.0
2012-09-01,,,,0.067,1.0,1.0,16164.933,242222.0,242222.0
2012-10-01,,,,73.171,1092.0,1092.0,11033.829,164668.0,164668.0
2012-11-01,,,,6.559,99.0,99.0,21420.441,324191.0,324191.0
2012-12-01,,,,47.729,726.0,726.0,19060.271,290051.0,290051.0
2013-01-01,,,,0.066,1.0,1.0,14613.934,226327.0,226327.0
2013-02-01,,,,0.066,1.0,1.0,15003.934,229282.0,229282.0
2013-03-01,,,,0.066,1.0,1.0,19185.934,293166.0,293166.0
2013-04-01,,,,0.054,1.0,1.0,0.946,18.0,18.0
2013-05-01,,,,94.483,1406.0,1406.0,18793.517,279674.0,279674.0
2013-06-01,,,,0.068,1.0,1.0,20400.932,303828.0,303828.0
2013-07-01,,,,0.067,1.0,1.0,17765.933,267320.0,267320.0
2013-08-01,,,,31.529,462.0,462.0,18475.471,270685.0,270685.0
2013-09-01,,,,0.069,1.0,1.0,21469.931,313476.0,313476.0
2013-10-01,,,,16.446,241.0,241.0,18036.554,264419.0,264419.0
2013-11-01,,,,29.675,435.0,435.0,20252.325,297064.0,297064.0
2013-12-01,,,,0.067,1.0,1.0,16778.933,255982.0,255982.0
2014-01-01,,,,1.493,22.0,22.0,13461.507,201866.0,201866.0
2014-02-01,,,,2.725,41.0,41.0,14310.275,213845.0,213845.0
2014-03-01,,,,2.419,37.0,37.0,11144.581,168835.0,168835.0
2014-04-01,,,,6.502,112.0,112.0,400.498,6897.0,6897.0
2014-05-01,0.0,0.0,0.0,4.412,60.0,60.0,16951.588,230786.0,230786.0
2014-06-01,0.0,0.0,0.0,0.375,5.0,5.0,18792.625,254801.0,254801.0
2014-07-01,0.0,0.0,0.0,12.197,170.0,170.0,20012.803,278935.0,278935.0
2014-08-01,0.0,0.0,0.0,1.659,23.0,23.0,20250.341,285830.0,285830.0
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,20821.0,288706.0,288706.0
2014-10-01,0.0,0.0,0.0,1.088,15.0,15.0,20323.912,285172.0,285172.0
2014-11-01,0.0,0.0,0.0,2.041,31.0,31.0,13977.959,209122.0,209122.0
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,16808.0,242388.0,242388.0
2015-01-01,,,,21.01,313.0,313.0,12907.99,192009.0,192009.0
2015-02-01,,,,16.325,251.0,251.0,6263.675,96475.0,96475.0
2015-03-01,,,,0.0,0.0,0.0,10635.0,160080.0,160080.0
2015-04-01,,,,79.178,1109.0,1109.0,2903.822,40665.0,40665.0
2015-05-01,,,,0.0,0.0,0.0,21941.0,318410.0,318410.0
2015-06-01,,,,29.596,425.0,425.0,20536.404,294627.0,294627.0
2015-07-01,,,,15.853,224.0,224.0,22329.147,315659.0,315659.0
2015-08-01,,,,0.0,0.0,0.0,22072.0,312888.0,312888.0
2015-09-01,,,,0.0,0.0,0.0,19997.0,283492.0,283492.0
2015-10-01,,,,39.783,604.0,604.0,18173.217,275850.0,275850.0
2015-11-01,,,,62.642,912.0,912.0,14861.358,216398.0,216398.0
2015-12-01,,,,644.663,9788.0,9788.0,21468.337,325951.0,325951.0
2016-01-01,,,,310.355,7001.0,7001.0,11317.645,255295.0,255295.0
2016-02-01,,,,880.752,22535.0,22535.0,6658.248,170359.0,170359.0
2016-03-01,,,,527.091,9486.0,9486.0,7732.909,139167.0,139167.0
2016-04-01,,,,79.622,1322.0,1322.0,13730.378,228003.0,228003.0
2016-05-01,,,,0.0,0.0,0.0,22213.0,340771.0,340771.0
2016-06-01,,,,55.656,827.0,827.0,20490.344,304396.0,304396.0
2016-07-01,,,,69.613,1068.0,1068.0,11610.387,178142.0,178142.0
2016-08-01,,,,166.009,2776.0,2776.0,8581.991,143533.0,143533.0
2016-09-01,,,,121.414,2179.0,2179.0,7260.586,130334.0,130334.0
2016-10-01,,,,77.438,1295.0,1295.0,5823.562,97367.0,97367.0
2016-11-01,,,,24.247,737.0,737.0,28.753,875.0,875.0
2016-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,,,,4.88,3460.0,3460.0,0.12,85.0,85.0
2017-02-01,,,,206.891,3496.0,3496.0,15084.109,254923.0,254923.0
2017-03-01,,,,85.27,1393.0,1393.0,17672.73,288616.0,288616.0
2017-04-01,,,,46.587,802.0,802.0,17721.413,305014.0,305014.0
2017-05-01,,,,66.39,1097.0,1097.0,12621.61,208591.0,208591.0
2017-06-01,,,,0.0,0.0,0.0,18816.0,260169.0,260169.0
2017-07-01,,,,7.38,102.0,102.0,19464.62,268936.0,268936.0
2017-08-01,,,,0.0,0.0,0.0,19503.0,268235.0,268235.0
2017-09-01,,,,78.687,1124.0,1124.0,13529.313,193189.0,193189.0
2017-10-01,,,,35.081,502.0,502.0,10962.919,156823.0,156823.0
2017-11-01,,,,1.071,19.0,19.0,55.929,1006.0,1006.0
2017-12-01,,,,115.819,1665.0,1665.0,14836.181,213274.0,213274.0
2018-01-01,,,,66.002,943.0,943.0,10247.998,146462.0,146462.0
2018-02-01,,,,0.0,0.0,0.0,16122.0,227798.0,227798.0
2018-03-01,,,,0.0,0.0,0.0,17842.0,249879.0,249879.0
2018-04-01,,,,0.0,0.0,0.0,17334.0,241490.0,241490.0
2018-05-01,,,,34.38,475.0,475.0,8596.62,118844.0,118844.0
2018-06-01,,,,0.0,0.0,0.0,17078.0,235320.0,235320.0
2018-07-01,,,,0.0,0.0,0.0,19556.0,271952.0,271952.0
2018-08-01,,,,85.576,1214.0,1214.0,16722.424,237164.0,237164.0
2018-09-01,,,,15.041,212.0,212.0,18873.959,266031.0,266031.0
2018-10-01,,,,0.0,0.0,0.0,19592.0,270639.0,270639.0
2018-11-01,,,,0.0,0.0,0.0,13590.0,190645.0,190645.0
2018-12-01,,,,44.233,587.0,587.0,15369.767,203815.0,203815.0
2019-01-01,,,,79.305,1229.0,1229.0,11169.695,173111.0,173111.0
2019-02-01,,,,239.096,3696.0,3696.0,14866.904,229846.0,229846.0
2019-03-01,,,,437.257,7086.0,7086.0,14513.743,235202.0,235202.0
2019-04-01,,,,330.733,5829.0,5829.0,3232.267,56970.0,56970.0
2019-05-01,,,,10.773,167.0,167.0,17114.227,265747.0,265747.0
2019-06-01,,,,32.892,503.0,503.0,18358.108,280665.0,280665.0
2019-07-01,,,,46.437,734.0,734.0,18605.563,294245.0,294245.0
2019-08-01,,,,0.0,0.0,0.0,19674.0,281476.0,281476.0
2019-09-01,,,,0.0,0.0,0.0,15675.0,225234.0,225234.0
2019-10-01,,,,25.868,358.0,358.0,19059.132,263785.0,263785.0
2019-11-01,,,,70.674,980.0,980.0,15800.326,219145.0,219145.0
2019-12-01,,,,0.0,0.0,0.0,19621.0,275506.0,275506.0
2020-01-01,,,,0.0,0.0,0.0,19620.0,288689.0,288689.0
2020-02-01,,,,0.0,0.0,0.0,18368.0,273637.0,273637.0
2020-03-01,,,,37.093,530.0,530.0,17933.907,256368.0,256368.0
2020-04-01,,,,28.748,434.0,434.0,8415.252,127131.0,127131.0
2020-05-01,,,,3.477,49.0,49.0,19579.523,278654.0,278654.0
2020-06-01,,,,0.0,0.0,0.0,18855.0,266066.0,266066.0
2020-07-01,,,,27.355,416.0,416.0,14047.645,213692.0,213692.0
2020-08-01,,,,0.0,0.0,0.0,19687.0,282303.0,282303.0
2020-09-01,,,,555.302,8032.0,8032.0,16765.698,242488.0,242488.0
2020-10-01,,,,734.114,10918.0,10918.0,16013.886,238166.0,238166.0
2020-11-01,,,,42.171,591.0,591.0,13098.829,183523.0,183523.0
2020-12-01,,,,0.0,0.0,0.0,19350.0,270224.0,270224.0
2021-01-01,,,,0.0,0.0,0.0,19670.0,275211.0,275211.0
2021-02-01,,,,86.417,1202.0,1202.0,16937.583,235572.0,235572.0
2021-03-01,,,,291.727,4005.0,4005.0,16482.273,226259.0,226259.0
2021-04-01,,,,77.381,1077.0,1077.0,18194.619,253155.0,253155.0
2021-05-01,,,,22.162,304.0,304.0,19539.838,268043.0,268043.0
2021-06-01,,,,450.103,6530.0,6530.0,11618.897,168555.0,168555.0
2021-07-01,,,,28.582,400.0,400.0,14371.418,201103.0,201103.0
2021-08-01,,,,166.037,2317.0,2317.0,12385.963,172838.0,172838.0
2021-09-01,,,,58.552,812.0,812.0,14115.448,195764.0,195764.0
2021-10-01,,,,251.814,3486.0,3486.0,18071.186,250135.0,250135.0
2021-11-01,,,,36.654,503.0,503.0,11005.346,151021.0,151021.0
2021-12-01,,,,114.407,1616.0,1616.0,12709.593,179523.0,179523.0
2022-01-01,,,,106.189,1624.0,1624.0,19096.811,292070.0,292070.0
2022-02-01,,,,1245.078,20897.0,20897.0,12362.922,207494.0,207494.0
2022-03-01,,,,61.673,928.0,928.0,8267.327,124425.0,124425.0
2022-04-01,,,,141.12,2188.0,2188.0,16219.88,251443.0,251443.0
2022-05-01,,,,163.269,2480.0,2480.0,19026.731,288957.0,288957.0
2022-06-01,,,,1.709,26.0,26.0,14503.291,222806.0,222806.0
2022-07-01,,,,14.183,212.0,212.0,18234.817,272691.0,272691.0
2022-08-01,,,,32.977,475.0,475.0,17176.023,247248.0,247248.0
2022-09-01,,,,0.0,0.0,0.0,19055.0,276895.0,276895.0
2022-10-01,,,,0.0,0.0,0.0,19725.0,290194.0,290194.0
2022-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,,,,124.335,1818.0,1818.0,11318.665,165500.0,165500.0
2023-01-01,,,,32.379,539.0,539.0,19600.621,326486.0,326486.0
2023-02-01,,,,194.377,3184.0,3184.0,15885.623,260175.0,260175.0
2023-03-01,,,,40.028,651.0,651.0,19493.972,317265.0,317265.0
2023-04-01,,,,0.0,0.0,0.0,13039.0,215292.0,215292.0
2023-05-01,,,,54.788,810.0,810.0,15032.212,222246.0,222246.0
2023-06-01,,,,0.0,0.0,0.0,15435.0,224020.0,224020.0
2023-07-01,,,,116.636,1650.0,1650.0,16726.364,236670.0,236670.0
2023-08-01,,,,29.809,435.0,435.0,18317.191,267489.0,267489.0
2023-09-01,,,,0.0,0.0,0.0,18820.0,274207.0,274207.0
2023-10-01,,,,45.635,672.0,672.0,18657.365,274597.0,274597.0
2023-11-01,,,,109.052,1591.0,1591.0,13827.948,201710.0,201710.0
2023-12-01,,,,0.0,0.0,0.0,19639.0,273133.0,273133.0
2024-01-01,,,,33.354,510.0,510.0,18696.646,285911.0,285911.0
2024-02-01,,,,27.156,413.0,413.0,17679.844,268943.0,268943.0
2024-03-01,,,,10.974,163.0,163.0,19523.026,289285.0,289285.0
2024-04-01,,,,56.288,857.0,857.0,13729.712,209158.0,209158.0
2024-05-01,,,,0.0,0.0,0.0,19574.0,297352.0,297352.0
2024-06-01,,,,1.522,23.0,23.0,18258.478,278617.0,278617.0
2024-07-01,,,,92.517,1432.0,1432.0,13746.483,212799.0,212799.0
2024-08-01,,,,0.0,0.0,0.0,18892.0,287377.0,287377.0
2024-09-01,,,,0.0,0.0,0.0,18992.0,293266.0,293266.0
2024-10-01,,,,1.955,30.0,30.0,15687.045,243096.0,243096.0
2024-11-01,,,,91.604,1492.0,1492.0,11794.396,192071.0,192071.0
2024-12-01,,,,69.297,1070.0,1070.0,17848.703,275494.0,275494.0
