measured_on,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Generation,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Quantity Consumed For Electricity,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Total Fuel Consumed
2003-01-01,4262.0,43647.14,43647.14
2003-02-01,3783.0,38741.7,38741.7
2003-03-01,8060.0,82542.46,82542.46
2003-04-01,15619.0,159954.18,159954.18
2003-05-01,13632.0,139605.31,139605.31
2003-06-01,29865.0,305847.47,305847.47
2003-07-01,40670.0,416501.47,416501.47
2003-08-01,19063.0,195224.18,195224.18
2003-09-01,6875.0,70406.88,70406.88
2003-10-01,650.0,6656.65,6656.65
2003-11-01,4843.0,49597.16,49597.16
2003-12-01,5208.0,53335.13,53335.13
2004-01-01,11984.917,120112.84,120112.84
2004-02-01,11984.917,120112.84,120112.84
2004-03-01,11984.917,120112.84,120112.84
2004-04-01,11984.917,120112.84,120112.84
2004-05-01,11984.917,120112.84,120112.84
2004-06-01,11984.917,120112.84,120112.84
2004-07-01,11984.917,120112.84,120112.84
2004-08-01,11984.917,120112.84,120112.84
2004-09-01,11984.917,120112.84,120112.84
2004-10-01,11984.917,120112.84,120112.84
2004-11-01,11984.917,120112.84,120112.84
2004-12-01,11984.917,120112.84,120112.84
2005-01-01,5290.0,52894.71,52894.71
2005-02-01,5094.0,50934.91,50934.91
2005-03-01,7978.0,79772.02,79772.02
2005-04-01,14466.0,144645.53,144645.53
2005-05-01,28315.0,283121.69,283121.69
2005-06-01,33432.0,334286.57,334286.57
2005-07-01,37419.0,374152.58,374152.58
2005-08-01,22583.0,225807.42,225807.42
2005-09-01,9803.0,98020.2,98020.2
2005-10-01,554.0,5539.45,5539.45
2005-11-01,4793.0,47925.21,47925.21
2005-12-01,5384.0,53834.62,53834.62
2006-01-01,5557.0,55120.0,55120.0
2006-02-01,5093.0,50517.0,50517.0
2006-03-01,8700.0,86295.0,86295.0
2006-04-01,30330.0,300843.0,300843.0
2006-05-01,39242.0,389241.0,389241.0
2006-06-01,953.0,9453.0,9453.0
2006-07-01,39172.0,388547.0,388547.0
2006-08-01,29480.0,292412.0,292412.0
2006-09-01,7256.0,71972.0,71972.0
2006-10-01,821.0,8143.0,8143.0
2006-11-01,5009.0,49684.0,49684.0
2006-12-01,5603.0,55576.0,55576.0
2007-01-01,5424.0,53611.0,53611.0
2007-02-01,4735.0,46801.0,46801.0
2007-03-01,8051.0,79576.0,79576.0
2007-04-01,27104.0,267896.0,267896.0
2007-05-01,9808.0,96942.0,96942.0
2007-06-01,24531.0,242464.0,242464.0
2007-07-01,36686.0,362604.0,362604.0
2007-08-01,35132.0,347245.0,347245.0
2007-09-01,9702.0,95895.0,95895.0
2007-10-01,2958.0,29237.0,29237.0
2007-11-01,4813.0,47572.0,47572.0
2007-12-01,5206.0,51456.0,51456.0
2008-01-01,11143.243,109806.0,109806.0
2008-02-01,10373.352,102219.0,102219.0
2008-03-01,13111.753,129203.0,129203.0
2008-04-01,15474.694,152488.0,152488.0
2008-05-01,18330.252,180626.0,180626.0
2008-06-01,23054.378,227178.0,227178.0
2008-07-01,20881.351,205765.0,205765.0
2008-08-01,17021.07,167726.0,167726.0
2008-09-01,12561.527,123781.0,123781.0
2008-10-01,10261.768,101119.0,101119.0
2008-11-01,10203.581,100546.0,100546.0
2008-12-01,12369.030999999999,121884.0,121884.0
2009-01-01,13303.344000000001,129841.0,129841.0
2009-02-01,10814.944,105554.0,105554.0
2009-03-01,12537.697,122368.0,122368.0
2009-04-01,16843.585,164393.0,164393.0
2009-05-01,19046.061,185890.0,185890.0
2009-06-01,20535.403,200426.0,200426.0
2009-07-01,18170.135000000002,177341.0,177341.0
2009-08-01,14672.921,143208.0,143208.0
2009-09-01,11150.345,108827.0,108827.0
2009-10-01,10492.434,102406.0,102406.0
2009-11-01,10508.758,102565.0,102565.0
2009-12-01,13392.373,130710.0,130710.0
2010-01-01,6738.0,65736.0,65736.0
2010-02-01,6232.0,60799.0,60799.0
2010-03-01,10316.0,100643.0,100643.0
2010-04-01,20404.0,199061.0,199061.0
2010-05-01,28606.0,279080.0,279080.0
2010-06-01,42960.0,419118.0,419118.0
2010-07-01,41983.0,409586.0,409586.0
2010-08-01,43540.0,424776.0,424776.0
2010-09-01,28220.0,275314.0,275314.0
2010-10-01,317.0,3093.0,3093.0
2010-11-01,6790.0,66243.0,66243.0
2010-12-01,7183.0,70077.0,70077.0
2011-01-01,6959.0,67614.0,67614.0
2011-02-01,6086.0,59132.0,59132.0
2011-03-01,32052.0,311417.0,311417.0
2011-04-01,40424.0,392760.0,392760.0
2011-05-01,45825.0,445236.0,445236.0
2011-06-01,36260.0,352302.0,352302.0
2011-07-01,36759.0,357150.0,357150.0
2011-08-01,43827.0,425823.0,425823.0
2011-09-01,27798.0,270085.0,270085.0
2011-10-01,327.0,3177.0,3177.0
2011-11-01,6628.0,64398.0,64398.0
2011-12-01,6509.0,63241.0,63241.0
2012-01-01,6562.0,62444.0,62444.0
2012-02-01,5878.0,55935.0,55935.0
2012-03-01,7133.0,67878.0,67878.0
2012-04-01,17834.0,169708.0,169708.0
2012-05-01,23319.0,221904.0,221904.0
2012-06-01,22545.0,214538.0,214538.0
2012-07-01,22349.0,212673.0,212673.0
