measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2003-01-01,342.0,3612.0,3612.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2003-02-01,1120.0,12616.0,12616.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2003-03-01,0.0,0.0,0.0,,,,300.0,3888.0,3888.0,0.0,0.0,0.0
2003-04-01,0.0,0.0,0.0,,,,270.0,3495.0,3495.0,0.0,0.0,0.0
2003-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2003-06-01,0.0,0.0,0.0,,,,440.0,5954.0,5954.0,0.0,0.0,0.0
2003-07-01,0.0,0.0,0.0,,,,1088.0,11922.0,11922.0,0.0,0.0,0.0
2003-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2003-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2003-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2003-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2003-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2004-01-01,525.043,4844.49,4844.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-01,79.307,731.77,731.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-01,92.449,853.02,853.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-04-01,87.906,811.08,811.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-05-01,19.926000000000002,183.87,183.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-06-01,18.393,169.69,169.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-01,8.528,78.67,78.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-01,3.426,31.63,31.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-01,0.193,1.77,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-10-01,0.01,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-11-01,0.09,0.81,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-12-01,17.36,160.19,160.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-01,7.56,76.0,76.0,2.207,0.0,0.0,621.473,6239.0,6239.0,183.063,55.0,55.0
2011-03-01,9.321,93.0,93.0,2.634,0.0,0.0,893.059,8949.0,8949.0,263.146,382.0,382.0
2011-04-01,30.866,309.0,309.0,8.754,0.0,0.0,2867.29,28742.0,28742.0,844.846,1118.0,1118.0
2011-05-01,18.057,181.0,181.0,5.313,0.0,0.0,1704.37,17082.0,17082.0,501.997,18.0,18.0
2011-06-01,13.978,140.0,140.0,4.066,0.0,0.0,1306.659,13098.0,13098.0,384.904,166.0,166.0
2011-07-01,57.078,572.0,572.0,16.219,0.0,0.0,5344.031,53566.0,53566.0,1574.581,1977.0,1977.0
2011-08-01,136.289,1366.0,1366.0,38.492,0.0,0.0,12753.92,127839.0,127839.0,3758.088,5538.0,5538.0
2011-09-01,173.559,1740.0,1740.0,45.393,0.0,0.0,16197.731,162363.0,162363.0,4776.477,20701.0,20701.0
2011-10-01,322.658,3234.0,3234.0,84.107,0.0,0.0,30121.157,301928.0,301928.0,8882.573,39645.0,39645.0
2011-11-01,54.749,549.0,549.0,14.29,0.0,0.0,5135.585,51476.0,51476.0,1514.43,6684.0,6684.0
2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,19.76,196.0,196.0,5.82,0.0,0.0
2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-01,16.84,168.0,168.0,5.131,0.0,0.0,3186.138,31823.0,31823.0,1099.699,4229.0,4229.0
2012-04-01,109.761,1096.0,1096.0,33.587,0.0,0.0,20899.408,208725.0,208725.0,7213.283,26703.0,26703.0
2012-05-01,70.852,708.0,708.0,21.592,0.0,0.0,13491.887,134744.0,134744.0,4656.718,17861.0,17861.0
2012-06-01,51.688,516.0,516.0,15.683,0.0,0.0,9877.823,98649.0,98649.0,3409.387,13573.0,13573.0
2012-07-01,108.022,1079.0,1079.0,32.916,0.0,0.0,20662.119,206350.0,206350.0,7131.504,27379.0,27379.0
2012-08-01,84.209,841.0,841.0,25.583,0.0,0.0,16051.597,160308.0,160308.0,5540.277,21817.0,21817.0
2012-09-01,77.822,777.0,777.0,23.743,0.0,0.0,14882.528,148630.0,148630.0,5136.657,19510.0,19510.0
2012-10-01,33.105,331.0,331.0,10.116,0.0,0.0,6370.037,63615.0,63615.0,2198.574,8236.0,8236.0
2012-11-01,26.714,267.0,267.0,8.082,0.0,0.0,5054.743,50484.0,50484.0,1744.708,7112.0,7112.0
2012-12-01,1.163,12.0,12.0,0.355,0.0,0.0,277.234,2765.0,2765.0,95.675,361.0,361.0
2013-01-01,2815.791,28066.0,28066.0,808.069,0.0,0.0,69.959,697.0,697.0,136.711,4051.0,4051.0
2013-02-01,708.1,7546.0,7546.0,198.01,0.0,0.0,0.0,0.0,0.0,25.09,956.0,956.0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1067.97,10829.0,10829.0,397.7,1779.0,1779.0
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1500.59,15457.0,15457.0,536.41,1935.0,1935.0
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,3342.62,34509.0,34509.0,1149.45,3948.0,3948.0
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,3918.8,40918.0,40918.0,1218.32,3632.0,3632.0
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,10652.54,107565.0,107565.0,3668.54,13876.0,13876.0
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,6597.94,67044.0,67044.0,2167.95,8012.0,8012.0
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,2974.02,30336.0,30336.0,913.74,3546.0,3546.0
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1559.76,16201.0,16201.0,517.01,1627.0,1627.0
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,2935.22,30744.0,30744.0,1025.29,4048.0,4048.0
2013-12-01,1996.26,20497.0,20497.0,568.488,0.0,0.0,0.0,0.0,0.0,62.982,2271.0,2271.0
2014-01-01,11264.61,110676.0,110676.0,3251.529,0.0,0.0,0.0,0.0,0.0,522.741,17793.0,17793.0
2014-02-01,3111.76,31105.0,31105.0,807.962,0.0,0.0,0.0,0.0,0.0,93.168,3587.0,3587.0
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1532.6,16445.0,16445.0,464.63,2240.0,2240.0
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,5307.84,55555.0,55555.0,1887.62,7040.0,7040.0
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,585.88,6113.0,6113.0,189.15,670.0,670.0
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,3509.46,36267.0,36267.0,1212.5,4844.0,4844.0
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,12909.73,129289.0,129289.0,4558.03,17677.0,17677.0
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,11723.42,116354.0,116354.0,4185.55,16627.0,16627.0
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,5929.61,62418.0,62418.0,2240.7,8921.0,8921.0
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,10211.19,101062.0,101062.0,3819.86,14915.0,14915.0
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,5874.32,58491.0,58491.0,2221.3,9500.0,9500.0
2014-12-01,517.01,5261.0,5261.0,156.952,0.0,0.0,0.0,0.0,0.0,24.438,819.0,819.0
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-01,3815.01,37335.0,37335.0,1118.985,0.0,0.0,0.0,0.0,0.0,200.215,6680.0,6680.0
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,2060.28,21976.0,21976.0,643.11,2906.0,2906.0
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1534.54,15817.0,15817.0,540.29,2296.0,2296.0
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,8162.55,82051.0,82051.0,2912.91,11677.0,11677.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,13662.45,137699.0,137699.0,5148.76,21011.0,21011.0
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,16722.8,167218.0,167218.0,6389.39,27876.0,27876.0
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,17021.56,171013.0,171013.0,6466.99,26514.0,26514.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,15934.19,159936.0,159936.0,6056.68,24071.0,24071.0
2015-10-01,10.888,116.0,116.0,4.067,0.0,0.0,11584.492,123423.0,123423.0,5142.753,23248.0,23248.0
2015-11-01,32.566,336.0,336.0,11.597,0.0,0.0,10753.834,111084.0,111084.0,4562.923,21276.0,21276.0
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,5558.0,54886.0,54886.0,1763.0,8693.0,8693.0
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,9539.0,93086.0,93086.0,2977.0,12250.0,12250.0
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,3852.0,37315.0,37315.0,1080.0,4531.0,4531.0
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,5687.0,55591.0,55591.0,1562.0,5973.0,5973.0
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,14662.0,141595.0,141595.0,3824.0,13894.0,13894.0
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,17763.0,171824.0,171824.0,4510.0,14317.0,14317.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,10454.0,102359.0,102359.0,2844.0,9559.0,9559.0
2016-10-01,92.088,922.0,922.0,20.809,0.0,0.0,1168.912,11706.0,11706.0,278.191,623.0,623.0
2016-11-01,45.372,447.0,447.0,8.689,0.0,0.0,2086.628,20539.0,20539.0,408.311,448.0,448.0
2016-12-01,715.0,6850.0,6850.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703.0,703.0,0.0,0.0,0.0
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,585.0,5829.0,5829.0,83.0,12.0,12.0
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1743.0,18458.0,18458.0,304.0,1319.0,1319.0
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,5015.0,49369.0,49369.0,1274.0,5581.0,5581.0
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,8446.0,86459.0,86459.0,2205.0,8106.0,8106.0
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,7190.0,70992.0,70992.0,1700.0,5308.0,5308.0
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,8441.0,84545.0,84545.0,2114.0,7874.0,7874.0
