measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2023-06-01,1.828,12.0,12.0
2023-07-01,1.868,17.0,17.0
2023-08-01,1.507,12.0,12.0
2023-09-01,2.541,23.0,23.0
2023-10-01,1.922,17.0,17.0
2023-11-01,2.343,23.0,23.0
2023-12-01,2.991,29.0,29.0
2024-01-01,1.898,23.0,23.0
2024-02-01,1.218,12.0,12.0
2024-03-01,0.966,12.0,12.0
2024-04-01,0.776,6.0,6.0
2024-05-01,0.945,12.0,12.0
2024-06-01,0.651,6.0,6.0
2024-07-01,0.641,6.0,6.0
2024-08-01,0.778,6.0,6.0
2024-09-01,0.583,6.0,6.0
2024-10-01,0.882,12.0,12.0
2024-11-01,0.858,6.0,6.0
2024-12-01,0.804,6.0,6.0
