measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Subbituminous Coal Generation,Subbituminous Coal Quantity Consumed For Electricity,Subbituminous Coal Total Fuel Consumed
2001-01-01,897162.0,8668628.0,8668628.0,810.0,9443.0,9443.0,,,
2001-02-01,594970.0,5689169.0,5689169.0,2724.0,22051.0,22051.0,,,
2001-03-01,782833.0,7332395.0,7332395.0,1064.0,8438.0,8438.0,,,
2001-04-01,591128.0,5542078.0,5542078.0,4983.0,39555.0,39555.0,,,
2001-05-01,604178.0,5844430.0,5844430.0,0.0,0.0,0.0,,,
2001-06-01,436342.0,4361745.0,4361745.0,2606.0,22051.0,22051.0,,,
2001-07-01,648177.0,6541055.0,6541055.0,1241.0,10605.0,10605.0,,,
2001-08-01,679425.0,6745284.0,6745284.0,1338.0,11249.0,11249.0,,,
2001-09-01,524946.0,5117733.0,5117733.0,1414.0,11667.0,11667.0,,,
2001-10-01,612371.0,6017663.0,6017663.0,1104.0,9182.0,9182.0,,,
2001-11-01,689065.0,6779357.0,6779357.0,4039.0,33643.0,33643.0,,,
2001-12-01,709494.0,7025378.0,7025378.0,1657.0,13892.0,13892.0,,,
2002-01-01,724856.0,6737553.0,6737553.0,1050.0,8178.0,8178.0,,,
2002-02-01,723996.0,6517960.0,6517960.0,1292.0,9744.0,9744.0,,,
2002-03-01,774750.0,7087832.0,7087832.0,1861.0,14262.0,14262.0,,,
2002-04-01,743859.0,6825553.0,6825553.0,1062.0,8161.0,8161.0,,,
2002-05-01,674087.0,6231662.0,6231662.0,1610.0,12464.0,12464.0,,,
2002-06-01,668519.0,6548025.0,6548025.0,2101.0,16484.0,16484.0,,,
2002-07-01,658045.0,6629550.0,6629550.0,2144.0,17301.0,17301.0,,,
2002-08-01,615269.0,6121175.0,6121175.0,1409.0,13856.0,13856.0,,,
2002-09-01,671148.0,7136308.0,7136308.0,1050.0,10863.0,10863.0,,,
2002-10-01,743793.0,7410780.0,7410780.0,942.0,9129.0,9129.0,,,
