measured_on,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-01-01,3624.077,27035.0,83902.0
2003-02-01,3343.7360000000003,24944.0,77412.0
2003-03-01,3686.065,27498.0,85337.0
2003-04-01,3485.8590000000004,26004.0,80702.0
2003-05-01,3991.248,29774.0,92402.0
2003-06-01,4158.482,31022.0,96274.0
2003-07-01,5339.113,39829.0,123607.0
2003-08-01,5015.909000000001,37418.0,116125.0
2003-09-01,4583.591,34193.0,106116.0
2003-10-01,4313.563,32179.0,99864.0
2003-11-01,3651.431,27239.0,84535.0
2003-12-01,3876.927,28921.0,89756.0
2004-01-01,4551.259,22878.48,99056.14
2004-02-01,4116.761,20694.33,89599.48
2004-03-01,4081.2520000000004,20515.83,88826.65
2004-04-01,3855.288,19379.94,83908.63
2004-05-01,4236.984,21298.67,92216.08
2004-06-01,3860.8340000000003,19407.82,84029.33
2004-07-01,4343.876,21836.0,94542.53
2004-08-01,4333.6,21784.34,94318.89
2004-09-01,4220.945000000001,21218.04,91866.99
2004-10-01,3815.8030000000003,19181.46,83049.27
2004-11-01,4125.092000000001,20736.2,89780.78
2004-12-01,4204.085,21133.29,91500.05
2005-01-01,3346.415,16821.91,69829.74
2005-02-01,3020.4880000000003,15183.53,63028.64
2005-03-01,3259.719,16386.11,68020.66
2005-04-01,3275.3740000000003,16464.81,68347.35
2005-05-01,3597.3630000000003,18083.39,75066.3
2005-06-01,4620.603,23227.06,96418.29
2005-07-01,5916.768,29742.69,123465.41
2005-08-01,6131.655000000001,30822.89,127949.46
2005-09-01,4624.577,23247.04,96501.21
2005-10-01,3589.565,18044.2,74903.59
2005-11-01,3202.7490000000003,16099.73,66831.88
2005-12-01,3654.2430000000004,18369.32,76253.2
2006-01-01,3735.367,18777.12,78907.02
2006-02-01,3293.378,16555.31,69570.32
2006-03-01,3647.862,18337.24,77058.54
2006-04-01,3475.6890000000003,17471.76,73421.52
2006-05-01,4051.203,20364.77,85578.85
2006-06-01,4294.079000000001,21585.68,90709.44
2006-07-01,4834.944,24304.52,102134.84
2006-08-01,4994.792,25108.05,105511.5
2006-09-01,4066.942,20443.89,85911.32
2006-10-01,4263.323,21431.07,90059.74
2006-11-01,3601.299,18103.18,76074.94
2006-12-01,4038.462,20300.73,85309.71
2007-01-01,3587.13,73049.0,73049.0
2007-02-01,3262.8920000000003,66445.0,66445.0
2007-03-01,3018.257,61464.0,61464.0
2007-04-01,3004.29,61180.0,61180.0
2007-05-01,3351.039,68241.0,68241.0
2007-06-01,3962.0570000000002,80683.0,80683.0
2007-07-01,5397.185,109908.0,109908.0
2007-08-01,5983.327,121845.0,121845.0
2007-09-01,4714.984,96016.0,96016.0
2007-10-01,4468.409000000001,90994.0,90994.0
2007-11-01,4248.3240000000005,86513.0,86513.0
2007-12-01,4734.107,96405.0,96405.0
2008-01-01,4338.884,21952.0,90854.0
2008-02-01,3635.577,18393.0,76128.0
2008-03-01,3411.976,17262.0,71445.0
2008-04-01,3881.415,19637.0,81276.0
2008-05-01,3085.1310000000003,15609.0,64602.0
2008-06-01,3376.6960000000004,17084.0,70707.0
2008-07-01,4422.83,22376.0,92613.0
2008-08-01,5174.235000000001,26178.0,108347.0
2008-09-01,4660.337,23578.0,97586.0
2008-10-01,4344.667,21981.0,90976.0
2008-11-01,3783.6620000000003,19143.0,79228.0
2008-12-01,4232.59,21414.0,88629.0
2009-01-01,3959.2340000000004,19997.0,85245.0
2009-02-01,3642.9570000000003,18400.0,78436.0
2009-03-01,3389.7560000000003,17121.0,72984.0
2009-04-01,2911.866,14707.0,62694.0
2009-05-01,2958.38,14942.0,63696.0
2009-06-01,2741.887,13849.0,59035.0
2009-07-01,5017.1140000000005,25340.0,108022.0
2009-08-01,5144.651,25985.0,110768.0
2009-09-01,5391.201,27230.0,116076.0
2009-10-01,4215.84,21293.0,90770.0
2009-11-01,3849.969,19445.0,82892.0
2009-12-01,4419.145,22320.0,95148.0
2010-01-01,3881.8160000000003,19603.0,81325.0
2010-02-01,3583.82,18098.0,75081.0
2010-03-01,3816.5040000000004,19273.0,79956.0
2010-04-01,3214.6620000000003,16234.0,67347.0
2010-05-01,2341.444,11824.0,49053.0
2010-06-01,2185.66,11038.0,45789.0
2010-07-01,3608.248,18222.0,75593.0
2010-08-01,4259.073,21508.0,89227.0
2010-09-01,3946.6490000000003,19931.0,82682.0
2010-10-01,4430.724,22375.0,92824.0
2010-11-01,3731.092,18842.0,78167.0
2010-12-01,3495.308,17651.0,73227.0
2011-01-01,2973.149,15166.0,77598.0
2011-02-01,2931.769,14955.0,76517.0
2011-03-01,2332.022,11896.0,60864.0
2011-04-01,1987.037,10136.0,51860.0
2011-05-01,1772.892,9044.0,46271.0
2011-06-01,1973.002,10065.0,51494.0
2011-07-01,3163.199,16136.0,82558.0
2011-08-01,3883.648,19811.0,101361.0
2011-09-01,3942.507,20111.0,102897.0
2011-10-01,3157.587,16107.0,82411.0
2011-11-01,3112.987,15880.0,81246.0
2011-12-01,4050.201,20661.0,105707.0
2012-01-01,3429.73,17876.0,49400.0
2012-02-01,3429.469,17874.0,49396.0
2012-03-01,3261.837,17001.0,46981.0
2012-04-01,3022.175,15752.0,43530.0
2012-05-01,3001.079,15642.0,43225.0
2012-06-01,3177.151,16559.0,45761.0
2012-07-01,3757.561,19584.0,54121.0
2012-08-01,4947.874,25788.0,71266.0
2012-09-01,4494.856,23427.0,64740.0
2012-10-01,4159.269,21678.0,59907.0
2012-11-01,3591.19,18717.0,51724.0
2012-12-01,3387.809,17657.0,48796.0
2013-01-01,3596.689,18317.0,79212.0
2013-02-01,3313.132,16872.0,72966.0
2013-03-01,3195.311,16272.0,70371.0
2013-04-01,2749.584,14003.0,60555.0
2013-05-01,2903.771,14788.0,63951.0
2013-06-01,3435.366,17495.0,75658.0
2013-07-01,4359.093,22199.0,96002.0
2013-08-01,4445.674,22640.0,97909.0
2013-09-01,4434.563,22583.0,97664.0
2013-10-01,3847.779,19595.0,84741.0
2013-11-01,3795.334,19328.0,83586.0
2013-12-01,4419.704,22508.0,97337.0
2014-01-01,3895.014,19874.0,93681.0
2014-02-01,3637.269,18558.0,87481.0
2014-03-01,3156.35,16105.0,75914.0
2014-04-01,3001.259,15313.0,72184.0
2014-05-01,3026.284,15441.0,72786.0
2014-06-01,2983.387,15222.0,71754.0
2014-07-01,4221.138,21538.0,101524.0
2014-08-01,4357.268,22232.0,104798.0
2014-09-01,4557.789,23255.0,109621.0
2014-10-01,4496.211,22941.0,108140.0
2014-11-01,3249.411,16579.0,78152.0
2014-12-01,3534.62,18035.0,85012.0
2015-01-01,3575.099,18250.0,53328.0
2015-02-01,2647.258,13513.0,39488.0
2015-03-01,3101.34,15831.0,46261.0
2015-04-01,2976.105,15192.0,44393.0
