measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2024-01-01,-42.0,0.0,0.0
2024-02-01,-38.0,0.0,0.0
2024-03-01,-44.0,0.0,0.0
2024-04-01,-46.0,0.0,0.0
2024-05-01,-47.0,0.0,0.0
2024-06-01,-48.0,0.0,0.0
2024-07-01,-48.0,0.0,0.0
2024-08-01,-47.0,0.0,0.0
2024-09-01,-43.0,0.0,0.0
2024-10-01,-42.0,0.0,0.0
2024-11-01,-39.0,0.0,0.0
2024-12-01,-48.0,0.0,0.0
