measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed
2010-01-01,,,,-105.0,0.0,0.0,,,
2010-02-01,,,,-96.0,0.0,0.0,,,
2010-03-01,,,,-105.0,0.0,0.0,,,
2010-04-01,,,,-98.0,0.0,0.0,,,
2010-05-01,,,,-107.0,0.0,0.0,,,
2010-06-01,,,,-121.0,0.0,0.0,,,
2010-07-01,,,,-114.0,0.0,0.0,,,
2010-08-01,,,,3248.0,50195.0,50195.0,,,
2010-09-01,,,,-111.0,0.0,0.0,,,
2010-10-01,,,,-1.0,2163.0,2163.0,,,
2010-11-01,,,,42.0,2734.0,2734.0,,,
2010-12-01,,,,2250.0,32554.0,32554.0,,,
2011-01-01,,,,2274.0,31325.0,31325.0,,,
2011-02-01,,,,-102.0,0.0,0.0,,,
2011-03-01,,,,-98.0,130.0,130.0,,,
2011-04-01,,,,-91.0,0.0,0.0,,,
2011-05-01,,,,-100.0,22.0,22.0,,,
2011-06-01,,,,-99.0,16.0,16.0,,,
2011-07-01,,,,-103.0,0.0,0.0,,,
2011-08-01,,,,6457.0,98498.0,98498.0,,,
2011-09-01,,,,-91.0,0.0,0.0,,,
2011-10-01,,,,-97.0,114.0,114.0,,,
2011-11-01,,,,-99.0,0.0,0.0,,,
2011-12-01,,,,-101.0,0.0,0.0,,,
2012-01-01,,,,-100.0,0.0,0.0,,,
2012-02-01,,,,-94.0,0.0,0.0,,,
2012-03-01,,,,-98.0,0.0,0.0,,,
2012-04-01,,,,-93.0,0.0,0.0,,,
2012-05-01,,,,-101.0,0.0,0.0,,,
2012-06-01,,,,-99.0,0.0,0.0,,,
2012-07-01,,,,-103.0,0.0,0.0,,,
2012-08-01,,,,-103.0,0.0,0.0,,,
2012-09-01,,,,-113.0,0.0,0.0,,,
2012-10-01,,,,-95.0,0.0,0.0,,,
2012-11-01,,,,-89.0,0.0,0.0,,,
2012-12-01,,,,-91.0,0.0,0.0,,,
