measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed
2004-03-01,62.307,926.0,926.0,,,
2004-04-01,46.73,695.0,695.0,,,
2004-05-01,264.80400000000003,3936.0,3936.0,,,
2004-06-01,1479.787,21994.0,21994.0,,,
2004-07-01,0.0,0.0,0.0,,,
2004-08-01,669.799,9955.0,9955.0,,,
2004-09-01,545.185,8103.0,8103.0,,,
2004-10-01,31.153000000000002,463.0,463.0,,,
2004-11-01,0.0,0.0,0.0,,,
2004-12-01,0.0,0.0,0.0,,,
2005-01-01,530.3620000000001,8196.11,8196.11,,,
2005-02-01,182.215,2815.92,2815.92,,,
2005-03-01,201.96300000000002,3121.1,3121.1,,,
2005-04-01,244.63400000000001,3780.54,3780.54,,,
2005-05-01,227.203,3511.16,3511.16,,,
2005-06-01,294.88800000000003,4557.14,4557.14,,,
2005-07-01,300.159,4638.61,4638.61,,,
2005-08-01,352.615,5449.25,5449.25,,,
2005-09-01,230.825,3567.13,3567.13,,,
2005-10-01,256.335,3961.35,3961.35,,,
2005-11-01,206.071,3184.58,3184.58,,,
2005-12-01,435.731,6733.71,6733.71,,,
2006-01-01,170.645,2956.0,2956.0,,,
2006-02-01,89.293,1547.0,1547.0,,,
2006-03-01,75.007,1299.0,1299.0,,,
2006-04-01,143.679,2489.0,2489.0,,,
2006-05-01,134.304,2326.0,2326.0,,,
2006-06-01,122.07300000000001,2115.0,2115.0,,,
2006-07-01,176.82600000000002,3063.0,3063.0,,,
2006-08-01,171.52,2971.0,2971.0,,,
2006-09-01,78.799,1365.0,1365.0,,,
2006-10-01,83.23700000000001,1442.0,1442.0,,,
2006-11-01,98.01400000000001,1698.0,1698.0,,,
2006-12-01,108.601,1881.0,1881.0,,,
2007-01-01,23.744,436.0,436.0,,,
2007-02-01,128.46200000000002,2347.0,2347.0,,,
2007-03-01,42.03,767.0,767.0,,,
2007-04-01,24.977,459.0,459.0,,,
2007-05-01,67.74300000000001,1238.0,1238.0,,,
2007-06-01,62.754000000000005,1145.0,1145.0,,,
2007-07-01,63.512,1162.0,1162.0,,,
2007-08-01,142.08700000000002,2597.0,2597.0,,,
2007-09-01,65.759,1203.0,1203.0,,,
2007-10-01,88.304,1615.0,1615.0,,,
2007-11-01,17.482,320.0,320.0,,,
2007-12-01,33.145,604.0,604.0,,,
2008-01-01,5.106,99.0,99.0,,,
2008-02-01,6.417000000000001,122.0,122.0,,,
2008-03-01,10.429,191.0,191.0,,,
2008-04-01,4.45,81.0,81.0,,,
2008-05-01,6.353000000000001,116.0,116.0,,,
2008-06-01,15.245000000000001,284.0,284.0,,,
2008-07-01,8.682,162.0,162.0,,,
2008-08-01,6.32,116.0,116.0,,,
2008-09-01,6.15,116.0,116.0,,,
2008-10-01,2.9250000000000003,52.0,52.0,,,
2008-11-01,4.579000000000001,87.0,87.0,,,
2008-12-01,5.664000000000001,104.0,104.0,,,
2009-01-01,18.079,486.0,486.0,,,
2009-02-01,8.538,228.0,228.0,,,
2009-03-01,12.902000000000001,348.0,348.0,,,
2009-04-01,12.937000000000001,348.0,348.0,,,
2009-05-01,20.724,552.0,552.0,,,
2009-06-01,22.967000000000002,618.0,618.0,,,
2009-07-01,13.25,354.0,354.0,,,
2009-08-01,15.8,426.0,426.0,,,
2009-09-01,9.052,240.0,240.0,,,
2009-10-01,12.858,342.0,342.0,,,
2009-11-01,7.862,210.0,210.0,,,
2009-12-01,9.031,240.0,240.0,,,
2010-01-01,12.004000000000001,402.0,402.0,,,
2010-02-01,9.606,318.0,318.0,,,
2010-03-01,10.984,360.0,360.0,,,
2010-04-01,11.103,366.0,366.0,,,
2010-05-01,23.702,780.0,780.0,,,
2010-06-01,16.839000000000002,552.0,552.0,,,
2010-07-01,12.403,408.0,408.0,,,
2010-08-01,15.394,510.0,510.0,,,
2010-09-01,11.918000000000001,390.0,390.0,,,
2010-10-01,6.269,204.0,204.0,,,
2010-11-01,7.982,264.0,264.0,,,
2010-12-01,14.796000000000001,486.0,486.0,,,
2011-01-01,23.196,630.0,630.0,,,
2011-02-01,16.474,450.0,450.0,,,
2011-03-01,19.895,546.0,546.0,,,
2011-04-01,59.045,1614.0,1614.0,,,
2011-05-01,29.212,798.0,798.0,,,
2011-06-01,32.772,894.0,894.0,,,
2011-07-01,36.851,1008.0,1008.0,,,
2011-08-01,33.52,918.0,918.0,,,
2011-09-01,14.873,408.0,408.0,,,
2011-10-01,20.786,570.0,570.0,,,
2011-11-01,12.392,336.0,336.0,,,
2011-12-01,16.984,462.0,462.0,,,
2012-01-01,4.312,273.0,273.0,,,
2012-02-01,4.199,267.0,267.0,,,
2012-03-01,3.697,232.0,232.0,,,
2012-04-01,11.95,754.0,754.0,,,
2012-05-01,7.219,458.0,458.0,,,
2012-06-01,5.869,371.0,371.0,,,
2012-07-01,6.458,406.0,406.0,,,
2012-08-01,4.807,302.0,302.0,,,
2012-09-01,3.671,232.0,232.0,,,
2012-10-01,6.436,406.0,406.0,,,
2012-11-01,4.96,313.0,313.0,,,
2012-12-01,4.422,278.0,278.0,,,
2013-01-01,19.41,522.0,522.0,,,
2013-02-01,12.081,325.0,325.0,,,
2013-03-01,11.487,307.0,307.0,,,
2013-04-01,13.9,371.0,371.0,,,
2013-05-01,26.14,702.0,702.0,,,
2013-06-01,27.474,737.0,737.0,,,
2013-07-01,14.445,389.0,389.0,,,
2013-08-01,14.107,377.0,377.0,,,
2013-09-01,16.677,447.0,447.0,,,
2013-10-01,11.574,313.0,313.0,,,
2013-11-01,12.809,342.0,342.0,,,
2013-12-01,18.896,505.0,505.0,,,
2014-01-01,28.812,597.0,597.0,,,
2014-02-01,26.445,563.0,563.0,,,
2014-03-01,18.94,406.0,406.0,,,
2014-04-01,17.055,365.0,365.0,,,
2014-05-01,17.321,371.0,371.0,,,
2014-06-01,21.411,458.0,458.0,,,
2014-07-01,14.862,319.0,319.0,,,
2014-08-01,21.877,464.0,464.0,,,
2014-09-01,15.232,325.0,325.0,,,
2014-10-01,13.84,296.0,296.0,,,
2014-11-01,41.301,882.0,882.0,,,
2014-12-01,17.904,383.0,383.0,,,
2015-01-01,0.0,0.0,0.0,,,
2015-02-01,0.0,0.0,0.0,,,
2015-03-01,0.0,0.0,0.0,,,
2015-04-01,0.0,0.0,0.0,,,
2015-05-01,0.0,0.0,0.0,,,
2015-06-01,0.0,0.0,0.0,,,
2015-07-01,0.0,0.0,0.0,,,
2015-08-01,0.0,0.0,0.0,,,
2015-09-01,0.0,0.0,0.0,,,
2015-10-01,0.0,0.0,0.0,,,
2015-11-01,0.0,0.0,0.0,,,
2015-12-01,-37.0,17.0,17.0,,,
2016-01-01,-3.708,58.0,58.0,,,
2016-02-01,-3.278,52.0,52.0,,,
2016-03-01,-3.666,58.0,58.0,,,
2016-04-01,-3.137,52.0,52.0,,,
2016-05-01,-7.432,116.0,116.0,,,
2016-06-01,-4.415,70.0,70.0,,,
2016-07-01,-5.071,81.0,81.0,,,
2016-08-01,-3.63,58.0,58.0,,,
2016-09-01,-2.979,46.0,46.0,,,
2016-10-01,-2.298,35.0,35.0,,,
2016-11-01,-3.317,52.0,52.0,,,
2016-12-01,-3.069,46.0,46.0,,,
2017-01-01,-1.155,81.0,81.0,,,
2017-02-01,-0.746,52.0,52.0,,,
2017-03-01,-0.834,58.0,58.0,,,
2017-04-01,-0.979,70.0,70.0,,,
2017-05-01,-0.933,70.0,70.0,,,
2017-06-01,-0.88,64.0,64.0,,,
2017-07-01,-0.78,58.0,58.0,,,
2017-08-01,-1.239,93.0,93.0,,,
2017-09-01,-1.115,81.0,81.0,,,
2017-10-01,-1.059,75.0,75.0,,,
2017-11-01,-1.083,81.0,81.0,,,
2017-12-01,-2.197,162.0,162.0,,,
2018-01-01,5.512,186.0,186.0,,,
2018-02-01,3.971,133.0,133.0,,,
2018-03-01,8.413,284.0,284.0,,,
2018-04-01,8.78,296.0,296.0,,,
2018-05-01,8.691,296.0,296.0,,,
2018-06-01,5.931,203.0,203.0,,,
2018-07-01,4.055,139.0,139.0,,,
2018-08-01,5.138,174.0,174.0,,,
2018-09-01,5.233,180.0,180.0,,,
2018-10-01,6.982,238.0,238.0,,,
2018-11-01,5.885,197.0,197.0,,,
2018-12-01,6.409,220.0,220.0,,,
2019-01-01,-2.489,464.0,464.0,,,
2019-02-01,-1.671,307.0,307.0,,,
2019-03-01,-2.094,389.0,389.0,,,
2019-04-01,-2.014,371.0,371.0,,,
2019-05-01,-1.551,284.0,284.0,,,
2019-06-01,-2.022,371.0,371.0,,,
2019-07-01,-2.846,522.0,522.0,,,
2019-08-01,-2.331,429.0,429.0,,,
2019-09-01,-2.393,441.0,441.0,,,
2019-10-01,-2.313,423.0,423.0,,,
2019-11-01,-1.381,255.0,255.0,,,
2019-12-01,-1.895,348.0,348.0,,,
2020-01-01,-2.734,220.0,220.0,,,
2020-02-01,-1.167,93.0,93.0,,,
2020-03-01,-2.515,197.0,197.0,,,
2020-04-01,-1.398,110.0,110.0,,,
2020-05-01,-3.008,238.0,238.0,,,
2020-06-01,-2.846,226.0,226.0,,,
2020-07-01,-3.26,255.0,255.0,,,
2020-08-01,-4.747,371.0,371.0,,,
2020-09-01,-2.022,157.0,157.0,,,
2020-10-01,-0.833,64.0,64.0,,,
2020-11-01,-1.044,81.0,81.0,,,
2020-12-01,-3.426,273.0,273.0,,,
2021-01-01,0.773,104.0,104.0,,,
2021-02-01,1.083,139.0,139.0,,,
2021-03-01,0.655,81.0,81.0,,,
2021-04-01,0.779,99.0,99.0,,,
2021-05-01,1.203,151.0,151.0,,,
2021-06-01,0.992,128.0,128.0,,,
2021-07-01,1.01,128.0,128.0,,,
2021-08-01,0.788,99.0,99.0,,,
2021-09-01,0.895,116.0,116.0,,,
2021-10-01,0.77,99.0,99.0,,,
2021-11-01,0.815,104.0,104.0,,,
2021-12-01,1.237,157.0,157.0,,,
2022-01-01,2.557,122.0,122.0,,,
2022-02-01,4.095,191.0,191.0,,,
2022-03-01,3.393,157.0,157.0,,,
2022-04-01,6.95,325.0,325.0,,,
2022-05-01,3.606,168.0,168.0,,,
2022-06-01,3.573,168.0,168.0,,,
2022-07-01,1.565,75.0,75.0,,,
2022-08-01,2.898,133.0,133.0,,,
2022-09-01,1.621,75.0,75.0,,,
2022-10-01,2.959,139.0,139.0,,,
2022-11-01,3.896,180.0,180.0,,,
2022-12-01,3.887,180.0,180.0,,,
2023-01-01,1.536,64.0,64.0,,,
2023-02-01,1.136,52.0,52.0,,,
2023-03-01,2.606,122.0,122.0,,,
2023-04-01,1.901,87.0,87.0,,,
2023-05-01,3.293,151.0,151.0,,,
2023-06-01,2.357,110.0,110.0,,,
2023-07-01,2.345,104.0,104.0,,,
2023-08-01,1.718,81.0,81.0,,,
2023-09-01,2.088,93.0,93.0,,,
2023-10-01,3.235,151.0,151.0,,,
2023-11-01,1.805,81.0,81.0,,,
2023-12-01,1.98,93.0,93.0,,,
2024-01-01,0.2,122.0,122.0,,,
2024-02-01,0.161,99.0,99.0,,,
2024-03-01,0.27,162.0,162.0,,,
2024-04-01,0.139,81.0,81.0,,,
2024-05-01,0.227,139.0,139.0,,,
2024-06-01,0.111,70.0,70.0,,,
2024-07-01,0.091,52.0,52.0,,,
2024-08-01,0.138,81.0,81.0,,,
2024-09-01,0.174,104.0,104.0,,,
2024-10-01,0.189,116.0,116.0,,,
2024-11-01,0.183,110.0,110.0,,,
2024-12-01,0.117,70.0,70.0,,,
