measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2019-01-01,2911.012,20199.0,20199.0
2019-02-01,2699.125,18729.0,18729.0
2019-03-01,2353.767,16333.0,16333.0
2019-04-01,1651.633,11461.0,11461.0
2019-05-01,1423.235,9876.0,9876.0
2019-06-01,1903.12,13207.0,13207.0
2019-07-01,3000.088,20818.0,20818.0
2019-08-01,3523.961,24454.0,24454.0
2019-09-01,3100.825,21518.0,21518.0
2019-10-01,3175.914,22038.0,22038.0
2019-11-01,3114.743,21614.0,21614.0
2019-12-01,3230.577,22418.0,22418.0
2020-01-01,2342.192,17324.0,17324.0
2020-02-01,2068.377,15300.0,15300.0
2020-03-01,2296.036,16983.0,16983.0
2020-04-01,1623.757,12010.0,12010.0
2020-05-01,1526.772,11293.0,11293.0
2020-06-01,2147.726,15886.0,15886.0
2020-07-01,3004.442,22223.0,22223.0
2020-08-01,3736.233,27636.0,27636.0
2020-09-01,3253.677,24066.0,24066.0
2020-10-01,3379.025,24994.0,24994.0
2020-11-01,2699.045,19964.0,19964.0
2020-12-01,2991.718,22129.0,22129.0
2021-01-01,2149.751,15838.0,15838.0
2021-02-01,1823.057,13432.0,13432.0
2021-03-01,1960.138,14442.0,14442.0
2021-04-01,1739.297,12815.0,12815.0
2021-05-01,1817.79,13393.0,13393.0
2021-06-01,2485.724,18314.0,18314.0
2021-07-01,3430.251,25274.0,25274.0
2021-08-01,3131.935,23076.0,23076.0
2021-09-01,2664.907,19635.0,19635.0
2021-10-01,2540.475,18718.0,18718.0
2021-11-01,2334.822,17203.0,17203.0
2021-12-01,2409.853,17755.0,17755.0
2022-01-01,1960.966,13774.0,13774.0
2022-02-01,1628.125,11436.0,11436.0
2022-03-01,1506.448,10581.0,10581.0
2022-04-01,1543.107,10839.0,10839.0
2022-05-01,1416.062,9947.0,9947.0
2022-06-01,1925.94,13528.0,13528.0
2022-07-01,2572.861,18072.0,18072.0
2022-08-01,3104.5,21806.0,21806.0
2022-09-01,2845.266,19985.0,19985.0
2022-10-01,2612.939,18354.0,18354.0
2022-11-01,2399.535,16855.0,16855.0
2022-12-01,2652.251,18630.0,18630.0
2023-01-01,2657.437,18897.0,18897.0
2023-02-01,2263.619,16098.0,16098.0
2023-03-01,2175.629,15473.0,15473.0
2023-04-01,1699.62,12087.0,12087.0
2023-05-01,1100.835,7829.0,7829.0
2023-06-01,1448.189,10299.0,10299.0
2023-07-01,3352.274,23840.0,23840.0
2023-08-01,3382.512,24056.0,24056.0
2023-09-01,2394.235,17027.0,17027.0
2023-10-01,2923.805,20793.0,20793.0
2023-11-01,2746.588,19533.0,19533.0
2023-12-01,3092.257,21992.0,21992.0
2024-01-01,2697.0,19304.0,19304.0
2024-02-01,2295.0,17088.0,17088.0
2024-03-01,2687.0,19111.0,19111.0
2024-04-01,2597.0,18423.0,18423.0
2024-05-01,2640.0,18818.0,18818.0
2024-06-01,2531.0,18035.0,18035.0
2024-07-01,2509.0,18117.0,18117.0
2024-08-01,2558.0,18210.0,18210.0
2024-09-01,2476.0,17770.0,17770.0
2024-10-01,2581.0,18542.0,18542.0
2024-11-01,2476.0,17937.0,17937.0
2024-12-01,2542.0,18472.0,18472.0
