measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,Kerosene - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Generation,Kerosene - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Quantity Consumed For Electricity,Kerosene - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2007-08-01,38.278,426.0,426.0,0.0,0.0,0.0,17049.112,188800.0,188800.0
2007-09-01,25.649,286.0,286.0,0.0,0.0,0.0,12494.918,138368.0,138368.0
2007-10-01,14.603000000000002,162.0,162.0,0.0,0.0,0.0,10180.342,112736.0,112736.0
2007-11-01,8.917,101.0,101.0,0.0,0.0,0.0,8170.887000000001,90484.0,90484.0
2007-12-01,33.867000000000004,375.0,375.0,0.0,0.0,0.0,8727.217,96644.0,96644.0
2008-01-01,79.864,868.0,868.0,0.0,0.0,0.0,4929.07,53610.0,53610.0
2008-02-01,51.051,555.0,555.0,0.0,0.0,0.0,4496.985000000001,48912.0,48912.0
2008-03-01,15.881,171.0,171.0,0.0,0.0,0.0,5216.04,56733.0,56733.0
2008-04-01,6.74,71.0,71.0,0.0,0.0,0.0,4845.633,52704.0,52704.0
2008-05-01,9.534,106.0,106.0,0.0,0.0,0.0,4730.359,51450.0,51450.0
2008-06-01,67.655,738.0,738.0,0.0,0.0,0.0,6939.331,75475.0,75475.0
2008-07-01,82.27300000000001,897.0,897.0,0.0,0.0,0.0,8847.774000000001,96233.0,96233.0
2008-08-01,31.108,336.0,336.0,0.0,0.0,0.0,7126.619000000001,77513.0,77513.0
2008-09-01,21.363,230.0,230.0,0.0,0.0,0.0,6635.6810000000005,72173.0,72173.0
2008-10-01,7.886,89.0,89.0,0.0,0.0,0.0,6050.783,65811.0,65811.0
2008-11-01,56.072,608.0,608.0,0.0,0.0,0.0,5246.752,57066.0,57066.0
2008-12-01,157.707,1717.0,1717.0,0.0,0.0,0.0,4878.839,53065.0,53065.0
2009-01-01,662.436,7326.0,7326.0,0.0,0.0,0.0,3365.054,37208.0,37208.0
2009-02-01,106.48,1176.0,1176.0,0.0,0.0,0.0,3200.536,35390.0,35390.0
2009-03-01,67.938,753.0,753.0,0.0,0.0,0.0,3810.7140000000004,42137.0,42137.0
2009-04-01,19.753,218.0,218.0,0.0,0.0,0.0,3776.7850000000003,41762.0,41762.0
2009-05-01,16.27,182.0,182.0,0.0,0.0,0.0,3577.95,39563.0,39563.0
2009-06-01,50.048,553.0,553.0,0.0,0.0,0.0,3806.396,42089.0,42089.0
2009-07-01,70.595,782.0,782.0,0.0,0.0,0.0,4608.394,50957.0,50957.0
2009-08-01,116.83800000000001,1294.0,1294.0,0.0,0.0,0.0,5612.263,62058.0,62058.0
2009-09-01,23.089000000000002,253.0,253.0,0.0,0.0,0.0,3853.06,42605.0,42605.0
2009-10-01,10.862,118.0,118.0,0.0,0.0,0.0,3451.7110000000002,38167.0,38167.0
2009-11-01,9.523,106.0,106.0,0.0,0.0,0.0,3449.92,38147.0,38147.0
2009-12-01,76.15100000000001,841.0,841.0,0.0,0.0,0.0,3599.2340000000004,39799.0,39799.0
2010-01-01,13.663,146.0,146.0,0.0,0.0,0.0,6335.379,68591.0,68591.0
2010-02-01,3.7990000000000004,39.0,39.0,0.0,0.0,0.0,6001.984,64982.0,64982.0
2010-03-01,2.459,28.0,28.0,0.0,0.0,0.0,6113.01,66185.0,66185.0
2010-04-01,2.3120000000000003,22.0,22.0,0.0,0.0,0.0,6565.617,71085.0,71085.0
2010-05-01,3.1710000000000003,34.0,34.0,0.0,0.0,0.0,7115.5160000000005,77039.0,77039.0
2010-06-01,11.748000000000001,129.0,129.0,0.0,0.0,0.0,9321.818000000001,100926.0,100926.0
2010-07-01,23.258000000000003,253.0,253.0,0.0,0.0,0.0,12693.92,137435.0,137435.0
2010-08-01,12.675,135.0,135.0,0.0,0.0,0.0,11451.284,123981.0,123981.0
2010-09-01,5.791,62.0,62.0,0.0,0.0,0.0,10331.059,111852.0,111852.0
2010-10-01,1.358,17.0,17.0,0.0,0.0,0.0,7667.88,83019.0,83019.0
2010-11-01,1.365,17.0,17.0,0.0,0.0,0.0,8075.321000000001,87430.0,87430.0
2010-12-01,8.186,90.0,90.0,0.0,0.0,0.0,7230.427000000001,78283.0,78283.0
2011-01-01,201.698,2223.0,2223.0,0.0,0.0,0.0,5510.584,60397.0,60397.0
2011-02-01,50.298,549.0,549.0,0.0,0.0,0.0,5054.102,55393.0,55393.0
2011-03-01,36.45,398.0,398.0,0.0,0.0,0.0,6285.679,68891.0,68891.0
2011-04-01,21.098,230.0,230.0,0.0,0.0,0.0,5559.296,60930.0,60930.0
2011-05-01,33.85,370.0,370.0,0.0,0.0,0.0,6027.545,66061.0,66061.0
2011-06-01,107.797,1181.0,1181.0,0.0,0.0,0.0,7119.986,78035.0,78035.0
2011-07-01,194.534,2133.0,2133.0,0.0,0.0,0.0,10408.775,114080.0,114080.0
2011-08-01,69.955,767.0,767.0,0.0,0.0,0.0,8918.164,97743.0,97743.0
2011-09-01,36.356,398.0,398.0,0.0,0.0,0.0,7250.217,79462.0,79462.0
2011-10-01,26.265,286.0,286.0,0.0,0.0,0.0,6725.424,73710.0,73710.0
2011-11-01,18.551,202.0,202.0,0.0,0.0,0.0,5978.351,65523.0,65523.0
2011-12-01,26.141,286.0,286.0,0.0,0.0,0.0,6530.884,71579.0,71579.0
2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,9160.999,99272.0,99272.0
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,8770.191,95037.0,95037.0
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,8488.908,91989.0,91989.0
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0,9245.29,100186.0,100186.0
2012-05-01,0.0,0.0,0.0,0.0,0.0,0.0,11447.821,124054.0,124054.0
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0,13003.325,140910.0,140910.0
2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0,16832.425,182403.0,182403.0
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0,14784.636,160212.0,160212.0
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0,11125.925,120565.0,120565.0
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,10516.08,113957.0,113957.0
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,10473.387,113494.0,113494.0
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,9649.013,104561.0,104561.0
2013-01-01,42.03,445.0,445.0,0.0,0.0,0.0,10445.57,111084.0,111084.0
2013-02-01,13.416,144.0,144.0,0.0,0.0,0.0,10708.952,113885.0,113885.0
2013-03-01,4.002,40.0,40.0,0.0,0.0,0.0,11140.798,118478.0,118478.0
2013-04-01,3.091,35.0,35.0,0.0,0.0,0.0,9245.652,98324.0,98324.0
2013-05-01,7.078,75.0,75.0,0.0,0.0,0.0,10854.096,115429.0,115429.0
2013-06-01,12.084,127.0,127.0,0.0,0.0,0.0,12630.654,134322.0,134322.0
2013-07-01,35.085,376.0,376.0,0.0,0.0,0.0,18340.373,195043.0,195043.0
2013-08-01,5.866,64.0,64.0,0.0,0.0,0.0,13589.975,144524.0,144524.0
2013-09-01,7.718,81.0,81.0,0.0,0.0,0.0,10699.032,113780.0,113780.0
2013-10-01,2.572,29.0,29.0,0.0,0.0,0.0,9170.287,97522.0,97522.0
2013-11-01,2.777,29.0,29.0,0.0,0.0,0.0,9854.312,104797.0,104797.0
2013-12-01,6.631,69.0,69.0,0.0,0.0,0.0,11416.949,121415.0,121415.0
2014-01-01,3211.359,33824.0,33824.0,0.0,0.0,0.0,12813.447,134976.0,134976.0
2014-02-01,1143.832,12047.0,12047.0,0.0,0.0,0.0,14509.639,152842.0,152842.0
2014-03-01,903.488,9516.0,9516.0,0.0,0.0,0.0,15412.509,162353.0,162353.0
2014-04-01,23.612,248.0,248.0,0.0,0.0,0.0,12753.567,134345.0,134345.0
2014-05-01,20.69,220.0,220.0,0.0,0.0,0.0,13739.959,144735.0,144735.0
2014-06-01,49.359,520.0,520.0,0.0,0.0,0.0,18066.736,190312.0,190312.0
2014-07-01,81.271,855.0,855.0,0.0,0.0,0.0,21172.383,223028.0,223028.0
2014-08-01,60.732,641.0,641.0,0.0,0.0,0.0,19383.192,204180.0,204180.0
2014-09-01,43.948,462.0,462.0,0.0,0.0,0.0,18067.077,190316.0,190316.0
2014-10-01,39.402,416.0,416.0,0.0,0.0,0.0,15223.459,160361.0,160361.0
2014-11-01,58.438,618.0,618.0,0.0,0.0,0.0,14337.709,151031.0,151031.0
2014-12-01,67.892,716.0,716.0,0.0,0.0,0.0,15607.3,164405.0,164405.0
2015-01-01,0.0,0.0,0.0,574.066,6107.0,6107.0,13026.838,138615.0,138615.0
2015-02-01,0.0,0.0,0.0,2073.725,22066.0,22066.0,10894.713,115927.0,115927.0
2015-03-01,0.0,0.0,0.0,159.644,1699.0,1699.0,14958.484,159168.0,159168.0
2015-04-01,0.0,0.0,0.0,19.627,208.0,208.0,10879.011,115759.0,115759.0
2015-05-01,0.0,0.0,0.0,27.888,295.0,295.0,14865.912,158183.0,158183.0
2015-06-01,0.0,0.0,0.0,23.916,254.0,254.0,14670.533,156104.0,156104.0
2015-07-01,0.0,0.0,0.0,61.262,653.0,653.0,19423.463,206679.0,206679.0
2015-08-01,0.0,0.0,0.0,68.201,728.0,728.0,19557.898,208109.0,208109.0
2015-09-01,0.0,0.0,0.0,57.963,618.0,618.0,17693.451,188270.0,188270.0
2015-10-01,0.0,0.0,0.0,22.257,237.0,237.0,14726.526,156700.0,156700.0
2015-11-01,0.0,0.0,0.0,10.172,110.0,110.0,11970.291,127372.0,127372.0
2015-12-01,0.0,0.0,0.0,26.851,283.0,283.0,11558.308,122989.0,122989.0
2016-01-01,0.0,0.0,0.0,84.509,913.0,913.0,12614.514,135832.0,135832.0
2016-02-01,0.0,0.0,0.0,206.067,2221.0,2221.0,11970.147,128894.0,128894.0
2016-03-01,0.0,0.0,0.0,14.551,155.0,155.0,13097.075,141028.0,141028.0
2016-04-01,0.0,0.0,0.0,14.537,155.0,155.0,13789.635,148485.0,148485.0
2016-05-01,0.0,0.0,0.0,7.201,80.0,80.0,15586.647,167835.0,167835.0
2016-06-01,0.0,0.0,0.0,8.971,98.0,98.0,17693.691,190524.0,190524.0
2016-07-01,0.0,0.0,0.0,54.872,591.0,591.0,22954.494,247171.0,247171.0
2016-08-01,0.0,0.0,0.0,85.919,924.0,924.0,24778.178,266809.0,266809.0
2016-09-01,0.0,0.0,0.0,24.046,258.0,258.0,17943.753,193216.0,193216.0
2016-10-01,0.0,0.0,0.0,8.652,92.0,92.0,13091.069,140963.0,140963.0
2016-11-01,0.0,0.0,0.0,9.83,103.0,103.0,11928.933,128450.0,128450.0
2016-12-01,0.0,0.0,0.0,56.456,608.0,608.0,13871.253,149364.0,149364.0
2017-01-01,35.36,373.0,373.0,0.0,0.0,0.0,8213.178,88160.0,88160.0
2017-02-01,29.452,316.0,316.0,0.0,0.0,0.0,7132.532,76561.0,76561.0
2017-03-01,44.901,482.0,482.0,0.0,0.0,0.0,7781.414,83526.0,83526.0
2017-04-01,42.477,453.0,453.0,0.0,0.0,0.0,6750.303,72458.0,72458.0
2017-05-01,21.851,235.0,235.0,0.0,0.0,0.0,7307.907,78443.0,78443.0
2017-06-01,16.852,184.0,184.0,0.0,0.0,0.0,9144.118,98152.0,98152.0
2017-07-01,15.929,172.0,172.0,0.0,0.0,0.0,11637.71,124919.0,124919.0
2017-08-01,12.22,132.0,132.0,0.0,0.0,0.0,11011.005,118192.0,118192.0
2017-09-01,13.273,143.0,143.0,0.0,0.0,0.0,9120.684,97902.0,97902.0
2017-10-01,23.902,258.0,258.0,0.0,0.0,0.0,7302.971,78390.0,78390.0
2017-11-01,27.739,298.0,298.0,0.0,0.0,0.0,6612.188,70975.0,70975.0
2017-12-01,424.751,4561.0,4561.0,0.0,0.0,0.0,7969.283,85542.0,85542.0
2018-01-01,0.0,0.0,0.0,2660.758,27947.0,27947.0,5701.963,59885.0,59885.0
2018-02-01,0.0,0.0,0.0,55.823,584.0,584.0,4961.345,52106.0,52106.0
2018-03-01,0.0,0.0,0.0,55.633,584.0,584.0,5514.883,57920.0,57920.0
2018-04-01,0.0,0.0,0.0,44.241,465.0,465.0,5702.339,59889.0,59889.0
2018-05-01,0.0,0.0,0.0,10.504,108.0,108.0,6330.459,66486.0,66486.0
2018-06-01,0.0,0.0,0.0,27.05,284.0,284.0,7354.916,77245.0,77245.0
2018-07-01,0.0,0.0,0.0,24.906,261.0,261.0,10431.247,109554.0,109554.0
2018-08-01,0.0,0.0,0.0,21.453,227.0,227.0,10881.683,114285.0,114285.0
2018-09-01,0.0,0.0,0.0,24.633,261.0,261.0,8123.086,85313.0,85313.0
2018-10-01,0.0,0.0,0.0,26.666,278.0,278.0,6766.596,71066.0,71066.0
2018-11-01,0.0,0.0,0.0,27.998,295.0,295.0,5828.393,61212.0,61212.0
2018-12-01,0.0,0.0,0.0,51.712,544.0,544.0,5774.713,60649.0,60649.0
2019-01-01,0.0,0.0,0.0,157.246,1598.0,1598.0,6324.263,64406.0,64406.0
2019-02-01,0.0,0.0,0.0,32.533,332.0,332.0,6045.479,61568.0,61568.0
2019-03-01,0.0,0.0,0.0,0.537,6.0,6.0,5628.038,57317.0,57317.0
2019-04-01,0.0,0.0,0.0,0.269,0.0,0.0,4952.245,50435.0,50435.0
2019-05-01,0.0,0.0,0.0,0.428,6.0,6.0,4800.864,48893.0,48893.0
2019-06-01,0.0,0.0,0.0,0.283,6.0,6.0,6395.534,65133.0,65133.0
2019-07-01,0.0,0.0,0.0,0.136,0.0,0.0,10884.025,110846.0,110846.0
2019-08-01,0.0,0.0,0.0,0.259,0.0,0.0,9514.906,96901.0,96901.0
2019-09-01,0.0,0.0,0.0,1.136,11.0,11.0,6797.385,69226.0,69226.0
2019-10-01,0.0,0.0,0.0,0.3,6.0,6.0,5731.515,58371.0,58371.0
2019-11-01,0.0,0.0,0.0,0.591,6.0,6.0,6051.714,61632.0,61632.0
2019-12-01,0.0,0.0,0.0,22.259,229.0,229.0,6751.055,68755.0,68755.0
2020-01-01,0.0,0.0,0.0,104.012,1051.0,1051.0,8188.994,83295.0,83295.0
2020-02-01,0.0,0.0,0.0,77.989,795.0,795.0,7693.986,78260.0,78260.0
2020-03-01,0.0,0.0,0.0,66.044,670.0,670.0,7532.078,76613.0,76613.0
2020-04-01,0.0,0.0,0.0,46.926,477.0,477.0,5374.552,54668.0,54668.0
2020-05-01,0.0,0.0,0.0,99.216,1011.0,1011.0,6280.122,63878.0,63878.0
2020-06-01,0.0,0.0,0.0,41.131,420.0,420.0,9990.156,101616.0,101616.0
2020-07-01,0.0,0.0,0.0,68.404,693.0,693.0,14384.845,146317.0,146317.0
2020-08-01,0.0,0.0,0.0,27.683,284.0,284.0,12812.95,130328.0,130328.0
2020-09-01,0.0,0.0,0.0,71.944,733.0,733.0,10054.121,102266.0,102266.0
2020-10-01,0.0,0.0,0.0,41.13,420.0,420.0,7529.539,76587.0,76587.0
2020-11-01,0.0,0.0,0.0,99.544,1011.0,1011.0,7761.813,78950.0,78950.0
2020-12-01,0.0,0.0,0.0,116.652,1187.0,1187.0,7911.169,80469.0,80469.0
2021-01-01,0.0,0.0,0.0,89.681,914.0,914.0,8800.111,89924.0,89924.0
2021-02-01,0.0,0.0,0.0,64.53,658.0,658.0,6332.059,64705.0,64705.0
2021-03-01,0.0,0.0,0.0,95.375,976.0,976.0,9358.8,95633.0,95633.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0,37.074,380.0,380.0,3637.973,37175.0,37175.0
2021-06-01,0.0,0.0,0.0,185.868,1901.0,1901.0,18238.636,186372.0,186372.0
2021-07-01,0.0,0.0,0.0,165.431,1691.0,1691.0,16233.128,165880.0,165880.0
2021-08-01,0.0,0.0,0.0,290.118,2962.0,2962.0,28468.273,290906.0,290906.0
2021-09-01,0.0,0.0,0.0,227.275,2321.0,2321.0,22301.759,227893.0,227893.0
2021-10-01,0.0,0.0,0.0,93.715,959.0,959.0,9195.904,93969.0,93969.0
2021-11-01,0.0,0.0,0.0,28.833,295.0,295.0,2829.284,28911.0,28911.0
2021-12-01,0.0,0.0,0.0,169.371,1731.0,1731.0,16619.803,169830.0,169830.0
2022-01-01,0.0,0.0,0.0,446.961,4590.0,4590.0,21707.732,222952.0,222952.0
2022-02-01,0.0,0.0,0.0,519.967,5339.0,5339.0,25253.457,259368.0,259368.0
2022-03-01,0.0,0.0,0.0,186.122,1912.0,1912.0,9039.45,92841.0,92841.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0,36.881,380.0,380.0,1791.201,18397.0,18397.0
2022-06-01,0.0,0.0,0.0,482.901,4959.0,4959.0,23453.289,240880.0,240880.0
2022-07-01,0.0,0.0,0.0,682.896,7013.0,7013.0,33166.526,340641.0,340641.0
2022-08-01,0.0,0.0,0.0,602.649,6190.0,6190.0,29269.13,300612.0,300612.0
2022-09-01,0.0,0.0,0.0,406.945,4182.0,4182.0,19764.303,202991.0,202991.0
2022-10-01,0.0,0.0,0.0,8.94,91.0,91.0,434.192,4460.0,4460.0
2022-11-01,0.0,0.0,0.0,327.555,3365.0,3365.0,15908.528,163391.0,163391.0
2022-12-01,0.0,0.0,0.0,407.856,4187.0,4187.0,19808.52,203446.0,203446.0
2023-01-01,0.0,0.0,0.0,32.656,335.0,335.0,13366.606,137351.0,137351.0
2023-02-01,0.0,0.0,0.0,39.974,408.0,408.0,16362.088,168131.0,168131.0
2023-03-01,0.0,0.0,0.0,31.075,318.0,318.0,12719.59,130702.0,130702.0
2023-04-01,0.0,0.0,0.0,0.212,0.0,0.0,86.811,892.0,892.0
2023-05-01,0.0,0.0,0.0,17.858,181.0,181.0,7309.394,75109.0,75109.0
2023-06-01,0.0,0.0,0.0,48.548,499.0,499.0,19871.516,204192.0,204192.0
2023-07-01,0.0,0.0,0.0,75.905,782.0,782.0,31069.062,319254.0,319254.0
2023-08-01,0.0,0.0,0.0,62.624,641.0,641.0,25632.966,263395.0,263395.0
2023-09-01,0.0,0.0,0.0,43.892,454.0,454.0,17965.604,184608.0,184608.0
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0,6.167,62.0,62.0,2524.322,25938.0,25938.0
2023-12-01,0.0,0.0,0.0,17.411,181.0,181.0,7126.719,73231.0,73231.0
2024-01-01,8273.524,101227.0,101227.0,0.0,0.0,0.0,9005.308,110176.0,110176.0
2024-02-01,390.442,4774.0,4774.0,0.0,0.0,0.0,8172.366,99985.0,99985.0
2024-03-01,2466.206,30176.0,30176.0,0.0,0.0,0.0,7852.433,96071.0,96071.0
2024-04-01,595.05,7280.0,7280.0,0.0,0.0,0.0,6752.057,82609.0,82609.0
2024-05-01,299.509,3663.0,3663.0,0.0,0.0,0.0,7987.006,97718.0,97718.0
2024-06-01,242.512,2965.0,2965.0,0.0,0.0,0.0,9911.846,121267.0,121267.0
2024-07-01,483.869,5919.0,5919.0,0.0,0.0,0.0,12665.465,154956.0,154956.0
2024-08-01,319.682,3912.0,3912.0,0.0,0.0,0.0,11270.503,137890.0,137890.0
2024-09-01,299.721,3668.0,3668.0,0.0,0.0,0.0,9297.611,113752.0,113752.0
2024-10-01,541.772,6628.0,6628.0,0.0,0.0,0.0,7908.786,96760.0,96760.0
2024-11-01,760.057,9299.0,9299.0,0.0,0.0,0.0,8270.052,101181.0,101181.0
2024-12-01,5705.599,69803.0,69803.0,0.0,0.0,0.0,9726.624,119001.0,119001.0
