measured_on,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2006-10-01,1027.9180000000001,24175.0,24175.0
2006-11-01,1005.1940000000001,23641.0,23641.0
2006-12-01,1041.975,24506.0,24506.0
2007-01-01,1195.2910000000002,50310.0,50310.0
2007-02-01,1051.059,44244.0,44244.0
2007-03-01,890.2420000000001,37476.0,37476.0
2007-04-01,1152.2720000000002,48492.0,48492.0
2007-05-01,1101.996,46386.0,46386.0
2007-06-01,898.714,37818.0,37818.0
2007-07-01,1002.0740000000001,42174.0,42174.0
2007-08-01,1301.842,54792.0,54792.0
2007-09-01,1155.008,48618.0,48618.0
2007-10-01,1347.556,56718.0,56718.0
2007-11-01,1165.1570000000002,49032.0,49032.0
2007-12-01,1166.498,49104.0,49104.0
2008-01-01,959.125,38628.0,38628.0
2008-02-01,708.274,28548.0,28548.0
2008-03-01,879.346,35442.0,35442.0
2008-04-01,702.195,28296.0,28296.0
2008-05-01,633.702,25542.0,25542.0
2008-06-01,408.999,16488.0,16488.0
2008-07-01,902.859,36378.0,36378.0
2008-08-01,950.695,38322.0,38322.0
2008-09-01,931.957,37566.0,37566.0
2008-10-01,999.139,40266.0,40266.0
2008-11-01,835.053,33660.0,33660.0
2008-12-01,736.2760000000001,29664.0,29664.0
2009-01-01,962.6890000000001,11288.0,46602.0
2009-02-01,934.652,10959.0,45252.0
2009-03-01,939.686,11018.0,45486.0
2009-04-01,606.716,7114.0,29376.0
2009-05-01,722.94,8477.0,34992.0
2009-06-01,565.464,6630.0,27378.0
2009-07-01,1051.8,12332.0,50922.0
2009-08-01,976.9480000000001,11455.0,47286.0
2009-09-01,968.995,11362.0,46908.0
2009-10-01,1014.947,11900.0,49140.0
2009-11-01,785.456,9210.0,38016.0
2009-12-01,601.3570000000001,7051.0,29106.0
2010-01-01,270.24600000000004,3169.0,26388.0
2010-02-01,287.641,3373.0,28080.0
2010-03-01,308.737,3620.0,30150.0
2010-04-01,325.874,3821.0,31824.0
2010-05-01,222.685,2611.0,21744.0
2010-06-01,183.535,2152.0,17928.0
2010-07-01,270.41700000000003,3171.0,26406.0
2010-08-01,334.132,3918.0,32634.0
2010-09-01,328.38100000000003,3850.0,32058.0
2010-10-01,299.993,3517.0,29286.0
2010-11-01,244.92700000000002,2872.0,23922.0
2010-12-01,257.322,3017.0,25128.0
2011-01-01,104.287,1223.0,28188.0
2011-02-01,91.775,1076.0,24786.0
2011-03-01,96.551,1132.0,26082.0
2011-04-01,72.733,853.0,19638.0
2011-05-01,48.665,571.0,13140.0
2011-06-01,56.079,658.0,15138.0
2011-07-01,67.348,790.0,18180.0
2011-08-01,113.156,1327.0,30564.0
2011-09-01,111.068,1302.0,29988.0
2011-10-01,94.062,1103.0,25398.0
2011-11-01,93.077,1091.0,25128.0
2011-12-01,93.949,1102.0,25362.0
2012-01-01,364.987,4280.0,31842.0
2012-02-01,326.256,3825.0,28458.0
2012-03-01,375.125,4398.0,32706.0
2012-04-01,251.751,2952.0,21960.0
2012-05-01,132.607,1555.0,11556.0
2012-06-01,207.279,2430.0,18072.0
2012-07-01,199.401,2338.0,17388.0
2012-08-01,266.011,3119.0,23202.0
2012-09-01,383.98,4502.0,33480.0
2012-10-01,405.17,4751.0,35334.0
2012-11-01,384.652,4510.0,33552.0
2012-12-01,334.461,3922.0,29160.0
2013-01-01,154.313,1809.0,28278.0
2013-02-01,132.39,1552.0,24246.0
2013-03-01,154.001,1806.0,28206.0
2013-04-01,87.737,1029.0,16074.0
2013-05-01,67.116,787.0,12294.0
2013-06-01,71.5,838.0,13104.0
2013-07-01,136.151,1596.0,24930.0
2013-08-01,148.063,1736.0,27126.0
2013-09-01,126.05,1478.0,23094.0
2013-10-01,120.025,1407.0,21978.0
2013-11-01,103.509,1214.0,18954.0
2013-12-01,132.805,1557.0,24318.0
2014-01-01,126.144,1479.0,27450.0
2014-02-01,127.143,1491.0,27666.0
2014-03-01,132.983,1559.0,28944.0
2014-04-01,136.719,1603.0,29754.0
2014-05-01,84.098,986.0,18306.0
2014-06-01,94.242,1105.0,20520.0
2014-07-01,137.418,1611.0,29916.0
2014-08-01,152.266,1785.0,33138.0
2014-09-01,147.697,1732.0,32148.0
2014-10-01,121.488,1424.0,26442.0
2014-11-01,132.599,1555.0,28854.0
2014-12-01,133.983,1571.0,29160.0
2015-01-01,99.267,1164.0,28602.0
2015-02-01,82.877,972.0,23886.0
2015-03-01,94.679,1110.0,27288.0
2015-04-01,96.766,1135.0,27900.0
2015-05-01,61.41,720.0,17712.0
2015-06-01,72.458,850.0,20898.0
2015-07-01,79.277,930.0,22860.0
2015-08-01,83.037,974.0,23940.0
2015-09-01,84.783,994.0,24444.0
2015-10-01,89.073,1044.0,25686.0
2015-11-01,91.984,1079.0,26514.0
2015-12-01,88.709,1040.0,25578.0
