measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2001-01-01,48.315,517.0,517.0,24.482000000000003,271.0,271.0
2001-02-01,40.912,438.0,438.0,20.731,229.0,229.0
2001-03-01,41.891000000000005,448.0,448.0,21.227,235.0,235.0
2001-04-01,41.102000000000004,440.0,440.0,20.827,230.0,230.0
2001-05-01,41.723,446.0,446.0,21.142,234.0,234.0
2001-06-01,43.603,467.0,467.0,22.095,244.0,244.0
2001-07-01,49.997,535.0,535.0,25.334,280.0,280.0
2001-08-01,50.498000000000005,540.0,540.0,25.588,283.0,283.0
2001-09-01,39.42,422.0,422.0,19.975,221.0,221.0
2001-10-01,41.774,447.0,447.0,21.168,234.0,234.0
2001-11-01,39.817,426.0,426.0,20.176000000000002,223.0,223.0
2001-12-01,41.947,449.0,449.0,21.255,235.0,235.0
2002-01-01,58.419000000000004,820.0,820.0,25.467000000000002,349.0,349.0
2002-02-01,51.395,721.0,721.0,22.405,307.0,307.0
2002-03-01,54.586000000000006,766.0,766.0,23.796,326.0,326.0
2002-04-01,52.618,738.0,738.0,22.938000000000002,314.0,314.0
2002-05-01,55.92,785.0,785.0,24.377000000000002,334.0,334.0
2002-06-01,63.005,884.0,884.0,27.466,376.0,376.0
2002-07-01,73.007,1024.0,1024.0,31.826,436.0,436.0
2002-08-01,67.76100000000001,951.0,951.0,29.539,404.0,404.0
2002-09-01,62.0,870.0,870.0,27.028000000000002,370.0,370.0
2002-10-01,59.658,837.0,837.0,26.007,356.0,356.0
2002-11-01,58.408,819.0,819.0,25.462,349.0,349.0
2002-12-01,61.222,859.0,859.0,26.689,365.0,365.0
2003-01-01,121.265,1214.0,1214.0,19.05,208.0,208.0
2003-02-01,116.262,1163.0,1163.0,18.264,199.0,199.0
2003-03-01,117.473,1176.0,1176.0,18.454,201.0,201.0
2003-04-01,107.394,1075.0,1075.0,16.871000000000002,184.0,184.0
2003-05-01,109.31200000000001,1094.0,1094.0,17.172,187.0,187.0
2003-06-01,114.223,1143.0,1143.0,17.944000000000003,196.0,196.0
2003-07-01,132.24200000000002,1323.0,1323.0,20.774,227.0,227.0
2003-08-01,141.50900000000001,1416.0,1416.0,22.23,243.0,243.0
2003-09-01,120.671,1208.0,1208.0,18.957,207.0,207.0
2003-10-01,117.534,1176.0,1176.0,18.464000000000002,202.0,202.0
